ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,AverageReturn,Epoch,SampleStep
-3762512384.0,-3762512400.0,31715.102,2390203.2,38795.336,879857.25,8152.0312,-103478648.0,-103478650.0,31258.695,-14.160706720616517,49,5000
-98326216.0,-98326216.0,31301.594,985412.2,13530.52,844497.0,7196.9897,-41799344.0,-41799340.0,31034.46,-62.41061155960974,50,5100
-32813810.0,-32813806.0,31131.297,891229.56,14016.72,846579.06,10599.422,-4725403.0,-4725400.0,30907.512,12.18548861636209,53,5400
-1652266.0,-1652262.9,30963.254,835220.94,8553.287,730672.6,10540.411,-1580972.5,-1580969.4,30849.719,-11.78009448551961,56,5700
-216790.75,-216787.66,30926.195,663986.9,8913.408,580907.4,9193.896,-634186.9375,-634183.9,30816.188,-8.979201302057362,59,6000
-106004.25,-106001.16,30909.828,529777.2,9295.338,564708.5,8522.575,-50855.12890625,-50852.05,30796.0,-3.379921841651802,62,6300
-32695.615234375,-32692.525,30899.637,384629.53,9773.863,392793.03,10584.751,-33796.71875,-33793.64,30779.828,16.51568806467362,65,6600
-25929.23828125,-25926.15,30884.227,288874.8,9349.906,325527.62,8023.3936,-56354.87109375,-56351.793,30764.688,2.0734019372826973,68,6900
-23223.65234375,-23220.566,30858.508,203129.42,8131.2734,215472.31,8154.107,-20153.080078125,-20150.006,30739.805,57.90194668911079,71,7200
-23618.841796875,-23615.762,30805.836,158377.5,6230.7266,181955.38,5355.244,-15991.1396484375,-15988.069,30705.309,35.43239352427873,74,7500
-12402.884765625,-12399.811,30738.172,129780.92,4579.198,128408.34,5906.9966,-12741.0908203125,-12738.025,30655.36,28.442746846056316,77,7800
-9496.22265625,-9493.157,30651.594,101798.96,3772.6296,113964.69,4569.849,-10858.900390625,-10855.842,30581.898,6.10806460322725,80,8100
-6916.56640625,-6913.5103,30563.863,74429.94,2697.3027,102639.6,3907.685,-9644.4794921875,-9641.43,30496.71,33.80074143291461,83,8400
-5396.0068359375,-5392.957,30496.55,55655.332,2299.9624,70800.89,1813.117,-6072.67529296875,-6069.634,30412.648,-11.957243964632386,86,8700
-3357.377685546875,-3354.3394,30384.219,37244.477,1156.0654,51721.484,2024.9619,-4924.95849609375,-4921.9263,30321.863,47.02372287096497,89,9000
-2466.94287109375,-2463.9167,30261.957,27759.645,788.67175,49788.71,1394.2238,-4367.3564453125,-4364.334,30224.043,-2.236244020838299,92,9300
-1674.2679443359375,-1671.2523,30156.031,18278.93,565.33527,29280.557,911.2587,-2652.7978515625,-2649.7847,30131.305,37.08885504765853,95,9600
-935.7742919921875,-932.76276,30115.078,10676.902,234.18951,22807.643,912.48865,-2215.6142578125,-2212.6104,30038.828,14.551862756725935,98,9900
-502.0909423828125,-499.0742,30167.688,5570.4385,103.926216,10069.821,288.80472,-931.6397705078125,-928.6397,30000.559,-51.616677046504144,101,10200
-460.81927490234375,-457.96698,28522.805,4771.224,123.098976,9268.736,279.80667,-871.341796875,-868.3434,29983.84,-39.93823816840368,104,10500
-210.78257751464844,-207.84647,29361.082,1831.375,47.452965,6840.898,208.72394,-658.9598999023438,-655.9574,30025.223,-26.87161116751352,107,10800
-117.37928771972656,-114.36625,30130.383,704.7638,21.967978,3284.045,74.252045,-327.29315185546875,-324.2795,30136.547,-30.201907401906247,110,11100
-90.41194915771484,-87.33952,30724.29,421.05518,10.398435,2042.1907,42.84922,-222.0292510986328,-218.99664,30326.086,-94.42047332251404,113,11400
-88.27159881591797,-85.16368,31079.148,281.73758,21.114704,1662.0532,45.767784,-198.30136108398438,-195.24855,30528.125,-66.79865269683853,116,11700
-62.70802307128906,-59.590225,31177.988,84.31525,3.0642014,1099.3306,38.254917,-155.16383361816406,-152.08664,30771.871,3.4261791234144625,119,12000
-60.49336242675781,-57.393963,30994.016,63.372635,1.9127965,646.04846,24.708237,-115.35250091552734,-112.2474,31051.027,-74.02477990830768,122,12300
-58.06777572631836,-55.009064,30587.117,33.650814,1.3605556,436.97083,32.962875,-106.8200454711914,-103.68532,31347.242,-28.87747302381844,125,12600
-56.81891632080078,-53.833817,29851.0,21.109962,0.8778403,249.4945,14.660212,-81.777099609375,-78.61427,31628.234,92.61679884625575,128,12900
-56.05181121826172,-53.174805,28770.07,14.693228,0.54562354,131.71265,8.336117,-69.5512466430664,-66.364876,31863.734,81.41046492526627,131,13200
-55.446895599365234,-52.704712,27421.836,8.96106,0.42412034,102.325516,9.043288,-68.05345916748047,-64.85484,31986.156,-19.926442653062345,134,13500
-55.1064567565918,-52.53398,25724.746,6.692998,0.39862794,47.091423,3.7372978,-60.71458435058594,-57.526848,31877.367,-14.386763812739327,137,13800
-54.91121292114258,-52.545776,23654.35,6.189296,0.466425,59.595474,6.639302,-63.494956970214844,-60.336685,31582.707,-24.19104071936986,140,14100
-54.62175750732422,-52.4358,21859.592,6.1568418,0.30714875,52.025326,4.3737555,-61.408164978027344,-58.29139,31167.773,-34.9362147885443,143,14400
-54.29763412475586,-52.291267,20063.672,4.885309,0.22071782,24.0333,2.3502846,-58.10218811035156,-55.027996,30741.91,7.408286062093642,146,14700
-54.10980987548828,-52.291016,18187.96,4.590593,0.24980482,31.23656,2.547988,-58.68874740600586,-55.649204,30395.422,16.365103797627043,149,15000
-54.0667724609375,-52.377403,16893.69,5.8390613,0.2526301,20.576181,2.0718322,-57.627498626708984,-54.605644,30218.54,25.552072889851363,152,15300
-54.06397247314453,-52.414745,16492.264,5.1824636,0.3734729,17.836304,1.9584558,-57.345420837402344,-54.34352,30018.984,-3.0296885010648453,155,15600
-53.9748649597168,-52.35603,16188.355,5.432868,0.2616576,17.15355,2.0341256,-57.32426452636719,-54.348526,29757.387,21.32905195106221,158,15900
-53.97267150878906,-52.374313,15983.59,5.191428,0.31282014,10.322898,1.0089605,-56.13787841796875,-53.192604,29452.762,7.149244967320519,161,16200
-54.05706787109375,-52.471966,15851.031,6.9192314,0.2843572,17.186687,1.4019139,-56.83176803588867,-53.922962,29088.07,20.27097088199751,164,16500
-53.883663177490234,-52.327446,15562.176,4.7539787,0.28730625,9.241636,1.3718992,-56.226341247558594,-53.365032,28613.11,23.98465315698344,167,16800
-53.761024475097656,-52.252827,15081.977,4.183031,0.23413184,9.67713,0.9666921,-55.92415237426758,-53.120308,28038.438,53.322851343783796,170,17100
-53.705474853515625,-52.273922,14315.541,4.397094,0.24390234,12.251746,0.76346123,-55.90912628173828,-53.157005,27521.223,18.22069955460259,173,17400
-53.830162048339844,-52.46048,13696.836,7.2159076,0.2377139,7.1298037,0.60169715,-55.404388427734375,-52.70095,27034.387,31.695520385923903,176,17700
-53.57392120361328,-52.24734,13265.797,4.3567877,0.2086508,6.9189167,0.70230204,-55.4083366394043,-52.754757,26535.785,8.892439672734374,179,18000
-53.460350036621094,-52.185738,12746.133,3.5607145,0.1972132,5.5575323,0.496197,-55.11933898925781,-52.52317,25961.672,-15.046151187997925,182,18300
-53.36516189575195,-52.153824,12113.385,3.009441,0.20517616,3.7332559,0.45723838,-54.92430877685547,-52.373367,25509.398,-18.995078377241953,185,18600
-53.315547943115234,-52.17823,11373.184,2.9708338,0.24511588,4.9279337,0.3651948,-54.886329650878906,-52.39192,24944.102,40.374885076830715,188,18900
