ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,AverageReturn,Epoch,SampleStep
-15936098304.0,-15936098000.0,48448.07,1256545.9,62879.016,216273.28,3733.2554,-89974312.0,-89974300.0,47242.484,-57.19727466156535,49,5000
-1208608000.0,-1208608000.0,47873.945,314114.72,4278.339,179114.36,2940.3203,-2548622.25,-2548617.5,47128.812,-45.753955948859584,50,5100
-381808864.0,-381808860.0,47563.29,244635.95,2727.281,192388.45,3171.7322,-175036.546875,-175031.84,47105.457,-33.701542500078496,53,5400
-13755307.0,-13755302.0,47309.656,216329.33,3114.4966,182954.67,3790.6604,-61821.30859375,-61816.598,47102.133,-11.610848984195794,56,5700
-1406507.125,-1406502.4,47273.805,218800.45,3381.7107,203732.53,4584.866,-16947.01171875,-16942.3,47100.746,-37.55899676870072,59,6000
-331965.5,-331960.78,47261.79,201120.81,2774.7449,169363.08,5452.207,-15208.21875,-15203.509,47097.633,-6.464200602368192,62,6300
-70952.2890625,-70947.56,47254.336,203333.52,2970.6465,162449.9,5007.295,-14439.359375,-14434.65,47090.836,-25.233123888738845,65,6600
-15491.0712890625,-15486.347,47249.727,192418.05,3564.6904,151640.72,5623.626,-14124.9814453125,-14120.274,47074.11,-5.871577773991871,68,6900
-13891.92578125,-13887.201,47245.453,175191.16,2879.816,119874.92,2843.608,-13181.3935546875,-13176.688,47052.3,-23.339943757201137,71,7200
-67306.96875,-67302.24,47237.312,156840.53,2605.2427,125983.28,4167.562,-11403.5146484375,-11398.812,47029.727,-10.240848938671755,74,7500
-11806.251953125,-11801.53,47218.656,148689.86,2492.0444,99123.65,2152.7603,-8222.6142578125,-8217.916,46978.1,-23.9452751919859,77,7800
-11767.8232421875,-11763.1045,47192.203,122083.45,2056.431,85412.56,2783.879,-7721.87255859375,-7717.182,46902.695,-6.015400958162677,80,8100
-9484.71875,-9480.004,47152.145,117630.61,2167.1914,65355.96,1638.3032,-5589.49462890625,-5584.815,46797.61,-9.554628905257571,83,8400
-8012.2841796875,-8007.575,47087.777,96441.39,2110.142,50256.715,1255.5627,-4308.7607421875,-4304.0933,46674.72,-16.295874046963334,86,8700
