time_sampling,stoc_pol_mean,AverageReturn,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,Epoch
0.042693376541137695,197.02505257831996,197.02505257831996,0.0,197.02505257831996,197.02505257831996,0.4151746892841405,0.01,0.0013201236724853516,0.011352777481079102,0.004849074,0.02484208,197.02505257831996,0.0012040138244628906,0.9999177993829369,0.9999177993829369,0
0.04304766654968262,211.046296444027,211.046296444027,0.0,211.046296444027,211.046296444027,0.25370578797038246,0.01,0.0013089179992675781,0.011381387710571289,0.005162449,0.03129014,198.42717696489066,0.0012214183807373047,1.0000259368839335,1.0000259368839335,1
0.04288744926452637,192.11494748441754,192.11494748441754,0.0,192.11494748441754,192.11494748441754,0.32067362991538045,0.01,0.0012881755828857422,0.011324644088745117,0.005032171,0.029533474,197.79595401684335,0.0011897087097167969,0.9999652539275239,0.9999652539275239,2
0.042948246002197266,188.65054053252473,188.65054053252473,0.0,188.65054053252473,188.65054053252473,0.20209992526433002,0.01,0.0012736320495605469,0.011245965957641602,0.0050489134,0.04614,196.88141266841149,0.0011241436004638672,1.0000252831100773,1.0000252831100773,3
0.04262137413024902,183.6953123728451,183.6953123728451,0.0,183.6953123728451,183.6953123728451,0.38029765970553825,0.01,0.0012426376342773438,0.011130094528198242,0.004965641,0.026660718,195.56280263885486,0.0010819435119628906,0.9999854852293673,0.9999854852293673,4
0.04212188720703125,201.7015090885011,201.7015090885011,0.0,201.7015090885011,201.7015090885011,0.47018392694553257,0.01,0.0012431144714355469,0.011183977127075195,0.004920328,0.02221232,196.1766732838195,0.0011584758758544922,0.9999899127812752,0.9999899127812752,5
0.04225301742553711,185.01607812300674,185.01607812300674,0.0,185.01607812300674,185.01607812300674,0.19532370336076052,0.01,0.0012748241424560547,0.011129379272460938,0.004927934,0.039661467,195.06061376773823,0.0011172294616699219,1.000042810120107,1.000042810120107,6
0.042385101318359375,196.318284977216,196.318284977216,0.0,196.318284977216,196.318284977216,0.3298904269365814,0.01,0.0012407302856445312,0.011130094528198242,0.0048119845,0.030040445,195.18638088868602,0.0010912418365478516,0.9999901724287744,0.9999901724287744,7
0.04195356369018555,190.7991858091869,190.7991858091869,0.0,190.7991858091869,190.7991858091869,0.30747991010247916,0.01,0.0012884140014648438,0.013031959533691406,0.0048459964,0.034603074,194.74766138073613,0.0011782646179199219,1.0000095028406948,1.0000095028406948,8
0.04323244094848633,181.81026269435486,181.81026269435486,0.0,181.81026269435486,181.81026269435486,0.15213214474629635,0.01,0.0012998580932617188,0.009450674057006836,0.0050957804,0.050551705,193.453921512098,0.001195669174194336,1.000014640310262,1.000014640310262,9
0.04259777069091797,197.09638686717923,197.09638686717923,0.0,197.09638686717923,197.09638686717923,0.4924575565970597,0.01,0.0012831687927246094,0.01130819320678711,0.004817086,0.021919379,193.8181680476061,0.0011911392211914062,0.9999831962709071,0.9999831962709071,10
0.0422978401184082,192.28100399683393,192.28100399683393,0.0,192.28100399683393,192.28100399683393,0.2637429377798589,0.01,0.0012946128845214844,0.011232376098632812,0.0051466716,0.035095982,193.6644516425289,0.0010979175567626953,1.000031617125632,1.000031617125632,11
0.04188895225524902,199.01642079542603,199.01642079542603,0.0,199.01642079542603,199.01642079542603,0.2552718063532568,0.01,0.001249551773071289,0.011124610900878906,0.004988681,0.035932165,194.1996485578186,0.0011043548583984375,1.0000315648347373,1.0000315648347373,12
0.04254555702209473,178.53675189200672,178.53675189200672,0.0,178.53675189200672,178.53675189200672,0.21595517768614791,0.01,0.0012636184692382812,0.011188507080078125,0.0050104596,0.043069128,192.63335889123744,0.0011827945709228516,1.0000057627427184,1.0000057627427184,13
0.04467511177062988,193.89316803432737,193.89316803432737,0.0,193.89316803432737,193.89316803432737,0.3099616405418203,0.01,0.0013232231140136719,0.011142969131469727,0.004845526,0.03229957,192.75933980554643,0.0011239051818847656,0.9999443081285173,0.9999443081285173,14
0.042023658752441406,200.56773106650735,200.56773106650735,0.0,200.56773106650735,200.56773106650735,0.430882668306359,0.01,0.0012545585632324219,0.011335611343383789,0.0052492796,0.022398531,193.54017893164252,0.0012061595916748047,0.9999979710799908,0.9999979710799908,15
0.0425107479095459,218.49653743449133,218.49653743449133,0.0,218.49653743449133,218.49653743449133,0.3842060876630975,0.01,0.001257181167602539,0.011249303817749023,0.004829119,0.027518727,196.0358147819274,0.001188516616821289,1.0000014387529106,1.0000014387529106,16
0.042252540588378906,113.52658669876135,113.52658669876135,0.0,113.52658669876135,113.52658669876135,0.4408889365290715,0.01,0.0013055801391601562,0.01311635971069336,0.0050703622,0.02286389,187.7848919736108,0.0011844635009765625,1.000021974106702,1.000021974106702,17
0.04284930229187012,184.87448405802562,184.87448405802562,0.0,184.87448405802562,184.87448405802562,0.3861355857071424,0.01,0.0013124942779541016,0.011548280715942383,0.0051118643,0.025659148,187.49385118205228,0.0012197494506835938,1.0000324280202393,1.0000324280202393,18
0.04281163215637207,169.14263895005584,169.14263895005584,0.0,169.14263895005584,169.14263895005584,0.20117984963400365,0.01,0.001285552978515625,0.011285543441772461,0.0050796503,0.05012492,185.65872995885263,0.0011594295501708984,1.0000474779749706,1.0000474779749706,19
0.0414276123046875,166.4602264094492,166.4602264094492,0.0,166.4602264094492,166.4602264094492,0.29124749700223085,0.01,0.0013165473937988281,0.013200759887695312,0.00481338,0.036051888,183.7388796039123,0.0012004375457763672,1.0000085079365613,1.0000085079365613,20
