time_sampling,AverageReturn,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,Epoch
0.368727446,-38.86223267,39.20057682,19.59856849,-117.7783522,9.212110081,1,0.00244832,0.028358221,0.6973468,0.08683097,-38.86223267,0.036658764,0.997279508,0.922704263,1
0.34079504,-0.8569278,51.85097269,45.43455742,-140.5291348,6.823935566,1,0.002442122,0.027261257,0.5798766,0.09736188,-35.06170219,0.052385807,0.9984845,0.99700592,2
0.285368681,-7.029621643,23.88160094,12.8848381,-69.75944779,6.824018431,1,0.002419949,0.027836323,0.5277,0.15125054,-32.25849413,0.037628889,0.959192193,0.95336113,3
0.284964561,-24.0972228,40.85487624,13.35444327,-133.2497972,6.469865138,1,0.002425432,0.027375221,0.5350526,0.12006442,-31.442367,0.037302256,0.946972232,0.907510347,4
0.282770395,-16.31624484,52.92684475,25.69866952,-167.2317319,16.74427026,1,0.002401114,0.027387142,0.590925,0.046487674,-29.92975478,0.036613226,0.924757055,0.90990719,5
0.285228729,-3.365946549,26.27718805,28.87758077,-70.38970151,7.984199727,1,0.002427101,0.030510426,0.5502943,0.0722943,-27.27337396,0.038209677,1.135684307,0.985118087,6
0.279044628,9.85347509,17.70547919,46.70211987,-23.77479135,11.50846419,1,0.002529621,0.028262138,0.6143703,0.09960875,-23.56068905,0.037111521,1.389796518,1.046499259,7
0.279221058,25.95772715,26.15232274,59.77787409,-41.82705362,9.835588707,1,0.002422333,0.026331425,0.70785636,0.0654755,-18.60884743,0.065722942,1.030449359,0.970359927,8
0.299134731,37.12278514,19.17315692,74.16380552,-5.517523592,8.607248295,1,0.002352476,0.031038523,0.6017683,0.067242585,-13.03568418,0.036678553,0.963207365,0.884262282,9
0.286567688,42.72970686,13.23893863,66.25714505,18.56048913,8.330256571,1,0.002705812,0.030179739,0.6565452,0.1204417,-7.459145073,0.037299395,0.865024456,0.652202144,10
