ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Epoch,SampleStep
-6072676352.0,-6072676400.0,11485.657,11019768.0,1057.0985,43.1,4,5050
-23269422.0,-23269420.0,10399.171,7333882.5,17.341505,8.0,5,6060
-424037.96875,-424036.97,9975.615,5461471.0,14.058199,67.8,6,7070
-278656.78125,-278655.78,9854.439,4116372.8,10.089383,-81.0,7,8080
-156117.859375,-156116.88,9816.857,2303292.5,24.890234,-81.0,8,9090
-110736.765625,-110735.78,9861.466,1634689.5,11.0594,-8.2,9,10100
-31486.96875,-31485.979,9900.956,464165.66,6.739028,-26.4,10,11110
-15932.74609375,-15931.753,9934.9795,234780.06,3.5144372,-44.6,11,12120
-7017.30615234375,-7016.3096,9966.531,102295.984,8.458695,-66.0,12,13130
-6543.529296875,-6542.531,9985.496,96339.19,1.3891032,-26.4,13,14140
-5386.232421875,-5385.2324,10000.167,78885.11,3.7668693,-26.4,14,15150
-4992.5263671875,-4991.5254,10011.705,72985.164,4.319669,-59.6,15,16160
-4771.302734375,-4770.2993,10033.978,69671.58,4.6192966,28.2,16,17170
-4506.939453125,-4505.933,10063.572,65877.234,3.8582025,-44.6,17,18180
-4204.89501953125,-4203.885,10103.175,61070.434,6.1798077,-26.4,18,19190
-3662.77294921875,-3661.7588,10140.625,53274.77,4.7185946,-62.8,19,20200
-4088.316650390625,-4087.2998,10168.092,60058.086,1.3715996,-62.8,20,21210
-3213.570556640625,-3212.5508,10197.945,46760.805,3.8762774,-81.0,21,22220
-3058.60498046875,-3057.582,10229.042,44713.977,2.229819,-8.2,22,23230
-2825.327392578125,-2824.3005,10268.263,41277.85,2.1530902,-8.2,23,24240
-2143.35498046875,-2142.323,10320.125,31291.152,1.5329767,-44.6,24,25250
-1945.36474609375,-1944.3252,10395.089,28436.367,1.0508667,-26.4,25,26260
-1460.11279296875,-1459.0629,10499.2705,21309.018,0.75370926,-62.8,26,27270
-1497.20263671875,-1496.1409,10617.946,21649.559,2.1571472,-62.8,27,28280
-1206.367431640625,-1205.2913,10762.133,17557.969,0.7590253,-81.0,28,29290
-756.7218017578125,-755.62744,10943.417,10803.771,1.4967045,-81.0,29,30300
-583.4832763671875,-582.3667,11165.927,8395.916,0.4640119,-62.8,30,31310
-432.80126953125,-431.65878,11425.016,6182.1562,0.37321895,-26.4,31,32320
-368.6179504394531,-367.44513,11728.256,5207.7656,0.5453253,-62.8,32,33330
-223.34715270996094,-222.14127,12058.928,3075.7168,0.44200665,-81.0,33,34340
-155.47488403320312,-154.23401,12408.727,2122.9165,0.09865728,-62.8,34,35350
-112.19537353515625,-110.91838,12769.9,1471.3408,0.17615336,-26.4,35,36360
-81.57711791992188,-80.26367,13134.453,1022.8303,0.1456469,-62.8,36,37370
-60.26365280151367,-58.914436,13492.164,728.8528,3.399319e-08,28.2,37,38380
-44.99467086791992,-43.610245,13844.25,492.08234,0.07175041,-8.2,38,39390
-34.9804573059082,-33.562115,14183.43,349.31738,0.032993864,46.4,39,40400
-28.373289108276367,-26.922102,14511.865,253.96689,0.014206884,64.6,40,41410
-22.111270904541016,-20.629436,14818.344,163.07195,4.989422e-06,10.0,41,42420
-19.058513641357422,-17.54771,15108.029,115.16881,0.015981708,82.8,42,43430
-15.991079330444336,-14.45401,15370.693,71.79724,9.6681375e-05,46.4,43,44440
-14.198695182800293,-12.637846,15608.492,44.972046,5.2619598e-08,28.2,44,45450
-13.601646423339844,-12.020376,15812.701,35.846893,8.316471e-07,10.0,45,46460
-13.025522232055664,-11.426958,15985.637,27.077429,2.328306e-09,28.2,46,47470
