ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,AverageReturn,Epoch,SampleStep
-1083749632.0,-1083749600.0,27159.793,510425.94,31742.15,103403.68,16695.508,-2461797.25,-2461794.5,26959.215,0.955401101957428,49,5000
-8332447.0,-8332444.5,27055.086,173846.81,22525.945,123368.11,16606.7,-205698.125,-205695.44,26926.352,17.256586720659804,50,5100
-2767632.5,-2767629.8,27022.922,189018.39,25906.0,115232.61,13916.883,-56956.95703125,-56954.266,26915.469,44.26503041401745,53,5400
-87291.484375,-87288.79,26991.137,159682.22,17546.04,95275.36,8296.465,-28833.01953125,-28830.328,26911.64,73.52144478365202,56,5700
-76864.0703125,-76861.375,26986.89,182000.02,13356.548,93263.766,7724.549,-11580.9453125,-11578.254,26913.371,-1.1973290648156873,59,6000
-16898.9921875,-16896.293,26993.234,151934.7,9711.301,80446.91,5245.8716,-9036.3994140625,-9033.707,26919.332,-69.8288903053636,62,6300
-15913.1279296875,-15910.428,27002.273,156760.17,7777.04,52192.273,3460.2944,-5916.2177734375,-5913.5254,26923.547,-72.86832054863523,65,6600
-10581.0673828125,-10578.366,27014.035,113504.44,4222.8306,42716.812,1812.2842,-4159.8662109375,-4157.174,26924.078,37.01623224204934,68,6900
-7027.0029296875,-7024.301,27019.555,73666.92,2954.3452,24469.916,1624.9257,-2798.35986328125,-2795.668,26918.95,-25.357198843482504,71,7200
-4428.17236328125,-4425.47,27020.633,41301.55,2350.3022,22741.719,1624.7946,-2681.32666015625,-2678.6362,26905.469,-104.0382012696517,74,7500
-2730.018798828125,-2727.3174,27014.504,26116.398,1359.2681,16363.379,648.25397,-1588.9150390625,-1586.227,26880.418,-89.6846232499909,77,7800
-1971.5115966796875,-1968.8115,27001.305,21639.342,686.04504,13830.862,532.2702,-1339.05908203125,-1336.3741,26849.559,-6.52840762660166,80,8100
-1680.5238037109375,-1677.8256,26982.016,18379.77,581.9801,11603.061,463.80725,-1141.9803466796875,-1139.2969,26834.508,-30.817680173482074,83,8400
-1114.378173828125,-1111.6814,26968.086,12507.883,332.51456,7834.666,287.1792,-767.4622192382812,-764.77844,26838.023,25.475358427054026,86,8700
-802.672607421875,-799.9763,26962.629,8860.219,236.63971,8302.44,230.82742,-760.985107421875,-758.2998,26852.77,24.262841758639315,89,9000
-599.2181396484375,-596.5202,26979.61,6703.0605,151.68582,5223.427,101.94153,-465.4256286621094,-462.7361,26895.07,6.682857700076293,92,9300
-430.68389892578125,-427.98096,27029.305,4647.8457,108.138084,3480.3943,72.40509,-327.5009460449219,-324.8026,26983.367,37.81499040176502,95,9600
-349.1515808105469,-346.43985,27117.23,3741.159,78.304375,2576.3425,74.657135,-267.8629455566406,-265.15143,27115.148,-49.05074924457466,98,9900
-250.48643493652344,-247.76035,27260.895,2462.8616,60.30443,2224.3135,43.374657,-222.88880920410156,-220.16238,27264.21,16.732455638446137,101,10200
-183.0240936279297,-180.35468,26694.117,1861.3878,20.838976,1856.3365,64.32976,-212.1868438720703,-209.44205,27448.0,64.11566716218817,104,10500
-93.51451110839844,-90.79344,27210.71,628.7037,11.752796,1135.8711,17.887115,-132.02471923828125,-129.26321,27615.102,133.6723663264775,107,10800
-68.65066528320312,-65.852875,27977.938,306.14984,7.1507215,1018.1145,17.97787,-124.14057922363281,-121.356316,27842.621,-3.3879744323001,110,11100
-60.02992630004883,-57.15031,28796.16,196.14836,5.290136,965.7146,22.872406,-123.93631744384766,-121.12256,28137.57,1.1418742208100647,113,11400
-51.813499450683594,-48.859993,29535.062,104.28807,2.224635,449.52765,10.305647,-80.53970336914062,-77.68977,28499.32,19.928079179433933,116,11700
-48.93416976928711,-45.916363,30178.078,67.21092,1.5822179,375.58734,10.054558,-75.41004180908203,-72.516495,28935.484,58.68758361778369,119,12000
-47.608829498291016,-44.54384,30649.895,52.257328,1.0492488,252.60132,7.1028657,-65.13847351074219,-62.19699,29414.86,-85.73602470530903,122,12300
-46.88636779785156,-43.794952,30914.16,41.20232,1.0480348,109.26143,2.2518902,-52.20587921142578,-49.214973,29909.04,-110.81328121947956,125,12600
-45.88634490966797,-42.789627,30967.18,29.075043,0.77508205,138.25752,2.3217144,-54.26188659667969,-51.224323,30375.625,-60.4414938217193,128,12900
-45.02488327026367,-41.948246,30766.367,20.159298,0.42324954,57.151268,1.5174928,-48.265113830566406,-45.191853,30732.602,-32.3106084292242,131,13200
-44.89952087402344,-41.87207,30274.5,16.118435,0.71476793,51.695145,1.0097531,-47.57313919067383,-44.479073,30940.66,-97.01478341150026,134,13500
-44.56442642211914,-41.580864,29835.617,14.26447,0.46981537,30.578798,0.73692966,-46.193511962890625,-43.099327,30941.86,-27.834392499653497,137,13800
-44.16100311279297,-41.24211,29188.922,10.886752,0.30696848,20.122179,0.45116907,-45.03449249267578,-41.964626,30698.652,-29.79703901228943,140,14100
-43.9735221862793,-41.12229,28512.32,8.811775,0.33740133,20.712288,0.48008794,-45.045780181884766,-42.024124,30216.562,-35.196615325708706,143,14400
-43.798892974853516,-41.03293,27659.633,8.019147,0.28459734,12.056542,0.38315874,-44.318363189697266,-41.372818,29455.469,-45.514801442044146,146,14700
-43.8025016784668,-41.10698,26955.215,8.607939,0.33515465,9.272823,0.2931493,-43.99639892578125,-41.123547,28728.543,-75.15337449748569,149,15000
-43.60508346557617,-40.967545,26375.375,7.331077,0.2567836,11.213368,0.34820047,-44.08992385864258,-41.292114,27978.086,-90.76333903054919,152,15300
-43.75496292114258,-41.165756,25892.07,10.153745,0.26971728,8.545742,0.19001676,-43.71633529663086,-41.004562,27117.742,-56.41638071224016,155,15600
-43.619850158691406,-41.066544,25533.057,8.544618,0.2817272,7.3070197,0.29476893,-43.61460876464844,-40.991623,26229.875,-69.76687960781568,158,15900
-43.467140197753906,-40.953674,25134.664,7.396822,0.22970869,4.2732472,0.14151926,-43.22513961791992,-40.682632,25425.072,-38.41814073502078,161,16200
-43.34507369995117,-40.883698,24613.773,6.464896,0.21949276,6.878933,0.34715742,-43.49169921875,-40.998104,24935.938,-26.85615573935909,164,16500
-43.23344039916992,-40.83779,23956.473,6.1726394,0.18311343,39.51512,0.35082474,-45.64973068237305,-43.209,24407.309,-35.246371540743354,167,16800
-43.19489669799805,-40.85809,23368.078,6.1281776,0.2153178,6.323695,0.25499272,-43.286861419677734,-40.898167,23886.934,-3.6749889327278273,170,17100
-43.08054733276367,-40.81595,22645.973,5.778356,0.18802199,4.096689,0.16489956,-43.01280212402344,-40.686504,23262.96,7.789773664090575,173,17400
-42.95972442626953,-40.775627,21840.955,5.181481,0.1881262,4.7889442,0.21349853,-43.0186882019043,-40.766235,22524.54,-21.05135791823567,176,17700
-42.94075012207031,-40.80473,21360.191,5.7598753,0.17329308,4.3560333,0.1938941,-42.89824295043945,-40.72368,21745.629,12.28943528151847,179,18000
