time_sampling,AverageReturn,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,Epoch
0.540783167,-47.95216662,25.00637284,-9.708853667,-98.68653543,3.302610088,1,0.017725706,0.045078993,0.55008036,0.2847218,-47.95216662,0.096208096,1.001207947,0.892430152,1
0.537817955,-44.07102184,18.10080461,-7.208811652,-78.88278622,3.333788122,1,0.027074337,0.044906378,0.5137448,0.67962676,-47.56405214,0.111629725,0.888224421,0.586201743,2
0.63338995,-44.5228452,18.84613264,-26.99495265,-86.61259313,3.079174898,1,0.017040253,0.043198824,0.6014693,0.2392325,-47.25993145,0.112276316,0.600264708,0.354489572,3
0.412427425,-34.14951895,13.22873975,-13.63845207,-55.93757857,3.370186346,1,0.011514902,0.03425622,0.50471365,0.27858764,-45.9488902,0.069642067,0.337275203,0.306556231,4
0.401222467,-35.69468111,13.64165798,-18.20831305,-62.36248416,3.629152815,1,0.012409449,0.034111738,0.6222495,0.26327038,-44.92346929,0.067269564,0.315508524,0.307771988,5
0.400058746,-45.92198604,25.46382193,-6.858985132,-110.8588897,3.428800801,1,0.026071787,0.045611382,0.5270539,0.22535108,-45.02332097,0.067676067,0.469046727,0.417247705,6
0.399297237,-48.02223288,22.12154232,-9.143243625,-86.27700623,3.475931515,1,0.012377501,0.033786535,0.5623642,0.3244025,-45.32321216,0.067932129,0.403250544,0.39491878,7
0.393794298,-55.92297251,26.65022873,-29.27987353,-102.1676358,4.454796266,1,0.011138439,0.033674717,0.5609886,0.21995719,-46.38318819,0.069936275,0.401088607,0.393974669,8
0.401358128,-31.30028164,17.96840239,17.06254427,-53.82002036,3.783586316,1,0.012079,0.037408113,0.49113297,0.29867333,-44.87489754,0.071944237,0.377110249,0.336118075,9
0.4293437,-50.7614324,11.54710538,-33.28131808,-72.07358151,3.445628781,1,0.025036335,0.047865152,0.4983544,0.30547467,-45.46355102,0.07771349,0.280751593,0.18771363,10
0.550516605,-40.04155739,17.60384742,-6.140788603,-65.54698996,3.705162918,1,0.022339582,0.043392897,0.4992888,0.3336754,-44.92135166,0.101052761,0.361343855,0.307349318,11
0.556705952,-58.53865342,21.07584947,-30.69585467,-107.3232396,3.724676763,1,0.021457911,0.043132305,0.5229136,0.2903684,-46.28308184,0.095519781,0.328095679,0.275359219,12
0.682340622,-53.75806379,21.03757027,-12.25430667,-90.54383553,3.912591911,1,0.019181967,0.040964127,0.5636544,0.2588828,-47.03058003,0.105354071,0.269423563,0.26057142,13
0.583521128,-48.35116797,10.78554311,-30.88530356,-69.07484452,4.446186178,1,0.011886597,0.035869598,0.50678796,0.26068226,-47.16263883,0.062991381,0.282341813,0.248399608,14
0.588824749,-58.9964836,20.96180768,-27.42982356,-93.56318805,3.841437971,1,0.016651392,0.051687002,0.5058142,0.30387148,-48.3460233,0.072599411,0.339725887,0.308867393,15
0.652943611,-39.42054247,11.57806349,-21.33266083,-54.34096951,3.845520986,1,0.018772364,0.045528412,0.52631843,0.33637688,-47.45347522,0.076002836,0.632029426,0.287463469,16
0.404894352,-38.87040033,7.848466404,-28.33418857,-59.35292538,3.663571393,1,0.011695147,0.035362959,0.4951976,0.28824234,-46.59516773,0.068259716,0.250756352,0.227311287,17
