ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch,SampleStep
-42.669158935546875,-40.53815,21310.086,3.0689406,0.048435688,21.24928408704091,23.439846,0.3065207,-47.714988708496094,-42.091244,56237.445,13908,398300
55.05021286010742,58.1502,30999.887,0.005147885,0.00053713657,70.70669637627438,15.201856,0.24871315,-47.06003189086914,-41.494682,55653.5,13930,398700
57.40518569946289,60.912117,35069.33,0.004398438,0.00052386196,14.290721995536655,15.814016,0.1949246,-47.001487731933594,-41.49971,55017.758,14024,400600
-45.5778694152832,-41.70218,38756.914,19.275791,0.14795688,77.65174614058981,12.964737,0.15431586,-46.711517333984375,-41.279427,54320.92,14224,409600
-44.328704833984375,-40.660416,36682.887,4.7339115,0.0626238,19.862342480860598,12.153244,0.14876586,-46.57589340209961,-41.220757,53551.375,14296,411700
45.90205764770508,48.652107,27500.512,0.009663302,0.0010417402,12.340972056391369,9.693279,0.15681337,-46.330562591552734,-41.059746,52708.17,14319,412500
52.4239387512207,55.91998,34960.387,0.010092353,0.0013671233,40.62837355460156,7.306248,0.10675885,-46.04508972167969,-40.86435,51807.414,14419,416000
-44.76664733886719,-40.82283,39438.16,6.9584727,0.08017947,14.740851965480411,8.714064,0.1272999,-46.05623245239258,-40.97351,50827.21,14432,416300
-44.220829010009766,-40.6886,35322.32,5.1009517,0.067569934,15.946445193158041,7.46569,0.10808795,-45.85221481323242,-40.876038,49761.773,14604,420900
-45.51081085205078,-41.316757,41940.535,13.909546,0.115009025,16.81580518047339,7.3966227,0.113102406,-45.73772430419922,-40.874756,48629.67,14621,421300
-44.37874221801758,-40.742214,36365.266,5.753457,0.0815493,42.25356353574132,5.882342,0.0885002,-45.49652862548828,-40.75564,47408.92,14625,421400
-44.134796142578125,-40.672485,34623.11,4.83027,0.07082099,18.75087223076001,5.6019773,0.105756685,-45.360496520996094,-40.748344,46121.52,14631,421600
-43.7149543762207,-40.60037,31145.867,3.7652774,0.07074708,15.815611721791905,5.907096,0.09514156,-45.23784637451172,-40.761806,44760.39,14680,422900
44.833614349365234,47.932007,30983.926,0.022174519,0.0023612522,5.057470076944018,4.813958,0.0785622,-45.01437759399414,-40.676617,43377.617,14703,423600
54.68438720703125,58.62507,39406.812,0.012616199,0.00078580924,39.49198417986354,4.7890644,0.0875428,-44.8679313659668,-40.68101,41869.2,14719,424100
53.409934997558594,57.571507,41615.727,0.010098617,0.000829909,52.483693269000156,4.9348526,0.122601435,-44.75664520263672,-40.7146,40420.457,14771,425600
59.44013214111328,63.79725,43571.18,0.018769564,0.00036149856,17.94797604589314,4.408125,0.09230237,-44.55177307128906,-40.658455,38933.164,14789,426100
52.52017593383789,56.922066,44018.895,0.019267077,0.0007319115,59.14948031793646,82.75951,0.42933053,-49.991512298583984,-46.18837,38031.426,14967,431800
58.44242477416992,62.548996,41065.71,0.009933699,0.00046653894,20.474750764384687,31.787018,0.18246591,-46.34288787841797,-42.572132,37707.54,15137,436000
-40.93748474121094,-36.4927,44447.875,0.06949012,0.0017659555,45.66490128557402,19.040125,0.12289461,-45.40254211425781,-41.66927,37332.746,15164,436800
50.277076721191406,54.83489,45578.105,0.021063223,0.00081277493,14.852724,0.11444143,-45.068641662597656,-41.380196,36884.477,134.0799054252458,15165,436900
53.57852554321289,58.117172,45386.46,0.021385565,0.0007611711,22.225051048497534,9.712688,0.095929965,-44.660160064697266,-41.01986,36403.004,15202,437900
-44.100955963134766,-40.797882,33030.754,6.7394757,0.0652132,10.914009522747877,11.999851,0.122477844,-44.78215408325195,-41.19259,35895.65,15214,438200
-43.32880783081055,-40.571014,27577.938,3.4487238,0.05902365,22.428859974522595,9.041312,0.10775405,-44.51945114135742,-40.982426,35370.258,15218,438300
-43.44761657714844,-40.83332,26142.973,7.137064,0.07782469,14.820511595657495,6.5217204,0.0809716,-44.276554107666016,-40.793808,34827.465,15263,439700
47.69278335571289,50.624924,29321.406,0.007995156,0.0009214671,24.3806340508689,7.6123056,0.07139295,-44.291412353515625,-40.861122,34302.9,15459,449000
24.055835723876953,26.184637,21288.023,0.05182253,0.0053754197,12.594272169738854,6.168689,0.10044501,-44.16647720336914,-40.7831,33833.785,15621,456000
-43.215667724609375,-40.57973,26359.36,3.5902686,0.057749406,13.897363975268131,4.9344664,0.08527919,-44.02216339111328,-40.68932,33328.453,15625,456100
-43.04000473022461,-40.55783,24821.734,3.1692722,0.06748288,32.051247264512476,7.515092,0.07658499,-44.13539505004883,-40.858063,32773.33,15669,457400
49.66929244995117,52.898262,32289.691,0.007865653,0.00089753163,64.04621376854206,6.2780256,0.070686914,-44.000125885009766,-40.770363,32297.64,15973,468700
57.89849090576172,62.0683,41698.086,0.016379917,0.0005910676,14.322700328308397,5.008006,0.076014094,-43.86435317993164,-40.688026,31763.277,16215,475600
-43.04746627807617,-40.547966,24994.996,3.13457,0.056376252,95.77846299895516,4.9132032,0.07226278,-43.79631423950195,-40.67907,31172.45,16333,479700
60.48023223876953,64.51525,40350.176,0.012196926,0.00038447801,86.5710066672477,4.3163342,0.06474026,-43.68619918823242,-40.63359,30526.102,16335,479800
58.887489318847656,62.928383,40408.938,0.021180034,0.0004319029,84.36778875873327,4.0272036,0.081140965,-43.60493850708008,-40.62513,29798.102,16339,480000
59.39005661010742,63.445034,40549.766,0.008015324,0.00037678133,68.11094649024815,4.187295,0.07269125,-43.52534866333008,-40.630245,28951.02,16521,489500
61.724945068359375,65.66795,39430.08,0.0050975224,0.00041635052,82.78669072864923,4.045578,0.051223926,-43.41499710083008,-40.60613,28088.672,16523,489600
59.48754119873047,63.42958,39420.414,0.0054982784,0.00046688083,102.60163304241449,5.1120167,0.08429001,-43.42607879638672,-40.70066,27254.18,16560,491600
60.55208206176758,64.42558,38734.992,0.005622236,0.00038679555,56.8890376659431,3.6818962,0.072270915,-43.22936248779297,-40.595757,26336.059,16741,498500
61.51301956176758,65.809395,42963.758,0.0060628494,0.0002565094,98.14454354997787,3.8253326,0.06869431,-43.13614273071289,-40.603043,25331.016,16921,504500
55.94898986816406,60.441757,44927.656,0.015738808,0.00062027515,44.03884166595265,3.4817815,0.06234417,-43.001686096191406,-40.5755,24261.844,17143,512600
58.32225799560547,62.534714,42124.547,0.012935596,0.00066883286,24.316830967950334,3.1524796,0.056012608,-42.862403869628906,-40.54893,23134.742,17212,514500
-42.55500793457031,-40.585472,19695.352,3.8825603,0.0559922,10.24454945231008,3.5179353,0.060947478,-42.79753494262695,-40.577003,22205.32,17346,519900
55.97771072387695,60.322876,43451.645,0.01574824,0.00062021695,48.63170878165712,7.4269896,0.09371715,-43.062259674072266,-40.863693,21985.672,17466,523500
53.125736236572266,57.570374,44446.39,0.010346709,0.0005986566,54.03593613317223,5.0246406,0.06855451,-42.87434005737305,-40.684105,21902.344,17608,527700
31.538578033447266,34.18695,26483.734,0.118556336,0.00176396,5.8580848455690715,15.881815,0.08245614,-43.60395431518555,-41.428192,21757.625,17731,531900
58.96103286743164,63.390285,44292.516,0.003149287,0.00034392948,203.30347095384474,4.346325,0.078112856,-42.80293655395508,-40.644672,21582.656,17882,536300
57.78175735473633,62.14712,43653.652,0.0059899,0.00036761758,74.86973591647137,3.4929354,0.06904091,-42.718223571777344,-40.580788,21374.367,17934,538800
59.73369216918945,64.08757,43538.797,0.0050386256,0.00027323427,44.22707633175348,34.876747,1.5970874,-45.877159118652344,-43.73845,21387.086,18141,545400
