ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-223888244736.0,-223888240000.0,81221.31,72592050.0,3005482.2,-7.654134086343236,17914604.0,568702.56,-1828984192.0,-1828984200.0,80285.43,50
-8670439424.0,-8670439000.0,80578.7,22901564.0,297021.88,-5.212637229927424,20079780.0,785524.9,-330650912.0,-330650900.0,80123.37,53
-1323184128.0,-1323184100.0,80204.82,18070212.0,301606.03,-11.635561291186121,15077980.0,323191.28,-78329120.0,-78329110.0,80065.41,56
-479387808.0,-479387800.0,80027.14,14734264.0,309795.12,-6.492556074080721,13718680.0,456549.34,-2527937.0,-2527929.0,80045.055,59
-243227600.0,-243227600.0,79900.57,12820108.0,281831.2,-4.532647275709878,13275702.0,475176.12,-19249294.0,-19249286.0,80033.7,62
-184912128.0,-184912130.0,79792.36,11374744.0,290318.16,-14.86622923971669,13197902.0,605378.4,-20152272.0,-20152264.0,80036.875,65
-63894868.0,-63894860.0,79700.92,10134524.0,254901.42,-6.575274759714596,11173423.0,485993.0,-1085001.0,-1084993.0,80031.36,68
-17380288.0,-17380280.0,79647.36,9336784.0,305769.56,-3.129175948022869,8683834.0,340818.44,-818300.0,-818292.0,80022.82,71
-5391220.0,-5391212.0,79633.31,8898250.0,238986.69,-5.396098321932567,9823365.0,190200.08,-793489.5,-793481.5,80011.64,74
-1381516.25,-1381508.2,79627.54,8110862.0,221269.16,-2.488266675561195,8426361.0,325546.38,-790543.3125,-790535.3,79997.375,77
-2171443.5,-2171435.5,79617.16,8597467.0,289611.06,-4.589418509248043,7462332.0,310367.2,-7883194.0,-7883186.0,79988.09,80
-612288.1875,-612280.25,79599.9,6676637.0,216902.06,-6.321836058494986,5824291.0,172955.25,-511212.5625,-511204.56,79943.62,83
-618270.0,-618262.06,79573.766,5719966.0,155235.53,-0.722957020950682,5243361.0,167149.83,-467973.96875,-467965.97,79890.27,86
-439487.625,-439479.66,79532.53,5115873.0,133987.52,-3.6790925331545017,4679499.0,183446.17,-440846.03125,-440838.06,79809.84,89
-410178.71875,-410170.78,79470.234,4510837.0,151232.88,-12.783216672385105,3905431.5,135020.2,-355698.03125,-355690.06,79755.22,92
-335012.25,-335004.3,79377.15,3901904.8,103224.45,-3.7442419287236723,3475926.2,72270.42,-284173.09375,-284165.12,79650.84,95
-298391.90625,-298383.97,79265.84,3325674.8,102974.25,-2.0946388794460282,2367312.5,71186.766,-208422.546875,-208414.6,79571.47,98
-333513.84375,-333505.94,79139.16,2938105.5,96547.97,0.45646224636940597,2413006.5,114689.45,-240951.765625,-240943.81,79469.5,101
-172348.765625,-172340.88,78982.62,2016289.4,47151.223,-0.6109326895141277,1729907.2,96144.34,-182179.015625,-182171.08,79348.75,104
-242245.25,-242237.38,78796.0,2157075.0,51096.46,-6.877305315358753,1598816.0,75878.72,-159595.078125,-159587.16,79204.375,107
-327212.78125,-327204.9,78594.33,1730621.5,42694.656,-5.676005750371485,1640686.4,33664.574,-133863.03125,-133855.12,79052.14,110
-111456.3671875,-111448.53,78368.93,1306380.8,33982.414,-0.9002662901677052,764657.6,29877.773,-72021.78125,-72013.89,78922.11,113
-118163.9609375,-118156.15,78139.05,1437675.0,30765.566,0.6661171092708442,768225.75,24469.127,-68603.328125,-68595.44,78885.07,116
-95336.7421875,-95328.95,77908.42,1098611.8,30937.613,-3.420427312871942,1497780.2,31381.363,-122647.90625,-122640.016,78893.86,119
-68250.15625,-68242.39,77656.195,840707.0,16699.266,-6.305826244307505,899878.4,13647.763,-70189.390625,-70181.5,78894.16,122
-49096.23828125,-49088.5,77395.09,652716.25,7192.501,-1.6109061699836722,463662.3,19735.613,-44791.18359375,-44783.29,78926.266,125
-83532.8203125,-83525.11,77121.6,581329.56,6520.9424,-10.585462703228584,476021.97,12035.82,-40417.26953125,-40409.367,79008.75,128
