Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,AverageReturn,Epoch
7064809.0,187136.06,-604751.25,-604743.25,79887.83,-22.52032436665532,86
7248530.0,210575.61,-633044.25,-633036.25,79864.95,-28.37679914279075,87
7494631.0,111534.87,-582678.75,-582670.75,79838.68,-4.655153798051999,88
5532581.0,189752.58,-502839.53125,-502831.56,79811.66,4.179491972517951,89
5484812.0,110098.086,-445706.78125,-445698.8,79788.234,-23.377329509659106,90
7329976.0,167826.38,-609628.0625,-609620.06,79755.92,-26.34798473605031,91
5409767.0,128987.63,-453410.78125,-453402.8,79714.45,-8.69820624387603,92
5393459.0,140298.12,-459960.78125,-459952.8,79715.88,0.6117180502066522,93
5118222.5,118254.2,-426419.59375,-426411.62,79689.89,-2.3284557454957446,94
4902725.5,112156.3,-407711.09375,-407703.12,79667.66,-22.679690129323813,95
4759164.5,133660.73,-412548.21875,-412540.25,79635.32,-35.60593804467483,96
4359491.0,105836.42,-366675.1875,-366667.22,79595.78,-12.395269021326934,97
3814713.8,130788.59,-346695.9375,-346687.97,79553.98,-8.16438454154887,98
3200559.0,86394.17,-275096.84375,-275088.9,79517.27,-30.781581691161865,99
2244853.0,65231.375,-196106.125,-196098.17,79472.88,-2.7271405733103093,100
2420737.5,75634.78,-215047.53125,-215039.6,79431.03,-33.754636210393386,101
2502075.5,56309.176,-207474.296875,-207466.36,79390.78,-34.22383606599524,102
2889604.0,83505.37,-252100.46875,-252092.53,79343.98,-39.963388255470605,103
2517115.0,69948.984,-217721.734375,-217713.8,79343.08,-14.859272218842628,104
2098429.2,58705.426,-181782.015625,-181774.08,79308.625,-47.31756939534306,105
1503680.8,35852.895,-126072.9921875,-126065.06,79274.85,-16.47658233743578,106
2133515.0,52291.273,-179815.859375,-179807.94,79241.36,-31.94850004679969,107
1469993.5,29691.717,-119624.328125,-119616.41,79208.86,-7.491139892362738,108
1356099.0,27646.395,-110533.328125,-110525.414,79177.16,-27.02146465743954,109
1806464.2,51028.344,-156830.5,-156822.58,79148.75,-32.65179445239286,110
1298326.1,22440.752,-103101.4296875,-103093.516,79125.55,-15.660618520795781,111
1197140.2,25199.812,-98121.40625,-98113.5,79099.67,-9.821563665408714,112
1331996.5,23006.738,-105762.8046875,-105754.9,79075.16,12.114645407110475,113
1166026.0,24898.94,-95812.390625,-95804.484,79052.484,-39.45033919563995,114
1136335.2,26387.047,-94810.2421875,-94802.336,79035.14,-27.877128635084425,115
1264809.5,21612.992,-100273.3046875,-100265.4,79071.67,-26.643186920101993,116
799182.4,11253.695,-61755.53125,-61747.625,79072.766,-44.95064464440752,117
873069.9,12104.412,-67330.984375,-67323.08,79074.91,-22.95510184752712,118
990383.3,11674.699,-74978.53125,-74970.625,79084.84,-12.73636244730508,119
805224.1,9873.054,-61230.12890625,-61222.22,79091.75,-20.61071775870585,120
656077.4,10096.561,-51288.95703125,-51281.047,79102.01,-26.960976511263993,121
532432.5,6056.6963,-40188.515625,-40180.605,79116.64,-7.158000177705375,122
437145.56,5221.414,-33175.4609375,-33167.547,79130.664,-12.153832077871343,123
625785.0,5815.413,-46342.1953125,-46334.28,79153.984,-39.21636550235047,124
399787.56,3982.2231,-29809.005859375,-29801.086,79190.89,-27.035739488784998,125
473754.75,5123.4307,-35586.42578125,-35578.504,79222.516,-9.201630223554558,126
502308.22,4046.2534,-36789.67578125,-36781.75,79272.44,-8.647750238537371,127
296256.0,2512.4473,-21808.720703125,-21800.787,79333.81,-47.60757731751649,128
219488.92,1657.4331,-16035.5146484375,-16027.574,79401.74,-31.151180361521543,129
285249.47,1764.7375,-20557.994140625,-20550.045,79487.01,-13.537629664209481,130
453072.3,1282.3303,-31587.744140625,-31579.787,79571.86,-12.663061417052305,131
239339.28,1053.4067,-16970.037109375,-16962.07,79658.97,-22.446793449807423,132
240784.92,980.69305,-17018.666015625,-17010.691,79737.3,-46.95570751551164,133
349660.1,828.37524,-24282.921875,-24274.941,79807.31,-16.49818178938838,134
240310.56,934.36005,-16955.2265625,-16947.238,79885.61,-4.600351674181782,135
149740.88,549.8086,-10566.380859375,-10558.384,79972.99,-5.7765156849206605,136
391587.66,608.88275,-26971.5703125,-26963.557,80132.484,-16.428959157910416,137
311265.5,428.10403,-21414.046875,-21406.021,80249.68,-50.176829526281956,138
232248.66,367.40903,-16026.1005859375,-16018.065,80346.99,-16.71463153396961,139
191091.16,275.77582,-13179.07421875,-13171.029,80449.44,-31.37886484687692,140
150200.9,177.73495,-10345.7939453125,-10337.739,80549.97,-14.630628929551948,141
102978.89,89.831085,-7090.921875,-7082.856,80658.89,5.34548685122118,142
127417.734,81.65103,-8739.119140625,-8731.04,80789.33,-25.885192937129595,143
146569.25,76.35221,-10031.4794921875,-10023.391,80889.266,14.186223715473533,144
82876.6,23.432407,-5685.75048828125,-5677.6504,80999.06,-14.474565472267441,145
114998.76,37.587925,-7868.97021484375,-7860.86,81103.09,-39.101944356635606,146
93311.33,18.65815,-6388.63427734375,-6380.513,81213.234,-33.62141469659975,147
78886.97,5.8426805,-5403.9111328125,-5395.779,81324.62,-53.93724463236196,148
74634.28,5.4900084,-5115.9140625,-5107.7705,81435.09,-22.236754634156398,149
51318.34,2.4212375,-3536.114990234375,-3527.9597,81552.28,-17.229233530126162,150
66534.42,3.7211218,-4566.64306640625,-4558.476,81671.67,-2.734377342524468,151
56047.812,1.42594,-3855.498291015625,-3847.3188,81793.72,-5.365437620663033,152
36711.69,0.9375975,-2546.75,-2538.558,81919.05,-36.401888808633714,153
53363.11,2.0432417,-3674.2734375,-3666.0688,82044.79,-16.087905894437487,154
45122.45,1.4868555,-3116.28369140625,-3108.0662,82174.53,-49.65001777564535,155
53030.91,1.321965,-3651.3310546875,-3643.1016,82295.67,-32.62959770939818,156
30768.36,0.6087757,-2144.40625,-2136.1646,82416.47,-17.58137302223202,157
40512.508,0.80008376,-2803.910888671875,-2795.6572,82536.91,-7.128182071150896,158
40168.8,1.063705,-2780.843505859375,-2772.5781,82652.77,7.311560328440665,159
99020.14,0.9245777,-6763.09033203125,-6754.815,82753.75,-11.041024753434785,160
48351.43,1.1449279,-3334.610107421875,-3326.3323,82779.51,-39.82943216136647,161
56808.977,1.0129285,-79762.359375,-79754.07,82853.16,-46.02261309819357,162
699431.9,1.3472742,-47391.8359375,-47383.543,82930.23,-9.789769818301966,163
163494.98,5.8428307,-11129.3037109375,-11121.005,82986.19,-32.99840548798523,164
111654.96,3.4287887,-7619.783203125,-7611.4785,83045.484,-32.98943609306981,165
96898.95,1.8311483,-6620.20166015625,-6611.8936,83081.375,-12.560058122619271,166
81290.875,1.3914285,-5563.744140625,-5555.433,83108.086,-15.602192967702155,167
76690.63,1.5387387,-5252.55908203125,-5244.2456,83133.36,-19.042792315539685,168
105155.89,0.89509857,-7178.30029296875,-7169.987,83135.44,-8.571878968430417,169
84757.375,1.5248053,-5798.40673828125,-5790.0933,83133.61,9.744591089106178,170
70637.18,1.1846453,-4842.69775390625,-4834.384,83139.22,-21.72376623203556,171
74890.86,1.036972,-5130.43310546875,-5122.12,83131.88,-15.557940938107159,172
39723.67,0.6463938,-2750.486328125,-2742.1748,83115.5,-6.948429520011351,173
49911.492,1.1457932,-3440.20849609375,-3431.8987,83097.83,-8.690062987807375,174
42400.266,1.2801182,-2932.030029296875,-2923.7227,83074.35,-13.241970017138199,175
32386.164,0.93997395,-2254.165283203125,-2245.8616,83036.09,-22.920098609427104,176
40848.1,0.64028263,-2826.557861328125,-2818.2583,82995.39,-33.59386371846878,177
142910.44,0.77767724,-9732.9599609375,-9724.669,82910.18,-35.12606117878304,178
28827.48,0.4321428,-2012.9935302734375,-2004.7103,82832.0,-36.61093216097149,179
36927.824,0.542258,-2561.190185546875,-2552.9158,82745.05,-24.86996924472015,180
33415.395,0.6410746,-2323.569580078125,-2315.305,82646.61,-10.316567137862439,181
29632.816,5.427813,-2179.19580078125,-2170.941,82548.83,-33.92091724383522,182
29461.2,0.55648017,-2055.9228515625,-2047.6765,82463.375,-16.775858773644558,183
20471.371,0.4744194,-1447.53662109375,-1439.3007,82359.65,-20.92871365082598,184
18925.6,0.39234906,-1342.8729248046875,-1334.6465,82264.05,-39.84958515283528,185
44373.09,0.6691542,-3065.021728515625,-3056.8057,82160.26,-33.15644800355041,186
36032.914,0.6713813,-2500.649169921875,-2492.447,82020.875,8.351461230008413,187
131373.25,0.56998426,-8952.0322265625,-8943.834,81980.7,-42.928447474532526,188
106049.47,0.53125274,-7238.3984375,-7230.207,81913.13,-33.526530019629575,189
56923.203,0.55626756,-3914.153076171875,-3905.9656,81875.52,-21.98379701072104,190
51619.324,1.5805598,-3555.939208984375,-3547.758,81811.36,5.510799692700013,191
41016.39,0.48437345,-2837.716064453125,-2829.54,81761.055,-18.826593055935316,192
36917.406,0.4804477,-2560.34130859375,-2552.1692,81721.86,-50.08443204552402,193
24697.344,0.50173634,-1733.4501953125,-1725.2808,81694.664,-43.198704301018715,194
24899.008,0.6752558,-1747.2113037109375,-1739.0446,81667.664,-19.26705387838313,195
40751.285,0.7281505,-2819.929931640625,-2811.766,81637.24,-25.271240958185686,196
19941.545,0.41834593,-1411.572265625,-1403.4106,81615.61,2.043498293630125,197
19354.006,0.32272765,-1371.748046875,-1363.5885,81595.27,-13.734931096748966,198
24183.652,0.5266545,-1698.6927490234375,-1690.5372,81555.78,-38.446008524484476,199
102264.43,445.3083,-7283.19873046875,-7275.0522,81465.91,-10.072329781030673,200
37797.71,286.6419,-2813.517578125,-2805.376,81416.47,-7.829257929568832,201
23259.469,181.61815,-1758.6763916015625,-1750.5405,81358.19,-20.77322045723794,202
19386.043,207.0188,-1513.753662109375,-1505.6228,81308.875,-29.638982680595362,203
56260.375,178.61491,-3989.72998046875,-3981.6018,81281.78,-3.5349734203648446,204
22495.098,162.32396,-1693.8851318359375,-1685.7614,81237.91,-21.163483627707937,205
20927.14,126.39949,-1563.4710693359375,-1555.3522,81189.016,-15.306816838082398,206
23447.043,100.8363,-1716.6842041015625,-1708.5698,81144.12,-9.908425811263998,207
16159.664,67.07149,-1200.70947265625,-1192.6023,81071.73,-13.431415654102292,208
22681.84,82.48772,-1652.4752197265625,-1644.374,81011.95,-22.445083041554252,209
12546.925,48.554855,-943.7031860351562,-935.607,80962.19,-23.22657491688148,210
10175.43,36.278595,-774.9183959960938,-766.82654,80918.34,-24.96610206119764,211
11029.047,58.71583,-847.85888671875,-839.77155,80873.2,-14.947689972563948,212
47515.652,72.10414,-3325.882080078125,-3317.7937,80884.0,-16.607018146549105,213
19271.398,53.919018,-1402.3519287109375,-1394.2662,80856.66,-13.534469087669496,214
37879.0,50.5812,-2659.22314453125,-2651.14,80832.836,-33.999795972735235,215
24397.295,35.429276,-1736.6944580078125,-1728.6118,80825.97,-2.923054010208213,216
20445.34,30.328007,-1465.8214111328125,-1457.7404,80810.85,-9.020342487569224,217
21188.7,20.925034,-1509.759033203125,-1501.679,80800.75,-21.397155720358924,218
56060.586,24.39211,-3871.80419921875,-3863.7239,80803.734,-12.015785823320485,219
40003.64,259.4479,-2944.327392578125,-2936.2446,80827.98,-22.88124619511559,220
37493.508,71.15932,-2647.06103515625,-2638.9795,80814.56,0.4025510550114525,221
19718.898,37.249786,-1421.3468017578125,-1413.2677,80791.25,-4.883052684971389,222
16861.049,26.424744,-1220.6365966796875,-1212.5588,80777.945,-8.598181802211707,223
15626.05,25.251776,-1136.271484375,-1128.1956,80758.85,-11.434390882293807,224
11876.24,719.59814,-1352.3760986328125,-1344.3026,80734.31,-22.380369009618693,225
11371.034,438.01715,-1127.6468505859375,-1119.5773,80696.4,-15.61333330232215,226
27073.656,321.96732,-2111.675537109375,-2103.6086,80668.38,-24.319598694189978,227
9424.339,143.81282,-796.8324584960938,-788.7678,80646.375,-25.659798036619815,228
11350.045,100.808014,-898.03662109375,-889.97546,80611.414,-23.99716895250564,229
9855.351,67.7354,-774.5103149414062,-766.45355,80567.46,-32.26975530781152,230
8825.602,45.050873,-689.4760131835938,-681.4229,80530.97,-27.460061535112306,231
9606.526,47.546227,-744.0042724609375,-735.9548,80495.195,-19.10971567104524,232
12108.765,36.06537,-905.5531616210938,-897.5065,80466.74,-5.267978644763757,233
8852.326,31.552868,-682.140625,-674.09735,80432.55,-13.358257513609669,234
9387.094,16.781767,-708.3336181640625,-700.2886,80450.25,-13.545243342315047,235
13731.18,17.458233,-1002.7398681640625,-994.70044,80394.27,-5.144443154781865,236
103467.15,9.877317,-7069.826171875,-7061.7925,80335.97,-23.887165499482702,237
9743.455,9.77314,-727.6908569335938,-719.66003,80308.34,-35.799751855824546,238
13301.628,7.458612,-966.89208984375,-958.8672,80249.2,-16.463338972363356,239
7166.0264,3.6205006,-549.1066284179688,-541.08826,80183.69,-18.197033938215835,240
12723.176,3.058356,-924.7625732421875,-916.74713,80154.25,-18.598692253612214,241
16591.316,3.5437906,-1186.8377685546875,-1178.8235,80143.39,5.264768740711981,242
15280.311,2.8778687,-1097.67041015625,-1089.6602,80102.19,-29.732542810047917,243
12941.348,2.4692602,-939.1178588867188,-931.1117,80061.58,-4.343062347316383,244
7881.2314,1.1863521,-595.8395385742188,-587.8374,80021.08,-1.9943633787023447,245
6816.4443,1.0608232,-523.6973266601562,-515.7008,79965.01,-7.561564635068983,246
10866.916,1.2577167,-797.9109497070312,-789.91986,79911.03,-3.0837684167380424,247
7452.1616,0.7195229,-566.4700317382812,-558.4874,79826.06,-30.152458743344074,248
9397.379,0.6991002,-698.0775756835938,-690.10187,79757.03,-9.70369150922032,249
8460.504,0.6783948,-634.6620483398438,-626.69165,79703.74,1.5949488892051273,250
6333.7217,0.58354557,-490.6784973144531,-482.7131,79654.0,-12.574458729345363,251
7734.5938,0.4897346,-585.3988647460938,-577.44336,79555.02,0.5531558908462256,252
7371.8315,0.6433295,-560.9451293945312,-553.00006,79450.98,-24.649847619258836,253
8703.719,0.70643127,-651.1080322265625,-643.1685,79395.06,-12.871261149043617,254
5121.1445,0.5629647,-408.58209228515625,-400.647,79350.97,-22.20901031459961,255
9084.847,0.49823627,-676.7481689453125,-668.81757,79305.94,-28.965021543466143,256
6066.7163,0.72338504,-472.6695861816406,-464.74017,79294.17,-6.151675634818454,257
9005.66,0.7729839,-671.5737915039062,-663.6452,79285.72,-15.4274289963218,258
6316.486,0.82262313,-489.6351318359375,-481.70865,79264.914,-11.344885896793263,259
5274.095,0.78014755,-419.0678405761719,-411.14377,79240.64,-8.209564210045967,260
5579.834,0.57107544,-439.6120910644531,-431.69092,79211.59,-23.615300732505784,261
2862.6775,0.3700251,-255.60964965820312,-247.6913,79183.43,-10.909144478076426,262
3940.1726,0.636312,-328.7000732421875,-320.78305,79170.3,-30.33778665823294,263
4226.1904,0.69334507,-348.0907287597656,-340.17578,79149.42,0.6177708871171623,264
3445.3257,0.6587145,-295.2264099121094,-287.3131,79132.94,-35.366312974142055,265
3400.908,0.7060865,-292.25048828125,-284.3395,79109.66,-13.677776852447728,266
2893.2222,0.6482645,-257.85638427734375,-249.94646,79099.28,-5.375373582824208,267
3116.4624,0.5198598,-272.8743591308594,-264.9657,79086.47,-16.067204855161428,268
2200.4424,0.45401272,-210.8444366455078,-202.93622,79082.125,-11.138775236790122,269
1324.1389,0.29283088,-151.44224548339844,-143.52979,79124.664,-24.637714323217665,270
2182.1318,0.42324218,-209.58767700195312,-201.67639,79112.86,-32.05077459802364,271
1438.7231,0.41157866,-159.27493286132812,-151.3638,79111.266,-14.097241841765364,272
3400.073,0.8048686,-292.2651062011719,-284.3498,79153.02,-29.056350890999703,273
6431.382,0.8737248,-497.4339599609375,-489.5179,79160.53,-33.81361965432515,274
2140.9692,0.458003,-206.82872009277344,-198.91452,79142.0,-33.37089901561865,275
3878.7324,0.8095214,-324.6632995605469,-316.74277,79205.195,0.8382104355910207,276
2661.358,0.43948406,-242.03587341308594,-234.11548,79203.945,0.5570796665157416,277
37408.25,0.6458549,-2593.4150390625,-2585.4954,79197.98,-16.119932668594387,278
2021.5209,0.4621083,-198.75245666503906,-190.83453,79179.23,-21.373180486111085,279
2424.8298,0.7177514,-226.2175750732422,-218.2985,79190.8,-27.27227454473768,280
1394.7031,0.39468575,-156.29454040527344,-148.37363,79209.18,-29.51590940695405,281
1208.48,0.32670358,-143.6492919921875,-135.72633,79229.66,-1.4959720426897687,282
1358.1254,0.5982474,-153.9618682861328,-146.03624,79256.25,-15.73548708496868,283
2227.2104,0.45679647,-212.66912841796875,-204.74945,79196.7,-17.787549031126936,284
25585.725,0.5183112,-1793.320068359375,-1785.4067,79133.63,-35.621280391522234,285
1317.9912,1.2399421,-151.66802978515625,-143.75467,79133.61,-0.16413395682756765,286
1145.273,0.5490257,-139.5153350830078,-131.59972,79156.19,-22.522245624527002,287
1142.2915,0.50306106,-139.28428649902344,-131.36687,79174.266,-30.311678483984775,288
554.9961,1.0542678,-99.91888427734375,-91.99896,79199.19,-23.405564990519256,289
443.85052,0.83838165,-92.25239562988281,-84.33192,79204.766,3.8328519329948265,290
1749.4154,0.304264,-180.2316436767578,-172.31499,79166.64,-28.26499433549583,291
3897.7058,0.4945829,-325.72161865234375,-317.81348,79081.28,-11.773500361354104,292
5421.0186,0.6779474,-428.9033203125,-421.01654,78867.67,-25.75415374834516,293
4615.5625,0.6107664,-374.3459167480469,-366.46786,78780.45,-17.70923547820593,294
2190.702,0.4277138,-210.1317138671875,-202.25932,78723.94,-28.399050912324004,295
2798.4712,0.53841627,-251.32794189453125,-243.46054,78674.07,-0.21606770546258824,296
3067.8367,0.99947214,-269.8642578125,-261.99985,78644.19,2.062058245389707,297
2956.9253,0.5095805,-262.0242614746094,-254.16327,78610.04,-32.80031932244207,298
1675.6981,0.5791141,-175.36968994140625,-167.51268,78570.125,-13.191779849184575,299
2082.5696,577.7942,-593.4888305664062,-585.63257,78562.375,-20.244789354489495,300
3208.3184,439.48468,-576.0814208984375,-568.2185,78629.3,-10.168487181258199,301
2110.7434,207.30516,-344.6991882324219,-336.83783,78613.64,-16.850838679550613,302
1636.0574,151.31387,-274.6879577636719,-266.82895,78590.16,-14.823934823193312,303
1388.1108,101.04993,-223.8955841064453,-216.03857,78570.125,-27.595649602168464,304
1206.2307,83.15268,-199.4757843017578,-191.62053,78552.61,-10.3587601367575,305
911.9903,58.775063,-163.0672607421875,-155.21422,78530.375,-8.402999954551852,306
1210.0503,61.80587,-185.28485107421875,-177.43411,78507.33,-10.41758132289679,307
1290.5826,83.02648,-205.09140014648438,-197.24303,78483.74,-30.735209059423177,308
730.1639,43.908257,-140.69618225097656,-132.85043,78457.42,-26.331816796978195,309
524.72766,26.765493,-115.19208526611328,-107.34894,78431.5,-21.68106585364047,310
705.1626,32.260426,-131.11825561523438,-123.27684,78414.1,-15.154587445833146,311
504.9473,23.696259,-111.77345275878906,-103.93357,78398.86,-12.198317338642129,312
403.1322,15.0336,-99.0186767578125,-91.18217,78365.11,-21.282209697252178,313
324.0296,10.68975,-90.72266387939453,-82.89009,78325.734,17.907504243452173,314
421.4483,15.293663,-100.4261245727539,-92.59755,78285.74,-1.9189220204432185,315
254.93028,8.839487,-84.78642272949219,-76.96228,78241.44,-0.6384846517077685,316
287.97638,7.9203444,-86.39570617675781,-78.57647,78192.35,-17.069863901771946,317
285.522,7.6815515,-86.06242370605469,-78.2488,78136.2,-13.891608133614628,318
199.32025,6.4561343,-79.39340209960938,-71.586525,78068.79,-7.3201868810976025,319
385.61255,6.7193356,-92.17085266113281,-84.37059,78002.65,-22.439794686489616,320
1637.8557,4.9226274,-175.686767578125,-167.89114,77956.25,-25.040347899476842,321
1071.8429,5.0610137,-137.47018432617188,-129.68404,77861.55,-45.64876739598832,322
22676.777,13.279743,-1604.960205078125,-1597.2004,77597.69,-21.581168647294515,323
4716.071,10.470991,-387.6843566894531,-379.94116,77432.016,-19.906706122722625,324
3708.071,7.7113934,-317.6007080078125,-309.8648,77359.07,-13.920328071210308,325
4263.8584,6.8784237,-354.63726806640625,-346.91,77272.75,-15.694993223181399,326
2646.856,4.6698704,-243.71664428710938,-235.99675,77198.94,-10.057920293508436,327
1986.8921,3.7082665,-198.4051055908203,-190.68788,77172.19,-10.026566160561446,328
1716.3469,2.903886,-179.5481414794922,-171.83643,77117.164,-31.644858442804356,329
1786.6924,1.8457842,-183.58631896972656,-175.88052,77057.97,2.080012174036684,330
1230.299,1.2736919,-145.5468292236328,-137.84357,77032.67,-25.09056355251987,331
897.28705,0.5930425,-122.54893493652344,-114.84888,77000.6,-18.27152498045357,332
910.58905,0.9407441,-123.67887115478516,-115.984276,76945.97,-16.959752991163338,333
724.68475,0.6503406,-110.89592742919922,-103.20805,76878.75,-10.887743184631706,334
639.38196,0.53487784,-105.03751373291016,-97.35768,76798.305,-22.369429581068264,335
495.40335,0.5712383,-95.3106689453125,-87.6396,76710.66,-13.095199592542,336
509.19785,0.7235546,-96.33804321289062,-88.67612,76619.25,-15.762435861542333,337
524.0872,0.7133786,-97.32836151123047,-89.67675,76516.125,-20.07533506898214,338
312.21835,0.4332872,-82.79058837890625,-75.15055,76400.39,-9.892310625261917,339
278.91776,0.5462616,-80.60166931152344,-72.973625,76280.41,-20.78428356147148,340
235.08694,0.43631834,-77.54879760742188,-69.933304,76154.97,-29.278569765712557,341
295.08832,0.56698716,-81.68354034423828,-74.08188,76016.65,-9.927387738609236,342
178.35495,0.56633604,-73.76908111572266,-66.182365,75867.18,-28.402335636814833,343
180.91669,0.47780412,-73.86582946777344,-66.2958,75700.27,-16.98100570788025,344
151.95395,0.57280356,-71.95227813720703,-64.400246,75520.31,-11.459833110965818,345
98.99089,0.49498305,-68.2965087890625,-60.763702,75328.05,1.1273678406839107,346
98.171906,0.52125263,-68.2383041381836,-60.72606,75122.484,-46.522600377809844,347
64.09894,0.4957416,-65.89399719238281,-58.40316,74908.336,-19.112873543018026,348
160.42569,0.5633982,-72.43434143066406,-64.96715,74671.91,-23.762145370501635,349
62.13916,0.45840687,-65.68731689453125,-58.245285,74420.34,-5.713737041509602,350
63.549442,0.92380357,-66.06957244873047,-58.655632,74139.44,-16.343346015299716,351
39.022797,0.54314005,-64.121337890625,-56.738388,73829.516,-27.36713989308875,352
75.56961,0.4754175,-66.5127944946289,-59.1656,73471.98,-6.636277313810657,353
310.72888,0.46236444,-82.37686157226562,-75.069435,73074.266,-39.4206708110084,354
161.32294,0.6170248,-72.33316040039062,-65.06415,72690.11,-20.265566791543097,355
110.66027,0.4937609,-68.7877426147461,-61.552517,72352.26,-27.382025696796838,356
1273.4802,0.5466578,-147.47044372558594,-140.27359,71968.57,-29.17470396927127,357
252.0999,0.50985813,-78.30558013916016,-71.13429,71712.89,-5.456458374414412,358
485.02277,0.51892483,-94.05138397216797,-86.901764,71496.19,-26.643386085293773,359
245.37299,0.63171685,-77.88776397705078,-70.76156,71262.06,-19.985828428314253,360
160.66286,0.40983078,-71.9842300415039,-64.87927,71049.56,-6.647056555682738,361
170.6142,0.5349971,-72.72076416015625,-65.63736,70834.086,-7.301537866642538,362
121.44893,0.57388985,-69.39785766601562,-62.336777,70610.84,-12.685428800465115,363
111.73111,0.6317333,-68.7551040649414,-61.718338,70367.65,-18.73594652517302,364
75.07353,0.60528445,-66.23062896728516,-59.21991,70107.2,-25.990191988769823,365
61.551857,0.45891005,-65.18807220458984,-58.205883,69821.88,-27.80203014053767,366
45.25313,0.50683045,-64.08756256103516,-57.13541,69521.5,-26.449078277883295,367
41.271805,0.47294715,-63.76490020751953,-56.84308,69218.2,-36.36997655909,368
32.529,0.47744274,-63.14496994018555,-56.254517,68904.53,-7.404289092997244,369
23.24406,0.49195713,-62.49091339111328,-55.636047,68548.66,-13.910038598496714,370
18.730074,0.38198578,-62.074378967285156,-55.256176,68182.03,-30.33785249056031,371
20.236069,0.4518213,-62.184478759765625,-55.40535,67791.28,-24.403234903751443,372
16.00776,0.29999688,-61.75270080566406,-55.016487,67362.16,-3.829119467221147,373
12.59305,0.2789585,-61.46218490600586,-54.771183,66910.03,-12.096473027374289,374
10.046862,0.1875135,-61.178524017333984,-54.53701,66415.16,-13.872599371441408,375
96.65474,0.31895304,-67.08271789550781,-60.486504,65962.11,-10.203768073160704,376
64.39396,0.36914086,-64.8915786743164,-58.337456,65541.25,-29.37467162598777,377
50.971394,0.57814145,-64.0844955444336,-57.570606,65138.89,-24.376491839474692,378
25.178848,0.3934651,-62.17744445800781,-55.700317,64771.266,-24.976991761187893,379
21.94801,0.43990538,-61.949581146240234,-55.513123,64364.594,-5.683678718321984,380
13.02635,0.25082317,-61.169612884521484,-54.781467,63881.453,-11.725800363260632,381
52.699905,0.3822268,-63.90032958984375,-57.555,63453.312,-33.34686754288935,382
