ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-218204913664.0,-218204910000.0,81221.31,73277864.0,2857494.8,3.1744287081899123,14866716.0,165337.1,-2005747072.0,-2005747100.0,80197.8,50
-9511945216.0,-9511945000.0,80583.29,23777014.0,256872.16,-16.334042499464843,12410876.0,285283.44,-252419184.0,-252419170.0,80051.94,53
-1015393088.0,-1015393100.0,80300.0,18923344.0,306761.22,-17.686552002312677,12069442.0,186939.95,-6647680.5,-6647672.5,80021.33,56
-176023488.0,-176023470.0,80227.28,17124640.0,439365.38,-2.8812168162945624,12713608.0,402152.88,-31267584.0,-31267576.0,80000.97,59
-58723392.0,-58723384.0,80203.71,18181084.0,398893.5,-24.845322308428184,11978332.0,185981.4,-936456.4375,-936448.44,79988.52,62
-15567255.0,-15567247.0,80189.55,16287344.0,399791.97,-23.831664842547585,11832096.0,201640.94,-937157.375,-937149.4,79981.336,65
-2460049.75,-2460041.8,80180.55,15950968.0,382984.2,-2.35508895565711,11488633.0,290182.0,-973829.75,-973821.75,79981.36,68
-1775060.625,-1775052.6,80170.86,15675966.0,319981.47,-35.17265278643941,10242786.0,377194.06,-1788495.75,-1788487.8,79972.96,71
-2293445.25,-2293437.2,80168.71,15302662.0,380105.0,-14.02324304620789,8130625.0,278279.7,-738547.25,-738539.25,79961.33,74
-1117355.625,-1117347.6,80158.914,13753589.0,275790.44,-27.102860023740213,7390602.0,225963.36,-653070.375,-653062.4,79942.08,77
-1083057.0,-1083049.0,80145.56,11189172.0,262992.06,-3.3518063559000715,7816757.0,213700.95,-673609.625,-673601.6,79900.914,80
-821030.625,-821022.6,80124.1,9691458.0,244070.4,-7.158692948692712,6152330.5,233906.12,-574654.125,-574646.1,79843.24,83
-797177.4375,-797169.44,80097.97,9319197.0,246066.84,-16.582363891100066,6234211.5,201410.56,-558205.875,-558197.9,79778.42,86
-681532.875,-681524.9,80062.13,7968892.0,210196.44,-10.957688891013268,5474803.0,291536.97,-567804.9375,-567796.94,79688.85,89
-559762.625,-559754.6,80002.95,6445352.0,182597.12,-19.3472650373351,4262246.0,184006.66,-412990.78125,-412982.8,79618.664,92
-548479.25,-548471.25,79923.914,6281324.0,182325.12,-24.736419986173175,3593179.8,128133.31,-329908.46875,-329900.53,79506.836,95
-439689.90625,-439681.94,79824.734,5064575.5,143229.9,-7.483454617823473,3269197.5,108551.61,-294734.875,-294726.94,79385.375,98
-361442.21875,-361434.25,79697.04,4011905.0,132861.69,-38.769619052740026,2294710.0,83513.25,-211850.703125,-211842.78,79282.92,101
-49533.94140625,-49526.29,76514.414,594449.44,13666.16,-24.827198107184657,1290098.8,51858.53,-122451.03125,-122443.11,79181.83,104
-33569.203125,-33561.67,75321.65,386472.44,10871.173,-12.362765930608688,1364693.1,57518.297,-131328.46875,-131320.56,79101.36,107
-27897.30078125,-27889.787,75139.75,321305.38,9005.902,-17.885882980265297,1114973.8,61533.11,-117147.2734375,-117139.375,78996.67,110
-21692.529296875,-21685.01,75187.85,254330.38,6533.911,-16.395372002352914,1051126.4,60515.547,-112138.3046875,-112130.414,78920.1,113
-18568.53515625,-18561.004,75321.47,218017.02,5548.5566,-36.12271149898205,564603.9,33856.0,-61176.58984375,-61168.703,78860.14,116
-16134.8583984375,-16127.309,75497.625,197432.69,4010.444,25.148669342060714,502319.78,26704.648,-52122.8125,-52114.926,78869.62,119
-14372.2939453125,-14364.724,75705.92,183948.47,2754.1006,-42.17854405575962,359185.0,21115.91,-38655.4609375,-38647.57,78908.72,122
-11995.607421875,-11988.015,75931.51,150598.22,2576.7964,6.701546981529367,351383.88,18437.213,-36314.9765625,-36307.08,79001.8,125
-8614.1103515625,-8606.492,76183.32,110075.766,1631.7902,-35.128656007434955,235438.2,18986.82,-28841.123046875,-28833.213,79102.984,128
-6492.14794921875,-6484.4985,76492.34,84519.56,1051.5061,-19.24293265596636,188125.9,14413.105,-22544.697265625,-22536.773,79233.5,131
-5696.20556640625,-5688.5215,76840.59,71101.875,1216.97,-20.33601157783069,115359.484,8831.828,-13844.0634765625,-13836.123,79401.76,134
-5097.4716796875,-5089.752,77195.3,53750.582,2067.2314,-39.803815866445355,97422.65,8012.502,-12075.92578125,-12067.962,79640.64,137
-3264.47900390625,-3256.7207,77583.06,40144.816,718.9335,-34.84500420142641,48802.664,2722.5264,-5206.35595703125,-5198.3613,79945.86,140
-2540.234375,-2532.4292,78052.94,30289.367,634.1123,-4.976875206056591,66607.78,3359.8276,-6842.46826171875,-6834.4375,80309.48,143
-2096.366943359375,-2088.5093,78576.66,24787.336,528.2854,-21.888165697633315,31271.35,1507.4845,-3197.9453125,-3189.8682,80772.35,146
-1493.8170166015625,-1485.9143,79026.8,16397.172,476.78033,-9.076796060240262,30182.883,1544.3024,-3149.245849609375,-3141.1277,81182.5,149
-1293.5224609375,-1285.5732,79491.734,13618.249,458.6065,-4.308340191125722,26103.04,1311.3463,-2715.583740234375,-2707.4185,81652.586,152
-980.3208618164062,-972.32324,79976.09,9586.199,398.88715,-24.814690314080302,15953.25,581.46674,-1534.931396484375,-1526.7139,82174.914,155
-683.6393432617188,-675.5883,80510.11,6739.798,245.009,3.779607847719466,8594.868,371.3928,-894.9127197265625,-886.63745,82752.85,158
-496.841796875,-488.73834,81034.55,4568.3105,186.02872,0.6950359052609081,5710.799,238.26031,-609.729736328125,-601.39166,83381.0,161
-350.46600341796875,-342.30722,81587.97,3104.825,115.9798,-5.4676792382476425,4456.6484,173.09195,-480.8319091796875,-472.42838,84035.34,164
-258.7696838378906,-250.55466,82150.39,2237.8271,67.08653,-32.06913823497371,2270.5906,112.53568,-291.9912414550781,-283.52603,84652.16,167
-223.7740478515625,-215.5245,82495.35,1647.2544,74.37589,-40.2628727652783,1153.6674,91.24453,-202.05715942382812,-193.53925,85179.11,170
-163.45596313476562,-155.18306,82729.086,975.48645,52.37941,-37.979069674344196,966.0277,59.157196,-167.67747497558594,-159.12938,85480.945,173
-120.33895111083984,-112.04935,82896.016,558.6111,30.323471,-36.25232839522546,572.81213,30.943336,-121.99112701416016,-113.42975,85613.8,176
-109.74443054199219,-101.45357,82908.64,495.9904,20.926971,-45.93242238462781,323.74023,21.170591,-98.50641632080078,-89.962654,85437.59,179
-89.73321533203125,-81.45282,82803.96,237.31177,17.237503,-14.793572996277812,3896.8418,174.21552,-443.78802490234375,-435.30786,84801.76,182
-76.8040542602539,-68.54326,82607.984,125.14615,9.376175,-37.903431081964165,3325.5234,143.79327,-384.5003662109375,-376.06213,84382.26,185
-73.09942626953125,-64.88281,82166.16,94.278305,7.053511,-6.411300749208311,1392.5898,53.94521,-192.87242126464844,-184.46701,84054.04,188
-68.5677490234375,-60.422695,81450.516,54.953606,4.3947635,-47.36333219782681,1311.0276,81.727585,-206.11436462402344,-197.74754,83668.19,191
-65.81719970703125,-57.76773,80494.69,33.71517,2.595073,1.6146875269968652,558.0637,27.640347,-118.51871490478516,-110.1967,83220.11,194
-64.8736801147461,-56.961796,79118.84,26.333702,2.1421971,-3.7894780179657395,310.77493,12.643847,-91.5833511352539,-83.315475,82678.77,197
-364.317138671875,-356.5776,77395.42,4227.4854,24.802647,-4.857521481842334,171.43768,8.872593,-79.5336685180664,-71.33493,81987.41,200
-74.26322937011719,-66.55727,77059.67,92.5585,9.700022,-11.608477168550982,98.766716,6.1555343,-72.69788360595703,-64.578896,81189.89,203
-77.0619888305664,-70.14842,69135.695,53.31399,8.951626,-21.62839856765888,80.73568,7.84021,-72.52143096923828,-64.498764,80226.68,206
-67.96549987792969,-61.272392,66931.09,84.07176,2.7386456,-11.973257817384898,210.73454,5.6404266,-554.3245849609375,-546.4152,79093.695,209
-73.07747650146484,-66.48554,65919.33,139.52094,4.8977776,-1.8003205534854945,2769.8816,1110.3402,-1000.3790893554688,-992.50256,78765.21,212
-801.2467041015625,-794.7093,65374.03,82.98744,3.9968286,-12.5584463904355,1373.252,591.60297,-554.8355712890625,-546.9788,78567.734,215
-64.66598510742188,-58.16793,64980.547,45.272057,2.0308037,-16.527386302395634,1050.4883,277.6789,-320.5563049316406,-312.7131,78431.92,218
-63.660240173339844,-57.20419,64560.5,33.63729,1.770057,-6.68963696253874,1053.494,178.15878,-253.40634155273438,-245.57355,78328.016,221
-62.949642181396484,-56.540737,64089.047,26.66111,1.4872198,-41.0603996604379,967.0945,102.36742,-196.26446533203125,-188.44089,78235.734,224
-62.51495361328125,-56.161694,63532.594,18.210457,1.7721258,-20.531065348428726,559.8307,98.66223,-166.17913818359375,-158.37509,78040.48,227
-74.98635864257812,-68.69935,62870.14,162.5171,5.86975,-9.939305785696135,5160.745,419.30002,-694.47314453125,-686.67615,77969.69,230
-65.34098052978516,-59.094055,62469.234,61.389717,1.7876768,-0.9776251505595766,1090.1919,199.33429,-270.18115234375,-262.3858,77953.34,233
-63.17756271362305,-56.96968,62078.812,31.827671,1.6044612,-19.193515905716268,684.332,166.90398,-220.7728271484375,-212.97739,77954.484,236
-61.74594497680664,-55.58099,61649.547,19.002789,0.8347256,-24.05343736100603,437.21884,111.792725,-166.758544921875,-158.96335,77951.984,239
-61.38288879394531,-55.270847,61120.43,13.562815,0.9203899,0.5098923277689863,375.5912,58.816555,-126.73949432373047,-118.94542,77940.74,242
-60.964107513427734,-54.914597,60495.117,11.309205,0.61927855,-21.048830181978136,390.681,44.299034,-117.9322738647461,-110.14285,77894.19,245
-60.83119201660156,-54.861828,59693.65,10.495774,0.6226472,-1.8731441436909466,636.8799,36.532135,-129.32904052734375,-121.54688,77821.56,248
-61.316497802734375,-55.452557,58639.42,18.17447,0.7277543,-10.830202794150695,225.01976,36.64665,-101.5287857055664,-93.75476,77740.24,251
-60.388946533203125,-54.60247,57864.75,8.440765,0.4448588,-19.020693636886673,121.21387,18.407654,-82.14774322509766,-74.388565,77591.805,254
-63.492916107177734,-57.789307,57036.086,52.770744,0.721399,-14.156391139873826,55.28953,11.332901,-72.87326049804688,-65.1403,77329.625,257
-60.604347229003906,-54.94236,56619.883,12.92387,0.4988396,-16.24774560970089,27.015202,3.722141,-65.77372741699219,-58.07702,76967.11,260
-61.11994171142578,-55.505287,56146.53,19.056128,0.7175181,-8.230534653880783,19.358376,4.4456024,-65.69290161132812,-58.048447,76444.56,263
-60.62107849121094,-55.053368,55677.1,11.44203,0.81107175,-2.6310798666340056,12.514663,2.750365,-64.00883483886719,-56.438225,75706.125,266
-64.07772827148438,-58.552086,55256.406,54.02211,1.723516,-27.23084356468234,2935.2896,87.55197,-319.052001953125,-311.59875,74532.59,269
-61.66070556640625,-56.150524,55101.83,23.49924,1.2267368,-15.593583387223935,453.90546,31.216846,-112.9677505493164,-105.56869,73990.63,272
-61.0665283203125,-55.576965,54895.625,17.102194,1.0188355,-8.516740643344784,292.36957,18.835125,-93.61573791503906,-86.25952,73562.17,275
-60.24108123779297,-54.781345,54597.367,10.983759,0.4548986,-12.845218689054462,139.4285,5.8520136,-74.4401626586914,-67.12499,73151.71,278
-59.99410629272461,-54.57686,54172.47,8.6851,0.38257635,-9.613882441391093,90.34178,6.7365036,-71.67388916015625,-64.40193,72719.586,281
-70.05715942382812,-64.699646,53575.14,154.48688,0.7619664,-15.350765341819997,515.1251,761.1127,-610.83642578125,-603.61456,72218.49,284
-59.78162384033203,-54.476532,53050.938,7.067283,0.39609343,-27.437530238535345,407.1156,38.570797,-114.57814025878906,-107.378784,71993.6,287
-60.289527893066406,-55.024147,52653.83,12.787697,0.6333232,-13.581057296340612,270.04016,21.788078,-93.91958618164062,-86.746735,71728.54,290
-60.47435760498047,-55.23993,52344.273,15.975156,0.63345873,-7.831054018742965,721.985,28.829895,-129.227783203125,-122.09382,71339.71,293
-60.06708526611328,-54.86307,52040.133,11.718416,0.50221825,-18.352967640043513,2301.3936,158.01176,-323.4879150390625,-316.38297,71049.39,296
-59.6998405456543,-54.53579,51640.5,7.8835144,0.40204403,-20.619968655028718,645.2189,1872.2053,-1371.361083984375,-1364.268,70931.0,299
-971.1340942382812,-964.04095,70931.234,601.15295,1285.1521,-28.614850565134716,326.69025,14.162078,-92.50244903564453,-85.419785,70826.66,302
-70.2583236694336,-63.58228,66760.47,57.95159,8.76424,-9.74513026099381,336.37714,17.44659,-95.36869049072266,-88.29782,70708.7,305
