ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-131739295744.0,-131739296000.0,105200.66,54259092.0,731722.5,-7.720265448326217,6668097.0,137674.11,-3818374912.0,-3818375000.0,274.18164,50
-7267366400.0,-7267366400.0,104527.09,10136073.0,317758.47,-2.448831725712293,5359652.0,242358.47,-1264684288.0,-1264684300.0,514.17773,53
-1931266304.0,-1931266300.0,104080.16,5937418.0,176408.98,-12.843699170558342,3926151.5,134431.69,-356950528.0,-356950530.0,682.9863,56
-768133632.0,-768133600.0,103818.94,4808249.0,153977.78,-6.15696473382238,3515420.5,112697.18,-364115392.0,-364115400.0,819.31836,59
-428447584.0,-428447580.0,103620.2,4499316.0,179822.69,-4.180436190481179,3515822.5,115508.3,-129005824.0,-129005820.0,945.5137,62
-114665464.0,-114665464.0,103477.85,4155649.5,140008.25,-11.48356699728902,3404894.0,131952.89,-72111640.0,-72111640.0,1076.4277,65
-35887736.0,-35887736.0,103389.28,3848719.0,112607.06,-6.893664165769197,2957447.5,93681.14,-48334956.0,-48334956.0,1201.3018,68
-4733754.5,-4733753.5,103345.805,4154933.5,135004.77,-3.4232939749367697,2790648.0,176799.64,-42554512.0,-42554510.0,1356.5703,71
-3119338.75,-3119337.8,103326.85,4025971.0,181502.05,-5.068574575499668,2905733.5,105865.266,-24844796.0,-24844796.0,1498.9736,74
-727442.4375,-727441.4,103316.336,3967220.2,162296.6,-4.043989065251745,2434570.5,83892.96,-8952412.0,-8952412.0,1663.5,77
-917810.125,-917809.06,103299.89,3476940.8,136316.47,-3.6179896757123498,2319656.2,87371.984,-5532435.5,-5532435.5,1861.8906,80
-284458.15625,-284457.12,103289.336,3043958.2,97544.79,-5.777783796058724,1456414.5,56690.203,-6325883.0,-6325883.0,2054.8193,83
-240060.90625,-240059.88,103273.086,2571619.0,97521.86,-0.6662033956545121,1172948.2,58524.754,-1406272.5,-1406272.2,2253.335,86
-326732.03125,-326731.0,103248.766,1993011.0,74505.44,-3.1186599171703975,1133236.8,42008.867,-2555567.75,-2555567.5,2487.4082,89
-154581.96875,-154580.94,103211.27,1785325.0,49829.535,-16.08535634432165,1035896.1,26775.496,-1387326.75,-1387326.5,2725.2598,92
-175961.765625,-175960.73,103161.36,1440507.8,51694.188,-2.9335516946419893,707911.3,20605.398,-482579.4375,-482579.12,2993.7832,95
-118914.8359375,-118913.805,103098.31,1289550.9,46697.664,-1.7548564076287336,442004.38,20619.066,-146604.953125,-146604.62,3315.6445,98
-92688.5546875,-92687.52,103014.91,1092572.2,27638.035,-1.1992261456139277,501497.12,10770.324,-3193062.75,-3193062.5,3656.287,101
-75931.9296875,-75930.9,102917.06,679054.9,18163.863,-0.41897317178436533,393067.12,11181.308,-787771.9375,-787771.56,3998.2734,104
-56546.08203125,-56545.055,102799.72,672228.5,16260.664,-6.676507324373493,328708.2,7449.0293,-77470.7890625,-77470.35,4371.211,107
-41129.07421875,-41128.047,102658.09,492898.28,11410.257,-6.591480236292063,236863.92,4523.7925,-45559.09765625,-45558.62,4781.133,110
-31344.591796875,-31343.566,102490.664,389138.94,7326.5747,0.021600754648446005,166999.97,1677.5254,-174193.390625,-174192.88,5223.1465,113
-27003.08984375,-27002.066,102301.46,344882.4,5336.3125,2.1131978829879023,116682.445,1080.957,-16603.66796875,-16603.098,5695.6836,116
-17986.701171875,-17985.68,102095.45,231647.45,3335.2905,-2.7834522112684317,106776.56,681.8734,-34338.515625,-34337.895,6210.7266,119
-12816.49609375,-12815.478,101868.33,164589.55,2400.4985,-4.991674102276411,52791.664,135.4629,-26481.392578125,-26480.725,6678.1855,122
-8615.369140625,-8614.353,101680.086,115115.93,1139.3911,-5.560797129727652,59366.836,152.91241,-10943.9189453125,-10943.204,7151.3105,125
-6215.787109375,-6214.7715,101542.24,85171.32,587.72375,-8.526177063831108,50516.195,181.38943,-3595.546875,-3594.784,7628.8867,128
-5659.94482421875,-5658.9297,101497.34,77558.16,527.6108,-0.8474300681269348,39078.426,58.47451,-3116.164306640625,-3115.3743,7900.8496,131
-4230.28955078125,-4229.275,101473.984,59022.29,268.43738,-10.677217939135653,37417.17,23.97363,-2602.699462890625,-2601.8845,8148.674,134
-3481.90966796875,-3480.8953,101449.08,48618.414,202.86095,-5.629812968934916,21232.066,20.824654,-1505.38818359375,-1504.5457,8425.5,137
-2648.459228515625,-2647.4448,101436.92,36843.6,148.66074,-3.271898699887145,17087.07,13.55773,-1220.0189208984375,-1219.1461,8728.346,140
-2146.56494140625,-2145.5505,101448.35,29636.488,127.66679,-3.7463806534551445,12164.352,20.89169,-891.9011840820312,-891.00006,9011.404,143
-1702.140869140625,-1701.1261,101476.55,23866.945,47.845512,2.8973022911327857,7560.1953,4.2520075,-569.1195068359375,-568.18805,9314.73,146
-1148.131591796875,-1147.1162,101535.766,15568.246,58.993523,-4.3322956251726055,9280.158,6.886553,-687.3209228515625,-686.3566,9642.832,149
-776.568603515625,-775.5526,101600.41,10504.471,16.270117,-10.785033075957937,8970.9375,9.447536,-668.1671142578125,-667.1654,10017.262,152
-735.7847900390625,-734.76807,101674.734,9947.068,11.738308,-5.968905534876136,7000.3447,4.7949595,-531.7058715820312,-530.67175,10341.371,155
-663.2728271484375,-662.2547,101812.46,8908.219,8.46241,-5.481963716391908,2196.0952,2.1932921,-204.88613891601562,-203.81898,10671.594,158
-514.4012451171875,-513.3816,101967.88,6743.257,4.952205,-5.800151755975356,6130.5337,0.9395951,-470.307861328125,-469.20483,11030.164,161
-394.127685546875,-393.10632,102135.375,4981.965,3.3372502,-1.9786771118036413,1455.7526,1.4346485,-154.3374481201172,-153.20844,11290.176,164
-278.7874755859375,-277.76447,102301.65,3284.1821,2.662048,-3.8031014817164412,1477.9065,1.1128535,-155.64610290527344,-154.48976,11563.418,167
-255.77261352539062,-254.7479,102472.29,2946.4766,2.4184694,-1.4413345147661363,698.4813,0.4406582,-102.47452545166016,-101.293045,11814.77,170
-199.991943359375,-198.96591,102603.62,2127.5361,1.8772244,-0.7478654508935397,462.75482,0.48002103,-86.57766723632812,-85.36862,12090.426,173
-192.88784790039062,-191.8608,102705.72,2030.0745,1.1233726,-2.5750948872981856,659.7112,1.0559199,-100.32276916503906,-99.08589,12368.809,176
-148.3667755126953,-147.33888,102789.8,1374.9915,0.8367044,-8.094041123958593,517.45215,1.5016396,-91.02017211914062,-89.76117,12590.0,179
-117.36620330810547,-116.33794,102826.84,918.571,0.6652084,-2.717140788194042,306.45166,0.76825666,-76.26128387451172,-74.987,12742.844,182
-97.15402221679688,-96.12636,102766.31,619.25806,0.72759724,-0.3502689993925631,444.52173,0.24787909,-85.2719955444336,-83.97775,12942.422,185
-88.86099243164062,-87.83503,102596.16,496.57974,0.7424128,-4.15729000829094,1371.6731,0.63329256,-148.2825927734375,-146.97668,13059.059,188
-84.65369415283203,-83.63081,102287.91,421.87714,1.9996358,1.1691356532297552,500.81912,1.4004577,-89.87896728515625,-88.567184,13117.863,191
