Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,AverageReturn,Epoch
785491.1,26140.402,-70902.5390625,-70894.65,78940.586,-17.68306224849862,111
855290.75,29324.01,-77779.9921875,-77772.1,78872.86,-18.74392997030928,112
770579.9,39051.605,-78630.2421875,-78622.36,78809.18,7.671149799088264,113
690814.75,31746.94,-68289.8125,-68281.94,78747.016,-33.12298407743754,114
934160.3,26667.256,-81319.125,-81311.26,78690.414,-16.796856135869202,115
964559.25,28403.967,-84551.3359375,-84543.47,78633.78,-26.586069259155128,116
481728.56,16090.491,-43547.078125,-43539.22,78605.45,-46.63178049404781,117
529067.44,14054.404,-45372.62109375,-45364.76,78587.58,-40.43622652109759,118
985198.9,21565.205,-81320.34375,-81312.484,78565.99,-16.24336465891784,119
497810.88,15394.628,-44164.453125,-44156.598,78559.266,-23.860691953821885,120
508347.16,13687.447,-43722.21484375,-43714.36,78562.08,-80.1743601735945,121
297153.5,9291.333,-26456.4921875,-26448.635,78569.81,-16.862950516027745,122
412024.97,9103.199,-34102.265625,-34094.406,78598.12,-19.864305736783614,123
558793.0,12213.164,-46138.16015625,-46130.297,78615.37,-85.60839563822766,124
280996.97,7148.385,-23913.13671875,-23905.273,78629.71,-29.650663113961794,125
278928.12,13407.328,-28008.427734375,-28000.562,78659.664,-27.833329136572043,126
414204.62,62045.53,-70074.59375,-70066.73,78698.555,-14.853538309032476,127
228652.16,13075.5205,-24381.849609375,-24373.979,78711.25,-56.655564141726025,128
216367.4,11005.751,-22150.009765625,-22142.135,78757.89,-45.538451468017534,129
309076.3,9315.46,-27279.626953125,-27271.746,78813.34,-29.77691669060852,130
209091.4,4994.3247,-17589.8828125,-17581.994,78879.35,1.0543903485731352,131
170883.14,6376.758,-15939.884765625,-15931.99,78947.3,-31.35937162149468,132
223475.75,6063.458,-19286.705078125,-19278.805,79009.72,-68.46260829376864,133
181475.39,6586.241,-16798.404296875,-16790.496,79081.945,-39.242491281216516,134
216473.84,8423.24,-20409.724609375,-20401.81,79148.08,-35.529481622799494,135
153559.56,6394.344,-14779.56640625,-14771.645,79216.47,-0.8796995089010639,136
137713.88,7599.3345,-14522.7216796875,-14514.793,79286.92,-18.672749701954366,137
124767.49,5161.7036,-11997.1923828125,-11989.256,79364.984,-46.62051828539513,138
217902.53,5922.2783,-18814.091796875,-18806.146,79453.82,-42.03853361307041,139
174875.67,5392.214,-15543.892578125,-15535.9375,79549.67,-13.753266429284116,140
186351.84,5121.707,-16137.421875,-16129.459,79629.96,-59.11927725246578,141
99302.64,4044.766,-9518.28125,-9510.304,79774.734,3.1152401668606586,142
140440.47,4741.6543,-12773.560546875,-12765.57,79899.28,-28.88485086994888,143
140678.14,5413.567,-13244.3232421875,-13236.322,80010.16,-18.284328434335936,144
71360.96,4753.74,-8107.31298828125,-8099.3013,80117.69,-23.179373428803896,145
95257.33,4007.0928,-9219.09765625,-9211.074,80238.48,-46.42044783926261,146
90386.28,4625.0615,-9307.6630859375,-9299.627,80357.54,-30.45580239803892,147
61397.254,2409.537,-5846.86376953125,-5838.815,80489.19,-32.50866176638933,148
64685.973,2941.725,-6429.53515625,-6421.4727,80622.69,-25.398927815347406,149
45812.715,2502.94,-4855.52587890625,-4847.449,80766.125,-10.840462740804602,150
51371.03,2453.31,-5198.07568359375,-5189.9834,80922.33,-0.7747439969090509,151
52009.21,1883.1975,-4855.49560546875,-4847.3867,81088.14,-14.820673124151476,152
32479.799,1539.3313,-3301.316650390625,-3293.1904,81261.15,-43.66393170945056,153
40168.055,1592.5862,-3857.617431640625,-3849.4731,81443.555,-3.2058729930974863,154
37750.58,1908.4589,-3907.794677734375,-3899.6316,81630.17,-66.48082840373388,155
34102.65,1246.5516,-3213.07080078125,-3204.8882,81825.59,-32.77878577986725,156
21282.57,878.04895,-2096.22900390625,-2088.0266,82022.95,5.79551483405367,157
23412.928,769.7422,-2167.11669921875,-2158.894,82225.99,12.304102177882946,158
22845.445,1096.1113,-2349.58447265625,-2341.3403,82440.625,-2.0527200936134253,159
21103.482,948.981,-2132.172119140625,-2123.9062,82657.62,-20.73751644475819,160
18564.543,586.7258,-1715.2606201171875,-1706.9727,82879.31,-43.98821403103492,161
9979.312,432.52393,-1029.996337890625,-1021.6855,83108.86,-38.87420201449576,162
17280.275,562.8859,-1612.2696533203125,-1603.9375,83321.7,-16.303815088990415,163
12715.195,447.79114,-1225.4979248046875,-1217.1472,83507.55,-29.69566090568959,164
8893.148,288.00616,-858.7654418945312,-850.39557,83698.81,-20.076549390071534,165
6907.13,260.6873,-705.9097290039062,-697.5204,83893.27,1.561141601328126,166
5372.3477,206.3654,-565.3163452148438,-556.907,84093.766,6.26268661032156,167
4651.6787,206.68492,-516.7863159179688,-508.35718,84291.516,-17.96908149305232,168
3840.9922,157.8336,-428.8919372558594,-420.44345,84484.92,-12.81550065106731,169
2926.6646,134.52351,-351.26715087890625,-342.79965,84675.016,-14.197413766013824,170
2947.858,112.3159,-337.69183349609375,-329.20636,84854.586,-38.160153055967456,171
1779.302,89.92719,-243.485595703125,-234.98305,85025.46,-29.700369564942324,172
1128.1304,55.60465,-176.21376037597656,-167.69455,85192.11,-19.332570113423618,173
1369.237,76.17643,-206.46388244628906,-197.93011,85337.7,-20.298124571997093,174
938.63226,66.08439,-170.5098114013672,-161.96306,85467.58,-22.004190540828677,175
704.5829,34.447815,-133.27606201171875,-124.71777,85582.836,-33.2393386475729,176
734.3383,41.035896,-139.75733947753906,-131.18924,85680.94,-5.827669867053688,177
764.58325,50.086678,-147.936279296875,-139.36029,85759.94,-32.173211336360374,178
384.062,18.225061,-100.63238525390625,-92.051315,85810.734,-9.752161475110976,179
328.14194,33.791836,-107.3854751586914,-98.80101,85844.625,-18.549413513057868,180
293.47943,16.560928,-93.38117218017578,-84.79573,85854.39,-14.375959007361395,181
235.1825,18.539778,-90.77330780029297,-82.18996,85833.5,-44.719066519968486,182
171.83046,15.191392,-84.21636962890625,-75.6373,85790.7,-35.43285096197238,183
121.082855,11.57309,-78.32698822021484,-69.754906,85720.8,-15.681641451619946,184
31681.0,926.444,-2832.94384765625,-2824.4119,85319.64,-25.65746957848203,185
14707.8545,503.5598,-1398.231689453125,-1389.7231,85085.22,-50.444134853686606,186
13290.484,256.3727,-1135.04296875,-1126.5474,84956.016,-2.9147715551421727,187
5791.6133,193.0222,-584.7369384765625,-576.2487,84882.19,-28.59434280580379,188
5515.472,203.70245,-573.2710571289062,-564.7899,84811.5,-39.216259243473694,189
4106.4634,145.10487,-438.26824951171875,-429.794,84742.55,-28.367628700939196,190
3912.4702,111.67411,-402.5126647949219,-394.04514,84675.26,9.394618727172018,191
3054.5933,110.1965,-343.4549255371094,-334.99475,84601.81,-24.799751794170646,192
2063.3206,53.033756,-143828.09375,-143819.64,84535.34,-43.8783109683028,193
5175.087,480.80856,-737.7191772460938,-729.268,84511.914,-55.604595440864955,194
2802.8892,258.53156,-426.78167724609375,-418.33734,84443.22,-12.240263644319857,195
4438.1523,456.27612,-671.2384033203125,-662.80084,84375.805,-26.16795158647245,196
1831.8458,120.15662,-267.42529296875,-258.99414,84311.484,-17.31663835571134,197
1630.999,53.645195,-208.8204803466797,-200.39658,84239.05,24.557432978123117,198
1769.4146,71.87016,-230.5109405517578,-222.09525,84156.92,-12.625402395691713,199
1337.7045,54.389633,-189.46067810058594,-181.05377,84069.0,-10.720166639534327,200
3051.9539,65.9022,-313.2371826171875,-304.84326,83939.125,-11.56480492502423,201
1929.5996,52.31181,-228.08230590820312,-219.6999,83824.05,-17.901433974766007,202
1416.5938,33.306137,-180.4961395263672,-172.12532,83708.14,-27.901144786105522,203
2374.8416,26.420446,-240.66726684570312,-232.3083,83589.586,-6.10691492953649,204
1871.1986,60.865936,-229.88055419921875,-221.53642,83441.36,-19.891123578016927,205
1412.698,59.133354,-197.66883850097656,-189.33835,83304.95,-12.142962523661666,206
1132.2384,18.674202,-151.29917907714844,-142.98257,83166.055,-5.263078100594454,207
567.5371,8.1460495,-105.94952392578125,-97.646416,83031.06,-7.216318151763073,208
914.0224,14.027648,-133.36245727539062,-125.07219,82902.74,-23.245942493978127,209
441.48007,4.3172274,-94.80188751220703,-86.52556,82763.32,-22.339163563306048,210
372.5232,17.347507,-98.93941497802734,-90.6767,82627.17,-21.670897377907085,211
281.7951,5.465598,-84.74510192871094,-76.49713,82479.7,-13.007318428168977,212
425.34546,14.738804,-100.71772766113281,-92.4858,82319.266,-20.467092457113317,213
380.6445,7.8992863,-93.05133056640625,-84.832855,82184.75,-11.167773663035357,214
328.35492,5.871727,-88.1231918334961,-79.92255,82006.484,-32.841658206541155,215
229.66013,6.1890516,-81.63964080810547,-73.458824,81808.18,-2.001381703026982,216
171.15625,6.0159416,-77.5428695678711,-69.38286,81600.11,-6.989782581159544,217
131.86404,4.0080347,-73.50345611572266,-65.36535,81381.05,-23.30049641354265,218
121.6441,3.2737823,-72.29208374023438,-64.17694,81151.43,-16.764933313015838,219
106.92859,2.8551574,-70.98941040039062,-62.897903,80915.1,-25.00984052576852,220
252.95505,4.298246,-81.82156372070312,-73.75568,80658.9,-1.9346731000527648,221
129.31276,3.28067,-72.74102783203125,-64.70052,80405.03,-16.883060117494676,222
78.40651,1.9205236,-68.34930419921875,-60.33544,80138.66,-10.479279073108096,223
1894.3275,2.0221128,-191.26788330078125,-183.28328,79846.08,-9.753321303584187,224
72.915115,2.5766346,-68.35809326171875,-60.407825,79502.64,-22.51581059398223,225
12222.132,2.822413,-890.6004028320312,-882.6829,79174.875,-16.81683723844014,226
12517.607,2700.1797,-2735.803955078125,-2727.9153,78886.945,-26.275335821742143,227
9939.684,27014.678,-19014.421875,-19006.521,78999.11,-22.083532071782102,228
26508.902,2832.1133,-3771.855224609375,-3763.9495,79058.76,-22.339476258701776,229
5633.931,1730.4014,-1613.7860107421875,-1605.887,78989.945,-28.993335614447645,230
4727.485,1327.7356,-1279.9697265625,-1272.0754,78942.69,-27.745963722794333,231
5146.075,1259.1636,-1548.3739013671875,-1540.4814,78924.625,-8.15242658433688,232
5044.627,1735.9945,-1577.689697265625,-1569.7947,78950.55,-9.300555699417924,233
3413.33,1175.3179,-1087.909423828125,-1080.0121,78973.75,-13.304692738601737,234
2639.9497,747.896,-746.3532104492188,-738.453,79001.875,-16.48688018674888,235
6023.689,723.3415,-958.7099609375,-950.8071,79028.18,0.4118822158356165,236
3575.5906,572.36316,-690.8893432617188,-682.9867,79026.71,-25.575115989555094,237
1628.416,344.75677,-405.11163330078125,-397.2101,79015.266,-37.84421821770834,238
2826.0386,559.6194,-631.5432739257812,-623.6429,79003.86,-18.652280871744992,239
26350.793,350.5121,-2081.909912109375,-2074.0093,79005.2,-23.497446590547106,240
2077.8022,208.31853,-343.1929016113281,-335.2945,78984.2,-19.75930786727511,241
2071.3955,267.2408,-382.6282653808594,-374.7323,78959.8,7.08311570392714,242
2158.7078,281.16248,-397.9551696777344,-390.06097,78941.86,-31.544232868843118,243
1761.0253,227.53935,-334.7569580078125,-326.86523,78917.22,-5.420880266462804,244
990.45654,150.54257,-230.51109313964844,-222.62073,78903.7,-9.246263861347298,245
791.9053,107.22923,-187.76524353027344,-179.87613,78891.14,-10.840791030107722,246
1181.8604,139.18729,-235.77699279785156,-227.88873,78882.66,-13.097284486390876,247
613.1445,73.66138,-152.95245361328125,-145.06525,78872.08,-28.803589809618696,248
664.26404,108.78821,-180.17987060546875,-172.29388,78859.84,-7.7290526489956095,249
13975.779,128.61714,-1094.3551025390625,-1086.4705,78845.88,4.590325050866135,250
916.9668,87.615746,-182.94786071777344,-175.06677,78810.914,-8.402709102739868,251
872.25604,37.011024,-145.6764373779297,-137.79826,78781.75,1.0372197541390153,252
975.57166,74.17318,-177.80975341796875,-169.93616,78735.97,-26.736459819025782,253
739.14374,47.97516,-144.08042907714844,-136.21005,78703.734,-4.869174663590288,254
409.1692,48.552544,-122.1395492553711,-114.27215,78674.01,-20.455209549348584,255
466.89563,41.892883,-121.53663635253906,-113.671936,78647.03,-30.702646775829013,256
739.6623,45.438843,-142.3876953125,-134.52888,78588.14,-12.099851872730795,257
541.7065,87.295616,-157.31207275390625,-149.45715,78549.15,-17.474854154686486,258
360.58197,40.884487,-113.6462173461914,-105.79558,78506.39,-12.529100931144168,259
354.24036,40.880066,-113.20990753173828,-105.36347,78464.35,-1.7813917029249895,260
1265.6846,28.94217,-166.80723571777344,-158.96066,78465.766,-24.269819548855445,261
395.8363,15.658836,-98.95307922363281,-91.11156,78415.25,-10.483033651927645,262
306.13022,13.535543,-91.44140625,-83.60457,78368.36,-34.05251902405208,263
302.5802,21.496906,-96.58295440673828,-88.75161,78313.45,-0.8521510618221124,264
643.365,14.341648,-114.7948226928711,-106.96993,78248.91,-33.66530731149712,265
397.07373,13.083525,-97.2702407836914,-89.45264,78176.03,-11.741402123923642,266
350.07196,22.734314,-100.61299896240234,-92.8026,78104.055,-6.876791051899276,267
375.52008,9.317008,-93.24725341796875,-85.445435,78018.23,-11.122667669760778,268
3035.9148,12.613554,-275.4906005859375,-267.69873,77918.59,-16.39238701566879,269
1329.2543,12.17388,-159.69677734375,-151.91556,77812.195,-21.4506167706892,270
651.6833,7.931781,-110.9685287475586,-103.1954,77731.33,-31.56439639914986,271
330.82263,5.650121,-87.7029800415039,-79.939575,77634.03,-13.409081456183355,272
278.12964,3.568521,-82.71601867675781,-74.965385,77506.31,-30.620826885060996,273
437.46472,28.166546,-110.13153839111328,-102.39212,77394.17,-28.9972779463393,274
13331.175,30.823904,-984.3970947265625,-976.67725,77198.49,-29.763031585673392,275
974.03925,81.026436,-182.18177795410156,-174.46988,77118.93,-1.1708191021289371,276
1561.208,46.617638,-198.62246704101562,-190.9186,77038.69,1.674495499800633,277
689.3705,35.090225,-131.81594848632812,-124.12308,76928.7,-14.498107751661891,278
546.89075,16.303478,-109.45341491699219,-101.769264,76841.516,-20.39381172558011,279
1697.5145,26.543541,-194.23487854003906,-186.55846,76764.234,-27.733165701854237,280
403.386,7.138797,-93.52456665039062,-85.85712,76674.54,-30.43674220034115,281
293.9443,8.042501,-86.72185516357422,-79.062965,76588.88,-4.052762848604821,282
641.02515,20.723751,-118.77680969238281,-111.13022,76465.93,-15.080113133561568,283
426.80414,13.36235,-99.28998565673828,-91.65309,76368.94,-19.483594006611757,284
312.7694,7.3335094,-87.48126983642578,-79.85706,76242.05,-37.93340335436663,285
848.1272,6.185175,-122.91765594482422,-115.30641,76112.46,1.9662509395374532,286
257.8281,7.5999346,-83.91592407226562,-76.319595,75963.25,-23.14040929595678,287
206.18742,5.828653,-79.2083969116211,-71.62661,75817.87,-30.932317773019374,288
130.12523,5.887805,-74.08464813232422,-66.519684,75649.664,-19.67116792777946,289
108.6767,1.9800386,-69.97071075439453,-62.424023,75466.914,-3.3661855565921064,290
76.19629,1.3176873,-67.30601501464844,-59.777954,75280.58,-11.604392186792763,291
100.006645,8.61425,-73.83417510986328,-66.32655,75076.22,-16.281308384516556,292
804.1775,170.76866,-231.18508911132812,-223.70218,74829.04,-12.493393302729523,293
563.60425,13.393719,-108.3937759399414,-100.93127,74625.125,-17.663627859016316,294
235.15158,8.347963,-82.73977661132812,-75.291306,74484.734,-32.98570797873138,295
337.71014,11.608198,-91.87483215332031,-84.437325,74375.06,1.5868987068749152,296
282.55188,17.859396,-92.35955810546875,-84.93494,74246.234,-3.8748770038709583,297
160.82095,11.3786,-79.72348022460938,-72.31229,74111.94,-27.572866752695333,298
105.98337,4.133774,-71.09752655029297,-63.699154,73983.7,-38.547211308910256,299
103.221275,3.687336,-70.59429931640625,-63.21015,73841.516,-16.34197180602488,300
258.1321,3.941201,-81.22870635986328,-73.864395,73643.15,-8.9082764421818,301
107.97325,6.7460637,-72.94580078125,-65.60148,73443.19,-12.157887618213369,302
75.43906,2.5741644,-67.90081024169922,-60.57694,73238.71,-22.056007157443247,303
57.657665,1.3092904,-65.81932830810547,-58.5178,73015.27,-20.6393042639803,304
41.660797,1.6701438,-64.95716094970703,-57.67951,72776.53,-7.190992049930796,305
35.628616,2.179031,-64.86621856689453,-57.61568,72505.39,-7.1672616680838095,306
30.194075,0.80437636,-63.539432525634766,-56.317745,72216.89,-3.9757142449035436,307
43.024403,2.2934036,-65.38337707519531,-58.19353,71898.5,-24.416230738009656,308
141.64929,3.9341955,-73.12528991699219,-65.97753,71477.56,-20.52140758357408,309
36.342712,2.324337,-64.87731170654297,-57.762333,71149.78,-8.26310224900518,310
110.75924,3.0474107,-70.37018585205078,-63.287205,70829.82,-24.17021839616529,311
60.748604,1.3811262,-65.83038330078125,-58.775566,70548.14,-29.185855191248393,312
33.153244,0.9435794,-63.635433197021484,-56.612175,70232.586,-36.23811887836721,313
25.05196,0.75549716,-62.92595672607422,-55.936714,69892.44,-40.15814477810494,314
25.508772,1.0413232,-63.1132698059082,-56.161034,69522.35,1.2119852431415785,315
16.388939,0.75044566,-62.25875473022461,-55.347088,69116.67,-26.05274166005345,316
20.107872,0.95233047,-62.60477828979492,-55.735348,68694.3,-16.669706125132514,317
19.250322,1.0374019,-62.5577278137207,-55.73489,68228.375,-18.539267569915665,318
13.232883,1.5315793,-62.435550689697266,-55.6621,67734.5,-28.784574480331845,319
16.151327,0.94141346,-62.180870056152344,-55.460236,67206.33,-16.124480008723623,320
9.950823,0.59086555,-61.469444274902344,-54.80345,66659.92,-11.302674808167172,321
9.606681,0.7397443,-61.487892150878906,-54.88091,66069.83,-34.353487728790334,322
11.651857,0.93619823,-61.697166442871094,-55.152233,65449.336,-20.939161106559144,323
8.220488,0.56010985,-61.14511489868164,-54.66555,64795.664,-19.78631929541609,324
8.360275,0.99708253,-61.37498474121094,-54.9707,64042.844,-25.65884988155345,325
10.536766,0.7933938,-61.30208969116211,-54.98015,63219.43,-10.783754802075787,326
7.0141497,0.57416904,-60.836673736572266,-54.593437,62432.36,-25.609740219519765,327
18.181107,0.73948616,-61.610782623291016,-55.46094,61498.42,-7.664313412805775,328
8.020475,0.54382324,-60.695823669433594,-54.640995,60548.273,-23.774578635247185,329
9.532067,0.39977273,-60.60680389404297,-54.645805,59609.977,-14.740576243915578,330
6.8200855,0.57697237,-60.4407958984375,-54.5822,58585.97,-18.808361154437854,331
15.851204,0.5214434,-60.89759826660156,-55.155746,57418.508,-22.424940549668964,332
12.420266,0.5958677,-60.616912841796875,-54.973934,56429.79,-16.822329132983807,333
8.182141,0.43279946,-60.11903381347656,-54.57681,55422.25,-0.627910226199109,334
693.9451,121.09281,-188.13897705078125,-182.62857,55104.062,-12.854517103331455,335
255.50613,56.56126,-114.7994384765625,-109.29344,55059.977,-9.613878614356194,336
260.4035,56.915394,-115.37020874023438,-109.86447,55057.39,-15.981114167567588,337
185.61716,44.07699,-101.61825561523438,-96.11641,55018.46,-16.858819495789085,338
104.97102,27.413563,-84.8812255859375,-79.38353,54976.938,-17.578044263588207,339
114.16745,22.839172,-82.406005859375,-76.910446,54955.633,-17.83154040875588,340
82.53573,31.715227,-86.27055358886719,-80.77623,54943.25,-23.955532788018264,341
242.9475,177.98474,-196.1190948486328,-190.60805,55110.547,-3.1789816915223525,342
166.18896,62.491047,-112.77859497070312,-107.26211,55164.844,-24.300682653055436,343
160.6989,73.74013,-120.02122497558594,-114.5026,55186.25,-19.976268222274413,344
117.15253,56.175404,-105.1905746459961,-99.67029,55202.9,-16.28473432594927,345
96.190125,57.12046,-104.4178466796875,-98.891304,55265.39,6.489638863548734,346
95.19342,43.32119,-95.01374053955078,-89.48622,55275.17,-37.989881833617346,347
70.11966,26.662119,-82.04522705078125,-76.51674,55284.89,-15.706048876045932,348
80.023544,41.858055,-93.00102996826172,-87.469635,55313.977,-34.20107965361139,349
51.905685,27.549482,-81.41642761230469,-75.8847,55317.312,-2.935480196861561,350
52.01848,28.525463,-82.08433532714844,-76.55275,55315.89,-17.414015370669976,351
41.51274,19.006027,-74.9308853149414,-69.400276,55306.094,-14.134189814354219,352
43.803352,16.60484,-73.45973205566406,-67.93045,55292.844,-17.13030839280768,353
35.107613,20.451962,-75.47232818603516,-69.94529,55270.36,-8.725455103197827,354
41.026573,16.657204,-73.30126953125,-67.777985,55232.86,-8.09899994029615,355
26.142239,12.322853,-69.35748291015625,-63.837845,55196.383,-24.412480523565538,356
23.719954,9.733955,-67.43916320800781,-61.92209,55170.78,-18.46821652194052,357
15.137062,5.9939423,-64.32316589355469,-58.810524,55126.453,-46.21073176219869,358
17.746784,5.0854464,-63.87908935546875,-58.37236,55067.28,-16.476370917663793,359
60.667587,6.1202297,-67.47382354736328,-61.97693,54968.92,-32.74920390631637,360
31.951889,4.1252775,-64.1705322265625,-58.683865,54866.656,-13.670627400140685,361
47.976837,7.031043,-67.21241760253906,-61.7345,54779.195,0.21429863066359967,362
102.91747,5.6516824,-69.99085998535156,-64.51882,54720.406,-41.90242374391942,363
90.49414,10.812796,-72.63778686523438,-67.17057,54672.188,-20.589056339357914,364
80.28872,5.5378656,-68.36874389648438,-62.91057,54581.75,-27.923508295495434,365
40.49354,3.1501484,-64.05101776123047,-58.602016,54490.016,-14.13637148158677,366
29.573679,3.3510387,-63.439491271972656,-57.999027,54404.64,-11.82782705769298,367
26.305048,2.4436667,-62.593746185302734,-57.16385,54298.97,-5.120151801913966,368
20.425236,1.766567,-61.72654724121094,-56.3078,54187.477,-19.857729468232936,369
14.2461815,1.2923346,-60.97350311279297,-55.568775,54047.297,-20.090658213739534,370
15.104992,1.2540092,-60.99037551879883,-55.600952,53894.25,-15.991658274133956,371
85.05048,4.386736,-67.81886291503906,-62.453846,53650.15,-24.608122465300095,372
30.166222,1.359329,-62.025970458984375,-56.69138,53345.92,-20.186286256661162,373
19.803072,1.7263355,-61.5517578125,-56.238476,53132.82,-18.97672159191981,374
12.3550625,0.88955295,-60.45840835571289,-55.16826,52901.484,-23.678042461420446,375
21.906364,1.8461951,-61.724388122558594,-56.461906,52624.805,2.154068621104622,376
12.544828,0.81302464,-60.365234375,-55.129314,52359.188,-23.492456182277323,377
19.397633,1.2353903,-61.08503723144531,-55.87883,52062.094,-9.93031417656915,378
10.623139,0.77832615,-60.14975357055664,-54.975796,51739.58,-19.430407843447668,379
10.274165,0.910899,-60.179443359375,-55.041893,51375.516,-14.570974206459331,380
6.91039,0.6766248,-59.753211975097656,-54.655743,50974.68,-7.412623436540652,381
6.941865,0.7415241,-59.75749969482422,-54.701794,50557.08,17.634777159445736,382
40.330055,0.6599376,-61.90538787841797,-56.905884,49995.055,-26.973192508187843,383
10.518375,0.69488204,-59.86746597290039,-54.912243,49552.227,-12.238890522760473,384
8.550719,0.65109676,-59.657928466796875,-54.749466,49084.633,-14.376264185991332,385
