ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,AverageReturn,Epoch,SampleStep
-212201504768.0,-212201500000.0,81221.31,73357820.0,2795764.0,15502823.0,222977.58,-2603866880.0,-2603867000.0,80270.43,-35.743665914203355,49,5000
-24563220480.0,-24563220000.0,80821.766,29601184.0,358428.44,13723250.0,495826.0,-378053536.0,-378053540.0,80072.0,-33.390264007225085,50,5100
-10565663744.0,-10565664000.0,80584.09,25090260.0,299494.84,13463832.0,363785.2,-57218460.0,-57218452.0,79997.41,-19.86721589760603,53,5400
-1404710400.0,-1404710400.0,80267.89,17804798.0,333518.6,14948174.0,761200.4,-166545296.0,-166545300.0,79961.03,-28.115743107340318,56,5700
-167577760.0,-167577740.0,80173.89,15577598.0,307516.66,13374808.0,607701.9,-1766893.375,-1766885.4,79944.734,-38.04783393741143,59,6000
-41878344.0,-41878336.0,80139.56,16891832.0,403440.22,11308918.0,682317.75,-1227017.875,-1227009.9,79926.79,-20.392870493661704,62,6300
-27731340.0,-27731332.0,80122.9,14829863.0,455307.44,13211584.0,608965.56,-4875110.0,-4875102.0,79921.08,-27.356032486216165,65,6600
-6312933.0,-6312925.0,80112.7,15526485.0,475356.9,10516566.0,377188.75,-966927.625,-966919.6,79915.97,-16.017676194292765,68,6900
-14799363.0,-14799355.0,80104.76,14221739.0,345841.7,9666662.0,221441.28,-804026.0625,-804018.06,79901.59,-10.943416306259083,71,7200
-1195403.875,-1195395.9,80095.32,13965420.0,369948.03,8146367.5,251812.7,-721702.875,-721694.9,79883.3,-18.01073733348867,74,7500
-1062742.75,-1062734.8,80088.64,12425192.0,327922.75,7517019.0,280616.62,-698607.3125,-698599.3,79860.11,-34.28564767942532,77,7800
-1018533.625,-1018525.6,80077.766,11587533.0,346356.0,7194797.0,218237.38,-634592.75,-634584.75,79837.05,-24.532870765563878,80,8100
-851814.1875,-851806.2,80060.34,10130634.0,245665.95,7115246.5,134994.39,-572881.1875,-572873.2,79810.82,-20.704424598010398,83,8400
-743912.25,-743904.25,80034.305,8299822.0,256378.56,5937392.0,101785.61,-470706.96875,-470699.0,79741.49,-14.8851714654672,86,8700
-1641557.125,-1641549.1,79993.81,7308090.0,222033.97,5702932.0,129945.234,-473896.5,-473888.53,79648.6,-18.106697235002617,89,9000
-590575.5625,-590567.56,79936.266,6985389.0,174129.03,5162417.0,151036.92,-451593.40625,-451585.44,79592.086,-18.352664556138766,92,9300
-534642.75,-534634.75,79850.91,5411821.0,248827.73,4382435.0,80017.77,-350756.8125,-350748.88,79471.766,-19.955492901992763,95,9600
-437929.9375,-437921.97,79757.94,4986816.5,148404.94,3922958.2,122142.7,-348170.09375,-348162.16,79378.42,-19.851440875267265,98,9900
-384106.28125,-384098.3,79642.26,4406520.0,126893.44,2410945.0,42584.297,-192020.40625,-192012.47,79313.25,-13.500977115187455,101,10200
-36257.7734375,-36250.133,76389.99,420770.12,11414.438,3007877.2,67421.17,-249219.921875,-249212.0,79253.01,-2.4507104704701863,104,10500
-23246.142578125,-23238.613,75288.016,267405.84,7522.2935,1671515.0,29515.332,-133141.453125,-133133.53,79180.516,-24.981979272798966,107,10800
-18355.35546875,-18347.838,75173.95,214301.67,5605.0693,1078656.1,13886.445,-82448.390625,-82440.48,79117.516,-15.310386304588533,110,11100
-16507.7890625,-16500.268,75217.61,196078.84,4696.994,1170215.6,13834.074,-88608.5625,-88600.66,79077.87,-11.369411651001927,113,11400
-12566.791015625,-12559.259,75327.016,147723.69,3708.4402,746933.25,5664.357,-54437.77734375,-54429.87,79050.0,-11.414081557805739,116,11700
-8755.025390625,-8747.477,75487.71,103033.87,2544.3298,900677.4,4128.682,-63802.12890625,-63794.223,79070.78,-15.075470696063999,119,12000
-6712.5625,-6704.9927,75696.016,80953.13,1733.9966,731093.6,2047.1702,-50918.2890625,-50910.38,79115.89,-24.19736991247217,122,12300
-5059.25439453125,-5051.6577,75967.5,61625.594,1223.4338,353362.9,832.2618,-24536.052734375,-24528.135,79172.94,-4.6617694183384115,125,12600
-3984.430908203125,-3976.8018,76291.55,50301.297,767.42957,306636.94,366.94043,-21059.359375,-21051.43,79288.16,-10.018226793651548,128,12900
-2328.36181640625,-2320.6934,76685.7,28004.594,549.68427,270689.8,283.86664,-18570.70703125,-18562.76,79467.266,0.48384577625689085,131,13200
-1642.770751953125,-1635.054,77167.67,20375.662,299.3319,164811.4,65.651215,-11258.5263671875,-11250.555,79720.06,-26.865327221319017,134,13500
-995.4014282226562,-987.6305,77709.54,12100.545,170.0738,241469.64,10.544346,-16408.541015625,-16400.545,79969.3,-8.247870868782702,137,13800
-760.7575073242188,-752.9225,78350.04,8984.869,134.78726,135380.03,179.70897,-9344.2021484375,-9336.182,80200.34,-4.689726025667183,140,14100
-466.2998046875,-458.39642,79033.94,5342.993,63.720894,199831.5,469.47723,-13901.5869140625,-13893.541,80462.83,-4.340500631824406,143,14400
-298.5011901855469,-290.53256,79686.41,3064.807,43.46839,108075.0,370.59525,-7625.75341796875,-7617.684,80694.016,-17.923103915284695,146,14700
-192.8661346435547,-184.83284,80332.95,1700.684,23.676441,134492.03,228.99283,-9317.5361328125,-9309.442,80936.79,-7.9728109448760485,149,15000
-136.23529052734375,-128.14502,80902.76,965.2395,13.446997,73726.94,111.7686,-5126.4052734375,-5118.29,81153.81,1.9264495549073186,152,15300
-98.96011352539062,-90.82716,81329.46,449.5038,9.871807,400658.62,645.8937,-27610.55078125,-27602.414,81362.72,-22.66129501122356,155,15600
-81.91554260253906,-73.764786,81507.59,238.97417,5.709796,116286.125,203.21263,-8068.2021484375,-8060.0474,81550.02,7.0932115300990315,158,15900
-73.5012435913086,-65.36507,81361.805,131.7305,4.0209675,115944.65,127.8138,-7994.08642578125,-7985.919,81675.65,-21.388584623568974,161,16200
-73.20040130615234,-65.12164,80787.59,147.34402,2.0998836,64279.875,72.80344,-4460.83837890625,-4452.662,81763.125,-29.979447732885756,164,16500
-66.60591125488281,-58.611607,79943.016,54.1197,1.8017108,79486.13,70.49275,-5488.2607421875,-5480.07,81909.25,-33.94611029593721,167,16800
-64.8124008178711,-56.944885,78675.17,37.16028,1.0345511,51663.367,35.729713,-3582.041748046875,-3573.8462,81956.2,-22.548631968958375,170,17100
-64.0533676147461,-56.364902,76884.66,29.717463,0.92173123,56009.29,35.286713,-3875.819580078125,-3867.6248,81948.56,-26.16890371297848,173,17400
-64.18206787109375,-56.70092,74811.484,35.0187,0.88817585,50701.18,26.6008,-3510.748779296875,-3502.5596,81892.42,-23.928886261156045,176,17700
-64.14530944824219,-56.882732,72625.74,37.292107,0.92952067,36012.062,19.777954,-2512.145751953125,-2503.9648,81810.234,-4.083537915414588,179,18000
-62.56925582885742,-55.54985,70194.07,19.64446,0.7245438,25994.031,7.032174,-1825.6136474609375,-1817.4435,81701.25,-21.72706632841353,182,18300
-63.6279296875,-56.85227,67756.625,33.513126,1.262398,16828.695,5.7582397,-1204.5457763671875,-1196.3846,81611.67,-8.81732313692287,185,18600
-62.785003662109375,-56.2222,65628.05,29.536484,0.7289468,11188.793,2.179717,-820.4822387695312,-812.32446,81577.5,-16.218765523045814,188,18900
-61.96686553955078,-55.595074,63717.906,19.500095,0.8058052,31163.514,2.9386492,-2172.628173828125,-2164.4802,81479.42,-29.563423719698108,191,19200
-64.6721420288086,-58.471085,62010.58,60.447895,0.961222,13078.295,0.87216926,-947.429443359375,-939.29785,81315.914,-30.31415371392856,194,19500
-61.72230529785156,-55.650127,60721.773,19.890812,0.8480957,10134.052,0.9057418,-748.21240234375,-740.0906,81218.08,-3.636968833029602,197,19800
-60.92369079589844,-54.967354,59563.375,13.451479,0.48301345,10476.89,0.78876305,-771.31591796875,-763.2104,81055.3,-22.131422008698973,200,20100
-341.40997314453125,-333.46475,79452.28,3743.314,0.5906932,14613.502,0.6682286,-1051.14599609375,-1043.0436,81023.74,3.7185531220808983,203,20400
-180.66757202148438,-172.81595,78516.195,1755.7672,0.40941608,7158.341,1.3932561,-547.1611328125,-539.06104,81000.74,-21.493942368602266,206,20700
-205.5171661376953,-197.6752,78419.61,2122.5469,0.46873513,7278.4375,0.45820498,-554.6422119140625,-546.55505,80871.52,-13.448158921975935,209,21000
-627.3779296875,-619.54694,78309.734,3422.6956,493.90076,18256.41,0.7595324,-1297.700927734375,-1289.6124,80884.516,-18.116721847284385,212,21300
-236.63523864746094,-228.8094,78258.305,2433.751,15.358806,12218.42,0.5370585,-888.9706420898438,-880.8853,80853.17,-8.63129290425739,215,21600
