ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-226271133696.0,-226271130000.0,81221.31,76936400.0,2911612.2,14.095311352098308,15909956.0,185275.19,-1941391616.0,-1941391600.0,80200.66,50
-8050921472.0,-8050921500.0,80625.89,24695308.0,279548.88,-16.664246917621742,13676750.0,289645.25,-253013168.0,-253013150.0,80030.95,53
-998106112.0,-998106100.0,80350.86,17952786.0,549447.5,-17.96622669618088,12751281.0,219467.67,-42437824.0,-42437816.0,79991.02,56
-257038016.0,-257038000.0,80263.1,17565060.0,626478.0,-6.444218802243737,15193310.0,245036.61,-1193967.75,-1193959.8,79968.13,59
-18363612.0,-18363604.0,80233.516,15820730.0,477671.5,-27.00050475212559,13452932.0,325112.75,-1130386.0,-1130378.0,79971.055,62
-9493462.0,-9493454.0,80221.336,16750870.0,608770.56,-21.205687631508326,14188028.0,152615.9,-1424089.625,-1424081.6,79963.96,65
-4817452.5,-4817444.5,80212.016,17093604.0,365114.56,-7.125356732950713,12516289.0,136178.4,-1097913.75,-1097905.8,79952.93,68
-1303837.75,-1303829.8,80204.77,15324866.0,394248.28,-36.99778599035916,13225916.0,523284.75,-1249122.75,-1249114.8,79976.984,71
-1368528.875,-1368520.9,80196.63,14981562.0,524179.94,-8.204808296710128,12244229.0,233663.47,-5790610.0,-5790602.0,79959.516,74
-1184562.75,-1184554.8,80187.836,14022059.0,348263.12,-27.322762438245338,8699583.0,222168.31,-739078.0625,-739070.06,79933.72,77
-959997.0,-959989.0,80175.0,11148414.0,279329.5,-3.0648610433019123,8644037.0,253225.42,-756335.0,-756327.0,79897.77,80
-811044.8125,-811036.8,80155.81,9441420.0,254337.86,-9.60233106550837,7232490.0,188926.44,-617309.3125,-617301.3,79851.08,83
-827977.8125,-827969.8,80123.28,9592928.0,264211.03,-15.952990300230457,6789548.0,199496.02,-972352.9375,-972344.94,79801.35,86
