ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-222505549824.0,-222505550000.0,81221.31,74020904.0,2882188.0,3.7385241402035625,21202034.0,169853.97,-3832050944.0,-3832051000.0,80191.51,50
-8863623168.0,-8863623000.0,80614.65,23711284.0,265880.7,-13.88052027119783,18041328.0,225660.83,-323434016.0,-323434020.0,79997.3,53
-1252023936.0,-1252023900.0,80326.766,19702764.0,349590.06,-19.409611950665408,14942580.0,171573.5,-105699872.0,-105699864.0,79941.11,56
-581295232.0,-581295200.0,80213.984,16923952.0,316995.44,-4.619092548604299,16311909.0,282709.12,-44129860.0,-44129852.0,79929.25,59
-169640528.0,-169640510.0,80158.125,16905066.0,313500.22,-28.76117107145728,14235189.0,199684.98,-1098445.5,-1098437.5,79919.96,62
-42779896.0,-42779890.0,80133.516,14550991.0,367957.8,-17.78899533914976,13628164.0,209372.97,-1063925.25,-1063917.2,79915.875,65
-22044592.0,-22044584.0,80123.3,14259430.0,364308.75,-8.185080741689305,12136216.0,264615.75,-1000350.0625,-1000342.06,79911.0,68
-7847701.0,-7847693.0,80119.75,12610071.0,372731.4,-37.07944127512402,9598614.0,282464.94,-840714.6875,-840706.7,79904.83,71
-1228695.625,-1228687.6,80114.08,13409166.0,474772.44,-9.668030197909916,10222916.0,325709.8,-912222.5,-912214.5,79893.65,74
-2199183.5,-2199175.5,80108.82,12094918.0,306733.94,-21.49610468453607,7637854.5,205098.44,-3202294.0,-3202286.0,79876.06,77
-863237.125,-863229.1,80099.71,9667372.0,300115.62,-2.6264101909522095,7808570.5,197350.23,-661991.5625,-661983.56,79851.8,80
-815537.5,-815529.5,80084.72,9195968.0,285522.47,-8.488177989857,7017947.0,139293.4,-569206.1875,-569198.2,79825.625,83
-760156.875,-760148.9,80058.7,8793421.0,243849.45,-11.234545777860411,6051090.5,152216.56,-512526.09375,-512518.12,79771.68,86
-640672.9375,-640664.94,80016.37,7477172.0,198985.25,-14.644153604983558,6070757.0,97434.97,-476787.4375,-476779.47,79706.19,89
-553936.5625,-553928.56,79956.08,6360518.5,182470.56,-14.027316623349936,4235406.5,108976.0,-360403.15625,-360395.2,79614.98,92
-515402.59375,-515394.6,79884.67,5917267.0,169849.84,-25.60939756728195,3517385.0,74491.3,-288481.3125,-288473.38,79482.03,95
-467701.46875,-467693.5,79791.11,5353504.0,155732.84,-9.463192516783865,3899820.5,102648.34,-333413.03125,-333405.1,79390.52,98
-385315.46875,-385307.5,79670.07,4374183.0,131914.03,-40.120009324082204,2722504.5,61222.86,-225715.1875,-225707.25,79308.5,101
-141046.71875,-141039.03,76879.05,632209.2,15026.607,-22.08156858340519,1603849.9,49429.125,-142037.90625,-142029.98,79225.22,104
-41640.2890625,-41632.715,75736.86,472911.38,14154.752,-12.672120410216872,1862878.5,44472.484,-156211.71875,-156203.8,79142.71,107
-440022.0,-440014.44,75486.875,366891.22,12477.298,-33.56362210225965,1672908.0,40804.137,-140874.5625,-140866.66,79052.02,110
-32759.484375,-32751.928,75559.195,347536.7,13568.097,-28.93543421374489,1597044.2,28964.5,-127729.4296875,-127721.53,79005.59,113
-27847.42578125,-27839.854,75714.41,307850.28,10277.618,-37.92482299253803,1160591.5,14442.237,-88368.8359375,-88360.94,78986.81,116
-23170.826171875,-23163.236,75895.24,263322.88,7819.2,0.27528836705663673,1121570.0,10585.704,-83118.7109375,-83110.81,79020.766,119
-21459.080078125,-21451.469,76109.08,232365.89,8385.229,-34.1827777219703,912984.9,13086.458,-70696.46875,-70688.56,79056.65,122
-18338.279296875,-18330.645,76347.98,203240.38,6685.789,-17.003310680988914,982664.9,17072.322,-78108.6953125,-78100.78,79168.4,125
-13073.97265625,-13066.3125,76603.12,143394.66,4890.674,-36.04772447343246,734949.0,10907.9375,-57175.0625,-57167.137,79265.445,128
-11052.732421875,-11045.042,76900.36,116548.766,4588.209,-13.664955146692536,800980.8,12510.873,-62727.953125,-62720.016,79363.31,131
-8244.681640625,-8236.955,77263.98,93393.14,2753.9468,-51.2673185957512,478229.72,9095.641,-38577.1640625,-38569.215,79503.41,134
-5730.00390625,-5722.2354,77687.58,65659.76,1811.0039,-29.80566546127861,397901.47,10502.132,-34093.296875,-34085.33,79695.5,137
-4197.4833984375,-4189.665,78182.375,46525.805,1459.5503,-35.392485493942914,270302.38,4996.8965,-21733.728515625,-21725.736,79914.234,140
-2805.290771484375,-2797.4155,78753.06,31870.617,867.58734,-7.119511766294938,338097.0,8704.814,-28830.310546875,-28822.297,80145.99,143
-1768.239990234375,-1760.2983,79416.84,19654.379,556.54736,-27.577118644213126,191817.84,3980.9436,-15735.4443359375,-15727.401,80431.76,146
-1127.9541015625,-1119.9419,80122.53,12073.49,368.31046,-6.353438693248132,199916.69,4743.203,-16799.3125,-16791.234,80788.62,149
-745.0567016601562,-736.9691,80875.95,8110.293,198.66888,-10.89573821774756,150136.34,3657.67,-12696.2802734375,-12688.162,81180.85,152
-449.1417541503906,-440.9698,81719.59,4688.7695,103.38988,-12.657512598954721,101280.91,3610.141,-9358.2314453125,-9350.067,81636.88,155
-278.30364990234375,-270.0381,82655.7,2472.2495,72.43718,-18.109072016872553,79930.34,3072.7466,-7549.88671875,-7541.6836,82029.41,158
-182.0986785888672,-173.73598,83626.984,1294.371,47.908672,-30.0256915281159,67671.56,1501.5295,-5657.19921875,-5648.954,82449.86,161
