ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Epoch
-406334.1875,-406326.06,81221.484,3543130.0,246080.84,4.878654078825855,1040
-353612.4375,-353604.3,81160.67,3278383.8,194642.73,-32.04840398255859,1043
-577099.75,-577091.6,81077.625,2900534.0,155425.94,-21.404113212123196,1046
-266260.71875,-266252.62,80969.38,2575249.5,135866.72,-19.78159554330397,1049
-208300.671875,-208292.6,80829.016,1977978.0,109939.94,-29.518570477720914,1052
-164393.3125,-164385.25,80669.3,1710268.8,71824.11,-25.36307784399085,1055
-128723.5,-128715.45,80486.78,1260684.5,64069.28,-42.94661835409262,1058
-98841.4765625,-98833.445,80294.41,1006635.06,45314.273,-35.049051317537675,1061
-79460.765625,-79452.76,80086.98,812324.0,36104.383,-16.505968061626707,1064
-62980.33203125,-62972.34,79939.72,672067.44,25775.086,-34.28373332312864,1067
-51469.3671875,-51461.383,79845.64,533202.94,22650.518,-4.07077552553528,1070
-42494.1171875,-42486.145,79743.02,440521.12,18654.988,-22.784548361390993,1073
-29310.416015625,-29302.453,79636.27,325696.5,10654.439,-29.12141587562085,1076
-21912.6953125,-21904.74,79547.22,242059.19,8085.75,-18.025893063536973,1079
-17075.4765625,-17067.53,79478.88,195416.1,5601.573,-27.3484117173485,1082
-11735.3232421875,-11727.379,79440.47,145453.72,2706.0781,-22.227209340295015,1085
-7778.67236328125,-7770.73,79424.22,100700.59,1334.2092,-6.468954544449018,1088
-5459.84814453125,-5451.8994,79489.625,71722.28,805.24603,-16.87416029706579,1091
-4057.66259765625,-4049.7017,79609.625,56153.91,289.90042,-40.36197898806044,1094
-3111.916748046875,-3103.9392,79774.89,43616.0,146.03311,-12.693215648954526,1097
-2396.947021484375,-2388.9512,79958.5,34091.83,41.83303,-28.057301624593816,1100
-1768.0081787109375,-1759.9899,80183.33,24927.219,28.807932,-40.63162050202005,1103
-1344.30224609375,-1336.2609,80413.67,18896.695,5.6687603,-28.764610711849794,1106
-845.631103515625,-837.56714,80639.53,11540.361,4.3267393,-42.83796046622414,1109
-626.2317504882812,-618.14636,80853.75,8322.982,1.8020525,-26.160855328566242,1112
-449.1905822753906,-441.08566,81049.34,5713.4575,1.0923498,-12.204015127037257,1115
-300.236328125,-292.11844,81178.94,3512.9692,0.9957694,-18.443868317996206,1118
-252.61593627929688,-244.49394,81219.87,2809.995,0.9131577,-15.76942752759597,1121
-177.86618041992188,-169.7542,81119.766,1707.8956,0.67187715,-41.341905022128515,1124
-128.23863220214844,-120.15112,80875.03,976.1865,0.5388166,-23.50134917844186,1127
-103.10388946533203,-95.05925,80446.39,605.99243,0.4771883,-22.57169676924836,1130
-85.71271514892578,-77.72968,79830.29,349.0312,0.56346595,-23.288234326200694,1133
-82.0359878540039,-74.13605,78999.39,295.83044,0.5728365,-12.218505648620999,1136
-91.9103775024414,-84.11439,77959.875,444.68237,0.43374094,-19.006130266283257,1139
-73.98493957519531,-66.28623,76987.05,180.26682,0.52864957,-22.019143665252596,1142
-118.08596801757812,-110.49953,75864.43,833.34924,0.5593058,7.463074872818296,1145
-97.64282989501953,-90.176605,74662.26,534.0947,0.45132548,-17.960212668752707,1148
-107.61405944824219,-100.28139,73326.75,684.0205,0.3916911,-17.899517242002876,1151
-483.4080810546875,-476.21454,71935.555,6238.8003,0.4719921,-24.4774083372705,1154
-73.3073959350586,-66.22763,70797.64,178.29018,0.639712,-4.218561009895955,1157
-85.83491516113281,-78.874435,69604.766,366.48547,0.5097661,-11.882908330760339,1160
-69.02457427978516,-62.182236,68423.39,116.23306,0.8670852,-2.7222949666070626,1163
-68.84371948242188,-62.11636,67273.586,72.73558,5.1194906,-11.09857375098229,1166
-65.39999389648438,-58.781563,66184.305,69.5238,0.5124626,-9.17886178377784,1169
-64.59800720214844,-58.08441,65135.97,60.69444,0.36513853,-12.959719151425043,1172
-63.38733673095703,-56.974625,64127.125,44.756706,0.31886005,-24.00845118407148,1175
-62.835182189941406,-56.524673,63105.08,37.280132,0.4015723,-10.63054364579731,1178
-64.54022979736328,-58.3403,61999.273,64.12997,0.39974585,-11.869472243952702,1181
-61.49007034301758,-55.409782,60802.875,21.55442,0.32654315,-22.045349856402552,1184
-61.06166458129883,-55.110977,59506.86,16.961971,0.34421486,-9.945370824430242,1187
-97.28775787353516,-91.38996,58977.992,538.0607,1.8478268,-13.780247475012988,1190
-66.41661071777344,-60.556366,58602.438,72.987885,2.7888799,-26.795035663430063,1193
-77.15350341796875,-71.331245,58222.547,255.17018,0.49389464,-34.15275054953929,1196
-70.23503875732422,-64.430786,58042.5,154.79866,0.33346042,-19.505453735835044,1199
-110202085376.0,-110202085000.0,82478.41,40093316.0,4777154.0,-5.668126296797975,1202
-1431314432.0,-1431314400.0,81989.44,11306020.0,1236705.8,-12.076491976185356,1205
-214165936.0,-214165920.0,81877.54,12325084.0,1196004.0,-39.69424619139725,1208
-64376280.0,-64376270.0,81844.17,12005573.0,1038592.25,-33.4451523927568,1211
-6797509.5,-6797501.5,81834.22,11662436.0,1070720.4,-11.180937469582203,1214
-1555209.625,-1555201.5,81830.836,10689248.0,846571.06,0.006908973938603513,1217
-1320842.875,-1320834.8,81826.9,10117234.0,733713.4,-10.484880230134893,1220
-1621687.625,-1621679.5,81821.71,8712894.0,755068.6,-9.9871795403451,1223
-1113640.375,-1113632.2,81815.3,8434246.0,599708.9,-20.633824204061348,1226
-807879.8125,-807871.6,81798.93,7149825.0,478819.75,-32.684169710852544,1229
-770526.6875,-770518.5,81767.83,6873721.5,451229.34,-18.949702911859063,1232
-1061264.75,-1061256.6,81713.69,6007160.0,353648.38,-21.651288119809543,1235
-497458.65625,-497450.5,81649.94,5225482.0,212510.38,-19.901261544549314,1238
-398044.6875,-398036.53,81557.375,4318201.0,156323.44,-19.122652515731538,1241
-359927.4375,-359919.28,81457.17,3770687.5,154744.62,-27.241936962996956,1244
-306077.9375,-306069.8,81353.8,3293437.0,122890.33,-20.795850369666894,1247
-248856.6875,-248848.56,81219.15,2711966.8,96475.125,-10.969285095724779,1250
-215105.234375,-215097.12,81054.29,2298362.0,87957.34,-8.321056318219998,1253
-153328.484375,-153320.4,80858.336,1662570.0,60242.22,-18.124731378827907,1256
-124057.9921875,-124049.93,80651.48,1278427.2,55400.258,-20.153072822367015,1259
-87349.0859375,-87341.04,80447.625,894191.94,39574.973,-8.965421730810684,1262
-63039.58203125,-63031.555,80280.74,624606.7,30608.676,-23.120266271137325,1265
-50094.34375,-50086.324,80177.81,477487.8,26189.953,-8.074844953875651,1268
-35744.671875,-35736.66,80129.6,338253.75,18907.258,-22.818165737957976,1271
-29438.0859375,-29430.074,80122.73,289343.25,14478.366,-20.893255561080785,1274
-19137.259765625,-19129.24,80186.17,181090.75,10080.93,-12.896441653933733,1277
-15731.123046875,-15723.09,80329.33,145325.56,8623.801,-17.701625405076676,1280
-12238.630859375,-12230.58,80508.33,110568.36,6938.2485,-43.0100445356819,1283
-8169.9345703125,-8161.8594,80749.8,77708.06,4211.4785,-7.634119678838968,1286
-6363.5810546875,-6355.472,81087.37,64711.332,2841.6519,-28.474069146302874,1289
-5093.17919921875,-5085.037,81422.31,54267.22,2008.5999,-21.767955186179897,1292
-4493.5576171875,-4485.382,81758.11,46816.15,1867.5289,-5.392148184192001,1295
-3539.59033203125,-3531.3782,82122.516,38583.707,1280.9362,5.974350168928336,1298
-2894.645263671875,-2886.3938,82515.06,30966.57,1089.4849,-25.669989450845964,1301
-2402.740478515625,-2394.4473,82931.67,27282.488,730.8893,-16.770691487290676,1304
-2276.01416015625,-2267.6787,83354.84,26168.25,654.973,-38.423700451195906,1307
-1697.485595703125,-1689.1083,83773.59,20263.504,390.4295,-1.6652367420346594,1310
-1564.603515625,-1556.1821,84214.484,17779.729,442.36737,-28.788258577044154,1313
-1595.596435546875,-1587.1311,84652.71,19734.295,292.6474,1.5033716290512975,1316
-1019.8770751953125,-1011.3754,85016.53,11673.007,247.91818,-20.22313061030734,1319
-749.6400756835938,-741.1064,85337.125,8778.414,137.97073,-32.35057663641377,1322
-489.1202087402344,-480.5614,85588.125,5391.1245,91.66343,-2.9023731915115434,1325
-401.3988952636719,-392.82797,85709.34,4285.341,72.588295,-41.93398501356796,1328
-228.7836151123047,-220.21373,85698.805,2129.9255,33.038548,-4.331236305237027,1331
-215.58587646484375,-207.0502,85356.73,1978.7091,28.70699,-19.84333274517021,1334
-134.72140502929688,-126.22487,84965.39,871.5084,19.982477,-4.054061402796719,1337
-104.31240844726562,-95.85824,84541.67,517.83795,10.473377,-16.343914552979648,1340
-1252.76318359375,-1244.3661,83971.53,5986.496,1160.8853,-16.978452638598593,1343
-332.37139892578125,-324.01645,83549.63,2756.2793,123.804,-12.588493708132836,1346
-245.25778198242188,-236.93604,83217.53,1541.7217,116.57137,-24.25264990382573,1349
-178.2759552001953,-169.98831,82876.51,977.58905,74.04852,-3.422260049466493,1352
-135.1241455078125,-126.873604,82505.375,704.85425,37.60659,-7.120639610781678,1355
-122.91339111328125,-114.70941,82039.78,600.38,30.077642,-15.369549391026968,1358
-108.58582305908203,-100.43104,81547.875,401.4592,28.868988,-27.33843098972123,1361
-88.1894760131836,-80.09128,80982.0,259.54327,13.00227,-20.50326884669632,1364
-83.70767211914062,-75.67124,80364.266,210.47269,11.37733,-17.509917684340063,1367
-80.052734375,-72.08933,79633.984,177.13747,9.417471,-24.00529310358883,1370
-74.247802734375,-66.35817,78896.3,126.889465,5.9726896,-28.168820128797755,1373
-71.58247375488281,-63.767582,78148.945,98.93202,4.940036,-8.570517711384209,1376
-70.0292739868164,-62.29192,77373.55,78.690025,4.783485,-24.586534792062796,1379
-65.9407730102539,-58.284534,76562.36,42.985466,2.4317825,-15.89908733931051,1382
-208.67813110351562,-201.0968,75813.34,1921.0553,25.674362,-31.613773718876622,1385
-141.18682861328125,-133.63005,75567.7,1015.262,16.550573,-4.35016668621835,1388
-122.22450256347656,-114.68631,75381.89,736.90234,16.391281,-25.30563537105011,1391
-100.65065002441406,-93.12844,75222.06,489.41748,9.281307,-9.984484832055205,1394
-91.33551788330078,-83.82764,75078.78,355.48386,8.9298315,-16.82659295265371,1397
-82.18822479248047,-74.6936,74946.25,252.94818,5.685026,-35.65461599177085,1400
-16133886976.0,-16133887000.0,81296.31,15766984.0,387322.03,0.48529179630252145,1403
-1925074944.0,-1925075000.0,80970.125,9538524.0,251286.81,-28.882334707295858,1406
-274910016.0,-274910000.0,80872.55,8565489.0,268643.3,-17.95943352865537,1409
-86513544.0,-86513540.0,80833.234,7690765.0,205403.53,-19.670702014072223,1412
-10521887.0,-10521879.0,80816.59,8303101.5,244330.52,-42.066214976925366,1415
-3850584.25,-3850576.2,80815.836,7531213.0,177145.75,-18.633541853832085,1418
-1356821.75,-1356813.6,80812.805,7540349.0,213695.78,-26.816688896678876,1421
-6683248.0,-6683240.0,80810.69,6884089.5,200264.69,-21.091236275145864,1424
-600191.9375,-600183.9,80807.83,6929561.0,193922.97,-35.761307010629665,1427
-589814.875,-589806.8,80800.055,6581248.0,213418.95,-34.679333451915724,1430
-561354.3125,-561346.25,80786.89,5722800.0,217277.1,-11.070308331615376,1433
-490373.90625,-490365.84,80765.34,5354110.5,189177.7,-21.414207082273737,1436
-454434.625,-454426.56,80731.695,4709527.0,200524.56,-23.86455746851243,1439
-383441.125,-383433.06,80682.17,4277834.0,138778.94,-7.419428841975471,1442
-595504.875,-595496.8,80630.39,3441046.8,156285.92,-25.30434711988358,1445
-313968.09375,-313960.03,80564.86,3128906.5,151003.6,3.5439758614050048,1448
-349796.96875,-349788.9,80516.484,2880350.5,103989.69,-11.857242077579563,1451
-236995.515625,-236987.47,80453.51,2443004.2,105842.91,-17.894244098341083,1454
-196893.359375,-196885.33,80381.47,1958826.0,94997.33,-29.453553554490632,1457
-162728.828125,-162720.8,80298.68,1684180.4,71973.19,-25.040891101103156,1460
-124322.7265625,-124314.7,80210.35,1320979.0,51536.348,-18.95726585919594,1463
-109644.8046875,-109636.8,80112.91,1111219.8,50821.125,-15.087030860593137,1466
-91866.890625,-91858.89,80011.45,936068.75,42063.836,-23.441040989409768,1469
-74862.9140625,-74854.92,79942.54,776027.9,32939.26,-33.567721455048705,1472
-60033.29296875,-60025.3,79907.38,619219.25,26704.738,-16.03668348115367,1475
-45889.41015625,-45881.418,79922.71,474971.0,20227.57,-22.9064467044503,1478
-42952.33203125,-42944.336,79969.27,384153.3,24968.889,-10.701093193744331,1481
-33685.48828125,-33677.484,80053.19,326595.3,17030.03,-22.592578037205055,1484
-27125.294921875,-27117.277,80172.14,276804.44,12314.366,-13.847896325997176,1487
-23039.71484375,-23031.684,80320.68,224942.47,11462.828,-8.3072317498688,1490
-17288.3671875,-17280.316,80501.22,168291.8,8628.461,-29.505829066309538,1493
-14509.7978515625,-14501.728,80701.766,130427.65,8308.646,-24.427397776026154,1496
-11539.6455078125,-11531.551,80942.766,103031.484,6658.9033,-30.101048533268713,1499
-10663.87109375,-10655.75,81209.03,105955.984,5072.1846,-27.525754984578207,1502
-5944.59814453125,-5936.4453,81530.14,52842.62,3409.2808,-31.136165928517947,1505
-4509.626953125,-4501.4375,81894.88,41839.188,2388.9524,-23.46855693340229,1508
-2705.697998046875,-2697.4678,82301.375,24069.576,1499.9873,-4.834094768521925,1511
-1881.220458984375,-1872.9459,82745.46,17905.525,897.9049,-22.6229039536367,1514
-1183.79150390625,-1175.4683,83232.21,10257.609,631.956,-6.834907570046482,1517
-800.653564453125,-792.2876,83659.91,7099.3794,381.51038,-7.719556948768597,1520
-509.7655029296875,-501.359,84064.984,4225.6245,238.9483,-36.529836979403285,1523
-329.09423828125,-320.65094,84432.89,2747.7705,119.68131,-23.218637211805138,1526
-250.39198303222656,-241.91899,84729.88,1874.8987,90.61755,-26.1858546322316,1529
-182.15618896484375,-173.65924,84969.56,1208.2117,56.411186,-21.194171351054045,1532
-140.87954711914062,-132.37228,85072.61,771.40924,39.077118,-38.10971886249443,1535
-103.8241958618164,-95.31644,85077.61,368.75568,24.580914,-24.070952531844625,1538
-91.52165222167969,-83.038055,84836.01,278.13275,15.498092,-32.36138803125419,1541
-93.29210662841797,-84.8653,84268.02,332.08698,12.802992,-31.67865416150219,1544
-94.41616821289062,-86.06647,83496.984,362.9328,11.493494,-17.730626820368467,1547
-80.52001953125,-72.266174,82538.45,189.127,8.47986,-29.331201044455216,1550
-75.39054870605469,-67.24907,81414.8,127.12014,7.2662015,-9.420711555306402,1553
-80.48548889160156,-72.483154,80023.33,166.1084,11.102367,-10.95875201691738,1556
-118.20945739746094,-110.32043,78890.28,576.17426,26.01213,-40.123818056380664,1559
-103.2455062866211,-95.44954,77959.67,371.46268,24.506916,-19.982403064770867,1562
-92.68543243408203,-84.98009,77053.44,266.1615,19.56517,-22.51438115232837,1565
-82.51499938964844,-74.89935,76156.47,191.2048,12.16341,-12.171257924126646,1568
-81.98833465576172,-74.4546,75337.375,203.45569,10.281065,3.7231447809259617,1571
-86.45132446289062,-78.9834,74679.28,282.62183,9.057168,6.289563609941479,1574
-3350.666748046875,-3343.253,74137.83,1770.9346,4475.994,-11.144455742407693,1577
-183.58697509765625,-176.18994,73970.27,539.53174,127.01909,-22.672393089758486,1580
-433.51971435546875,-426.12637,73933.35,5215.9873,28.732422,-18.98608881206261,1583
-87.87255096435547,-80.48718,73853.69,256.3808,13.903563,-12.242707240580133,1586
-79.99414825439453,-72.62302,73711.34,159.43008,11.976895,-18.82985274250619,1589
-1095.582763671875,-1088.2212,73615.484,3763.294,1128.9031,-19.46284273416713,1592
-321.1727294921875,-313.81696,73557.78,943.35474,290.02356,-24.54266077047651,1595
-191.54490661621094,-184.1859,73590.06,614.7431,131.31445,-0.7210079949974655,1598
-154.58689880371094,-147.22845,73584.5,564.9379,81.67888,-26.549555500520324,1601
-3377919744.0,-3377919700.0,81504.79,11890911.0,284589.25,-25.416236558015616,1604
-481300224.0,-481300220.0,81316.94,11780958.0,283713.62,-21.572238980071386,1607
-153119136.0,-153119120.0,81247.03,11213876.0,243141.4,-35.65765781077511,1610
-15623203.0,-15623195.0,81225.26,12761328.0,289293.0,-21.139210302572405,1613
-6167896.5,-6167888.5,81217.59,10815490.0,283420.28,-25.69788993149274,1616
-1531778.625,-1531770.5,81212.91,8701978.0,271742.62,6.2242021565415255,1619
-2665959.5,-2665951.5,81210.18,7279831.0,240428.47,-12.479306658647081,1622
-613925.625,-613917.5,81208.17,6295295.0,277645.3,-14.945837746785386,1625
-741715.0,-741706.9,81197.15,5031427.0,293363.88,8.563202043570142,1628
-506679.9375,-506671.8,81187.05,4795960.5,269089.88,-29.917079113423416,1631
-456686.46875,-456678.34,81157.89,4215790.0,253225.92,-8.729492887234128,1634
-381660.625,-381652.5,81117.7,3720238.5,191907.11,-22.483953804966088,1637
-340222.9375,-340214.84,81066.5,3201196.2,182574.3,-36.71710179945691,1640
-312097.46875,-312089.38,81006.234,3007163.8,160413.38,3.921228052817275,1643
-280048.46875,-280040.38,80919.08,2551298.8,158637.56,-27.553338986469065,1646
-216354.640625,-216346.56,80799.16,2156938.0,103946.2,-21.980231260492832,1649
-162074.78125,-162066.72,80631.125,1732955.1,66129.11,-24.099560140166552,1652
-126209.3046875,-126201.266,80427.9,1378840.8,48538.188,-35.87729247529159,1655
-103621.9921875,-103613.97,80208.234,1164412.2,36601.26,4.771119327821226,1658
-68155.21875,-68147.23,79956.195,807950.8,19834.258,-17.98055863381815,1661
-53986.3828125,-53978.406,79747.43,618513.44,17839.146,-16.997154928592632,1664
-40055.359375,-40047.402,79589.516,490540.38,10049.0625,-26.387206977635177,1667
-33322.3828125,-33314.438,79443.14,405957.47,8557.306,-38.839784532446885,1670
-22193.626953125,-22185.693,79338.42,278697.12,4837.1504,-17.07287412185155,1673
-18073.162109375,-18065.23,79325.766,232544.38,3363.159,-4.975257862773976,1676
-13190.2490234375,-13182.312,79371.58,171824.39,2219.125,-27.329738235923575,1679
-9866.5634765625,-9858.615,79480.375,130958.766,1393.894,-1.6474882811660994,1682
-6559.38525390625,-6551.421,79645.21,88055.04,796.85614,-23.755994265617655,1685
-4378.30712890625,-4370.3203,79867.8,59319.617,447.14297,-23.055279104145832,1688
-3549.5302734375,-3541.519,80113.44,49052.418,249.05179,-11.178560278929368,1691
-2787.597412109375,-2779.5566,80408.47,38911.35,137.12198,-13.427745136656558,1694
-1857.0853271484375,-1849.0117,80735.66,25982.188,54.86847,-20.19356200616781,1697
-1397.9066162109375,-1389.7953,81112.766,19508.445,23.607443,-25.459842202758686,1700
-1162.7852783203125,-1154.6324,81528.41,16156.524,11.273247,15.789439513903059,1703
-820.5738525390625,-812.38165,81921.88,11174.759,3.6676698,-14.548232772794123,1706
-645.723388671875,-637.49176,82316.305,8615.599,1.1293669,-26.987192941000533,1709
-485.1631774902344,-476.90256,82606.09,6246.675,0.70124674,-24.026521294579197,1712
-371.2170715332031,-362.93463,82824.26,4564.289,0.5167543,-19.385591928596295,1715
-287.332763671875,-279.0374,82953.42,3324.5493,0.50645643,-24.159803434962644,1718
-211.96836853027344,-203.67401,82943.58,2211.5186,0.43665475,-38.359200555599735,1721
-160.93405151367188,-152.6588,82752.61,1458.9045,0.3071933,-2.0949987263338903,1724
-128.367919921875,-120.13153,82363.87,977.8085,0.34768376,-4.810264696793317,1727
-114.72327423095703,-106.55312,81701.51,775.8174,0.48046097,-23.648303158305545,1730
-105.07855224609375,-97.013535,80650.21,636.80457,0.2840207,-45.274848166236445,1733
-92.10005950927734,-84.16502,79350.34,447.2646,0.25036287,-31.08486334946178,1736
-90.47107696533203,-82.663445,78076.35,424.4625,0.31151453,-14.505309124571495,1739
-79.15094757080078,-71.46736,76835.83,259.40942,0.27111882,-28.00405143838518,1742
-538.2550048828125,-530.6852,75698.516,7045.8447,0.26484084,-20.280866352236075,1745
-198.8009490966797,-191.31009,74908.53,2029.6791,0.3490835,-10.888937151376767,1748
-159.2005615234375,-151.7662,74343.62,1445.5569,0.32293242,-11.796658860949927,1751
-134.01092529296875,-126.63094,73799.805,1074.137,0.31970984,-34.88631301605624,1754
-224.86119079589844,-217.52753,73336.66,1670.117,75.04973,-7.694342798460674,1757
-151.08975219726562,-143.79189,72978.66,905.95166,42.49887,-21.98302478563471,1760
-132.6593475341797,-125.39116,72681.95,842.0121,21.700047,-23.640409480108953,1763
-107.98413848876953,-100.743,72411.44,595.13214,9.9627,-12.134863651426334,1766
-96.73777770996094,-89.52482,72129.586,469.4489,5.952677,-15.945984235133526,1769
-85.76658630371094,-78.578964,71876.23,329.61096,3.76058,-35.64741195526316,1772
-82.92879486083984,-75.76601,71627.9,308.33496,1.7311519,-3.317620857305468,1775
-74.52103424072266,-67.381454,71395.766,191.03262,1.070606,-31.687714090190433,1778
-75.62718200683594,-68.514885,71122.95,212.5807,0.5907836,-17.444508999492058,1781
-69.64828491210938,-62.55976,70885.22,126.82649,0.36565685,-6.483986228714805,1784
-70.024658203125,-62.969574,70550.86,134.00777,0.2531594,-19.473345947614064,1787
-72.1471939086914,-65.138916,70082.766,165.26428,0.33338112,-19.52352996714363,1790
-131.06893920898438,-124.10952,69594.23,1035.9011,0.4171089,-6.591835442715623,1793
-89.8354721069336,-82.89783,69376.484,427.21246,0.38289174,-19.30902248978591,1796
-99.00261688232422,-92.08528,69173.39,563.45276,0.33617565,-26.66881552637678,1799
-77387866112.0,-77387870000.0,84194.0,27853024.0,775803.25,-10.075356023740323,1802
-1854394368.0,-1854394400.0,83497.47,6378447.0,492871.75,-44.314326604594775,1805
-362495648.0,-362495650.0,83298.67,5201009.0,419681.66,-33.27217105803569,1808
-134700080.0,-134700060.0,83183.625,5045240.0,518267.16,-28.94184424265137,1811
-86379824.0,-86379816.0,83099.516,5012649.0,610529.1,-41.420402337770284,1814
-42090464.0,-42090456.0,83032.58,4732370.0,628454.44,-8.202410844514377,1817
-39988604.0,-39988596.0,82978.42,4564419.0,383114.56,4.919163524552954,1820
-15110806.0,-15110798.0,82927.984,4753994.5,444876.2,-29.3944004545729,1823
-5866341.5,-5866333.0,82900.94,4300080.5,431318.06,-13.871766569308393,1826
-3307307.75,-3307299.5,82875.53,4107348.0,325847.44,-14.127762212010179,1829
-1569437.625,-1569429.4,82851.03,3496328.8,308700.25,-15.677578805902336,1832
-884635.3125,-884627.0,82824.945,3391789.5,192173.0,5.294452243075686,1835
-491551.90625,-491543.62,82782.66,2899149.5,212013.45,-27.45444616114867,1838
-370477.96875,-370469.7,82736.83,2639290.5,188107.53,-32.67872054232232,1841
-261585.296875,-261577.03,82669.36,2166654.0,141834.81,-32.8575858970268,1844
-222436.75,-222428.5,82572.125,1861065.6,128302.56,-21.923123941164693,1847
-172069.578125,-172061.33,82446.08,1540725.9,89138.81,-24.96377907142412,1850
-129249.21875,-129240.984,82330.72,1196779.8,66133.13,-54.815228757185004,1853
-103398.5546875,-103390.336,82198.08,1011795.75,47491.457,-44.06200011514883,1856
-81712.0546875,-81703.85,82054.0,763995.8,41481.57,-7.823746077754224,1859
-65680.5390625,-65672.34,81924.97,622254.6,32793.633,-9.370555650864471,1862
-52754.9765625,-52746.797,81783.44,488173.22,27324.764,-16.116375226880326,1865
-36175.72265625,-36167.56,81628.445,351075.16,16826.363,-26.920815092391866,1868
-27016.275390625,-27008.129,81465.66,256730.64,12990.117,-27.90617076437827,1871
-20168.8359375,-20160.703,81325.06,190784.94,9549.831,-31.818450587688698,1874
-14272.625,-14264.502,81234.17,126548.32,7458.842,-39.38236017858334,1877
-11254.70703125,-11246.588,81192.51,97942.4,5657.669,-4.242154546034822,1880
-8628.50390625,-8620.379,81250.484,76288.016,3959.3247,-18.67938733952116,1883
-6555.4521484375,-6547.3193,81326.5,55591.043,3243.8699,-19.96053548285354,1886
-4563.7392578125,-4555.5967,81427.59,40445.36,1891.712,-4.547623866477403,1889
-3275.390380859375,-3267.2341,81563.7,28321.965,1326.4355,-39.97856393548233,1892
-2599.490966796875,-2591.317,81741.43,20699.656,921.1809,-46.99418920543504,1895
-1828.003662109375,-1819.812,81916.33,15086.207,568.9564,-22.20472782984107,1898
-1386.8336181640625,-1378.6243,82093.375,10178.12,309.97632,-44.14000023281318,1901
-1059.11572265625,-1050.888,82277.766,8691.145,212.93896,-37.10507354430689,1904
-884.4934692382812,-876.24744,82460.31,6166.8325,111.38812,-8.187867407060043,1907
-659.5501708984375,-651.28723,82629.1,4443.873,75.76445,-8.358143699481689,1910
-561.4598999023438,-553.18896,82709.33,4637.2773,33.63603,-10.711291940222525,1913
-449.74737548828125,-441.48145,82659.19,2388.0283,14.694456,-30.674188158346734,1916
-314.07427978515625,-305.8282,82460.9,1568.8433,6.7362714,-11.450372178949973,1919
-371.6572570800781,-363.45355,82037.0,1202.1545,27.549091,-24.119465404916333,1922
-248.79000854492188,-240.65123,81387.72,1269.2803,9.791665,-13.682512174957425,1925
-215.9503631591797,-207.89532,80550.34,669.14246,8.028299,-1.668721179249191,1928
-186.87802124023438,-178.92358,79544.33,522.837,5.543205,-29.780332484863433,1931
-179.44012451171875,-171.60309,78370.336,580.76904,4.730048,-8.74716705628437,1934
-175.2847900390625,-167.57062,77141.79,445.49765,3.8477,-24.581876823114875,1937
-164.43487548828125,-156.83334,76015.3,255.30754,2.8838933,-26.58604772797735,1940
-73.00861358642578,-65.52607,74825.45,157.72229,1.6597295,-36.16794384184188,1943
-107.60643005371094,-100.252655,73537.72,664.22064,2.3292289,-32.32353742722808,1946
-82.9850082397461,-75.73208,72529.31,303.50217,2.1642861,-28.267124394090914,1949
-78.0771255493164,-70.93681,71403.16,239.21875,1.5061378,-23.679801296803287,1952
-75.09559631347656,-68.092926,70026.7,203.56664,0.86861336,-20.41115252611855,1955
-69.98282623291016,-63.13242,68504.04,132.51239,0.64334553,-17.68138147622043,1958
-70.89891052246094,-64.20152,66973.875,150.25763,0.4487548,-33.37038967460951,1961
-67.97718048095703,-61.422493,65546.86,110.009926,0.3666495,-2.1321380290901972,1964
-65.02436828613281,-58.61771,64066.594,68.879776,0.33472076,-40.75181346135561,1967
-75.6966781616211,-69.42993,62667.445,227.97957,0.40316808,-26.076146490119484,1970
-327.66363525390625,-321.52173,61419.125,231.82152,372.56305,-42.39774564443765,1973
-74.4558334350586,-68.418526,60373.047,205.94919,1.1115345,-15.703985382551158,1976
-66.49896240234375,-60.55987,59390.906,96.36251,0.45659924,-27.866071788796702,1979
-64.34799194335938,-58.494923,58530.656,67.06558,0.33468723,-20.591146807925913,1982
-62.40283203125,-56.62477,57780.594,39.555664,0.32195273,-4.853077199353377,1985
-61.35064697265625,-55.651596,56990.516,25.405426,0.29880583,-9.954165671639753,1988
-60.90550231933594,-55.29445,56110.516,19.804749,0.33107057,3.5771948476760587,1991
-60.422176361083984,-54.90342,55187.58,14.422864,0.29139614,-21.743697122968534,1994
-60.04936981201172,-54.631584,54177.85,10.722282,0.2597341,-8.88039020138058,1997
-59.87174987792969,-54.566704,53050.445,9.947736,0.24129915,-3.1744677331788504,2000
-3872574464.0,-3872574500.0,80946.15,8707884.0,653290.0,-3.7395870503323714,2003
-325259552.0,-325259550.0,80641.516,9325517.0,462360.56,-24.43936980014909,2006
-156301648.0,-156301630.0,80529.09,8561156.0,350243.06,-16.593798373209776,2009
-21045642.0,-21045634.0,80484.29,8635265.0,283405.9,3.2564302716334383,2012
-2082466.75,-2082458.8,80476.83,8977540.0,269591.44,-5.385349217502184,2015
-871263.3125,-871255.25,80473.445,8606277.0,274413.38,0.8975162181985594,2018
-5947651.0,-5947643.0,80466.92,8257425.0,220133.44,-7.592121367150666,2021
-666634.5625,-666626.5,80452.36,7026121.5,249594.53,-17.555238595347443,2024
-580877.625,-580869.56,80437.91,6345207.5,223815.38,-18.882674157579416,2027
