ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Epoch
-786166.75,-786158.7,80405.34,5201018.0,234579.42,-7.600059709225491,2030
-407742.28125,-407734.25,80357.664,4293943.0,173080.55,-27.436103819977635,2033
-367294.09375,-367286.06,80303.69,3824808.0,160219.28,-19.584381520856304,2036
-328179.46875,-328171.44,80236.72,3323469.0,152549.16,-30.746763443812938,2039
-291663.9375,-291655.94,80149.82,2902523.2,140680.72,-24.154616005195127,2042
-232883.390625,-232875.39,80051.44,2306635.0,113402.984,-17.277788402668573,2045
-204044.28125,-204036.28,79930.43,2028940.9,98553.61,-0.5064451216509338,2048
-162316.890625,-162308.9,79806.88,1666401.6,73142.36,-13.748458997119942,2051
-129067.0078125,-129059.04,79664.055,1309028.9,59742.61,-13.219358535027157,2054
-106862.828125,-106854.875,79521.44,979694.8,59862.453,-4.297939106276177,2057
-75145.828125,-75137.89,79353.64,748140.5,36146.17,-9.782485161361517,2060
-54494.90234375,-54486.984,79175.31,520847.0,28357.371,-14.87200616757277,2063
-41406.77734375,-41398.875,79027.61,392663.38,21833.984,-11.814558709392147,2066
-30053.583984375,-30045.691,78929.07,273627.06,16959.754,-7.403607053188144,2069
-20056.06640625,-20048.174,78920.89,193937.75,10154.24,-13.551573713108363,2072
-16601.595703125,-16593.701,78947.7,158286.06,8614.349,-8.861023554391522,2075
-10896.0712890625,-10888.167,79046.31,99399.234,6071.328,-27.466283139719163,2078
-8174.0029296875,-8166.082,79209.81,80474.9,3941.0347,-30.619747649077528,2081
-6115.9638671875,-6108.0205,79434.66,58680.863,3079.0122,-10.49788153281418,2084
-3935.669677734375,-3927.6973,79725.29,40082.27,1716.7649,-11.615477455991535,2087
-2800.699462890625,-2792.692,80076.43,27550.402,1292.6277,-12.256222041149933,2090
-1687.14599609375,-1679.097,80489.71,18334.35,568.5504,-11.353795031265363,2093
-1214.184326171875,-1206.0887,80955.56,12915.064,411.46188,-14.139119200786363,2096
-747.2757568359375,-739.1309,81448.17,7943.8066,218.51215,-13.611752615676352,2099
-498.1225891113281,-489.929,81935.984,5344.0264,110.21669,-18.246102358125693,2102
-309.4449768066406,-301.20715,82378.195,2891.6138,76.56271,-18.996018959597006,2105
-234.71112060546875,-226.4338,82773.195,2082.4817,46.97505,-19.373637586751205,2108
-142.4293212890625,-134.12111,83082.19,923.3912,26.463356,-6.811007032015428,2111
-280.76849365234375,-272.44284,83256.41,2928.9338,30.322468,-34.4000930885004,2114
-114.61062622070312,-106.30003,83105.97,563.65955,21.322224,-14.354385366778587,2117
-96.0546875,-87.77439,82803.0,337.39285,16.571487,1.5632174950582498,2120
-83.7726058959961,-75.54173,82308.73,234.32689,8.800522,-15.842925286512562,2123
-78.03541564941406,-69.87906,81563.53,160.94678,7.7701707,-12.308496627202883,2126
-75.70767974853516,-67.65609,80515.92,141.61203,6.4185257,-21.417501308840084,2129
-73.13602447509766,-65.21381,79222.09,126.61577,4.308921,-20.943161767451368,2132
-186.07106018066406,-178.28764,77834.22,1741.7012,9.902154,-4.98137038229371,2135
-159.9111785888672,-152.20598,77052.03,1399.3452,5.5939555,-4.919919671123421,2138
-81.7511978149414,-74.1275,76236.94,241.84808,5.9584455,-7.651819234086035,2141
-82.54198455810547,-74.99771,75442.71,254.76154,5.953104,-18.046267179446826,2144
-84.03801727294922,-76.57637,74616.5,211.47852,12.614359,-6.7210190727422745,2147
-133.10450744628906,-125.73285,73716.625,1002.8782,6.118389,-19.034255804192505,2150
-73.56727600097656,-66.2733,72939.75,147.23875,3.8123355,-13.144844604742264,2153
-68.74696350097656,-61.53535,72116.125,88.984985,2.6359293,-25.73646842597016,2156
-67.10063171386719,-59.975353,71252.76,71.04687,2.12435,-7.927255479921769,2159
-65.80664825439453,-58.776943,70297.07,58.457638,1.6122558,-16.76425890410763,2162
-63.92074966430664,-56.992733,69280.17,34.45884,1.3754089,-8.11766625140553,2165
-63.14625549316406,-56.332382,68138.72,27.577757,1.0876482,-42.58711212015747,2168
-127.34591674804688,-120.645645,67002.734,947.0894,4.179324,-17.462250340973938,2171
-169.18600463867188,-162.52307,66629.39,1187.0527,5.1556697,-21.423736770787627,2174
-83.22937774658203,-76.59427,66351.09,299.1938,3.8692915,-10.202860691816607,2177
-75.59207153320312,-68.9811,66109.71,196.94165,2.8436759,-16.620610011434888,2180
-69.45335388183594,-62.86682,65865.32,118.18136,1.68395,-33.11456482550618,2183
-114.8749008178711,-108.318924,65559.77,793.79736,1.2919831,-6.074279902026189,2186
-67.22319030761719,-60.70189,65212.977,92.370346,1.0656949,-17.834203229182023,2189
-64.08061981201172,-57.599976,64806.453,48.05978,0.9127084,-7.487823933219555,2192
-62.74319076538086,-56.311237,64319.523,30.619614,0.75220907,-5.902713678652422,2195
-61.73461151123047,-55.36387,63707.445,20.122608,0.40187532,-1.9891346882086443,2198
-61.19600296020508,-54.90347,62925.344,13.711279,0.36262622,-31.24195776128678,2201
-4439439360.0,-4439439400.0,81932.586,9217470.0,540752.0,-3.7089471188892866,2204
-770794112.0,-770794100.0,81709.19,6991418.5,692607.7,-26.1488013836204,2207
-262265472.0,-262265460.0,81612.47,6689857.5,792018.5,2.38989063336182,2210
-83869256.0,-83869250.0,81558.05,6690405.0,767746.3,-6.635112230180015,2213
-7658777.5,-7658769.5,81551.5,7641221.5,899118.9,-11.913322193732906,2216
-12849880.0,-12849872.0,81546.195,7765523.0,684743.4,-12.517382159201938,2219
-2043097.625,-2043089.5,81538.734,8150976.0,700381.0,-0.678373157835383,2222
-1206790.0,-1206781.9,81524.72,6921044.5,572310.5,-53.66634546091159,2225
-712640.1875,-712632.06,81512.89,6323440.0,412040.94,-21.476368059867163,2228
-693091.0,-693082.9,81497.484,5284122.0,415919.28,3.1881176804151568,2231
-694550.875,-694542.75,81475.16,4477858.0,302245.25,-26.13939736547663,2234
-490873.03125,-490864.88,81443.8,3782545.0,255206.33,-17.390752545275582,2237
-384641.25,-384633.12,81399.74,3584000.0,209935.78,-13.524574559719069,2240
-309286.03125,-309277.9,81337.58,2917028.0,165272.19,-28.037455538847745,2243
-240727.21875,-240719.1,81251.28,2429664.5,112691.5,-16.518436209340855,2246
-193589.65625,-193581.55,81139.34,2210583.5,64939.195,-16.350939077196504,2249
-166998.21875,-166990.12,80986.02,1773279.8,69372.49,-34.41228198324956,2252
-125915.015625,-125906.94,80793.73,1471945.8,38792.71,-12.50937573383775,2255
-92573.0078125,-92564.95,80576.41,1091069.5,27607.191,8.033363600387018,2258
-74029.7421875,-74021.71,80327.336,919995.75,17311.14,-27.954709857081976,2261
-48696.47265625,-48688.46,80098.625,608000.3,11072.916,-23.097451291090913,2264
-34804.87109375,-34796.887,79843.266,440788.12,7265.0166,-16.32971481997081,2267
-25456.228515625,-25448.268,79611.484,336865.5,3841.7842,0.9542744396454087,2270
-19108.03125,-19100.088,79424.234,262672.2,1879.7017,-7.587990349220453,2273
-14255.2119140625,-14247.275,79363.836,198215.36,1153.844,-11.505072130201517,2276
-10009.9736328125,-10002.042,79319.05,142624.94,439.23132,-17.216321304989798,2279
-7015.49951171875,-7007.5674,79322.17,100530.22,223.43674,-15.538704147393066,2282
-5057.33642578125,-5049.4,79365.53,72966.78,85.97844,-15.163701693833229,2285
-5089.98193359375,-5082.0356,79462.64,74056.53,25.233105,-20.509336836128817,2288
-2694.540283203125,-2686.5796,79606.32,38826.426,8.211912,-21.728396900318966,2291
-1881.67431640625,-1873.6958,79785.29,26845.836,4.9819613,-17.742952901869675,2294
-1473.3104248046875,-1465.3096,80009.05,20841.826,1.8651234,-19.00779660627089,2297
-910.4463500976562,-902.4197,80266.586,12531.809,1.0219028,-22.79286526391868,2300
-669.9307861328125,-661.8745,80562.62,8980.5625,0.6660828,-16.078704704835364,2303
-1001.645751953125,-993.5619,80838.55,13882.529,0.64081717,-11.827804302156146,2306
-494.4685974121094,-486.3678,81007.9,6387.2656,0.6300377,0.08099419803802249,2309
-489.5863037109375,-481.47647,81098.3,6316.252,0.5028988,-25.38795832008922,2312
-437.2099304199219,-429.10205,81078.87,5540.6597,0.66260964,-7.835906498629023,2315
-384.92364501953125,-376.83542,80882.18,4770.7153,0.4168445,-19.23377067228567,2318
-310.57244873046875,-302.5206,80518.46,3673.4656,0.31859678,-29.6274047638125,2321
-258.8719787597656,-250.87643,79955.484,2910.5518,0.28960228,-17.617922397166623,2324
-242.00314331054688,-234.08511,79180.3,2661.911,0.3392985,-31.666379059761592,2327
-193.57650756835938,-185.7565,78200.03,1948.1731,0.2925132,-22.53087371987442,2330
-144.0971221923828,-136.39612,77010.0,1218.7356,0.29095674,-28.36943337458089,2333
-113.90229797363281,-106.324486,75778.14,774.1642,0.3078916,-32.29396918894101,2336
-206.15179443359375,-198.70598,74458.09,2138.586,0.38811323,-30.179378182977523,2339
-129.00242614746094,-121.65512,73473.06,1000.9269,0.28740144,-18.82505734673062,2342
-164.34091186523438,-157.08849,72524.29,1524.2361,0.3203074,-27.245982226289403,2345
-99.9780044555664,-92.81349,71645.125,574.7627,0.28134596,-33.97461980194377,2348
-291.8289489746094,-284.76462,70643.28,795.9156,261.83362,-49.38363292584757,2351
-105.93505096435547,-98.954636,69804.16,584.60443,8.372618,-4.966396393335499,2354
-92.58595275878906,-85.687325,68986.31,410.229,6.2035837,-34.18498510086654,2357
-85.08296203613281,-78.26665,68163.11,328.0974,3.450385,-18.89382606059144,2360
-81.06018829345703,-74.32492,67352.695,277.812,2.6538045,-2.889918386744311,2363
-71.72356414794922,-65.06377,66597.945,149.50797,1.797954,-15.362008230098107,2366
-67.81200408935547,-61.23333,65786.766,103.13536,0.7745519,-23.57425955611795,2369
-65.48798370361328,-58.99951,64884.688,72.74669,0.5122597,-24.48277508290434,2372
-667.812255859375,-661.4061,64061.57,545.0215,843.5281,-18.560724376752145,2375
-89.52616119384766,-83.14809,63780.773,361.62814,7.3111515,0.7425332235233039,2378
-90.61327362060547,-84.26298,63502.97,420.6195,3.0596173,-20.992495902295797,2381
-73.31883239746094,-66.99774,63210.875,181.90059,1.4167401,-15.151705400675079,2384
-70.34544372558594,-64.06023,62852.203,142.88521,0.97719115,-20.345490133948182,2387
-186.03097534179688,-179.78638,62446.047,1856.4965,0.6374577,-24.464790077691024,2390
-70.81729125976562,-64.60921,62080.883,156.85411,0.39158243,-3.052184687966053,2393
-69.19763946533203,-63.030804,61668.36,133.75172,0.3692433,-12.673321675565301,2396
-65.85545349121094,-59.73253,61229.28,85.65812,0.3043748,-14.173732653454701,2399
-128487858176.0,-128487860000.0,81681.375,33075862.0,1639406.2,-18.26432996091549,2402
-1556048128.0,-1556048100.0,81143.61,7530996.5,125512.11,-23.01770871440366,2405
-146486608.0,-146486600.0,81055.266,7421282.0,132589.23,-23.519567174552254,2408
-19253790.0,-19253782.0,81020.03,7562316.5,164286.89,-12.458843290443268,2411
-3923727.5,-3923719.5,81011.45,7500671.5,158211.23,-27.079692372174637,2414
-2888260.75,-2888252.8,81000.31,8173801.5,122770.75,-28.930540884205673,2417
-896098.5625,-896090.44,80994.195,7710868.5,185453.12,-1.3182956751493575,2420
-1484887.5,-1484879.4,80992.445,7308747.0,145643.44,-14.632396696265225,2423
-561014.625,-561006.5,80986.36,6895959.0,133833.98,-16.576462695889358,2426
-518991.3125,-518983.22,80973.7,6464614.0,120418.42,-12.580783027813581,2429
-448519.71875,-448511.62,80959.91,5533300.0,109406.08,5.386448429715803,2432
-394616.71875,-394608.62,80953.875,4655717.0,117505.91,-28.52766977681426,2435
-333457.84375,-333449.75,80931.984,3903102.8,102386.11,-10.841227458793647,2438
-292598.34375,-292590.25,80891.625,3487323.0,83581.48,3.919082392672501,2441
-255271.984375,-255263.9,80829.805,2931581.5,83994.32,-26.702927037128834,2444
-213505.15625,-213497.08,80742.95,2426880.0,72740.945,-29.661240137970307,2447
-181968.6875,-181960.62,80617.06,2027577.5,66066.31,-8.067065479727596,2450
-145153.90625,-145145.86,80469.41,1637858.4,50632.94,-31.625306125211434,2453
-121141.7265625,-121133.695,80303.766,1366952.4,42238.098,-28.36092306145128,2456
-88819.25,-88811.234,80133.04,1016063.06,29560.523,-17.927060092789198,2459
-68756.265625,-68748.266,79961.2,795741.5,21943.406,-26.58592716137033,2462
-50855.2265625,-50847.25,79775.95,577634.94,17299.742,10.752517414923753,2465
-40637.98046875,-40630.02,79598.88,489605.2,11003.579,-32.34267046536787,2468
-30068.201171875,-30060.256,79445.17,380333.16,6310.665,-26.228579465849325,2471
-25335.48828125,-25327.555,79344.43,327427.2,4607.2246,-30.690277083364123,2474
-16544.947265625,-16537.014,79333.86,216663.81,2692.7988,-1.8977033662656062,2477
-11466.5478515625,-11458.613,79342.35,152893.16,1564.9487,-24.534139587627255,2480
-9161.146484375,-9153.207,79398.79,124932.69,954.0391,-3.796718051526999,2483
-6146.70947265625,-6138.7607,79486.69,85534.05,439.12213,-35.01887117942619,2486
-5412.4931640625,-5404.528,79655.36,76805.95,226.87373,-25.941690302496266,2489
-3932.233154296875,-3924.2485,79845.97,56139.977,105.89751,-18.43958111004073,2492
-3446.080322265625,-3438.0747,80056.67,49533.19,48.102497,-9.303073074376394,2495
-2656.841552734375,-2648.815,80266.31,38229.797,12.065366,-22.379626161035404,2498
-1994.34765625,-1986.2935,80541.83,28526.941,3.269336,-8.504182967589697,2501
-1866.45751953125,-1858.3749,80826.98,26653.996,1.5242746,-14.877409842303285,2504
-1792.288818359375,-1784.1758,81130.95,25562.998,0.9719444,-21.357239884504107,2507
-1695.1806640625,-1687.036,81446.95,24128.752,0.8423096,-11.525638934575525,2510
-1169.764404296875,-1161.6051,81592.86,16364.18,0.81213653,-6.942176736845809,2513
-1047.4666748046875,-1039.3026,81640.17,14560.272,0.46254736,-32.027369884939084,2516
-997.5538940429688,-989.3962,81576.89,13823.419,0.39558452,-11.127237277395649,2519
-743.9656372070312,-735.82574,81398.69,10075.134,0.49505532,-16.27575797702017,2522
-637.4637451171875,-629.35236,81113.69,8499.742,0.686558,-20.645176251973787,2525
-542.7672729492188,-534.6927,80745.83,7103.7295,0.39872563,-9.138236074072989,2528
-394.8861389160156,-386.85886,80272.72,4918.7363,0.4275133,-7.183065152505429,2531
-291.581787109375,-283.61502,79667.66,3392.5752,0.4687218,2.852193141117224,2534
-215.18222045898438,-207.28667,78955.48,2265.2476,0.4025876,-18.495851593972603,2537
-158.13140869140625,-150.30823,78231.766,1423.2898,0.3949883,-3.791560706377618,2540
-126.75078582763672,-119.00209,77486.97,961.0873,0.35068855,-11.827866011542056,2543
-105.86015319824219,-98.184006,76761.47,652.7121,0.42301333,-14.133178350919222,2546
-95.04045867919922,-87.436005,76044.56,494.24442,0.38626587,-15.351653323924475,2549
-90.60762023925781,-83.07579,75318.33,430.5709,0.3100321,4.480937859949128,2552
-81.3656234741211,-73.90855,74570.76,294.48865,0.3708055,-0.36270626033226244,2555
-78.56385040283203,-71.192345,73715.05,254.43585,0.362055,-42.85335952600037,2558
-80.69979095458984,-73.404564,72952.28,287.5668,0.3181982,-17.768261725665756,2561
-70.65596008300781,-63.452778,72031.805,138.79576,0.48843873,-36.97812734819123,2564
-98.97988891601562,-91.8851,70947.875,553.13245,1.0723757,-35.68635457581153,2567
-74.15449523925781,-67.156235,69982.64,194.21167,0.419858,-7.85970712051737,2570
-68.54358673095703,-61.648983,68946.016,113.04434,0.39791608,-47.77544984385661,2573
-66.6631088256836,-59.874344,67887.63,87.17291,0.36247426,-25.94897671502403,2576
-64.70323181152344,-58.02492,66783.12,59.710964,0.37557295,-29.991127827785537,2579
-64.0531005859375,-57.487045,65660.516,51.419914,0.4098004,-32.97231763869521,2582
-63.38340759277344,-56.933075,64503.312,43.846794,0.34845012,-23.006974185219995,2585
-65.92874908447266,-59.605644,63231.016,83.48054,0.33462822,-15.43456234405914,2588
-61.50453186035156,-55.322533,61820.0,20.639795,0.28907728,-17.84954899731276,2591
-61.03670883178711,-55.021004,60157.047,16.347021,0.27274567,-13.205737895915904,2594
-107.33643341064453,-101.407036,59294.008,577.9,12.667255,-26.137587377825376,2597
-82.97689056396484,-77.06673,59101.625,340.59128,0.4277345,-2.953313236601371,2600
-8448742400.0,-8448742400.0,82448.34,12010526.0,217757.31,-4.9796827449339105,2603
-497757440.0,-497757440.0,82130.06,10563170.0,110337.94,-5.1750506421898725,2606
-69629040.0,-69629030.0,82061.01,9831742.0,98110.58,-19.614273464289205,2609
-20511232.0,-20511224.0,82043.58,10276650.0,124904.59,-5.184740938210477,2612
-4240945.0,-4240937.0,82029.75,10617484.0,141498.02,-1.392654431042793,2615
-856776.0,-856767.8,82018.83,11320478.0,134013.9,-20.650873278863006,2618
-14117287.0,-14117279.0,82008.42,9677648.0,107646.03,-43.63722553707645,2621
-736727.0,-736718.8,81991.79,9469560.0,141695.97,-22.113933818646068,2624
-689806.1875,-689798.0,81975.164,8943074.0,125004.47,-30.90252367274275,2627
-630569.6875,-630561.5,81954.84,8097736.5,121997.81,-18.925849783109015,2630
-568810.5625,-568802.4,81936.69,7349532.0,105549.86,-4.728698191043576,2633
-477375.75,-477367.56,81903.33,6097253.0,95654.45,-15.490819283011767,2636
-454208.25,-454200.06,81856.01,5711540.5,99988.516,-29.764607771532564,2639
-386119.875,-386111.7,81798.25,4877912.0,82729.57,-1.095325151914233,2642
-330740.21875,-330732.06,81714.78,4057894.2,82890.734,-32.35564379103053,2645
-274791.875,-274783.72,81620.03,3419320.5,64066.992,-11.6151174031465,2648
-235926.3125,-235918.16,81487.125,2912353.5,57327.773,-27.537625086739446,2651
-181355.796875,-181347.67,81316.875,2230231.5,44895.066,-21.200337023389743,2654
-144201.328125,-144193.22,81117.06,1788566.1,34154.363,-20.242137634695286,2657
-106543.78125,-106535.69,80943.34,1332635.0,24096.723,-3.9434052673102937,2660
-80795.3828125,-80787.305,80772.58,1005426.0,18766.38,-24.438309837339858,2663
-57916.7109375,-57908.65,80639.18,745903.8,10908.268,9.67748696875648,2666
-48547.3515625,-48539.293,80569.14,637527.7,7899.74,-31.047859122981563,2669
-35640.17578125,-35632.12,80543.26,475678.88,5010.257,-26.441793826858994,2672
-29047.892578125,-29039.838,80542.86,390572.06,3778.7913,-46.12789226370036,2675
-21238.779296875,-21230.72,80581.95,289736.12,2321.9841,-46.069890887222535,2678
-14532.208984375,-14524.142,80673.36,200586.34,1325.9019,-10.552204091656623,2681
-9675.1357421875,-9667.053,80833.57,134561.47,750.5282,-30.558099645287683,2684
-6057.4443359375,-6049.3374,81068.875,84951.58,365.2179,-12.949517128045153,2687
-4178.30615234375,-4170.167,81391.07,58228.035,260.51337,-18.72094753118941,2690
-3142.953125,-3134.7766,81765.28,44333.453,119.859764,-40.825530833156265,2693
-2036.828369140625,-2028.6156,82127.85,28586.314,59.876152,-39.9857660562409,2696
-1929.536376953125,-1921.2853,82510.734,27192.223,40.67154,-14.809683337764811,2699
-1401.7359619140625,-1393.4468,82891.67,19618.455,18.002594,-18.6814813318446,2702
-1019.822998046875,-1011.4919,83311.47,14029.134,12.4775505,-29.877498822880735,2705
-745.5383911132812,-737.1629,83755.17,10051.939,4.7904444,-14.784456950687714,2708
-526.4913940429688,-518.0699,84215.22,6840.073,2.198976,-8.876166026916518,2711
-346.3420104980469,-337.8779,84641.016,4187.663,1.1502347,-16.24169842009403,2714
-874.8486328125,-866.36633,84822.78,12002.381,0.6845785,-48.764560102137814,2717
-507.33929443359375,-498.8687,84705.96,6568.8853,0.9420655,-26.85147952203911,2720
-390.8863525390625,-382.4408,84455.68,4854.0137,0.37069893,-33.75961711004604,2723
-374.1290588378906,-365.72076,84083.086,4606.192,0.44382763,-10.75257179510646,2726
-315.82708740234375,-307.47034,83567.39,3746.3892,0.3409497,-26.85238477630897,2729
-271.1983337402344,-262.90585,82924.75,3087.188,0.4032246,-17.087807957843456,2732
-282.1676025390625,-273.94775,82198.42,3251.629,0.2769623,-18.63675387984512,2735
-530.6785278320312,-522.53174,81468.17,6925.166,0.28347135,-27.241526426511978,2738
-231.03500366210938,-222.96281,80721.91,2496.5903,0.43470514,-32.80669437779669,2741
-364.0867919921875,-356.0759,80109.09,4465.254,0.28434336,-38.861924396352826,2744
-761.57470703125,-753.61926,79554.39,10339.831,0.32068115,-7.983751847155487,2747
-190.50706481933594,-182.60153,79055.39,1899.9581,0.45158958,-38.28842397369842,2750
-174.9009246826172,-167.02922,78717.09,1670.5931,0.3751139,-37.952931322455214,2753
-148.59727478027344,-140.7498,78474.8,1283.3079,0.26764283,-18.978430681054743,2756
-125.72870635986328,-117.90123,78274.734,945.4426,0.28827986,-6.913039105799541,2759
-119.34603118896484,-111.531654,78143.78,851.4978,0.26973447,-12.658609921910694,2762
-102.61463165283203,-94.81078,78038.49,603.3503,0.37419957,-31.41290000546059,2765
-91.74179077148438,-83.947556,77942.39,443.91568,0.26386762,-19.419847836248266,2768
-84.22364807128906,-76.44194,77817.055,333.2904,0.2344956,-22.428276886348772,2771
-82.30496215820312,-74.53993,77650.266,304.11383,0.34135413,1.6411500225547984,2774
-76.91519927978516,-69.171776,77434.2,225.71567,0.24804656,-42.31822286178869,2777
-75.73815155029297,-68.03441,77037.44,208.7821,0.2605921,-22.28753535490194,2780
-85.5556640625,-77.921,76346.69,354.22552,0.32676828,2.92943676637456,2783
-95.48526763916016,-87.89552,75897.45,502.17355,0.2724352,6.297252973650619,2786
-92.89141082763672,-85.34137,75500.44,464.31763,0.28345233,-16.858926509404007,2789
-79.24842071533203,-71.74148,75069.42,263.49255,0.26789758,-17.405573593620954,2792
-75.8862533569336,-68.42446,74617.92,214.23083,0.29214242,-13.527024720244656,2795
-74.08309173583984,-66.672485,74106.06,187.61218,0.3649214,-19.946562895158937,2798
-72.15731811523438,-64.79404,73632.8,159.9971,0.3504381,-14.381730015566287,2801
-5318083584.0,-5318083600.0,82322.22,19015686.0,234615.56,-17.089620590464897,2804
-718958400.0,-718958400.0,82100.8,12818586.0,251917.92,-35.5841634612302,2807
-242307216.0,-242307200.0,82021.414,13427220.0,290861.28,-9.519711008299705,2810
-58089772.0,-58089764.0,81988.125,12723178.0,265058.75,-24.944969716519807,2813
-24542816.0,-24542808.0,81979.47,12929916.0,267204.62,-30.628965504469928,2816
-3818742.25,-3818734.0,81979.47,10843514.0,258557.66,-19.54956460463644,2819
-3803139.25,-3803131.0,81980.836,12597658.0,272526.06,-15.653157870430558,2822
-1069702.875,-1069694.6,81983.85,12357409.0,294408.03,-12.228927459267918,2825
-965958.6875,-965950.5,81986.266,11083340.0,319079.12,-7.208624902349628,2828
-872752.6875,-872744.5,81986.14,10143475.0,275324.7,-21.233566729870894,2831
-908557.8125,-908549.6,81985.2,9123570.0,282072.97,-21.250241698579696,2834
-652750.4375,-652742.25,81979.2,7084605.0,256089.97,3.7058079582961367,2837
-605629.125,-605620.94,81949.625,6129499.0,281964.06,-28.13273681336646,2840
-476877.53125,-476869.34,81898.27,5106681.0,193975.4,-10.550570968459903,2843
-396748.90625,-396740.72,81828.625,4317204.0,154508.1,-20.210125397970906,2846
-354574.03125,-354565.84,81746.85,3732539.5,150648.03,-33.063544441063826,2849
-266984.65625,-266976.5,81641.21,2799703.0,114491.13,-39.71640172012252,2852
-232164.328125,-232156.17,81563.3,2421276.5,100875.94,-23.99707741008983,2855
-183503.578125,-183495.44,81471.33,1830502.2,88041.99,-10.411511780553074,2858
-146493.359375,-146485.22,81352.75,1395612.5,76836.86,-30.310295802609385,2861
-114673.4453125,-114665.33,81198.78,1097089.5,59665.35,-15.295861892582648,2864
-82828.0390625,-82819.94,81026.875,810996.4,41213.207,-18.67053288701743,2867
-61550.8671875,-61542.78,80866.11,567111.75,34158.03,-9.682518833013233,2870
-41844.5234375,-41836.45,80746.41,414166.44,20330.326,-20.710196005813174,2873
-27774.595703125,-27766.527,80688.72,268126.12,14141.674,-5.437159024534534,2876
-18644.330078125,-18636.258,80715.66,184499.6,9011.507,-39.40709474664062,2879
-11424.8720703125,-11416.787,80849.94,113926.63,5399.7896,-18.400194938783898,2882
-7971.2490234375,-7963.1396,81092.0,79448.67,3743.746,-19.272340395006218,2885
-5859.1953125,-5851.052,81433.25,59272.023,2640.1438,-16.685388668420636,2888
-4060.3349609375,-4052.1543,81805.875,39076.477,2001.268,-32.32697550524256,2891
-3045.539306640625,-3037.3157,82236.12,30479.584,1361.2175,-38.436498266015725,2894
-2201.56005859375,-2193.2866,82733.75,22694.83,892.37714,-37.98146378308471,2897
-1460.6514892578125,-1452.3235,83279.61,15499.662,516.89026,-16.071139420895065,2900
-1246.157958984375,-1237.7794,83785.99,13320.649,417.7362,-15.824639417493602,2903
-1071.55908203125,-1063.1346,84244.14,11622.283,329.48083,-28.57502457691599,2906
-714.4977416992188,-706.02893,84687.84,7457.413,218.23303,-17.163538492158352,2909
-1111.5875244140625,-1103.0751,85124.625,13349.539,215.77959,-1.7962208652241836,2912
-1253.8179931640625,-1245.2872,85307.36,15904.229,170.47356,-20.589356331894198,2915
-627.9305419921875,-619.38544,85451.09,6897.47,146.18456,-23.55505358062516,2918
-472.2803039550781,-463.72797,85523.25,5130.0107,92.89811,-23.471216875008945,2921
-386.37066650390625,-377.8181,85525.664,3736.8982,105.250885,-16.255630319134802,2924
-303.2499694824219,-294.7048,85451.72,2802.4312,75.87175,-16.645005441774185,2927
-263.7884216308594,-255.25676,85316.67,2476.1729,50.20083,-30.081324225005332,2930
-202.21954345703125,-193.7089,85106.53,1656.7291,41.189045,-11.620366789700785,2933
-187.94992065429688,-179.48439,84655.25,1536.8976,32.15109,-4.129944758787379,2936
-170.57301330566406,-162.14825,84247.61,1360.6086,23.539764,-28.595095093949897,2939
-151.78155517578125,-143.39943,83821.3,1117.6411,20.749977,-26.463278044315484,2942
-172.78042602539062,-164.43634,83440.84,1442.2781,19.37487,-35.90202258094525,2945
-3214.48486328125,-3206.1863,82984.83,1841.3492,17.307245,-18.54588988134679,2948
-120.24337768554688,-111.98169,82616.89,668.08325,19.276264,-16.734226245360112,2951
-233.93402099609375,-225.69818,82358.46,1604.632,93.67291,-31.728567343623467,2954
-126.63578033447266,-118.421906,82138.73,583.9381,37.2082,-8.329456200831237,2957
-131.5050048828125,-123.31535,81896.44,675.53345,35.28026,-15.606581732022873,2960
-124.13689422607422,-115.97301,81638.9,566.8302,35.29998,-35.66561705242298,2963
-112.14293670654297,-104.00743,81355.086,513.8246,22.91768,-24.071157754565903,2966
-105.40808868408203,-97.30151,81065.734,445.29553,19.860512,-10.733783810272723,2969
-95.17603302001953,-87.096245,80797.91,350.58975,14.249628,-21.278450719121395,2972
-122.66304779052734,-114.60661,80564.32,773.7228,12.591463,-23.344734686146747,2975
-120.4969253540039,-112.46967,80272.516,731.4756,13.658187,-20.050502814187436,2978
-86.30075073242188,-78.29577,80049.78,271.72943,9.130215,-12.91221375770237,2981
-84.70358276367188,-76.72044,79831.41,239.88892,9.986221,-38.54265843092243,2984
-76.40794372558594,-68.44728,79606.59,162.20428,5.5285177,-11.030532278173087,2987
-76.2919921875,-68.35568,79363.11,152.02278,6.41131,-40.10108935398643,2990
-88.00698852539062,-80.10062,79063.695,336.89252,5.281126,-43.49338999705127,2993
-72.52297973632812,-64.65219,78707.91,126.02973,3.5375473,-11.467823687495201,2996
-73.5794448852539,-65.748566,78308.83,151.39409,2.6213446,-5.088771486610435,2999
-289554989056.0,-289555000000.0,82707.53,51154090.0,7352178.0,-19.363606863373274,3002
-5671335424.0,-5671335400.0,82039.42,12112974.0,1012892.1,-7.541592091871893,3005
-1333710464.0,-1333710500.0,81832.58,9627583.0,863889.25,-13.612982482318623,3008
-454323552.0,-454323550.0,81752.83,8505463.0,895030.5,-2.3847128651833214,3011
-173992064.0,-173992050.0,81712.75,8551376.0,893041.75,-18.454530312934043,3014
