ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-130608742400.0,-130608740000.0,105200.66,54116304.0,821926.25,-8.734688897504531,5485455.0,169005.95,-2096182784.0,-2096182800.0,288.60352,50
-8714072064.0,-8714072000.0,104578.35,10458076.0,388404.12,-3.7174382134471045,5107759.0,193519.6,-689401216.0,-689401200.0,460.37695,53
-2712182016.0,-2712182000.0,104142.91,5855226.0,263139.78,-12.080671911041911,3489968.0,154342.38,-170791888.0,-170791890.0,588.69336,56
-937813056.0,-937813060.0,103862.33,4944036.5,230674.38,-7.159058798796882,3311232.0,184965.56,-43888516.0,-43888516.0,669.6279,59
-168764816.0,-168764820.0,103748.9,5001386.0,260613.06,-6.556113755655158,4027081.8,124481.375,-13633062.0,-13633062.0,709.2871,62
-28521700.0,-28521698.0,103706.12,4968080.5,212752.12,-14.103169770342884,3931242.0,174347.1,-6814857.0,-6814857.0,741.75977,65
-19536426.0,-19536424.0,103687.31,4412184.0,158703.05,-6.127046639045613,3753105.0,133680.16,-344475.71875,-344475.72,758.29297,68
-3044026.75,-3044025.8,103672.945,4067276.0,189776.23,-2.70469747847945,3380238.0,129600.25,-393318.75,-393318.75,780.43555,71
-1169836.25,-1169835.2,103661.99,4410857.0,216964.28,-5.821253420072369,3512667.2,127133.766,-493532.9375,-493532.94,791.39844,74
-894742.6875,-894741.6,103653.53,4308804.5,198772.78,-4.552816381184228,3532435.2,85054.67,-296639.78125,-296639.78,814.791,77
-439519.21875,-439518.2,103643.59,4000074.5,166655.69,-4.050702057443468,2621415.2,135848.72,-269364.3125,-269364.3,853.6211,80
-403633.4375,-403632.4,103628.11,3378833.5,148911.5,-6.025539352117999,1918587.2,80065.0,-184058.109375,-184058.1,877.3789,83
-281357.28125,-281356.25,103612.05,2920665.2,123645.5,-1.4718831336689,1662461.2,96413.875,-344228.96875,-344228.97,909.05566,86
-236589.15625,-236588.12,103584.125,2399595.5,109593.66,-3.9260033677974584,1439041.2,56989.12,-135993.453125,-135993.44,956.499,89
-175792.46875,-175791.44,103543.63,1953476.1,62161.758,-13.769737228023537,1355838.0,72959.86,-141170.328125,-141170.31,1026.9414,92
-160037.8125,-160036.78,103487.36,1673711.5,69053.59,-0.9511571843354526,1065132.8,73707.8,-122005.0859375,-122005.08,1118.5498,95
-132717.65625,-132716.62,103412.68,1449734.2,51077.285,-1.85694300088019,721294.6,54626.28,-85826.375,-85826.36,1220.9307,98
-115873.578125,-115872.55,103316.33,1265952.0,44563.14,0.4612019795270624,858144.4,54973.68,-95321.7421875,-95321.73,1338.6836,101
-70066.328125,-70065.3,103207.94,788583.1,24605.56,0.25831188658017457,695387.25,44908.81,-77497.6875,-77497.67,1489.5596,104
-76233.34375,-76232.31,103100.95,855337.94,27043.77,-8.82185345054051,683054.25,25299.887,-63394.25390625,-63394.24,1681.8672,107
-57906.83984375,-57905.81,102971.59,689076.1,16586.842,-7.223955575457056,463643.75,23692.756,-47459.7578125,-47459.74,1949.666,110
-43271.73046875,-43270.703,102815.37,500511.0,13815.434,-2.15305200657537,380209.38,10932.361,-33179.296875,-33179.273,2243.711,113
-40647.85546875,-40646.83,102637.766,464866.88,13502.242,4.257547502427635,268179.03,10374.293,-25220.837890625,-25220.812,2595.7969,116
-30756.501953125,-30755.477,102487.96,343918.88,10979.495,-2.895300446121688,293287.7,8616.201,-25730.224609375,-25730.195,3014.9355,119
-24957.8828125,-24956.86,102352.45,251128.69,7609.381,-4.627240395599822,158210.78,6092.3286,-14882.0498046875,-14882.016,3458.125,122
-17044.515625,-17043.494,102213.81,201627.23,4944.9395,-6.010945383694555,152835.19,5186.7305,-13905.5048828125,-13905.466,3880.8457,125
-14211.8671875,-14210.846,102137.37,174393.66,3482.1763,-10.219172720636179,157926.9,6815.4507,-15352.169921875,-15352.126,4347.8477,128
-12620.861328125,-12619.841,102083.41,160748.75,2495.464,-0.6436446640395028,113014.11,7372.879,-12690.23046875,-12690.182,4856.7383,131
-9855.38671875,-9854.366,102051.84,126524.05,1831.085,-9.148470346485963,70123.2,2339.686,-6382.06640625,-6382.012,5419.7676,134
-7830.2666015625,-7829.246,102054.74,101551.51,1335.5939,-5.113387768541111,47814.875,675.27124,-3746.250732421875,-3746.1904,6027.795,137
-6027.333984375,-6026.3135,102074.19,80355.92,790.7578,-3.9748120566207206,45932.914,2838.045,-5082.4072265625,-5082.3403,6674.6074,140
-5167.93017578125,-5166.909,102114.55,69475.41,608.7733,-4.230966432492293,23167.568,1056.491,-2336.4013671875,-2336.3276,7367.3105,143
-3819.621337890625,-3818.5996,102161.766,52478.035,315.96307,2.5370909064763514,15916.959,251.40617,-1300.9951171875,-1300.9141,8100.871,146
-2761.56396484375,-2760.5417,102232.53,37825.156,217.641,-2.779091391722417,20167.438,459.2134,-1729.240478515625,-1729.1521,8839.164,149
-1865.2098388671875,-1864.1868,102310.81,25537.508,121.762314,-9.167041744778128,14382.656,514.6116,-1375.2923583984375,-1375.1962,9615.76,152
-1803.721435546875,-1802.6975,102395.95,25183.463,66.29727,-6.614879759905056,6471.7144,416.94348,-773.8958129882812,-773.79175,10408.795,155
-1533.9110107421875,-1532.886,102507.55,21416.27,44.28603,-7.633989871675522,5278.6064,139.57086,-505.4778137207031,-505.36545,11237.305,158
-1037.0399169921875,-1036.0137,102630.33,14090.808,42.548603,-8.195187612719948,2026.5164,41.256027,-218.89749145507812,-218.77684,12064.742,161
-805.434814453125,-804.4072,102759.41,10968.87,12.471825,0.5788907161323682,1627.6245,44.243576,-193.93519592285156,-193.80637,12883.637,164
-666.452392578125,-665.4236,102882.53,8977.512,6.2161083,-1.3982805970806829,1801.1729,119.891304,-256.8761291503906,-256.739,13711.902,167
-514.7520751953125,-513.7218,103026.45,6772.054,2.5752633,0.8229997358219869,565.792,33.865116,-115.07701110839844,-114.931816,14519.832,170
-391.4859313964844,-390.45413,103178.95,4957.252,1.8890746,-1.4730897611998923,1104.2314,55.10177,-165.8902587890625,-165.73709,15317.277,173
-328.1261901855469,-327.09326,103291.42,4029.314,1.0474733,-4.198873278857861,1237.2166,10.89427,-144.98233032226562,-144.82169,16064.172,176
-11439.990234375,-11438.957,103357.375,3443.3926,0.7586051,-7.470156312281227,686.62506,3.4112773,-102.66605377197266,-102.50091,16514.219,179
-233.0609130859375,-232.02713,103378.69,2616.721,1.8169887,-0.21688642261713525,609.12213,13.445412,-104.21604919433594,-104.04634,16970.938,182
-202.6968536376953,-201.66367,103319.01,2180.4346,0.5741743,-2.319773496493003,163.62122,18.08992,-77.21753692626953,-77.04316,17437.969,185
-155.39273071289062,-154.361,103174.33,1481.7728,0.53591573,-4.293163451513171,296.59998,7.5948124,-79.1188735961914,-78.93973,17914.586,188
-132.8811798095703,-131.85214,102903.98,1138.0616,1.6432095,2.016510781705184,7472.4795,74.01354,-609.6422119140625,-609.45856,18366.473,191
-120.75732421875,-119.73148,102584.45,970.1452,0.52281326,-4.847691558352572,9032.662,71.795616,-713.7166748046875,-713.5317,18499.262,194
