ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-131451150336.0,-131451150000.0,52076.46,54053940.0,846729.7,-8.772787226499126,6531273.0,175127.53,-3130097920.0,-3130098000.0,50972.074,50
-7714497024.0,-7714497000.0,51492.008,10502523.0,334834.94,-4.5507152445898456,4981681.5,293370.12,-713497344.0,-713497340.0,50625.156,53
-2144780928.0,-2144780900.0,51046.32,5793516.0,206510.44,-10.880410263932642,4241982.0,234361.38,-110614576.0,-110614570.0,50507.758,56
-716184640.0,-716184640.0,50785.37,4466809.0,204444.14,-6.085671201297032,3873668.0,213397.08,-63237096.0,-63237092.0,50451.6,59
-126722576.0,-126722570.0,50663.04,4676759.0,198317.27,-5.801709501319042,4196849.0,193634.75,-14065442.0,-14065437.0,50416.664,62
-64782192.0,-64782188.0,50613.605,4482522.0,152308.47,-15.073949014411193,3747006.0,233782.12,-448915.71875,-448910.7,50402.312,65
-10737749.0,-10737744.0,50588.957,3631217.5,144537.53,-5.957996426662553,3345548.5,147616.48,-1483837.875,-1483832.9,50390.633,68
-929709.25,-929704.2,50575.65,4011386.0,168602.72,-4.393715295015612,3085307.0,141313.6,-315605.09375,-315600.06,50378.57,71
-802867.4375,-802862.4,50566.586,3869984.0,182693.55,-6.484399558032894,2873505.5,151813.73,-297230.875,-297225.84,50370.188,74
-743095.9375,-743090.9,50561.766,3829700.2,180582.16,-1.3876718967942,2766136.2,177748.03,-307514.59375,-307509.56,50355.93,77
-698020.8125,-698015.75,50559.203,3649490.0,144187.19,-4.902970669726146,2495044.5,164850.6,-280443.03125,-280438.0,50340.895,80
-305124.9375,-305119.88,50551.6,3199423.0,121180.53,-7.265021060976363,1790656.0,92901.766,-184092.65625,-184087.62,50306.094,83
-262396.1875,-262391.12,50538.93,2569446.5,104695.625,-1.9159763180850393,1538165.0,52634.36,-139759.1875,-139754.16,50265.25,86
-199089.765625,-199084.72,50516.996,2152711.0,78859.11,-3.7589580730206893,1438776.8,59454.33,-137648.71875,-137643.7,50213.21,89
-171937.296875,-171932.25,50487.227,1838551.4,70148.87,-14.721131932346276,1311605.8,41129.54,-116643.3984375,-116638.38,50142.04,92
-147833.375,-147828.33,50446.54,1550508.0,62745.92,-2.8717047254638275,1055343.5,24152.598,-87814.8359375,-87809.83,50078.445,95
-139672.5,-139667.45,50392.625,1480524.1,58270.33,-2.4886193448377347,923979.44,28165.953,-81641.46875,-81636.47,50038.547,98
-127655.296875,-127650.266,50320.957,1299210.4,58642.555,-0.5396142933981581,908920.1,28022.44,-80525.3359375,-80520.336,49974.83,101
-73574.671875,-73569.65,50228.58,795284.4,29114.223,-1.3308509297892717,894410.9,23065.021,-76188.9609375,-76183.97,49895.37,104
-78037.8203125,-78032.81,50112.914,835575.0,31680.86,-7.0733461246922404,801684.9,18916.484,-67107.171875,-67102.195,49798.336,107
-63198.6171875,-63193.617,49985.297,681575.5,25151.285,-7.208158728537696,548412.9,10503.248,-44275.8046875,-44270.832,49710.9,110
