ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Epoch,SampleStep
-134804922368.0,-134804920000.0,23979.566,44646644.0,858229.6,24.142857142857142,4,5345
-23478318.0,-23478316.0,20618.945,574475.6,10394.078,24.22222222222222,5,6393
-18670.03515625,-18667.969,20663.0,191263.6,8418.84,24.136363636363637,6,7448
-8169.8916015625,-8167.83,20612.799,66779.2,5350.053,24.25,7,8462
-4309.6982421875,-4307.6255,20726.133,39520.33,2371.2874,24.294117647058822,8,9517
-1985.8929443359375,-1983.7512,21417.02,17401.62,1148.9106,24.6,9,10625
-486.64971923828125,-484.27206,23776.516,4224.2305,250.70222,24.26086956521739,10,11645
-123.34650421142578,-120.72665,26198.613,877.42084,48.131668,24.294117647058822,11,12668
-45.75348663330078,-42.907566,28459.223,140.19685,6.8521624,24.0625,12,13693
-35.322872161865234,-32.348934,29739.367,36.223293,1.6458547,24.263157894736842,13,14832
-32.72319793701172,-29.689886,30333.117,8.8097515,0.4576391,24.058823529411764,14,15947
-32.66721725463867,-29.643593,30236.25,6.3443794,0.63576317,24.0625,15,16972
-37.94855499267578,-34.935265,30132.898,78.8504,1.2052493,24.071428571428573,16,17977
-34.72541809082031,-31.71251,30129.09,33.771626,0.95050544,24.0,17,18993
-33.247135162353516,-30.244362,30027.734,14.629902,0.69503236,24.05,18,19994
-32.619354248046875,-29.627674,29916.8,5.5340176,0.6932738,24.3,19,21000
-32.79920959472656,-29.810698,29885.11,10.9229355,0.42485642,24.166666666666668,20,22047
-36.93134307861328,-33.924118,30072.242,36.292213,3.966788,24.5,21,23068
-33.694091796875,-30.667356,30267.344,16.179264,1.1652029,24.0,22,24098
-32.6528205871582,-29.625122,30276.984,6.3847666,0.6044289,24.058823529411764,23,25181
-36.05302429199219,-33.04361,30094.148,53.198612,0.9749213,24.058823529411764,24,26200
-32.40615463256836,-29.41129,29948.648,4.935588,0.43334147,24.066666666666666,25,27231
-34.553733825683594,-31.588234,29655.0,9.8980255,3.1542082,24.22222222222222,26,28311
-32.21976089477539,-29.289158,29306.016,4.1597795,0.33043587,24.0625,27,29400
-32.4048957824707,-29.49537,29095.246,7.407509,0.31040445,24.09090909090909,28,30454
-32.41342544555664,-29.530159,28832.672,4.393796,0.6631893,24.045454545454547,29,31507
