ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-213601402880.0,-213601400000.0,81221.31,72192264.0,2807332.5,-6.6651607062938805,18326372.0,278886.62,-7622309888.0,-7622310000.0,80544.38,50
-9446176768.0,-9446177000.0,80540.19,19068318.0,194727.75,-5.911810826681324,17605440.0,299862.56,-3490911744.0,-3490911700.0,80254.88,53
-1723282432.0,-1723282400.0,80124.945,14958557.0,216814.03,-10.939322602691744,13028972.0,422109.22,-1285419264.0,-1285419300.0,80101.75,56
-443340352.0,-443340350.0,79942.8,12094369.0,243957.38,-6.713517257413871,12064158.0,299392.34,-235172032.0,-235172020.0,80007.91,59
-150710800.0,-150710800.0,79855.625,11337566.0,282664.8,-3.93609085066091,10474050.0,341377.75,-110533456.0,-110533450.0,79958.66,62
-79824560.0,-79824550.0,79791.93,10348173.0,256943.14,-12.918846500345316,10683742.0,623390.7,-51736188.0,-51736180.0,79931.64,65
-40439864.0,-40439856.0,79740.33,9520129.0,300590.44,-5.979040677460324,9500224.0,488712.75,-4182658.5,-4182650.5,79915.14,68
-13517920.0,-13517912.0,79701.84,9566471.0,275550.75,-2.780260931370616,10124509.0,254930.88,-857669.0,-857661.0,79903.89,71
-3962029.5,-3962021.5,79670.266,8788216.0,205550.44,-5.331634497247813,10689736.0,385298.12,-984133.0625,-984125.06,79904.22,74
-8182417.5,-8182409.5,79647.85,7910397.0,238508.25,-1.2491693999875177,9627008.0,412366.88,-933879.25,-933871.25,79896.37,77
-1408370.25,-1408362.2,79632.695,8311911.0,253783.23,-4.577482291062748,10087456.0,251195.11,-2628606.0,-2628598.0,79887.234,80
-563702.0,-563694.06,79615.97,6370983.0,186450.27,-5.781913998791109,7570372.0,144927.36,-610399.875,-610391.9,79876.94,83
-505898.65625,-505890.7,79590.836,5758745.5,141360.86,-0.7451939225056475,7343850.5,147028.0,-596493.125,-596485.1,79862.53,86
