ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-212899938304.0,-212899940000.0,81221.31,73629660.0,2699713.0,4.536754482304225,15130656.0,320566.1,-2155688192.0,-2155688200.0,80248.43,50
-9665040384.0,-9665040000.0,80599.9,23243896.0,269901.7,-13.289008847010116,14225204.0,447391.75,-379320352.0,-379320350.0,80090.08,53
-1236820736.0,-1236820700.0,80308.35,18597852.0,309109.84,-19.388003284994785,12231232.0,341943.3,-92822016.0,-92822010.0,80046.73,56
-401860000.0,-401860000.0,80199.586,14914030.0,403884.44,-6.25566339869587,14889641.0,641212.44,-11996322.0,-11996314.0,80025.125,59
-52287852.0,-52287844.0,80153.91,15136579.0,423645.88,-25.749716551424598,12524732.0,450801.94,-1159431.5,-1159423.5,80015.8,62
-1899071.125,-1899063.1,80136.83,13104460.0,375965.8,-16.59600465363212,12904560.0,695180.9,-1343695.25,-1343687.2,80005.06,65
-1481183.0,-1481175.0,80125.0,12868290.0,486998.47,-5.796698548642648,11582341.0,528122.75,-1141179.75,-1141171.8,79997.32,68
-9024581.0,-9024573.0,80116.69,12691579.0,405650.12,-37.846318967887264,10404500.0,399456.53,-974412.5625,-974404.56,79987.65,71
-1241219.375,-1241211.4,80116.77,12768876.0,393389.25,-17.0656959212776,8902690.0,390673.94,-866845.625,-866837.6,79976.516,74
-1031821.125,-1031813.1,80109.37,12318952.0,292850.5,-22.887575420440662,7229576.5,227934.66,-643508.125,-643500.1,79953.57,77
-879360.375,-879352.4,80098.31,9975616.0,301875.7,-1.7615157538601425,7358579.0,242861.28,-662337.9375,-662329.94,79913.66,80
-796057.625,-796049.6,80078.2,9331526.0,243179.11,-4.300906958159887,6173137.0,178184.78,-538356.75,-538348.75,79863.08,83
-778726.3125,-778718.3,80049.91,8763278.0,274391.47,-14.135639201852303,6156780.0,149692.16,-517969.625,-517961.66,79817.39,86
-653719.375,-653711.4,80018.516,7647901.0,201192.48,-15.326606320653465,5661621.0,145870.12,-481877.09375,-481869.12,79732.0,89
-3988306.75,-3988298.8,79971.39,6427904.0,149009.0,-17.381721477253752,4137456.2,161359.31,-389221.625,-389213.66,79623.875,92
