ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,AverageReturn,Epoch,SampleStep
-13357774848.0,-13357775000.0,75083.88,14088198.0,147679.48,7770971.0,108590.94,-2644574.25,-2644500.5,73712.5,28.763427583202986,148,10036
-70300888.0,-70300820.0,74517.52,8878984.0,121832.81,17.895231663021605,6840169.0,91422.25,-524835.1875,-524761.6,73536.07,151,10213
-2474553.75,-2474480.0,73792.625,8348570.5,88963.22,15.032491311010554,4766518.0,82667.95,-378592.28125,-378518.75,73522.41,156,10509
-445146.625,-445073.1,73546.75,5805018.0,77172.64,12.780459176529527,3607496.5,65609.555,-288621.0625,-288547.5,73559.15,161,10831
-282256.9375,-282183.44,73489.875,3686910.5,48263.297,72.79605983990517,3202526.5,49588.656,-250376.765625,-250303.19,73577.734,165,11159
-195003.59375,-194930.16,73436.83,2585526.0,29457.863,10.236388850091158,2111267.5,46856.65,-174685.203125,-174611.6,73609.59,169,11433
-149458.296875,-149384.88,73415.94,1811212.9,39581.805,16.78850680954733,1242826.5,33896.137,-107149.8203125,-107076.16,73664.72,174,11754
-97499.4453125,-97426.03,73416.91,1123503.0,31567.426,17.24456082348863,1113357.5,29063.633,-95118.9609375,-95045.25,73709.59,178,12008
-68732.1015625,-68658.664,73434.72,785991.5,22805.83,22.61288566300786,689429.75,18539.176,-59311.15625,-59237.41,73744.49,184,12309
-44395.93359375,-44322.47,73464.75,503758.9,15064.804,20.733178391899187,555292.2,16600.84,-48922.828125,-48849.008,73821.016,189,12658
-33857.046875,-33783.547,73500.9,361787.06,13687.447,37.31270688538564,390821.0,16304.826,-37593.19140625,-37519.324,73867.94,193,12928
-30240.748046875,-30167.22,73527.625,325607.94,11961.112,14.104956630636414,501407.66,12556.406,-42539.9140625,-42465.992,73920.05,199,13254
-42021.94140625,-41948.02,73920.23,504940.25,11437.674,12.840134310925814,338110.56,6938.4023,-27688.43359375,-27614.496,73938.46,203,13544
-10950.56640625,-10881.323,69243.55,120224.08,3998.5815,20.08974929261055,262906.72,5480.361,-21612.9375,-21539.004,73934.086,208,13874
-7806.6611328125,-7738.242,68418.805,84193.73,2956.7358,15.989609885498467,217645.05,5202.4434,-18362.1015625,-18288.195,73905.55,212,14107
-6504.26220703125,-6435.8696,68392.664,74622.016,1989.2473,12.294218008238815,176241.42,3907.8203,-14684.3349609375,-14610.471,73864.44,217,14409
-5819.01513671875,-5750.552,68463.28,71579.375,1280.7408,15.126610247563823,133797.55,1990.6228,-10514.908203125,-10441.07,73837.61,222,14726
-7378.8525390625,-7310.2607,68591.55,99404.664,803.1674,14.429930293077325,104347.31,1434.4764,-8145.74365234375,-8071.9116,73832.05,226,15002
-3330.67431640625,-3261.8691,68805.17,42632.15,497.6596,12.534275734696877,98340.71,927.8317,-7396.52294921875,-7322.623,73899.77,232,15344
