ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Epoch,SampleStep
-8242588672.0,-8242588700.0,3895.7393,2331577.0,486.3368,78.2,4,5050
-47607892.0,-47607892.0,3621.0576,67678.17,72.35735,179.7,5,6060
-19012566.0,-19012566.0,3460.229,53320.094,20.695435,61.1,6,7070
-12684958.0,-12684958.0,3364.582,41602.42,23.089977,18.1,7,8080
-7249663.0,-7249662.5,3300.024,43562.4,20.64941,20.6,8,9090
-6966959.0,-6966958.5,3261.9766,37096.633,10.230286,0.0,9,10100
-3821843.5,-3821843.2,3239.1685,28062.055,10.692645,0.0,10,11110
-2612729.75,-2612729.5,3233.9429,28264.746,5.789846,17.0,11,12120
-210084.40625,-210084.08,3228.3887,25891.627,5.715802,0.0,12,13130
-93635.7109375,-93635.39,3223.8965,30557.992,3.4187973,0.0,13,14140
-54821.82421875,-54821.504,3218.9102,26467.207,2.6326337,10.9,14,15150
-31765.71875,-31765.396,3215.4595,24071.738,2.954059,0.0,15,16160
-2364.66845703125,-2364.3472,3212.353,22181.07,2.3021798,25.0,16,17170
-10676.3486328125,-10676.027,3209.3076,22571.7,1.0423396,82.5,17,18180
-1401.310791015625,-1400.9901,3206.2979,20090.34,1.1445162,133.1,18,19190
-1671.43603515625,-1671.1156,3204.0781,19136.229,1.5805346,192.0,19,20200
-1279.041748046875,-1278.7217,3200.9917,18532.8,1.5055988,182.9,20,21210
-1279.0928955078125,-1278.7731,3198.5757,18608.148,1.0008912,185.6,21,22220
-1131.8333740234375,-1131.5139,3194.956,16366.229,1.4455131,179.2,22,23230
-703.466552734375,-703.1475,3190.5771,9982.502,1.8060504,192.0,23,24240
-560.7708740234375,-560.452,3188.6123,8052.3975,0.5970604,48.8,24,25250
-487.4494934082031,-487.13077,3187.3438,6892.758,1.1119398,38.4,25,26260
-434.9697265625,-434.6512,3185.2217,6127.9688,1.039132,24.6,26,27270
-418.7170715332031,-418.39856,3185.1055,5819.4204,1.5017406,67.8,27,28280
-418.46929931640625,-418.15085,3184.3955,5895.445,0.9625276,75.2,28,29290
-401.6950378417969,-401.37637,3186.5327,5657.7324,0.8936288,119.2,29,30300
-416.5193786621094,-416.20026,3191.248,5880.247,0.8703121,119.2,30,31310
-389.2449951171875,-388.92526,3197.4268,5482.29,0.83569163,137.4,31,32320
-367.3621520996094,-367.0417,3204.5332,5116.34,1.1236354,101.0,32,33330
-413.62103271484375,-413.3,3210.4834,5907.538,0.3956128,101.0,33,34340
-365.736328125,-365.41467,3216.6035,5122.8584,0.9168249,110.1,34,35350
-359.39678955078125,-359.07474,3220.6445,5060.295,0.7061819,101.0,35,36360
-417.7462158203125,-417.42374,3224.6934,5899.8975,0.85968995,101.0,36,37370
-328.04571533203125,-327.72244,3232.813,4598.3765,0.69664645,101.0,37,38380
-436.4017639160156,-436.07773,3240.295,6196.0234,0.72127557,128.3,38,39390
-366.3652648925781,-366.0405,3247.5405,5174.718,0.6284839,119.2,39,40400
-325.5276184082031,-325.20227,3253.5127,4588.8833,0.5088692,128.3,40,41410
-313.28997802734375,-312.96417,3257.956,4452.029,0.21112132,97.8,41,42420
-340.8717346191406,-340.54538,3263.522,4815.533,0.5094954,101.0,42,43430
-294.3716735839844,-294.04456,3271.126,4132.903,0.4786106,110.1,43,44440
-292.7922668457031,-292.4642,3280.5078,4026.4675,1.0407974,101.0,44,45450
-315.01446533203125,-314.68564,3288.276,4460.008,0.32927558,110.1,45,46460
-270.7626953125,-270.43307,3296.3467,3816.116,0.26107955,101.0,46,47470
-247.82920837402344,-247.49863,3305.7783,3427.8394,0.5950129,101.0,47,48480
-213.28103637695312,-212.94942,3316.1191,2878.8364,0.85506463,101.0,48,49490
-219.2760772705078,-218.94327,3328.149,3041.2046,0.35574695,101.0,49,50500
-205.74368286132812,-205.40953,3341.5151,2848.6482,0.305353,101.0,50,51510
-194.65423583984375,-194.31836,3358.7861,2705.531,0.16467561,101.0,51,52520
-185.05450439453125,-184.71658,3379.246,2546.174,0.28282896,101.0,52,53530
-160.76502990722656,-160.42468,3403.4004,2191.4136,0.25422132,101.0,53,54540
-140.7422332763672,-140.39928,3429.4941,1907.4777,0.17300683,101.0,54,55550
-128.23263549804688,-127.88678,3458.629,1701.4407,0.3159603,101.0,55,56560
-118.89759826660156,-118.54855,3490.4712,1581.3411,0.1948236,101.0,56,57570
-109.83509063720703,-109.482506,3525.8115,1460.6128,0.10515947,101.0,57,58580
-84.29420471191406,-83.93762,3565.8335,1079.4176,0.13012883,101.0,58,59590
