time_sampling,stoc_pol_mean,AverageReturn,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,Epoch
0.036951541900634766,157.26116906147274,157.26116906147274,0.0,157.26116906147274,157.26116906147274,0.37184799716326195,0.01,0.001055002212524414,0.0162961483001709,0.005051489,0.027851567,138.69653066537978,0.0011882781982421875,1.0001272794137788,1.0001272794137788,0
0.036838531494140625,163.3222829305625,163.3222829305625,0.0,163.3222829305625,163.3222829305625,0.1614394398239813,0.01,0.0010600090026855469,0.01634383201599121,0.0049898704,0.059785116,141.15910589189807,0.0012516975402832031,1.0001215613849332,1.0001215613849332,1
0.1087639331817627,160.48687581122118,160.48687581122118,0.0,160.48687581122118,160.48687581122118,0.24567376276264424,0.01,0.0010561943054199219,0.016384363174438477,0.004887815,0.040506825,143.09188288383038,0.0012505054473876953,1.0001346181314137,1.0001346181314137,2
0.03711843490600586,160.21455158759449,160.21455158759449,0.0,160.21455158759449,160.21455158759449,0.19387405649741443,0.01,0.0010654926300048828,0.016611099243164062,0.004950683,0.04672601,144.80414975420678,0.0012710094451904297,1.000121510072277,1.000121510072277,3
0.037034034729003906,157.90073142944667,157.90073142944667,0.0,157.90073142944667,157.90073142944667,0.22073291228021355,0.01,0.001054525375366211,0.01634669303894043,0.0048754304,0.044020597,146.11380792173077,0.0012423992156982422,1.0001084402443945,1.0001084402443945,4
0.036832571029663086,166.45599917003074,166.45599917003074,0.0,166.45599917003074,166.45599917003074,0.1986057692821828,0.01,0.0010445117950439453,0.016013145446777344,0.0049694423,0.04967744,148.14802704656077,0.0011577606201171875,1.0001182790645506,1.0001182790645506,5
0.03657674789428711,153.14057635925957,153.14057635925957,0.0,153.14057635925957,153.14057635925957,0.1939964960296467,0.01,0.0009756088256835938,0.016048192977905273,0.0048768185,0.051519495,148.64728197783066,0.0011241436004638672,1.0001183524185595,1.0001183524185595,6
0.03655648231506348,162.47737259128758,162.47737259128758,0.0,162.47737259128758,162.47737259128758,0.1967317652691966,0.01,0.0010340213775634766,0.016137361526489258,0.004902388,0.049504753,150.03029103917638,0.0011970996856689453,1.0001167071219497,1.0001167071219497,7
0.03702354431152344,164.44266288096304,164.44266288096304,0.0,164.44266288096304,164.44266288096304,0.24799753088327972,0.01,0.0010542869567871094,0.016094207763671875,0.0049014725,0.03862169,151.47152822335505,0.0011973381042480469,1.0000951095383586,1.0000951095383586,8
0.036432504653930664,154.58474169027082,154.58474169027082,0.0,154.58474169027082,154.58474169027082,0.2586149009188724,0.01,0.0009875297546386719,0.015965938568115234,0.004736655,0.038480036,151.78284957004664,0.0010900497436523438,1.0001178662206451,1.0001178662206451,9
0.03633999824523926,151.7317209184204,151.7317209184204,0.0,151.7317209184204,151.7317209184204,0.20159935748766633,0.01,0.0010213851928710938,0.016209840774536133,0.005070743,0.047516137,151.77773670488403,0.0011692047119140625,1.0001113606841565,1.0001113606841565,10
0.036969661712646484,155.19479708108557,155.19479708108557,0.0,155.19479708108557,155.19479708108557,0.25579378693094296,0.01,0.0010619163513183594,0.016095399856567383,0.005100888,0.03733673,152.1194427425042,0.0012264251708984375,1.0001274966121831,1.0001274966121831,11
0.036618947982788086,162.60520745741917,162.60520745741917,0.0,162.60520745741917,162.60520745741917,0.16597578186116563,0.01,0.0009870529174804688,0.016064167022705078,0.005256169,0.049914423,153.1680192139957,0.0011086463928222656,1.00012119398257,1.00012119398257,12
0.03618884086608887,161.3828592247308,161.3828592247308,0.0,161.3828592247308,161.3828592247308,0.2106724000319223,0.01,0.0010085105895996094,0.015964508056640625,0.005110271,0.042492528,153.98950321506922,0.001069784164428711,1.00010863262884,1.00010863262884,13
0.03681302070617676,173.31093577746609,173.31093577746609,0.0,173.31093577746609,173.31093577746609,0.1721501653675026,0.01,0.001035928726196289,0.01617884635925293,0.0050556315,0.055139095,155.9216464713089,0.0012290477752685547,1.0001171159523143,1.0001171159523143,14
0.03700613975524902,127.78942891825832,127.78942891825832,0.0,127.78942891825832,127.78942891825832,0.30360496066868514,0.01,0.0010631084442138672,0.0160977840423584,0.0047952193,0.032130945,153.10842471600384,0.0011799335479736328,1.0000949987483978,1.0000949987483978,15
0.03683781623840332,152.19368156572776,152.19368156572776,0.0,152.19368156572776,152.19368156572776,0.23419980921505232,0.01,0.0010290145874023438,0.016094684600830078,0.004972498,0.045106217,153.01695040097624,0.0011889934539794922,1.0000919259966963,1.0000919259966963,16
0.03650784492492676,168.43160931792963,168.43160931792963,0.0,168.43160931792963,168.43160931792963,0.2018923260811864,0.01,0.0010423660278320312,0.016231298446655273,0.0051637357,0.04468055,154.55841629267158,0.0012516975402832031,1.0001224115604295,1.0001224115604295,17
0.03696107864379883,150.38793533816528,150.38793533816528,0.0,150.38793533816528,150.38793533816528,0.26868630454481346,0.01,0.0010364055633544922,0.016518592834472656,0.0050723664,0.034499932,154.14136819722094,0.0012600421905517578,1.0001090238040478,1.0001090238040478,18
0.03703927993774414,139.58203279897313,139.58203279897313,0.0,139.58203279897313,139.58203279897313,0.23076369457325854,0.01,0.0010652542114257812,0.016466617584228516,0.004968543,0.04472924,152.68543465739614,0.001262664794921875,1.0000997154047322,1.0000997154047322,19
0.036666154861450195,152.1267445803511,152.1267445803511,0.0,152.1267445803511,152.1267445803511,0.22840713126612394,0.01,0.0010402202606201172,0.01646280288696289,0.0049686492,0.040437814,152.62956564969164,0.0012552738189697266,1.0000975481702987,1.0000975481702987,20
