ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-217043927040.0,-217043930000.0,81221.31,71142984.0,2879939.5,-8.012798215484278,17262776.0,395465.06,-7344593408.0,-7344593400.0,80449.016,50
-8831908864.0,-8831909000.0,80544.94,20235924.0,188480.83,-3.3665035470950113,16927500.0,332130.0,-1940291072.0,-1940291100.0,80188.03,53
-1611312256.0,-1611312300.0,80164.984,16005510.0,203890.19,-10.924684897643953,13200634.0,283766.2,-821472960.0,-821472960.0,80067.86,56
-387604768.0,-387604770.0,80004.11,13127396.0,231527.47,-6.506107169398683,12619438.0,187866.31,-553462976.0,-553463000.0,79987.19,59
-170522208.0,-170522200.0,79924.2,11574666.0,242864.8,-4.043870677596704,11731714.0,365608.4,-265101888.0,-265101890.0,79941.7,62
-95643488.0,-95643480.0,79872.92,10449714.0,197489.95,-14.847409937021013,12179952.0,457595.38,-57855976.0,-57855970.0,79919.47,65
-36799508.0,-36799500.0,79829.33,9215528.0,210805.22,-6.53514148660146,11435692.0,358943.5,-3624486.25,-3624478.2,79903.97,68
-26724716.0,-26724708.0,79792.03,9302800.0,217849.62,-3.371209621662554,9931898.0,171677.84,-788300.25,-788292.25,79899.69,71
-3388313.75,-3388305.8,79767.34,8541088.0,164802.03,-6.886131157300945,10984118.0,173204.92,-53670108.0,-53670100.0,79906.19,74
-2532952.25,-2532944.2,79749.67,8003396.0,195296.61,-2.1475832025704813,9679164.0,388225.03,-917730.625,-917722.6,79900.21,77
-2238843.75,-2238835.8,79734.81,8860998.0,228984.4,-4.72516560950389,9897386.0,208351.47,-810781.0,-810773.0,79886.234,80
-679964.4375,-679956.44,79719.85,6474749.5,156508.52,-7.656585411756931,7368656.0,186431.06,-624834.8125,-624826.8,79870.66,83
-501516.0625,-501508.1,79695.41,5896419.5,126977.65,-1.674639533045098,6802815.5,161624.66,-569759.75,-569751.75,79845.12,86
-402636.59375,-402628.62,79657.22,4917939.0,103011.82,-4.1497648481996725,6047645.0,150480.44,-511118.15625,-511110.2,79807.41,89
-408466.125,-408458.16,79618.11,4548789.0,147425.66,-15.36638205608395,5242621.5,160502.12,-463425.53125,-463417.56,79746.5,92
-347281.28125,-347273.3,79552.42,4140033.5,98591.875,-4.054896661019063,4606190.0,89547.43,-372346.34375,-372338.38,79688.336,95
-295576.6875,-295568.75,79459.0,3536397.0,80125.22,-2.676931369560526,3556638.2,56364.09,-278871.25,-278863.28,79599.945,98
-344765.9375,-344758.0,79339.61,3326237.0,104592.484,-1.3595496735846648,3288401.0,162476.05,-332523.71875,-332515.78,79508.29,101
-192618.546875,-192610.62,79227.95,2224341.5,60002.812,-0.9607297768946197,2924918.0,96341.66,-263176.09375,-263168.16,79405.87,104
-199745.78125,-199737.88,79074.164,2315624.0,63533.07,-7.438208681845829,2720301.0,165131.55,-295878.65625,-295870.72,79288.41,107
-167403.203125,-167395.31,78915.68,1939012.9,52738.227,-5.809804480106675,1944789.8,72774.51,-180905.78125,-180897.86,79148.09,110
-225914.28125,-225906.4,78732.71,1513535.2,43973.383,-2.5779883794991068,1510599.5,58112.977,-141604.015625,-141596.11,79055.1,113
