ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-219173552128.0,-219173550000.0,81221.31,73438660.0,2923164.5,-22.952352582088608,13250222.0,177041.38,-2865659392.0,-2865659400.0,80127.06,50
-752964160.0,-752964160.0,80291.32,18899320.0,278494.2,-24.340044392587444,14942634.0,233042.73,-53481384.0,-53481376.0,80020.625,53
-27130034.0,-27130026.0,80204.3,17359248.0,579883.06,-6.935025826304802,12178006.0,270639.94,-35955416.0,-35955410.0,79992.734,56
-1409854.75,-1409846.8,80190.234,16162290.0,467178.94,-20.43605439209406,14585776.0,237320.1,-8982374.0,-8982366.0,79978.84,59
-1342573.0,-1342565.0,80181.6,16180472.0,365931.1,-19.11863221523684,13982148.0,207678.56,-1086731.875,-1086723.9,79971.95,62
-1082560.25,-1082552.2,80168.42,13031602.0,296568.22,-6.099123217359462,13775458.0,231350.36,-1515835.75,-1515827.8,79964.74,65
-939744.5,-939736.5,80146.336,11061274.0,282546.3,-3.3170879155584303,10869337.0,236372.45,-895511.8125,-895503.8,79955.0,68
-766156.375,-766148.4,80114.516,9290108.0,203132.52,-22.920988759322434,11816778.0,350881.06,-1053951.5,-1053943.5,79955.3,71
-630362.9375,-630354.94,80028.61,7126170.0,218849.22,-9.641785495745188,9026928.0,148573.66,-23986812.0,-23986804.0,79940.3,74
-497904.125,-497896.12,79882.01,5482575.0,187459.6,-33.50472085670262,9124658.0,190360.34,-746318.25,-746310.25,79918.25,77
-344496.25,-344488.28,79656.05,3798525.5,129156.72,-14.493733445022553,8245115.5,101815.91,-626885.6875,-626877.7,79876.59,80
-237382.375,-237374.44,79355.53,2659738.5,84741.375,-4.749846935060558,6653013.0,179273.62,-571565.6875,-571557.7,79816.19,83
-148709.75,-148701.84,78988.766,1668160.2,52857.797,-25.17773404653832,5939110.0,92753.31,-464711.25,-464703.28,79728.97,86
-81800.9609375,-81793.09,78660.28,886392.5,32156.1,-4.09353164179454,5096911.0,253483.62,-1138411.75,-1138403.8,79669.92,89
-48804.359375,-48796.523,78361.11,524703.8,19562.262,-10.64155926940609,4320515.0,200491.1,-428088.375,-428080.4,79570.33,92
-29677.806640625,-29669.969,78370.2,320792.5,11687.961,-10.31732665231271,3483916.5,116180.28,-314426.53125,-314418.6,79453.24,95
-19141.23046875,-19133.38,78487.89,230727.97,5123.325,-8.370699747275562,3771859.5,121599.9,-337578.28125,-337570.34,79336.31,98
-12850.9599609375,-12843.086,78735.45,165884.92,2311.7615,-19.664079465651803,2716783.0,98489.55,-250545.515625,-250537.6,79244.19,101
-34974.90625,-34967.32,75869.2,387064.0,12889.291,-50.882346912803264,2129809.0,104934.68,-215187.625,-215179.7,79176.42,104
-20732.458984375,-20724.82,76389.72,213977.7,9150.199,6.094258793129669,1929700.0,75750.53,-181898.46875,-181890.56,79072.77,107
-15386.5244140625,-15378.775,77485.766,144399.69,8207.556,-5.448862308237356,1026071.25,46893.42,-101225.1171875,-101217.22,78963.41,110
-12534.037109375,-12526.178,78594.3,98138.78,8618.045,-42.990976519559524,1080332.4,51219.023,-107823.859375,-107815.97,78887.31,113
-9733.001953125,-9725.018,79845.71,82848.27,6007.51,-6.891628508522567,671074.56,35610.984,-69568.7578125,-69560.875,78831.78,116
-6240.6240234375,-6232.498,81258.11,47752.68,4355.7847,-18.43711428978117,685890.9,29125.814,-66182.9765625,-66175.09,78790.95,119
-4734.75048828125,-4726.4814,82689.86,33422.125,3563.2314,-25.90150385161556,405456.12,20973.668,-41690.25,-41682.37,78782.33,122
-3631.62646484375,-3623.2205,84061.16,31362.816,2138.751,-6.857043990161806,429170.03,20795.807,-43174.56640625,-43166.684,78809.23,125
-2069.303466796875,-2060.762,85415.87,16615.37,1304.4768,-55.10254560246802,244804.95,11766.824,-24589.326171875,-24581.438,78884.34,128
-1260.747314453125,-1252.0667,86806.85,11410.762,629.83887,-42.74714397674344,230115.66,12052.983,-23788.986328125,-23781.082,79050.61,131
-695.0407104492188,-686.25885,87818.58,6274.073,307.35046,6.792212426491205,171235.97,7492.905,-30724.359375,-30716.432,79280.22,134
-394.770751953125,-385.91043,88603.31,3348.458,156.05371,-12.133170055179857,186555.14,8879.147,-18693.744140625,-18685.785,79583.43,137
-211.48275756835938,-202.55396,89288.016,1663.7927,53.55401,-19.34288864841109,89994.44,3367.6392,-8430.234375,-8422.244,79904.78,140
-132.1470489501953,-123.18266,89643.83,761.3796,26.499552,-23.524864036488673,131437.38,3036.5347,-11010.5712890625,-11002.541,80304.67,143
-122.5486068725586,-113.56588,89827.25,684.4199,19.983734,-50.77487540891115,116602.66,21018.418,-22174.697265625,-22166.623,80747.14,146
-98.49532318115234,-89.537415,89579.08,395.55905,13.360287,1.3378138464061473,84583.31,4095.6729,-8556.84765625,-8548.729,81193.75,149
-80.7113037109375,-71.80935,89019.586,202.91066,6.42639,-19.072031312164683,98173.97,3401.8647,-9007.0498046875,-8998.893,81575.8,152
-72.4632339477539,-63.650024,88132.07,105.4032,4.1191874,-36.59196929588134,59991.94,1765.9739,-5316.43310546875,-5308.2363,81969.75,155
-131.0941925048828,-122.345146,87490.516,792.7217,22.127647,-17.609051970564387,33027.36,1218.5221,-3121.392578125,-3113.1592,82333.39,158
-84.27742004394531,-75.59425,86831.625,273.73358,4.9374723,-32.74109733949065,60479.445,1903.0784,-5442.26953125,-5434.0,82697.64,161
-79.48921203613281,-70.90295,85862.695,217.64673,3.6132836,-49.819979871168954,40207.57,1823.7397,-4016.856689453125,-4008.5632,82935.51,164
-12402.396484375,-12393.904,84919.87,13849.465,16754.184,-56.23655835263254,28289.31,1076.6019,-2704.8212890625,-2696.5122,83090.56,167
-1289.1485595703125,-1280.6342,85144.19,2594.5527,1553.677,-26.8239101713602,19772.92,844.31226,-1971.3673095703125,-1963.0435,83238.41,170
-716.9801635742188,-708.4287,85514.55,1277.75,839.7456,-41.790854214006835,14824.086,710.3851,-1545.8804931640625,-1537.542,83385.41,173
-436.19378662109375,-427.60052,85932.734,693.50806,483.1588,-7.264177806014081,16019.685,637.12036,-1577.2254638671875,-1568.8689,83565.164,176
-230.4316864013672,-221.78537,86463.11,349.04144,213.44952,-19.670533380456426,9054.224,355.2534,-915.1748046875,-906.7998,83750.01,179
-139.04824829101562,-130.35477,86934.86,170.13783,96.22275,-39.64977864850322,16510.805,267.45264,-1360.34619140625,-1351.9563,83898.66,182
-103.50706481933594,-94.789566,87175.016,54.696182,55.208256,-32.93148678386298,8450.748,984.4529,-1300.1038818359375,-1291.7285,83753.91,185
-77.64987182617188,-68.945,87048.7,25.400803,19.944408,-48.93990796121497,8822.414,836.40234,-1225.05615234375,-1216.696,83601.5,188
-71.47010803222656,-62.84453,86255.8,40.59173,9.409971,-35.3102467401906,7304.507,1209.0288,-1374.4854736328125,-1366.1302,83552.125,191
-66.56562805175781,-58.05855,85070.766,14.994783,4.896893,-21.819486146587543,3675.8718,446.6767,-613.0734252929688,-604.72345,83499.87,194
