time_sampling,AverageReturn,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,Epoch
0.476669788,-55.28091529,26.0531579,-32.36338902,-115.4617598,9.183662091,1,0.002828836,0.023721695,0.593421,0.08438081,-55.28091529,0.038312912,1.002253222,0.914404834,1
0.371968031,-40.02091956,16.35855029,-20.99687186,-71.43428609,9.450901215,1,0.002766132,0.026794195,0.6601319,0.06457292,-53.75491571,0.038222551,0.872922925,0.568479172,3
0.380171299,-42.6322139,12.00964239,-20.63191337,-57.18573706,8.801514323,1,0.002641439,0.026645422,0.61906993,0.086179905,-52.64264553,0.037932634,0.521015179,0.242762388,5
0.369340658,-22.47206316,12.12097656,-4.688037197,-41.74209128,8.783940191,1,0.002649069,0.023728132,0.6601796,0.06212809,-49.6255873,0.037781954,0.628230504,0.376305599,7
0.376863003,3.457622491,17.62787789,30.85737965,-38.65811289,8.77139107,1,0.00272727,0.02703476,0.5816079,0.13435848,-44.31726632,0.040527105,3.333915621,1.412294785,9
0.371004581,18.57547858,10.11481686,29.06036566,-4.445062731,8.242879849,1,0.002631426,0.027093649,0.6126335,0.10727243,-38.02799183,0.038057804,1.746073877,1.141486089,11
0.489839554,21.32578342,10.74163606,38.22561578,1.909407777,7.964032062,1,0.002671719,0.02376914,0.4464613,0.13741995,-32.0926143,0.038145304,1.139650061,0.914575435,13
0.504958868,21.31914563,6.914173789,32.22641477,9.307219897,7.411728446,1,0.002709866,0.026968002,0.5869595,0.086464986,-26.75143831,0.03868413,0.893618128,0.703921497,15
0.633171797,21.70865132,7.60926538,35.7303406,10.7229353,11.71207843,1,0.002627373,0.023867607,0.5598716,0.06776629,-21.90542935,0.037754059,0.731821597,0.638652679,17
0.369255543,24.65966314,13.45178851,51.61982682,3.942453413,7.863291272,1,0.002649307,0.02663517,0.510945,0.75870687,-17.2489201,0.037949085,0.703791832,0.608678547,19
0.380389452,18.9231836,14.13718188,44.69992709,-1.093633539,9.579271629,1,0.002643585,0.027504683,0.57115346,0.051873628,-13.63170973,0.044583559,0.683864301,0.680745164,21
0.370990992,13.16360941,6.468350571,28.40463057,3.369940472,10.83122198,1,0.002675772,0.02708292,0.40714878,0.13773268,-10.95217781,0.037944555,0.933140277,0.782951685,23
0.37846446,18.6069282,12.65571835,39.60234292,-3.014661966,9.855489122,1,0.002690315,0.026815176,0.6279468,0.09307013,-7.996267213,0.040300369,0.590261717,0.563132154,25
0.37109828,22.69885204,9.013927449,39.47783006,6.691900802,10.524113,1,0.00274682,0.026394129,0.5330437,0.059629023,-4.926755287,0.040619612,0.527411728,0.489272071,27
0.379826069,15.04716479,9.984743494,28.07114247,-1.412458833,9.31520474,1,0.00266552,0.029369593,0.4206796,0.14232996,-2.92936328,0.038231373,1.02112518,0.876077773,29
0.370231867,28.88267719,13.40683229,47.44586201,6.424502701,11.92417319,1,0.002703428,0.026530504,0.49954304,0.04185332,0.251840767,0.038340807,0.548673586,0.446133574,31
0.3796103,35.58005164,19.25050671,74.20556921,0.969660682,13.32816372,1,0.002700329,0.02690506,0.46971208,0.04153901,3.784661854,0.038107872,0.602632925,0.536673335,33
0.372298002,28.47687002,14.88213993,47.27029376,-4.717891687,9.482952001,1,0.002655506,0.026617765,0.4092476,0.13173895,6.253882671,0.038453102,0.455319627,0.437668588,35
0.379360676,9.72269649,14.4113463,36.50439407,-13.56069205,8.309411326,1,0.002631903,0.026500702,0.58091366,0.091595635,6.600764053,0.03821969,1.797954741,1.047744927,37
0.380363464,26.53454731,10.24553287,43.38128848,7.228098971,9.801266107,1,0.002708912,0.026721239,0.47672835,0.057297643,8.594142379,0.03823185,0.495805855,0.472564817,39
0.372046232,15.76546076,21.6210786,58.31958789,-6.993962416,9.306884706,1,0.002882004,0.030718803,0.61130583,0.08003043,9.311274216,0.038567066,0.866459965,0.853594078,41
0.370839596,31.75484182,15.62400359,56.41027635,-7.653376853,11.18373825,1,0.002698421,0.026764393,0.5205528,0.071491666,11.55563098,0.038039446,0.575401892,0.50912097,43
0.378253698,21.84926997,15.47849883,48.59905595,-2.807134278,7.165787506,1,0.002736807,0.029474974,0.5765864,0.08377112,12.58499488,0.0394063,0.595381997,0.592344991,45
0.37054038,35.42337921,12.41236677,50.24788162,17.29646514,7.436796758,1,0.002935886,0.030208826,0.52839434,0.16199692,14.86883331,0.038177729,0.435173484,0.341837824,47
0.382693052,31.59676328,9.896793537,44.00195753,8.010414123,13.10786013,1,0.002675772,0.026637077,0.47068703,0.091064796,16.54162631,0.038196802,0.327002078,0.32204892,49
0.369264364,31.617018,12.91473735,59.09301782,8.940369268,12.56677448,1,0.002780437,0.027935266,0.6517338,0.06831701,18.04916548,0.038363218,0.296243756,0.290491559,51
0.379993916,21.2513415,11.06556534,47.32683647,5.777207277,8.048654,1,0.00279808,0.029515266,0.5604472,0.17582165,18.36938308,0.041506767,0.742211835,0.488158634,53
0.37294817,26.07032485,13.26531953,53.74122325,4.104581635,7.487812793,1,0.002717972,0.029585123,0.66464704,0.07489496,19.13947726,0.038369656,0.4163898,0.410153145,55
0.377856255,39.68499471,9.480643986,62.59914816,25.93497901,11.84284163,1,0.002667189,0.029428005,0.46203002,0.06560707,21.194029,0.037980795,0.36277822,0.247664779,57
0.371093035,32.25446533,5.894967725,38.75462344,15.90083136,10.18315143,1,0.002764702,0.026338816,0.51260453,0.05612023,22.30007263,0.043064594,0.277824785,0.250440509,59
0.37127924,30.17151018,11.38643013,49.38410094,15.31061563,9.426505829,1,0.002726078,0.026841164,0.4862469,0.10919758,23.08721639,0.037969112,0.333987446,0.312680371,61
0.378358364,36.69668433,11.32661011,57.89877358,15.83350264,6.610523449,1,0.002666712,0.029682875,0.53299874,0.18951863,24.44816318,0.040309191,0.339223394,0.303433551,63
0.380307913,39.11403112,7.610093488,50.47533528,29.02527619,11.43569682,1,0.002783298,0.027335405,0.4007659,0.08942481,25.91474998,0.038132906,0.248681896,0.230901545,65
0.372193813,42.4649597,9.938074912,63.47813563,29.85204719,8.042591465,1,0.002706766,0.029403687,0.47609332,0.13690688,27.56977095,0.03788352,0.230379919,0.21669979,67
0.378029585,38.27343273,7.787426161,52.06966352,24.56939596,8.160351014,1,0.002784014,0.028153419,0.4396401,0.16029277,28.64013713,0.038356781,0.260739417,0.221589669,69
0.370168924,36.65549177,12.21620453,60.48002528,15.91167149,11.01474189,1,0.002675533,0.029385805,0.53376746,0.083751455,29.44167259,0.038137197,0.279263286,0.274349726,71
0.379995346,39.19838986,15.27270677,61.78556867,14.29818502,7.843902926,1,0.002696037,0.029710531,0.5319325,0.12874797,30.41734432,0.038202286,0.300266749,0.292848503,73
0.37005806,45.77197572,11.73303953,68.84445838,27.46588915,6.95277844,1,0.002713919,0.029777527,0.57611495,0.10849975,31.95280746,0.038125515,0.244666102,0.220937625,75
0.379332066,41.54622475,9.103905238,58.70772764,27.62776846,8.503103814,1,0.002699852,0.029402494,0.49371365,0.120867096,32.91214919,0.038153887,0.248518632,0.223949604,77
0.370980024,25.0711338,19.86218093,62.31943885,-16.0368465,19.52526715,1,0.002744436,0.029842138,0.40132055,0.04852583,32.12804765,0.037983894,0.807268497,0.609112199,79
0.370635748,31.08156816,21.25371949,57.38550611,-4.527473453,7.599877563,1,0.002718687,0.02950573,0.4984356,0.15489051,32.0233997,0.037883759,0.514174572,0.48792882,81
0.369721889,37.8854655,11.00488037,58.91483946,21.48158015,10.31018912,1,0.002705336,0.029847622,0.633211,0.04007234,32.60960628,0.040052414,0.247223777,0.214059309,83
0.381606579,35.47764478,11.16507909,59.73105112,20.0111068,15.76617103,1,0.002639294,0.026592016,0.46297207,0.050608464,32.89641013,0.037874699,0.23552656,0.228756077,85
0.370241642,34.50497578,10.4639037,51.21331795,16.27249688,17.42296301,1,0.002630472,0.023662329,0.4886801,0.049176898,33.05726669,0.038043022,0.204762488,0.198623411,87
0.378466845,27.92082398,13.74493331,49.09707864,11.61792525,8.177051703,1,0.00286603,0.031298637,0.4532789,0.114940286,32.54362242,0.040137291,0.35848423,0.304237805,89
0.370283365,30.74929281,11.28472582,47.36119036,8.073930128,8.783450735,1,0.002632618,0.026991606,0.57886606,0.16932422,32.36418946,0.038543224,0.282573045,0.264883272,91
0.378203869,40.31361572,17.59605144,77.2308639,19.32669234,7.894402572,1,0.002649784,0.026478291,0.44872734,0.21348317,33.15913209,0.039466143,0.308327391,0.240610089,93
0.371145725,35.7060989,16.03215393,61.55498952,8.668493722,9.983703705,1,0.002678871,0.026953936,0.6189865,0.075262666,33.41382877,0.038247585,0.335781616,0.278357955,95
