time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after
0.4339308738708496,38.29503873530969,72.82141627921426,88.85222325457495,-174.46063447697395,4.153098391609458,1,0.01216888427734375,0.03373980522155762,0.50199693,0.100029245,49.04476559525414,0.06251287460327148,0.9994575937760823,0.9750883535065319
0.5593991279602051,56.89925455897158,22.815996258905038,82.62938071831539,14.08055189082806,4.104177125818529,1,0.01637864112854004,0.05655407905578613,0.4977176,0.22577913,49.83021449162589,0.08914566040039062,0.943376486852385,0.7383860924304029
0.6494426727294922,53.95004666948323,40.70192995651044,94.7909690431019,-55.74457508848829,3.137330695398246,1,0.024541616439819336,0.03679609298706055,0.50041586,0.19332108,50.24219770941163,0.12778186798095703,0.8082415417545848,0.5770286790307508
0.6338145732879639,32.8662717041945,70.1030158773494,111.0227481116815,-149.9496115922809,3.853420947699968,1,0.019249439239501953,0.03896808624267578,0.49615577,0.22954838,48.50460510888992,0.09308743476867676,0.749415973893566,0.7313972233640811
0.47727322578430176,36.31639884433967,76.5368659465679,105.27663396891379,-184.5217682948748,4.215192652859895,1,0.012769937515258789,0.03705739974975586,0.4987731,0.1844926,47.28578448243489,0.0738213062286377,0.8058206435283143,0.7947292816444174
0.41007447242736816,29.14936232118942,18.85397336109498,61.537272307929356,-1.644622485272508,4.164234621414049,1,0.014161825180053711,0.03876972198486328,0.49924368,0.23982544,45.47214226631034,0.06832766532897949,0.37835797059418186,0.3623470317714977
0.431412935256958,37.754722858789904,24.397895447693628,77.4821421261678,3.8237148619209895,4.24838709920457,1,0.014250516891479492,0.034896135330200195,0.50023323,0.1601431,44.7004003255583,0.06744980812072754,0.4180396873844352,0.40652777098174425
0.504291296005249,-28.626026182278896,116.52268212560293,80.47752386844563,-216.13073584273045,4.030375889997784,1,0.024752378463745117,0.05264401435852051,0.5057988,0.14250354,37.36775767477458,0.09285974502563477,1.1614965905222459,1.0105528491650508
0.5724637508392334,4.566150295664754,78.17903700719012,78.6630431024107,-191.04370361044775,4.076596228825264,1,0.01239466667175293,0.03415942192077637,0.5001767,0.17001581,34.087596936863605,0.061753034591674805,0.9499479403000847,0.9446188497079014
0.42795419692993164,34.06579978852609,34.0952763893739,79.08569062145095,-27.494064389373232,3.3901011369528415,1,0.01265096664428711,0.03512310981750488,0.5020575,0.2598369,34.085417222029854,0.0636441707611084,0.7981871063577433,0.665647329638767
0.4132046699523926,21.45065371800293,82.2417912652726,93.68415044903284,-207.65340116947266,3.788205763541561,1,0.012475728988647461,0.0336453914642334,0.4953326,0.13619058,32.82194087162716,0.06331992149353027,0.8720845506796776,0.853694617708106
0.4589669704437256,0.9795251248625817,66.41892991863402,60.07578097408637,-190.49908957802737,4.154353850448406,1,0.012251615524291992,0.03360891342163086,0.49758038,0.16840047,29.637699296950707,0.07355761528015137,1.0256276185438855,0.9444060310076093
0.404512882232666,-0.811950462299557,75.01342040820555,77.92944806858921,-204.97839883705828,3.7452648466809473,1,0.01186370849609375,0.03548550605773926,0.4990464,0.20817634,26.592734321025684,0.06681704521179199,0.9570307556259238,0.9416618299098222
0.7816131114959717,15.329706419015494,81.01649066417227,95.45972146439186,-206.6508209288086,3.9425854394010007,1,0.025463342666625977,0.03562211990356445,0.50126845,0.15334131,25.466431530824664,0.10277056694030762,0.91534864606071,0.8734020333492953
0.6525533199310303,-9.587780139197683,45.128585017315835,43.42004954325684,-92.68281732271782,4.710182698157893,1,0.018147706985473633,0.04130268096923828,0.49703717,0.108964756,21.961010363822428,0.10961341857910156,1.2463368825687442,0.949044795553124
0.7330000400543213,5.727551604635411,91.8820204167055,92.42662433707663,-175.53459030525212,4.359437557706316,1,0.013565778732299805,0.04119539260864258,0.498532,0.19925903,20.337664487903726,0.06700348854064941,0.966797101492107,0.8635623155029877
0.40586304664611816,7.633027231349468,29.809393715571016,55.31323097861621,-42.403438348780405,4.295846107092978,1,0.01110076904296875,0.03776097297668457,0.49349964,0.17581987,19.067200762248298,0.08065223693847656,0.8723771853479747,0.8535645508063738
