ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Epoch,SampleStep
-0.9315322041511536,-0.0001842048,9313.48,0.0001842048,0.0,101.0,35,36360
-0.9230709075927734,-0.0012816697,9217.893,0.001281055,6.146681e-08,101.0,36,37370
-0.9168069958686829,-0.0048944326,9119.126,0.0048944326,0.0,101.0,37,38380
-0.9744539260864258,-0.06871954,9057.344,0.06871954,0.0,101.0,38,39390
-0.9502527713775635,-0.054567218,8956.855,0.054567218,0.0,101.0,39,40400
-0.9589864015579224,-0.07431584,8846.706,0.07431582,1.3969836e-09,101.0,40,41410
-1.1949975490570068,-0.31846118,8765.363,0.31846118,0.0,101.0,41,42420
-0.982662558555603,-0.11409646,8685.661,0.11409646,0.0,101.0,42,43430
-0.8590586185455322,-1.6861213e-05,8590.418,1.6861213e-05,0.0,101.0,43,44440
-0.8489946126937866,-2.5678179e-05,8489.689,2.53755e-05,3.0267866e-08,101.0,44,45450
-1.561749815940857,-0.7219886,8397.612,0.06842126,0.06535674,101.0,45,46460
-0.8806043267250061,-0.049190868,8314.135,0.046648543,0.0002542324,101.0,46,47470
-0.829238772392273,-0.005632748,8236.061,0.005632748,0.0,101.0,47,48480
-0.81654953956604,-0.0028393972,8137.1016,0.002839374,2.3283058e-09,101.0,48,49490
-1.0298664569854736,-0.22413373,8057.328,0.22413373,0.0,101.0,49,50500
-0.8588933348655701,-0.061063267,7978.301,0.061063267,0.0,101.0,50,51510
-0.7913085222244263,-0.0005455781,7907.63,0.0005455781,0.0,101.0,51,52520
-0.808308482170105,-0.024865307,7834.4316,0.024865307,0.0,101.0,52,53530
-0.7875673770904541,-0.011806875,7757.6055,0.011806875,0.0,101.0,53,54540
-0.7720266580581665,-0.0020389268,7699.877,0.0020389268,0.0,101.0,54,55550
-0.8068749904632568,-0.045195345,7616.797,0.04491525,2.8009448e-05,101.0,55,56560
-0.755273699760437,-4.0130535e-06,7552.6973,4.0130535e-06,0.0,101.0,56,57570
-0.8132918477058411,-0.064280905,7490.1094,0.064280905,0.0,101.0,57,58580
-0.7412694096565247,-0.0007174491,7405.5195,0.00057205197,1.4539714e-05,101.0,58,59590
-0.7348999977111816,-5.658179e-05,7348.4346,5.658179e-05,0.0,101.0,59,60600
-1.2890286445617676,-0.5612019,7278.2686,0.5612018,6.5192527e-09,101.0,60,61610
-0.7225191593170166,-5.187135e-06,7225.1396,5.187135e-06,0.0,101.0,61,62620
-0.7200329899787903,-0.00078288885,7192.501,0.00078288885,0.0,101.0,62,63630
-0.7116997241973877,-7.1463646e-06,7116.926,3.436454e-07,6.802719e-07,101.0,63,64640
-0.8869701623916626,-0.18056454,7064.0566,0.18056454,0.0,101.0,64,65650
-0.7018932104110718,-9.456597e-07,7018.923,9.3634645e-07,9.3132246e-10,101.0,65,66660
-0.7061470746994019,-0.009333616,6968.135,0.0093336115,4.6566126e-10,101.0,66,67670
-0.7113499641418457,-0.02152952,6898.205,0.02152952,0.0,101.0,67,68680
-0.7654715776443481,-0.08056335,6849.082,0.0794474,0.00011159468,101.0,68,69690
-0.6810320615768433,-6.5867745e-05,6809.662,6.5867745e-05,0.0,101.0,69,70700
-0.674663782119751,-0.0001408574,6745.2295,1.2759034e-07,1.4072981e-05,101.0,70,71710
-0.668389081954956,-8.817476e-06,6683.8027,8.817476e-06,0.0,101.0,71,72720
-0.8397522568702698,-0.1739177,6658.3457,0.1739177,0.0,101.0,72,73730
-0.6612958312034607,-1.8310544e-05,6612.7754,1.8310544e-05,0.0,101.0,73,74740
-0.6563945412635803,-0.00030974086,6560.8477,0.00030974086,0.0,101.0,74,75750
-0.6752819418907166,-0.025768692,6495.133,0.025768692,0.0,101.0,75,76760
-0.6465811133384705,-8.260601e-05,6464.9854,8.260601e-05,0.0,101.0,76,77770
-0.684403657913208,-0.04249137,6419.123,0.04249137,0.0,101.0,77,78780
-0.6372843384742737,-1.12288535e-05,6372.7314,1.12288535e-05,0.0,101.0,78,79790
-0.6328034996986389,-0.00015268405,6326.508,0.00015268405,0.0,101.0,79,80800
-0.6304446458816528,-0.0031935943,6272.5107,0.0031935943,0.0,101.0,80,81810
-0.6251382827758789,-0.0027708812,6223.674,0.0027708812,0.0,101.0,81,82820
-0.7877205014228821,-0.17070168,6170.1885,0.17070168,0.0,101.0,82,83830
-0.8203232288360596,-0.20888601,6114.372,0.20888601,0.0,101.0,83,84840
-0.6210494041442871,-0.012551518,6084.9785,0.0125512015,3.166484e-08,101.0,84,85850
-1.1115717887878418,-0.50752616,6040.457,0.50725824,2.679264e-05,101.0,85,86860
-0.6004726886749268,-8.19723e-06,6004.6445,8.19723e-06,0.0,101.0,86,87870
-0.609520435333252,-0.012379812,5971.4062,0.012379812,0.0,101.0,87,88880
-0.5959694385528564,-0.0047602607,5912.092,0.0047602607,0.0,101.0,88,89890
-0.5869557857513428,-1.917606e-06,5869.539,1.917606e-06,0.0,101.0,89,90900
-0.7211406230926514,-0.13822071,5829.199,0.13822071,0.0,101.0,90,91910
-0.641804575920105,-0.06344704,5783.575,0.063447036,4.6566126e-10,101.0,91,92920
-0.5760360360145569,-0.002206274,5738.298,0.002206274,0.0,101.0,92,93930
-0.5875117778778076,-0.016753942,5707.578,0.016753923,1.8626447e-09,101.0,93,94940
-0.5668400526046753,-1.9326562e-06,5668.382,1.9326562e-06,0.0,101.0,94,95950
-0.5752573609352112,-0.010754231,5645.0312,0.01074896,5.2709635e-07,101.0,95,96960
-0.5602259635925293,-0.0007420114,5594.84,0.0007420114,0.0,101.0,96,97970
-0.5567591190338135,-0.0007782463,5559.8086,0.0007782463,0.0,101.0,97,98980
-0.5862681865692139,-0.034240358,5520.2783,0.032429907,0.0001810451,101.0,98,99990
-0.616664469242096,-0.068234645,5484.299,0.068234645,0.0,101.0,99,101000
-0.5463029742240906,-0.0022514455,5440.5156,0.0022510497,3.958101e-08,101.0,100,102010
-0.5653991103172302,-0.02614092,5392.582,0.02614092,0.0,101.0,101,103020
-0.5391439199447632,-0.0017951196,5373.4883,0.001795101,1.8626447e-09,101.0,102,104030
-0.532784640789032,-0.00021261204,5325.7207,0.00021261204,0.0,101.0,103,105040
-0.5315874218940735,-0.0022556663,5293.3174,0.0022556663,0.0,101.0,104,106050
-0.5255905389785767,-0.0007953533,5247.952,0.0007953533,0.0,101.0,105,107060
-0.5723429918289185,-0.052104898,5202.381,0.052104898,0.0,101.0,106,108070
-0.5286131501197815,-0.012375318,5162.379,0.012375076,2.4214312e-08,101.0,107,109080
-0.5356594324111938,-0.022449046,5132.1035,0.022449046,0.0,101.0,108,110090
-0.5143426060676575,-0.0049766423,5093.66,0.0049766423,0.0,101.0,109,111100
-0.5046756267547607,-0.00015531715,5045.203,0.00015482355,4.9359784e-08,101.0,110,112110
-0.5499876141548157,-0.04804764,5019.3994,0.048047613,2.793967e-09,101.0,111,113120
-0.5326752662658691,-0.032648418,5000.268,0.032133706,5.147122e-05,101.0,112,114130
-0.496877521276474,-0.0011733735,4957.0415,0.0011733735,0.0,101.0,113,115140
-0.5146307945251465,-0.023788694,4908.421,0.023788694,0.0,101.0,114,116150
-0.5432156324386597,-0.054851897,4883.637,0.054851897,0.0,101.0,115,117160
-0.5861823558807373,-0.099945374,4862.3696,0.09991713,2.8246357e-06,101.0,116,118170
-0.5105491876602173,-0.02827491,4822.743,0.028274836,7.4505735e-09,101.0,117,119180
-0.479177325963974,-0.0006646517,4785.127,0.0006646517,0.0,101.0,118,120190
-0.5654709339141846,-0.09151704,4739.539,0.09151703,4.6566126e-10,101.0,119,121200
-0.4713718891143799,-0.00051371206,4708.582,0.00051371206,0.0,101.0,120,122210
-0.5016476511955261,-0.034245808,4674.0186,0.0342458,9.3132246e-10,101.0,121,123220
-0.46446892619132996,-7.855079e-06,4644.611,7.855079e-06,0.0,101.0,122,124230
-0.460919588804245,-8.216438e-06,4609.114,8.216438e-06,0.0,101.0,123,125240
-0.45742785930633545,-0.00032721064,4571.007,0.00032721064,0.0,101.0,124,126250
-0.4579513669013977,-0.004260265,4536.911,0.0042602415,2.328306e-09,101.0,125,127260
-0.45030477643013,-0.0005156293,4497.8916,0.0005156293,0.0,101.0,126,128270
-0.48649677634239197,-0.04018102,4463.1577,0.040181,1.8626447e-09,101.0,127,129280
-0.4414677023887634,-0.0002758798,4411.9185,0.0002758798,0.0,101.0,128,130290
-0.47370100021362305,-0.03610471,4375.963,0.036104534,1.7695088e-08,101.0,129,131300
-0.4338619112968445,-3.349468e-05,4338.284,3.3462085e-05,3.2596277e-09,101.0,130,132310
-0.43001142144203186,-6.0174512e-05,4299.5127,6.0002218e-05,1.722943e-08,101.0,131,133320
-0.42818403244018555,-0.0024837675,4257.003,0.0024837675,0.0,101.0,132,134330
-0.4222501218318939,-3.7119316e-05,4222.13,3.4581546e-05,2.5377722e-07,101.0,133,135340
-0.5553135275840759,-0.1359912,4193.2236,0.1359912,0.0,101.0,134,136350
-0.4221011996269226,-0.00705434,4150.4688,0.00705434,0.0,101.0,135,137360
-0.4915069341659546,-0.08008878,4114.1816,0.080088764,1.3969836e-09,101.0,136,138370
-0.40871840715408325,-0.001006989,4077.1143,0.001006989,0.0,101.0,137,139380
-0.43344011902809143,-0.029362785,4040.7734,0.029362785,0.0,101.0,138,140390
-0.3999786674976349,-1.3064691e-05,3999.6562,1.3064691e-05,0.0,101.0,139,141400
-0.3968401849269867,-0.00044223107,3963.9795,0.00044223107,0.0,101.0,140,142410
-0.4156978130340576,-0.022075428,3936.224,0.022075284,1.4435475e-08,101.0,141,143420
-0.392027348279953,-0.00094600394,3910.8135,0.00094600394,0.0,101.0,142,144430
-0.38772034645080566,-0.001288519,3864.3184,0.001288519,0.0,101.0,143,145440
-0.38293206691741943,-0.000105762796,3828.2632,0.000105762796,0.0,101.0,144,146450
-0.380450040102005,-0.00025539144,3801.9463,6.00701e-08,2.5533136e-05,101.0,145,147460
-0.3775312304496765,-0.00011780429,3774.1343,0.00011778566,1.8626447e-09,101.0,146,148470
-0.5939689874649048,-0.22033815,3736.3086,0.22033566,2.481896e-07,101.0,147,149480
-0.37249189615249634,-0.0017320415,3707.5986,0.0017320415,0.0,101.0,148,150490
-0.36805057525634766,-0.0003682991,3676.8228,0.0003682991,0.0,101.0,149,151500
-0.3919445872306824,-0.02790459,3640.4,0.027904578,1.3969836e-09,101.0,150,152510
-0.3607960045337677,-1.128677e-06,3607.9487,1.128677e-06,0.0,101.0,151,153520
-0.38149362802505493,-0.024006825,3574.8682,0.02400675,7.4505766e-09,101.0,152,154530
-0.3560267388820648,-0.0012890425,3547.377,0.0012890425,0.0,101.0,153,155540
-0.35190466046333313,-0.00014977908,3517.5488,0.00014977908,0.0,101.0,154,156550
-0.35402411222457886,-0.005675972,3483.4814,0.005675972,0.0,101.0,155,157560
-0.35373684763908386,-0.007914143,3458.227,0.007913314,8.28872e-08,101.0,156,158570
-0.34369733929634094,-0.00030520436,3433.9214,0.00030519505,9.3132246e-10,101.0,157,159580
-0.34091031551361084,-0.00026041528,3406.499,0.00025893917,1.4761184e-07,101.0,158,160590
-0.34357115626335144,-0.005646636,3379.245,0.0056465985,3.7252885e-09,101.0,159,161600
-0.37519314885139465,-0.03945089,3357.4229,0.039442357,8.5346664e-07,101.0,160,162610
-0.33397629857063293,-0.000905225,3330.711,0.000901607,3.6180205e-07,101.0,161,163620
-0.4803488254547119,-0.14960763,3307.412,0.14960763,0.0,101.0,162,164630
-0.3301849961280823,-0.0026033157,3275.817,0.0026033157,0.0,101.0,163,165640
-0.38322970271110535,-0.05846008,3247.6963,0.058458798,1.2805475e-07,101.0,164,166650
-0.5467101335525513,-0.22476192,3219.4824,0.0016379539,0.022312397,101.0,165,167660
-0.3197741210460663,-1.2944604e-06,3197.7285,1.2804906e-06,1.3969836e-09,101.0,166,168670
-0.6376810073852539,-0.31995845,3177.2256,0.31995833,1.07101945e-08,101.0,167,169680
-0.3210284411907196,-0.006724829,3143.0361,0.0067248195,9.3132246e-10,101.0,168,170690
-0.36185818910598755,-0.049937923,3119.2026,0.049937915,9.313225e-10,101.0,169,171700
-0.3104020655155182,-0.00012745484,3102.746,0.00012745484,0.0,101.0,170,172710
-0.30847516655921936,-8.2150045e-06,3084.6694,8.2150045e-06,0.0,101.0,171,173720
-0.3058129549026489,-0.00014078325,3056.7217,0.00014076462,1.8626449e-09,101.0,172,174730
-0.30334582924842834,-2.341857e-05,3033.224,2.341857e-05,0.0,101.0,173,175740
-0.3027004897594452,-0.0016874947,3010.13,0.0016874947,0.0,101.0,174,176750
-0.32180535793304443,-0.023649285,2981.561,0.022813492,8.357929e-05,101.0,175,177760
-0.29628971219062805,-4.2060892e-05,2962.4766,1.6993075e-05,2.5067816e-06,101.0,176,178770
-0.29424428939819336,-1.0918063e-05,2942.334,1.0615384e-05,3.0267866e-08,101.0,177,179780
-0.29367995262145996,-0.0021749525,2915.0503,0.00024364115,0.00019313113,101.0,178,180790
-0.2901579737663269,-9.24374e-05,2900.6553,9.243275e-05,4.6566126e-10,101.0,179,181800
-0.28756242990493774,-0.00023392554,2873.2852,0.00023392554,0.0,101.0,180,182810
-0.28569960594177246,-4.1808395e-05,2856.5781,4.1808395e-05,0.0,101.0,181,183820
-0.2832767367362976,-2.6894302e-06,2832.7407,2.6894302e-06,0.0,101.0,182,184830
-0.28700628876686096,-0.0060574724,2809.4883,0.0060574724,0.0,101.0,183,185840
-0.27887850999832153,-0.0002820243,2785.9648,0.0002820243,0.0,101.0,184,186850
-0.3137785494327545,-0.03662715,2771.5142,0.036625255,1.8951954e-07,101.0,185,187860
-0.28067195415496826,-0.005431527,2752.4043,0.005415409,1.6118145e-06,101.0,186,188870
-0.27243125438690186,-0.0005250613,2719.062,0.00046678068,5.8280593e-06,101.0,187,189880
-0.2705819606781006,-0.00041641682,2701.6553,0.00041641682,0.0,101.0,188,190890
-0.2692932188510895,-0.0011368265,2681.564,0.0011368218,4.6566126e-10,101.0,189,191900
-0.300486296415329,-0.03466868,2658.1763,0.03466741,1.2712377e-07,101.0,190,192910
-0.2650589346885681,-0.0009583549,2641.0059,0.0009583549,0.0,101.0,191,193920
-0.31654077768325806,-0.055230424,2613.1035,0.037297055,0.001793337,101.0,192,194930
-0.27250799536705017,-0.012867259,2596.4072,0.01286717,8.8475565e-09,101.0,193,195940
-0.2698356509208679,-0.012317378,2575.1826,0.012316163,1.2153582e-07,101.0,194,196950
-0.25701645016670227,-0.00076562923,2562.5083,1.7173474e-05,7.484558e-05,101.0,195,197960
-0.3088652491569519,-0.054279506,2545.8574,0.054236203,4.3301116e-06,101.0,196,198970
-0.2608860731124878,-0.007876537,2530.0952,0.007876532,4.6566126e-10,101.0,197,199980
-0.2524130642414093,-0.0016507909,2507.623,0.0016507909,0.0,101.0,198,200990
-0.2519083619117737,-0.0016870203,2502.2134,0.0016870156,4.6566126e-10,101.0,199,202000
-0.24879343807697296,-0.00022445046,2485.69,0.00022187544,2.5750236e-07,101.0,200,203010
-0.2466910183429718,-0.00036104297,2463.2998,0.0003376687,2.3374287e-06,101.0,201,204020
