ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-213010923520.0,-213010920000.0,81221.31,73976780.0,2782601.0,8.18578247776197,15237832.0,188448.28,-2123203584.0,-2123203600.0,80295.32,50
-8543657984.0,-8543658000.0,80639.56,26385930.0,292188.3,-15.242409644494384,14328264.0,315676.3,-670820352.0,-670820350.0,80155.984,53
-1315739776.0,-1315739800.0,80356.266,23206684.0,373088.44,-19.0188280592669,12129250.0,224277.11,-67684896.0,-67684890.0,80117.75,56
-281307424.0,-281307420.0,80263.81,19528796.0,539831.4,-4.2285433992316435,13750832.0,301082.38,-55117804.0,-55117796.0,80097.59,59
-40627648.0,-40627640.0,80237.94,19843242.0,489942.03,-28.21231608905302,12963376.0,306641.97,-1084760.25,-1084752.2,80086.94,62
-14711635.0,-14711627.0,80224.664,16559201.0,533314.6,-18.803327877628195,11886500.0,234146.16,-962834.375,-962826.4,80076.24,65
-22952544.0,-22952536.0,80214.96,16236292.0,545641.8,-7.441680678649993,10656783.0,304456.4,-6833828.0,-6833820.0,80075.234,68
-8844746.0,-8844738.0,80207.53,15110745.0,419019.2,-32.73616469145129,9794614.0,359569.6,-5957295.0,-5957287.0,80069.57,71
-1308857.75,-1308849.8,80201.42,14753316.0,458821.75,-14.866918043755815,9033322.0,322407.06,-829490.5625,-829482.56,80060.125,74
-1154036.75,-1154028.8,80192.734,14168332.0,288524.0,-24.560102761892065,7393510.0,188388.84,-627841.4375,-627833.44,80041.3,77
-1414667.5,-1414659.5,80180.03,11236853.0,297077.56,-5.042036710459717,8617047.0,205052.88,-721911.4375,-721903.44,80026.1,80
-902487.75,-902479.75,80160.88,10613922.0,272223.2,-5.915658923273812,6503567.0,169203.39,-554638.6875,-554630.7,79976.69,83
-969476.6875,-969468.7,80130.94,9348438.0,244247.3,-14.436431571487859,6277061.0,167683.9,-538283.375,-538275.4,79912.11,86
-686988.875,-686980.9,80088.76,7918652.5,223283.4,-12.942490691756174,6152824.5,128437.234,-503319.21875,-503311.25,79807.16,89
-597065.125,-597057.1,80036.5,6803704.0,201888.0,-14.911552113781507,4094824.5,137150.25,-369955.1875,-369947.22,79678.84,92
-550970.125,-550962.1,79958.14,6258807.0,188258.02,-23.554040600665616,3946720.0,116877.516,-346215.21875,-346207.25,79623.4,95
-469009.25,-469001.25,79866.44,5574338.0,135582.1,-6.520233018701872,3697611.0,107925.78,-323301.125,-323293.2,79508.52,98
-406883.6875,-406875.72,79749.25,4686223.0,132583.81,-39.16083567867802,2782961.5,50282.703,-15566690.0,-15566682.0,79438.625,101
-73819.34375,-73811.64,77015.44,847269.9,24273.285,-38.05661235865252,1999028.4,32882.86,-157582.28125,-157574.34,79385.89,104
-53196.20703125,-53188.64,75646.98,613176.1,17205.758,-14.728417974242413,2028181.8,46625.938,-168854.609375,-168846.67,79299.766,107
-37100.76953125,-37093.234,75344.45,431134.62,11623.933,5.33711028548274,2191825.8,25528.424,-165651.8125,-165643.89,79215.39,110
-34153.49609375,-34145.95,75456.195,391599.5,11221.912,-17.673720297915366,1619958.5,24764.111,-126437.6953125,-126429.78,79139.88,113
-29359.80078125,-29352.238,75622.3,350841.12,8213.553,-25.422589705370658,1098234.5,11609.209,-82232.2578125,-82224.35,79069.89,116
-24077.630859375,-24070.05,75809.96,292942.84,6197.3057,-12.611742592809614,880807.25,5689.908,-63514.00390625,-63506.1,79030.94,119
-20343.32421875,-20335.725,75995.05,248112.1,5161.749,-49.55122123959707,814343.25,4850.2227,-58448.35546875,-58440.453,79016.734,122
-17666.18359375,-17658.56,76230.77,223999.22,3616.6948,-8.271630939417287,871563.25,3008.746,-61074.21484375,-61066.3,79152.414,125
-13777.431640625,-13769.782,76491.2,177268.72,2542.8638,3.4191324440930533,576421.75,1836.8901,-40309.734375,-40301.81,79246.09,128
-10238.173828125,-10230.496,76775.83,129296.09,2109.7305,-9.813476677962989,560813.0,1438.6455,-38984.05859375,-38976.12,79373.266,131
