Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,AverageReturn,Epoch,SampleStep
6620391.0,296573.25,-648732.125,-648724.1,79730.66,-14.93487186845753,85,8600
6390875.0,253276.31,-603903.3125,-603895.3,79710.6,-12.005779386506875,86,8700
6253121.0,224736.2,-575269.375,-575261.4,79693.09,-36.138896399125386,87,8800
6611440.5,442506.44,-746875.9375,-746868.0,79668.73,-6.547385056434559,88,8900
5787648.0,487854.28,-721817.6875,-721809.75,79627.516,-6.3912165054461365,89,9000
5148340.5,237718.12,-509296.03125,-509288.06,79590.56,-36.46763927295489,90,9100
5431900.0,249896.12,-536724.3125,-536716.4,79553.19,-16.703757467944065,91,9200
4536423.0,161543.56,-416343.40625,-416335.47,79523.37,-14.313758082070118,92,9300
4624332.0,135693.84,-404800.125,-404792.2,79505.875,-11.111961681897187,93,9400
4436633.5,124469.79,-384503.96875,-384496.03,79475.805,-22.053363369548716,94,9500
4177322.0,145565.61,-381232.0,-381224.06,79447.914,-32.04581325795002,95,9600
3936502.8,102402.555,-335728.90625,-335720.97,79415.39,-35.11172997583805,96,9700
3581246.5,138003.78,-335780.0625,-335772.12,79385.92,-15.287676551020978,97,9800
3464908.8,95050.28,-298842.125,-298834.2,79346.35,-5.275273578505602,98,9900
3387146.5,142658.66,-325795.625,-325787.7,79304.625,-36.86084767326535,99,10000
2171505.5,73051.305,-196434.390625,-196426.47,79234.31,-2.4965734340789227,100,10100
2270783.2,98548.92,-220405.921875,-220398.0,79205.85,-10.36859599838596,101,10200
2567965.5,77704.56,-226410.671875,-226402.75,79181.51,-22.829774039224418,102,10300
3061983.0,116414.45,-286033.71875,-286025.8,79151.29,-19.145357403077508,103,10400
2522979.5,122841.25,-253909.5,-253901.6,79109.734,-10.794375803696324,104,10500
1951177.1,88410.34,-191918.375,-191910.47,79068.34,-33.368512905266925,105,10600
1466126.8,62968.996,-141880.59375,-141872.69,79022.984,-19.157564814920555,106,10700
2372425.0,137646.9,-253740.453125,-253732.55,78989.1,-22.661004440062758,107,10800
1333428.4,50153.508,-124229.265625,-124221.375,78943.445,-9.363778983051692,108,10900
1264421.0,45785.547,-116604.015625,-116596.125,78896.26,-22.28043923732369,109,11000
2252671.0,78878.61,-205869.84375,-205861.95,78892.46,-26.493722614701635,110,11100
1384306.8,47869.22,-126126.359375,-126118.47,78885.68,-23.34941360706622,111,11200
1543258.5,61686.52,-146232.09375,-146224.2,78868.695,-20.91351549722113,112,11300
1470530.2,65808.016,-144099.640625,-144091.75,78854.75,2.3624546902597716,113,11400
1468932.6,46292.46,-130785.8359375,-130777.95,78851.125,-7.116788387971868,114,11500
1381372.0,38107.92,-119322.53125,-119314.65,78840.71,-20.87162288901461,115,11600
1501088.8,71631.88,-150108.359375,-150100.47,78832.58,-12.431027726224476,116,11700
859767.7,33507.195,-80913.59375,-80905.71,78827.75,-11.215548171832722,117,11800
989234.06,41004.22,-94747.3359375,-94739.45,78821.734,-7.750984994373442,118,11900
1369819.1,50705.562,-127065.3046875,-127057.42,78816.375,0.5472138143318805,119,12000
1120857.6,39661.203,-102745.203125,-102737.32,78810.25,-4.892833283341596,120,12100
863356.25,30510.977,-79128.9453125,-79121.06,78805.586,-26.36075000204975,121,12200
592871.25,22716.207,-55551.33203125,-55543.453,78808.53,-1.9436738273156253,122,12300
574044.4,21091.75,-53178.1328125,-53170.25,78814.2,-10.525975421643645,123,12400
908256.56,36105.367,-85952.8359375,-85944.95,78806.68,-30.578771354062347,124,12500
575733.9,22897.39,-54514.28125,-54506.402,78800.34,-23.67088782559423,125,12600
889379.1,32971.41,-82554.7734375,-82546.89,78813.305,-4.329398921050892,126,12700
801930.8,25442.383,-71542.6328125,-71534.75,78805.016,-6.539846348079107,127,12800
533071.44,22751.293,-51528.5625,-51520.68,78844.914,-19.568509793414165,128,12900
353219.97,14575.021,-33825.75,-33817.863,78861.14,-11.567667467854609,129,13000
408180.88,18458.135,-40172.44140625,-40164.555,78878.8,-6.973214619833813,130,13100
425219.2,16345.758,-39895.9921875,-39888.1,78904.95,-19.062848919363546,131,13200
268074.94,12865.914,-26907.681640625,-26899.79,78931.164,-31.65817631917892,132,13300
321854.8,12360.264,-30204.681640625,-30196.785,78960.94,-13.002420175392926,133,13400
310538.16,14035.886,-30572.765625,-30564.867,78979.41,-16.16489212181443,134,13500
407104.2,15259.22,-37934.96484375,-37927.062,79011.984,-8.916054798545973,135,13600
204935.66,8226.903,-19496.099609375,-19488.193,79062.07,-3.3343927460860625,136,13700
255637.1,9329.521,-23673.06640625,-23665.156,79106.8,5.398416003556393,137,13800
206263.02,7247.3887,-18923.115234375,-18915.2,79166.25,-33.43439155864653,138,13900
248207.77,8814.912,-22822.130859375,-22814.207,79234.19,-2.257266201768106,139,14000
195805.36,4955.8965,-16664.884765625,-16656.953,79313.02,3.0312861871368404,140,14100
162321.66,3788.6736,-13609.2998046875,-13601.36,79399.4,-15.146240512596014,141,14200
94169.625,2055.806,-7825.03125,-7817.082,79491.19,-18.842193825225195,142,14300
92412.25,2344.4937,-7901.47314453125,-7893.513,79597.23,-25.05852151918794,143,14400
120842.34,4703.723,-11421.7158203125,-11413.745,79711.484,0.7246086300420954,144,14500
62328.67,1469.5146,-5273.73486328125,-5265.751,79837.09,-17.793473321311584,145,14600
75385.87,2092.4673,-6578.833984375,-6570.837,79972.84,-16.147843785637193,146,14700
80360.55,2545.4272,-7221.9814453125,-7213.969,80120.25,-18.291740664336604,147,14800
59281.395,1399.4695,-5020.17822265625,-5012.1504,80280.414,-9.47665338699481,148,14900
47825.21,1174.9624,-4093.06396484375,-4085.019,80449.42,4.07072782877663,149,15000
28447.63,761.1107,-2501.802734375,-2493.74,80627.24,-0.4852513022239344,150,15100
32512.068,684.7716,-2725.19580078125,-2717.114,80817.95,-22.692378879068468,151,15200
31256.797,498.86063,-2514.47265625,-2506.371,81015.81,-29.71374484627791,152,15300
20431.89,258.73126,-1619.507568359375,-1611.3855,81221.09,-21.620768786253272,153,15400
20348.39,470.45593,-1757.1474609375,-1749.0042,81433.516,-13.831918811177148,154,15500
16801.367,231.02249,-1355.1318359375,-1346.9667,81651.734,-38.965964969359106,155,15600
18554.914,232.58044,-1474.866455078125,-1466.6793,81871.9,-20.796950545014525,156,15700
10916.94,180.96684,-923.1192626953125,-914.9099,82093.55,-13.331509312868663,157,15800
11541.643,162.51797,-952.9310302734375,-944.6981,82329.3,-5.73761793147273,158,15900
13274.961,169.38242,-1074.8880615234375,-1066.6327,82554.08,-0.2456505740567415,159,16000
9231.733,162.13428,-796.4105224609375,-788.1323,82781.97,-16.981885785339237,160,16100
10435.882,152.10489,-871.1285400390625,-862.8276,83009.375,-34.423298601784616,161,16200
4897.879,97.645294,-459.55535888671875,-451.23248,83228.86,-33.04078122458008,162,16300
4588.5537,116.570465,-451.45098876953125,-443.10733,83436.58,-29.35158856672414,163,16400
6793.8193,84.65402,-579.0994873046875,-570.7354,83640.86,-26.666486485337153,164,16500
3137.6929,58.21571,-313.82745361328125,-305.44376,83836.91,-22.039793469347607,165,16600
2853.1013,67.29648,-300.7339172363281,-292.33084,84030.84,-29.472411616662665,166,16700
20781.992,50.67552,-1502.701904296875,-1494.2897,84122.16,-9.900414063328073,167,16800
20642.102,56.761417,-1497.3658447265625,-1488.9418,84241.086,-9.958211868599493,168,16900
2287.7954,59.831802,-257.4588928222656,-249.02676,84321.28,-8.481492982966403,169,17000
53659.266,268.3436,-3874.748046875,-3866.308,84400.47,-4.051337417960983,170,17100
10147.273,1962.3232,-2076.662841796875,-2068.23,84327.5,-18.629715464782386,171,17200
10021.362,518.716,-1091.2757568359375,-1082.8551,84206.75,-15.462796543906357,172,17300
5632.0977,277.70892,-631.1732177734375,-622.7601,84131.445,-5.012217341963585,173,17400
11835.904,219.07072,-1011.2845458984375,-1002.878,84065.5,-22.09340900034032,174,17500
6690.4385,170.375,-630.1452026367188,-621.74524,83999.7,-16.624824864800928,175,17600
3836.7993,112.61556,-397.9549865722656,-389.5617,83932.86,-15.480382654230233,176,17700
21509.012,242.47992,-1681.6591796875,-1673.2747,83845.02,-21.358093779807813,177,17800
12744.682,173.21127,-1041.7159423828125,-1033.3408,83751.1,-25.815339170697932,178,17900
4888.922,90.21499,-453.9629821777344,-445.59845,83645.33,-14.726668314144671,179,18000
3998.117,100.68562,-400.76104736328125,-392.40503,83560.24,-18.05971193899069,180,18100
3348.543,92.10771,-350.9910583496094,-342.6454,83456.664,-14.198070316397727,181,18200
4304.618,162.29843,-463.171142578125,-454.83713,83340.016,-16.53363517196573,182,18300
3031.739,136.39001,-359.4941711425781,-351.17282,83213.555,-13.319249994514964,183,18400
1630.9636,53.037926,-208.292236328125,-199.98325,83089.92,-22.61102583484305,184,18500
1877.6392,38.025963,-214.8131561279297,-206.51695,82962.02,-33.71477325060003,185,18600
1884.7139,70.4054,-237.18887329101562,-228.9061,82827.695,-27.862299818744162,186,18700
2302.8452,45.158638,-248.3816680908203,-240.11618,82654.94,-24.494167654625645,187,18800
8585.886,65.24669,-687.116455078125,-678.8678,82486.484,-12.586061413617191,188,18900
5455.5684,55.14208,-468.4405822753906,-460.209,82315.766,-8.164857384437685,189,19000
3352.1396,58.6572,-328.46942138671875,-320.2536,82158.28,-36.98605905369831,190,19100
13085.506,248.68097,-1115.6678466796875,-1107.4722,81956.22,-16.43227225281202,191,19200
23845.531,2061.87,-3070.708740234375,-3062.52,81888.2,-12.36189137874675,192,19300
17811.625,1624.1187,-6096.6953125,-6088.5,81951.59,-12.555149364165297,193,19400
10747.719,1649.5841,-1905.4266357421875,-1897.2375,81891.25,-21.697716001537483,194,19500
17976.352,1401.6306,-2226.783447265625,-2218.598,81854.734,-9.998202287575513,195,19600
15222.877,1868.4263,-2356.327880859375,-2348.1465,81814.7,-25.908214068342584,196,19700
8113.006,728.3154,-1103.7291259765625,-1095.5521,81769.875,-2.43293743584967,197,19800
7035.2373,600.1787,-944.087890625,-935.9149,81729.72,-9.667161563450506,198,19900
8423.988,835.4215,-1197.241455078125,-1189.0718,81696.57,-8.852091806080148,199,20000
8477.168,726.75385,-1127.3017578125,-1119.1372,81645.16,0.3026559706504059,200,20100
6402.5615,676.41376,-952.849609375,-944.6897,81598.94,-10.219849007335498,201,20200
4850.9214,612.2648,-804.4411010742188,-796.2858,81552.5,-15.996806898310838,202,20300
5067.719,483.0855,-731.6937866210938,-723.54346,81503.01,-27.96752022047949,203,20400
5310.532,764.8867,-938.80712890625,-930.66223,81449.22,-11.7143379505891,204,20500
4615.59,432.55527,-666.896240234375,-658.7563,81399.58,-23.389085175130063,205,20600
5018.795,566.443,-784.7750244140625,-776.6389,81361.234,-9.798279814518253,206,20700
5021.113,426.45407,-690.202392578125,-682.0686,81338.055,-19.83972871523294,207,20800
2162.9204,219.17319,-356.52923583984375,-348.39932,81299.09,-14.45965533599451,208,20900
5407.772,253.43405,-599.2791748046875,-591.1543,81248.484,-26.072196582378535,209,21000
1960.8008,183.95395,-319.0107421875,-310.89035,81204.07,-23.06022892215567,210,21100
1847.2246,143.5246,-283.96240234375,-275.84735,81150.664,-22.86088504120334,211,21200
1420.013,133.46213,-248.24005126953125,-240.12988,81101.61,-12.51258336577851,212,21300
2581.868,363.8465,-482.7507629394531,-474.6455,81052.586,-16.84655036743525,213,21400
1752.7582,214.30173,-325.4487609863281,-317.3482,81005.52,-10.026567507568378,214,21500
1882.0042,141.40108,-284.8590087890625,-276.76382,80951.875,-27.690091017851056,215,21600
1576.0726,126.1508,-253.83221435546875,-245.74265,80895.68,2.5868090578832033,216,21700
1183.0975,117.655106,-221.4866485595703,-213.40213,80845.24,-0.21607684701572216,217,21800
1923.18,99.09363,-259.00091552734375,-250.92166,80792.39,-25.52124676546839,218,21900
1485.294,131.66101,-251.40786743164062,-243.32852,80793.47,-11.608104818839509,219,22000
24615.092,1250.8708,-2573.8837890625,-2565.8103,80735.875,-18.498236836712113,220,22100
2117.4507,441.24292,-503.6600341796875,-495.59186,80681.75,4.548011886235294,221,22200
1737.7909,384.9049,-439.84197998046875,-431.77856,80634.3,-8.648114273810611,222,22300
2846.125,613.4323,-669.4784545898438,-661.4161,80623.83,-12.988162617725788,223,22400
2080.3926,336.6035,-430.33441162109375,-422.2772,80572.164,-18.7040893657433,224,22500
1224.9724,175.36414,-263.3388366699219,-255.28606,80527.77,-24.50042195758491,225,22600
1355.2524,167.75018,-266.9981689453125,-258.9496,80485.81,-17.8702909337041,226,22700
3808.067,842.2388,-889.3821411132812,-881.3363,80458.22,-16.705243965565792,227,22800
1306.8779,230.88681,-306.4400634765625,-298.39926,80408.0,-17.17839685477345,228,22900
1493.4902,290.9922,-359.7350158691406,-351.6988,80362.28,-24.809484732081913,229,23000
1146.9733,151.91843,-242.17369079589844,-234.14288,80308.055,-34.19077375329511,230,23100
1122.9862,146.27568,-236.72653198242188,-228.70142,80251.24,-23.218348108493792,231,23200
1830.6371,269.128,-367.7365417480469,-359.7177,80188.16,-11.598670176639413,232,23300
1655.5952,399.35468,-444.0074462890625,-435.9944,80130.48,-3.481665210377928,233,23400
954.7903,138.29576,-219.9264678955078,-211.92017,80063.08,-8.979064901408194,234,23500
890.3933,126.74693,-207.74769592285156,-199.74776,79999.45,-10.776197820844258,235,23600
882.3408,164.46832,-232.7216033935547,-224.72806,79935.51,-2.4760397967339753,236,23700
1142.5684,167.30592,-9901.5302734375,-9893.542,79883.95,-28.70863172031804,237,23800
662.6808,60.29809,-147.3591766357422,-139.37462,79845.625,-30.16945006127168,238,23900
879.24634,122.89171,-204.3653106689453,-196.3847,79806.0,-17.92508374642617,239,24000
10799.152,43.96409,-822.2107543945312,-814.2329,79778.55,-6.479394927168727,240,24100
587.7187,44.545025,-131.6160888671875,-123.64238,79737.016,-14.068534834831468,241,24200
603.5101,55.15142,-139.85923767089844,-131.88805,79711.94,0.18542255904918625,242,24300
798.1245,71.41444,-164.03115844726562,-156.06195,79692.1,-25.48130235791261,243,24400
790.1011,66.07994,-159.87596130371094,-151.9093,79666.63,-1.900965478222577,244,24500
261.60327,27.869843,-98.25660705566406,-90.29122,79653.836,-1.2263551289739203,245,24600
234.64294,24.624329,-94.2354507446289,-86.270706,79647.48,-9.387955464891911,246,24700
320.79004,36.549786,-108.13359832763672,-100.169754,79638.44,-19.10270251968989,247,24800
208.57663,17.658424,-87.75526428222656,-79.79321,79620.55,4.173456214817848,248,24900
230.95984,24.258535,-93.73485565185547,-85.77397,79608.875,-26.575163790002694,249,25000
415.73935,21.19365,-104.16400146484375,-96.20363,79603.72,-0.7456803269456735,250,25100
219.57397,17.203964,-88.1903305053711,-80.22986,79604.75,-21.076487128763063,251,25200
118.486786,7.293068,-74.64305114746094,-66.683044,79600.06,-8.333430770588976,252,25300
430.89398,11.777063,-98.81367492675781,-90.85713,79565.4,-20.74095880976132,253,25400
746.6505,17.69551,-124.18028259277344,-116.22849,79517.94,-11.435976028371805,254,25500
1066.1201,10.862911,-141.1701202392578,-133.22278,79473.48,-19.77166580255759,255,25600
523.5135,13.355797,-106.13067626953125,-98.19276,79379.195,-22.57877561513746,256,25700
343.02588,10.554131,-92.01608276367188,-84.08376,79323.18,-20.072215237710502,257,25800
593.44543,10.179504,-108.70945739746094,-100.77557,79338.81,-28.490162056526344,258,25900
283.2426,9.793205,-87.45289611816406,-79.52347,79294.305,-9.519888721832922,259,26000
810.53076,27.641327,-135.1944580078125,-127.28122,79132.34,4.581272971329612,260,26100
654.71686,17.93761,-118.07623291015625,-110.17139,79048.484,-28.455580388188856,261,26200
515.7223,12.495395,-104.97821044921875,-97.08333,78948.86,-22.114572795900884,262,26300
768.2628,33.77294,-136.4578399658203,-128.57016,78876.75,-40.48998991795991,263,26400
561.25665,16.706867,-110.8963394165039,-103.014336,78820.016,-6.689503883495358,264,26500
326.84204,7.486224,-88.79017639160156,-80.91266,78775.19,-4.073474916896792,265,26600
275.122,7.2058897,-85.09510040283203,-77.22319,78719.08,-15.161451066462533,266,26700
208.80484,11.002281,-83.17062377929688,-75.304596,78660.31,-15.335554403946167,267,26800
855.14764,24.689695,-136.1605682373047,-128.30304,78575.25,-28.417182941355858,268,26900
1232.4452,25.191504,-162.0231170654297,-154.17343,78496.875,-16.636232516924686,269,27000
450.424,10.752109,-99.3283920288086,-91.48511,78432.84,-21.89178630488884,270,27100
559.0491,17.030659,-110.92124938964844,-103.08405,78371.984,-14.471752171714064,271,27200
397.31195,7.502767,-93.52269744873047,-85.69238,78303.16,-8.497662009115617,272,27300
197.61858,5.287031,-78.50348663330078,-70.680275,78232.14,-30.614833537198415,273,27400
352.86877,16.752401,-96.75922393798828,-88.94403,78151.92,-15.364094968792692,274,27500
1742.373,15.503586,-189.9215850830078,-182.12347,77981.08,-18.83368538058397,275,27600
580.94135,27.881704,-119.69477081298828,-111.9081,77866.77,-10.878635045547002,276,27700
331.2769,7.209823,-88.80281829833984,-81.02573,77770.91,-11.210639509964762,277,27800
326.42596,14.421322,-93.34430694580078,-85.57732,77669.89,-15.592814014710546,278,27900
220.65239,8.132526,-81.921142578125,-74.1644,77567.484,-21.911847420073126,279,28000
249.16086,13.769969,-87.65336608886719,-79.90822,77451.46,-14.922273928135375,280,28100
101.56824,5.005142,-71.7223892211914,-63.99003,77323.64,-20.243633712643405,281,28200
89.566956,3.1921935,-69.66948699951172,-61.951145,77183.45,-24.625517085782523,282,28300
107.143234,4.781149,-71.91951751708984,-64.2157,77038.2,-18.769536771247807,283,28400
131.3293,5.4410458,-73.98816680908203,-66.29885,76893.13,-13.103147080709364,284,28500
72.39387,3.5692706,-68.71622467041016,-61.044247,76719.81,-20.26855359680369,285,28600
40.468452,1.6274478,-65.22508239746094,-57.56994,76551.45,-29.867791274458273,286,28700
62.298378,3.4159026,-67.89404296875,-60.257324,76367.2,-10.748791201888634,287,28800
71.09652,2.9854984,-68.17864990234375,-60.56143,76172.19,-26.19946141339276,288,28900
34.315548,1.3000563,-64.52875518798828,-56.93205,75967.09,-21.3669943498003,289,29000
27.348896,1.3096293,-64.0401611328125,-56.467113,75730.47,-30.731068195762177,290,29100
23.47994,1.1031985,-63.614078521728516,-56.06562,75484.59,-14.830878686516751,291,29200
34.76288,3.0835435,-65.69098663330078,-58.169163,75218.21,-17.697582088091107,292,29300
31.183533,1.4813226,-64.33382415771484,-56.842773,74910.51,-16.886770950734096,293,29400
570.83936,12.105711,-108.01020812988281,-100.54928,74609.266,-15.693766114428247,294,29500
183.66565,3.0777268,-75.67955017089844,-68.24113,74384.266,-24.905388704903416,295,29600
38615.82,1248.8186,-3519.25390625,-3511.8179,74359.89,-3.658814863235305,296,29700
3548.3777,468.9415,-618.60595703125,-611.1623,74436.734,-0.7230228929461657,297,29800
12892.229,274.3499,-1119.2109375,-1111.763,74480.09,-33.99818180625292,298,29900
2080.0996,171.95097,-318.2909851074219,-310.84088,74501.13,-20.792408588711528,299,30000
3992.84,173.58261,-448.8248596191406,-441.37558,74492.87,-24.859480091221943,300,30100
2458.5728,200.99524,-363.5527038574219,-356.10483,74478.9,-4.21637028187109,301,30200
1374.6838,151.80133,-256.9195251464844,-249.47229,74472.28,-19.81213614191406,302,30300
1353.9456,128.846,-239.98306274414062,-232.53561,74474.45,-27.528418973889668,303,30400
1025.2373,85.65057,-188.5109100341797,-181.0634,74475.15,-18.525986097918068,304,30500
738.35657,65.69586,-155.59600830078125,-148.14796,74480.39,-9.948575477554773,305,30600
763.6476,58.311493,-152.31121826171875,-144.86252,74486.984,-11.079232562581517,306,30700
841.786,88.371056,-177.9406280517578,-170.49057,74500.63,-10.171205985670019,307,30800
969.02386,73.10414,-176.22119140625,-168.76968,74515.03,-26.76933313241876,308,30900
581.78613,47.07322,-132.40463256835938,-124.95172,74529.09,-17.99300212007074,309,31000
410.42197,22.297695,-104.0447006225586,-96.59089,74538.15,-8.543990337716853,310,31100
463.43024,30.396606,-113.1134033203125,-105.65819,74552.16,-24.85231182886865,311,31200
439.87558,23.724134,-107.00608825683594,-99.54918,74569.11,-16.693881457411397,312,31300
312.07407,9.880739,-88.99095916748047,-81.53366,74573.016,-21.50979815210154,313,31400
278.61823,8.756788,-85.96688079833984,-78.50923,74576.516,-12.549820441481527,314,31500
482.29782,9.8559475,-100.49263000488281,-93.03552,74571.05,-8.486608216515908,315,31600
218.01974,7.3794346,-80.93203735351562,-73.476654,74553.8,-19.219191643046095,316,31700
208.99667,7.67761,-80.52111053466797,-73.06785,74532.59,-11.765083858573679,317,31800
239.4623,7.6611433,-82.56879425048828,-75.11824,74505.52,-10.670196479439621,318,31900
162.86871,4.9549184,-75.55162048339844,-68.104095,74475.26,-27.951453956230107,319,32000
252.91241,10.822469,-85.61184692382812,-78.16757,74442.76,-4.789110659564762,320,32100
306.02563,6.459835,-86.24629211425781,-78.80953,74367.59,-23.027559804222967,321,32200
193.90646,2.6978428,-76.1116943359375,-68.67704,74346.54,-28.663095947927406,322,32300
732.7733,15.906024,-121.51419067382812,-114.07855,74356.41,-19.44800303129101,323,32400
234.94864,3.1234102,-79.17237854003906,-71.74224,74301.35,-17.316844911953265,324,32500
252.40482,3.3404171,-80.49593353271484,-73.0703,74256.36,-12.467371852329023,325,32600
210.6081,4.828887,-78.66802978515625,-71.24923,74188.03,-17.060020420455498,326,32700
173.29645,2.1685104,-74.33137512207031,-66.924225,74071.54,-4.736055879206096,327,32800
175.49832,2.468104,-74.67304992675781,-67.27595,73971.03,-20.038253900089696,328,32900
3415.2205,3.4882677,-294.579345703125,-287.1906,73887.34,-31.898482200361002,329,33000
183.83832,3.5053608,-75.9204330444336,-68.542175,73782.59,-16.881222914360535,330,33100
125.46433,3.6276946,-72.0438232421875,-64.67493,73688.95,-15.755637237622196,331,33200
65.947914,1.555077,-66.60469818115234,-59.245102,73595.94,0.7907789955354592,332,33300
67.16513,1.9494641,-66.94329071044922,-59.59434,73489.516,-9.955083525333361,333,33400
57.70496,1.6007798,-66.05709075927734,-58.718246,73388.44,-13.440902923693367,334,33500
75.83252,1.4990084,-67.20143127441406,-59.87603,73254.02,-14.06454583134924,335,33600
239.23283,1.2016649,-78.04316711425781,-70.731735,73114.31,-22.604837788587584,336,33700
201.36188,2.7277565,-76.48007202148438,-69.20177,72783.06,-31.1215825062179,337,33800
142.99776,3.9152298,-73.31819915771484,-66.05595,72622.53,-16.374588338989636,338,33900
64.021355,0.98145443,-65.97293853759766,-58.726585,72463.51,5.49376836532523,339,34000
99.86461,1.3065383,-68.5928726196289,-61.37199,72208.84,-23.28474763152137,340,34100
74.75332,1.3989272,-66.93929290771484,-59.73528,72040.11,-25.906334275123054,341,34200
71.59819,1.7460046,-66.94389343261719,-59.75664,71872.5,-9.656245104185402,342,34300
154.384,1.0830827,-72.07872772216797,-64.90997,71687.56,-28.162336330760688,343,34400
34.704384,1.0805596,-63.963401794433594,-56.80983,71535.72,-27.90502111840947,344,34500
99.64899,2.350053,-69.18413543701172,-62.063515,71206.24,-6.8009562981892016,345,34600
50.496613,0.9874401,-64.91632080078125,-57.815437,71008.81,-6.88502118359216,346,34700
119.00956,2.6666384,-70.6644515991211,-63.587826,70766.24,-48.05512653100181,347,34800
299.80432,67.167885,-126.53759002685547,-119.46825,70693.42,-20.57893653077029,348,34900
2384.123,719.23535,-708.8272094726562,-701.74786,70793.5,-16.319273658126793,349,35000
1185.9707,2799.2156,-2035.2225341796875,-2028.1453,70773.1,-6.691431718416345,350,35100
16388.094,1578.0396,-2336.83349609375,-2329.7437,70897.61,-22.20078386161856,351,35200
8833.313,661.48413,-1106.1744384765625,-1099.0704,71039.984,-25.959912874512202,352,35300
4105.295,624.86505,-761.465576171875,-754.35736,71081.89,-13.672516940325531,353,35400
3542.9456,269.08258,-482.6700134277344,-475.55487,71151.47,-34.92642179239084,354,35500
2678.002,299.40338,-444.6636962890625,-437.54355,71201.484,-11.90046908076617,355,35600
2800.917,241.25873,-413.64007568359375,-406.5158,71242.625,-22.343494398429943,356,35700
2330.9875,193.26408,-349.3678283691406,-342.23993,71278.875,-22.978917297946698,357,35800
1540.4675,143.53995,-262.2330017089844,-255.10019,71328.15,-20.91446822900785,358,35900
1524.4884,124.92641,-248.56109619140625,-241.42357,71375.23,-31.864911654510625,359,36000
1277.4363,108.81846,-220.94979858398438,-213.80626,71435.4,-20.644966455984004,360,36100
1268.551,124.524414,-230.9817352294922,-223.83286,71488.734,-8.103539228180294,361,36200
1637.5377,164.04143,-282.6964111328125,-275.54156,71548.45,-11.267708514911908,362,36300
