Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,AverageReturn,Epoch,SampleStep
0.207344,0.016751284,39.73284149169922,45.716957,59841.17,74.51947113265182,758,75900
0.253125,0.017278269,38.30998611450195,44.306114,59961.29,67.44726265548476,759,76000
0.33489692,0.022835154,36.5205192565918,42.5215,60009.797,99.07538916219143,760,76100
0.2539328,0.013656017,39.998905181884766,46.00796,60090.562,60.4385045609894,761,76200
0.28222173,0.02382049,38.34464645385742,44.344406,59997.594,69.04294257045723,762,76300
0.34593496,0.041378304,32.81853485107422,38.826862,60083.266,68.31775677889752,763,76400
0.42689496,0.03484955,32.71416473388672,38.727394,60132.297,1.2516712739571663,764,76500
0.24462306,0.019864514,38.92875671386719,44.936657,60079.008,46.64244524757694,765,76600
0.26908594,0.022806138,36.23159408569336,42.243774,60121.82,74.1832239295656,766,76700
0.22655423,0.026107876,39.1796989440918,45.195915,60162.18,57.19796702343557,767,76800
0.19410053,0.021989401,36.298377990722656,42.314842,60164.664,81.19097706642435,768,76900
0.25596923,0.022198902,37.954078674316406,43.971863,60177.85,95.59596050294302,769,77000
0.413738,0.040448736,30.454551696777344,36.46786,60133.1,103.87538602437697,770,77100
0.27810928,0.020663373,37.05630111694336,43.07864,60223.375,52.64818929070344,771,77200
0.32398582,0.037522234,34.948875427246094,40.971355,60224.78,64.60334547706483,772,77300
0.43609685,0.048596725,28.766605377197266,34.788902,60222.97,106.93353804876546,773,77400
0.28130186,0.025427483,36.87566375732422,42.89452,60188.547,79.30185631394754,774,77500
0.45334193,0.051312413,27.109760284423828,33.137535,60277.758,77.63711848265562,775,77600
0.2770433,0.028530063,37.19844436645508,43.223907,60254.65,52.981662578602126,776,77700
0.2411787,0.03691679,36.279937744140625,42.3153,60353.64,76.10458932892315,777,77800
0.3123799,0.02804206,36.48123550415039,42.525146,60439.125,88.62348809321117,778,77900
0.26625437,0.020126287,39.177391052246094,45.22419,60468.0,97.29143035704294,779,78000
0.28682548,0.026745914,34.834754943847656,40.886368,60516.133,56.946118659413955,780,78100
0.4727567,0.044251863,30.27596092224121,36.334873,60589.125,58.287508800761394,781,78200
0.4423937,0.041125417,28.709505081176758,34.7618,60522.938,70.77201731826028,782,78300
0.22999689,0.027497191,35.122005462646484,41.182056,60600.5,98.4384930389958,783,78400
0.3533249,0.041077245,33.319236755371094,39.37537,60561.33,91.46797119769016,784,78500
0.22935486,0.02128762,37.768558502197266,43.821323,60527.64,73.54967577600324,785,78600
0.2556141,0.022360384,39.313148498535156,45.377842,60646.938,70.46003841649168,786,78700
0.5024328,0.03841824,31.914810180664062,37.983795,60689.85,48.98399849950581,787,78800
0.3237226,0.028848644,33.90609359741211,39.96404,60579.47,147.89239377768243,788,78900
0.56020814,0.03010704,33.564666748046875,39.616055,60513.875,62.138823509658415,789,79000
0.27151465,0.024100818,35.640682220458984,41.694016,60533.336,117.58242202188029,790,79100
0.31995654,0.017990274,37.9225959777832,43.99788,60752.83,89.2127909865951,791,79200
0.29608062,0.011759143,41.50114440917969,47.575195,60740.516,-12.752110221741834,792,79300
0.31062177,0.0402086,33.67816162109375,39.743664,60655.016,74.78447196099745,793,79400
0.47751385,0.041390426,32.31476593017578,38.385498,60707.305,91.86644302566681,794,79500
0.28309307,0.023046639,35.42930221557617,41.500137,60708.36,71.7472241117354,795,79600
0.33001044,0.02271942,35.553165435791016,41.623154,60699.875,91.62679776941475,796,79700
0.33251572,0.026276356,36.50968933105469,42.59376,60840.742,83.9585494814105,797,79800
0.38566017,0.03510798,32.01633834838867,38.11147,60951.312,64.47303046519012,798,79900
0.2714231,0.017993344,36.980220794677734,43.07949,60992.695,113.95614089245075,799,80000
0.19685322,0.024157163,37.659820556640625,43.75499,60951.67,49.2114042184884,800,80100
0.31280655,0.025331203,35.822715759277344,41.895805,60730.89,38.3280157928579,801,80200
0.3645059,0.022723058,34.86101531982422,40.93212,60711.062,107.07973450479837,802,80300
0.53105825,0.03375756,30.955402374267578,37.023834,60684.312,82.68217962683329,803,80400
0.25511298,0.026029859,37.64966583251953,43.712883,60632.18,88.10445648682409,804,80500
0.2730077,0.017620785,37.84942626953125,43.902435,60530.094,95.54987428649085,805,80600
0.4239552,0.036974266,32.53934860229492,38.577072,60377.25,147.73442872397783,806,80700
0.18640867,0.01790206,39.88864517211914,45.935326,60466.82,141.13470834001302,807,80800
0.27807987,0.02572026,35.08717727661133,41.123596,60364.188,89.4933285777487,808,80900
0.519904,0.042511523,28.231155395507812,34.269047,60378.92,62.995971376571106,809,81000
0.25408483,0.014307926,38.696529388427734,44.731827,60352.977,97.32211622022638,810,81100
0.16001442,0.016585778,39.86414337158203,45.895214,60310.727,70.69258842663585,811,81200
0.326634,0.031991947,31.627470016479492,37.64519,60177.22,100.36651688269663,812,81300
0.2357207,0.018899959,38.0828742980957,44.10718,60243.086,68.60886930114131,813,81400
0.23368075,0.014855199,39.37857437133789,45.412132,60335.594,106.44432248837323,814,81500
0.4320375,0.035487857,27.892932891845703,33.92089,60279.57,51.14732401621859,815,81600
0.37680545,0.028283754,34.012168884277344,40.038177,60260.094,32.146226618544816,816,81700
0.3756309,0.030023422,33.64313888549805,39.67311,60299.727,53.426927135793484,817,81800
0.23841457,0.01638886,39.34999084472656,45.38246,60324.703,66.26521821420089,818,81900
0.44321102,0.0320144,30.140668869018555,36.173862,60331.938,131.72691697541904,819,82000
0.33050227,0.025581468,32.02330017089844,38.065605,60423.03,76.8193990948443,820,82100
0.34381884,0.028260965,32.034053802490234,38.071686,60376.33,127.74227097469604,821,82200
0.37483037,0.024916396,35.59040832519531,41.622585,60321.766,118.49992141391928,822,82300
0.49736977,0.045682557,26.409225463867188,32.438995,60297.71,52.08477040489455,823,82400
0.3681079,0.02383018,34.71096420288086,40.73652,60255.562,123.18837879907196,824,82500
0.2490521,0.023421481,37.4860954284668,43.51477,60286.75,157.08188841900713,825,82600
0.31615528,0.015001917,38.12233352661133,44.158817,60364.844,120.68814761898152,826,82700
0.40746087,0.040228143,29.554628372192383,35.596313,60416.86,63.12909365213479,827,82800
0.19189546,0.015355971,39.080345153808594,45.125397,60450.53,81.38082658710765,828,82900
0.42998916,0.032566562,30.60625457763672,36.657738,60514.844,67.57446371964733,829,83000
0.32652348,0.032118,31.247451782226562,37.29784,60503.89,156.33909947684566,830,83100
0.25954056,0.020960938,38.922271728515625,44.966854,60445.82,132.64879757736068,831,83200
0.21486825,0.018698128,39.143707275390625,45.182198,60384.906,80.37766401619238,832,83300
0.30169192,0.0234491,36.46479797363281,42.508472,60436.75,132.67963670631005,833,83400
0.2927822,0.024307597,35.07190704345703,41.1161,60441.953,128.1128317366634,834,83500
0.17976764,0.017583366,41.923988342285156,47.97684,60528.516,140.886794705243,835,83600
0.36326313,0.02804818,35.26591491699219,41.30839,60424.78,65.17348236256947,836,83700
0.23457228,0.018705418,37.97317886352539,44.012894,60397.156,173.8844658360919,837,83800
0.33120722,0.034467705,32.48640823364258,38.531384,60449.766,96.14662558570126,838,83900
0.38234705,0.026509201,33.02763748168945,39.0887,60610.625,100.53472389471806,839,84000
0.332421,0.022976816,37.072265625,43.132698,60604.312,85.91489951717521,840,84100
0.2808239,0.019907432,38.170005798339844,44.22229,60522.86,84.36228913573463,841,84200
0.24009815,0.023525845,35.78932189941406,41.84388,60545.562,119.93107265194556,842,84300
0.14954625,0.019154716,39.752708435058594,45.819126,60664.17,102.77855655978104,843,84400
0.2753237,0.021920867,36.89008331298828,42.948513,60584.28,41.224125823247505,844,84500
0.30851036,0.037073873,34.72726058959961,40.784424,60571.625,117.53559416186077,845,84600
0.35166016,0.019056257,38.19084548950195,44.249264,60584.18,62.89017007705716,846,84700
0.39844847,0.040029846,28.229581832885742,34.290497,60609.156,106.194239027843,847,84800
0.35747516,0.025433913,34.51802062988281,40.575787,60577.65,157.80884805843846,848,84900
0.21108189,0.018332563,40.024845123291016,46.08303,60581.86,132.30183696534527,849,85000
0.44699767,0.03863395,29.313934326171875,35.370457,60565.22,73.2394320165931,850,85100
0.16935828,0.013270145,41.99619674682617,48.05771,60615.117,112.50802614665805,851,85200
0.36612818,0.032351613,33.15165710449219,39.204765,60531.094,215.13109345212257,852,85300
0.2588765,0.032051142,35.37181091308594,41.42865,60568.406,88.33095347123957,853,85400
0.41578382,0.031200875,33.05942153930664,39.12723,60678.086,184.73890913661725,854,85500
0.3530094,0.023815688,35.10719299316406,41.180923,60737.305,175.36538771217212,855,85600
0.30479088,0.026736235,36.60577392578125,42.664135,60583.594,138.82406311492977,856,85700
0.3020693,0.024431981,35.101470947265625,41.1706,60691.28,175.87032163274637,857,85800
0.40958387,0.03541403,32.16312789916992,38.242043,60789.164,171.78465352680942,858,85900
0.22339365,0.021887982,35.48214340209961,41.560013,60778.71,52.1386494210947,859,86000
0.42281932,0.026039226,35.04882049560547,41.11898,60701.61,41.55443923321691,860,86100
0.32586008,0.030563423,31.97594451904297,38.042576,60666.305,22.70175766383767,861,86200
0.30876333,0.022007842,37.55104064941406,43.629097,60780.562,177.51606441678948,862,86300
0.4349328,0.04206296,31.771053314208984,37.847065,60760.125,67.14995580705013,863,86400
0.3083486,0.029985033,32.69475173950195,38.783783,60890.312,151.4890181017165,864,86500
0.3938396,0.025620172,32.70458221435547,38.798256,60936.75,57.93655956622391,865,86600
0.379332,0.023402167,32.54670333862305,38.634487,60877.83,76.62288509612118,866,86700
0.52099,0.048555396,24.482938766479492,30.572205,60892.664,138.70768841525623,867,86800
0.41363567,0.025990486,31.452865600585938,37.55336,61004.938,97.83302187247392,868,86900
0.44279385,0.035036415,31.53045082092285,37.628754,60983.03,136.58634402941695,869,87000
0.28434342,0.021748593,38.657344818115234,44.753616,60962.72,79.87172866782004,870,87100
0.31821448,0.029919438,33.72210693359375,39.821144,60990.375,199.09078941505902,871,87200
0.38004306,0.045622658,28.69558334350586,34.783432,60878.492,63.83271255948625,872,87300
0.48084468,0.026664464,35.306148529052734,41.391254,60851.047,88.96240232464646,873,87400
0.33298004,0.0372462,32.471405029296875,38.56023,60888.266,138.44554126385577,874,87500
0.21045344,0.013630197,40.359066009521484,46.4478,60887.35,104.31303488717562,875,87600
0.4298435,0.027489603,33.16080856323242,39.261803,61009.938,86.695749365503,876,87700
0.33642495,0.037661217,33.5229377746582,39.61388,60909.414,66.13819811404629,877,87800
0.34038126,0.0293186,35.38071060180664,41.47614,60954.28,79.54584148864177,878,87900
0.28744996,0.024145177,37.88990783691406,43.987934,60980.273,89.602680883759,879,88000
0.3571244,0.038113378,31.490039825439453,37.585655,60956.15,182.79248634077237,880,88100
0.26735264,0.021545473,36.13972854614258,42.24539,61056.625,144.69699671993948,881,88200
0.28413254,0.036431987,35.247562408447266,41.350803,61032.42,64.21596469848208,882,88300
0.36674044,0.03643559,31.749980926513672,37.846718,60967.367,73.69134440853651,883,88400
0.3937478,0.046667665,31.24951934814453,37.351494,61019.758,34.83431339293399,884,88500
0.17380366,0.010102454,42.86553192138672,48.977394,61118.61,139.55434421715742,885,88600
0.33231395,0.02287672,35.415645599365234,41.521774,61061.297,154.43640046976472,886,88700
0.15826494,0.014378015,41.180580139160156,47.282776,61021.938,164.24237038609837,887,88800
0.3827234,0.02281918,35.60210418701172,41.713245,61111.4,133.34600609698808,888,88900
0.3528235,0.03546156,33.04841995239258,39.1531,61046.79,174.99033956955714,889,89000
0.40892172,0.038208768,31.0440673828125,37.155403,61113.35,-20.494327463725817,890,89100
0.40886706,0.027779609,35.07587814331055,41.192287,61164.11,114.88350240640244,891,89200
0.4019273,0.040013433,32.8232421875,38.941906,61186.64,61.834117363062504,892,89300
0.33660588,0.026325941,33.03833770751953,39.161953,61236.15,75.35536643037544,893,89400
0.23447454,0.018657602,38.43146896362305,44.535713,61042.453,57.505579041172616,894,89500
0.25857136,0.012883007,39.52980041503906,45.642784,61129.83,83.22902957937296,895,89600
0.32112968,0.027267586,34.32183074951172,40.437275,61154.453,71.4975942898018,896,89700
0.3775917,0.034948725,34.518978118896484,40.64253,61235.516,75.26417625296536,897,89800
0.36084512,0.045576066,31.999418258666992,38.12778,61283.625,126.31116666668684,898,89900
0.35384926,0.034409743,33.467281341552734,39.59214,61248.586,37.524920764392704,899,90000
0.43364197,0.05726099,26.497650146484375,32.62854,61308.906,82.75032978794643,900,90100
0.1830521,0.020690117,38.536163330078125,44.67775,61415.86,106.9344015596902,901,90200
0.31498855,0.034088105,31.06024742126465,37.196228,61359.812,87.72174089888532,902,90300
0.4351071,0.03533397,29.817489624023438,35.959427,61419.383,89.459561000422,903,90400
0.3890591,0.031165808,32.878841400146484,39.016033,61371.914,100.54765004520236,904,90500
0.3702369,0.04386283,32.20331954956055,38.338066,61347.46,101.3572610079417,905,90600
0.44128495,0.037250187,29.64710807800293,35.78392,61368.125,97.81770961206352,906,90700
0.37873232,0.030134471,31.841663360595703,37.983032,61413.68,83.84275852819975,907,90800
0.26973242,0.034990475,35.14731216430664,41.291283,61439.695,118.98606503652103,908,90900
0.21290839,0.017641813,39.057491302490234,45.19024,61327.47,122.41887841605268,909,91000
0.45812315,0.027388312,31.547332763671875,37.682617,61352.85,142.44473486474527,910,91100
0.2516694,0.023892611,37.144989013671875,43.28136,61363.72,188.92116882295045,911,91200
0.3101056,0.022164825,38.5892333984375,44.71661,61273.78,109.070198657169,912,91300
0.37987047,0.02884823,31.644935607910156,37.774883,61299.47,125.98575087512302,913,91400
0.30524743,0.02643942,36.386871337890625,42.510117,61232.47,129.76328238536385,914,91500
0.31217712,0.019128334,34.89980697631836,41.02391,61241.047,84.73375441204435,915,91600
0.33451337,0.027505677,33.66691589355469,39.79091,61239.914,198.38951803430675,916,91700
0.43758413,0.040717628,29.851318359375,35.976017,61246.984,104.43115144971603,917,91800
0.28910944,0.02720565,33.22051239013672,39.343132,61226.22,95.94310472153491,918,91900
0.23736802,0.019326448,40.33736038208008,46.449223,61118.61,113.82489521199416,919,92000
0.3694144,0.0268633,35.23180389404297,41.363815,61320.11,106.83587770767167,920,92100
0.30045378,0.025147632,35.952877044677734,42.08058,61277.04,116.29436995513048,921,92200
0.2638017,0.018766169,38.59343719482422,44.7311,61376.625,84.87636839962805,922,92300
0.33246702,0.022852719,34.721343994140625,40.854767,61334.234,142.41166408809738,923,92400
0.34888583,0.03902274,31.645822525024414,37.778275,61324.516,144.2150439633614,924,92500
0.19703391,0.019006656,40.37379837036133,46.506264,61324.656,147.2934939985821,925,92600
0.42043614,0.041562144,30.70078468322754,36.84393,61431.453,87.85738825281607,926,92700
0.29052925,0.02710525,32.38542938232422,38.516827,61313.97,108.07714140539404,927,92800
0.24050337,0.022775989,37.681148529052734,43.814434,61332.844,126.41752100973798,928,92900
0.2977221,0.026248889,33.26514434814453,39.39428,61291.367,121.59767423473498,929,93000
0.36002988,0.030768376,30.48243522644043,36.615715,61332.797,112.4608717896946,930,93100
0.3451918,0.030441154,33.63524627685547,39.773422,61381.742,194.60269739651002,931,93200
0.27157545,0.03438529,34.177337646484375,40.31697,61396.344,125.61657421355488,932,93300
0.31283382,0.0378472,30.816898345947266,36.94952,61326.22,159.8878807450636,933,93400
0.33123,0.023136094,37.51737976074219,43.65502,61376.414,114.68185549735584,934,93500
0.3288077,0.024834182,33.352210998535156,39.49318,61409.688,76.88478655053657,935,93600
0.47440755,0.02835875,33.744110107421875,39.877625,61335.125,99.94439681446447,936,93700
0.51305044,0.045344688,24.381906509399414,30.518368,61364.61,66.18291622711168,937,93800
0.11260127,0.009482798,44.644081115722656,50.787933,61438.516,127.22162439299332,938,93900
0.37254775,0.030988077,34.144317626953125,40.283478,61391.6,142.94862608238935,939,94000
0.19362043,0.029548666,39.11801528930664,45.25996,61419.445,106.8497585129152,940,94100
0.27314478,0.02903623,33.557395935058594,39.70026,61428.625,132.06682393465968,941,94200
0.32699707,0.022420397,38.61880111694336,44.761723,61429.21,122.00310205061655,942,94300
0.39725673,0.036357805,32.6232795715332,38.7732,61499.22,168.52369118963173,943,94400
0.29929513,0.022660736,35.91627502441406,42.050117,61338.445,74.1171054419572,944,94500
0.33394283,0.024022236,34.87908935546875,41.007355,61282.65,119.87275333398334,945,94600
0.28225058,0.029147388,35.61206817626953,41.749382,61373.133,94.68303992827933,946,94700
0.4748751,0.043204963,28.035079956054688,34.184483,61494.04,121.27461980516055,947,94800
0.40836433,0.034379914,31.44930076599121,37.60429,61549.9,115.90713064154345,948,94900
0.37803778,0.030575126,31.69145965576172,37.836758,61452.977,107.8060651204804,949,95000
0.41037297,0.027580082,31.41779136657715,37.56093,61431.375,104.06897159066577,950,95100
0.22863923,0.018200759,39.17462921142578,45.31919,61445.64,124.57503597140044,951,95200
0.32985866,0.030360911,32.508792877197266,38.65948,61506.875,130.03739082606157,952,95300
0.39723134,0.03612166,30.704736709594727,36.844975,61402.375,99.41248633257791,953,95400
0.42234218,0.032341205,30.88987159729004,37.030296,61404.242,134.48696077420962,954,95500
0.39181608,0.032268286,32.22981643676758,38.382427,61526.1,102.38360306549052,955,95600
0.32243556,0.026085107,34.5323486328125,40.6829,61505.53,132.09543801540536,956,95700
0.44137383,0.035032384,30.882213592529297,37.042187,61599.734,98.31946842706513,957,95800
0.42030013,0.03852987,27.56481170654297,33.715935,61511.234,121.48893537136354,958,95900
0.31102967,0.025145043,35.758121490478516,41.912884,61547.64,142.1901206774903,959,96000
0.29165947,0.024458494,35.338462829589844,41.504387,61659.258,106.8399657089107,960,96100
0.2317103,0.01942769,35.55630874633789,41.717106,61607.984,142.25868155538984,961,96200
0.43452716,0.028354373,34.087642669677734,40.235966,61483.22,110.70407783354875,962,96300
0.17730653,0.01457985,42.50989532470703,48.661575,61516.797,113.82911382336307,963,96400
0.35290605,0.036486816,31.34867286682129,37.509384,61607.11,120.94155441014102,964,96500
0.5383121,0.037164822,28.34878921508789,34.510437,61616.484,68.2829996684113,965,96600
0.30017912,0.041871384,31.89922332763672,38.05587,61566.477,19.13000696929361,966,96700
0.41551194,0.036012836,31.085906982421875,37.250206,61643.0,106.21375663222106,967,96800
0.3279106,0.028609429,34.918426513671875,41.08374,61653.156,100.54847199478945,968,96900
0.20839989,0.0214166,38.194236755371094,44.349346,61551.094,146.58877090470506,969,97000
0.3008914,0.030296467,36.987770080566406,43.139744,61519.734,147.63090566449284,970,97100
0.36967325,0.043561067,32.2823371887207,38.427197,61448.594,176.16569529557538,971,97200
0.22324188,0.023820369,36.796592712402344,42.94096,61443.67,167.83231253024076,972,97300
0.26793605,0.027968021,35.47309494018555,41.626026,61529.312,157.45411601445286,973,97400
0.4051769,0.025098085,34.305946350097656,40.471283,61653.36,94.38880998091297,974,97500
0.40838388,0.03738292,32.334407806396484,38.501305,61668.97,113.3450697299443,975,97600
0.3042741,0.052083258,30.943265914916992,37.11611,61728.453,118.34742485699626,976,97700
0.46482328,0.05199379,27.54851531982422,33.72319,61746.758,104.80457481882266,977,97800
0.31888032,0.027512114,36.211490631103516,42.36918,61576.89,103.5981753474242,978,97900
0.37389928,0.037332065,32.07011795043945,38.224274,61541.547,106.07883753862198,979,98000
0.38945416,0.03205097,30.374792098999023,36.525936,61511.438,115.63035362404175,980,98100
0.31579223,0.02180899,37.07330322265625,43.238644,61653.414,102.92314698692914,981,98200
0.46700957,0.04011759,31.551555633544922,37.719517,61679.61,132.7239001599457,982,98300
0.26102352,0.023615964,35.41529083251953,41.587944,61726.547,108.971584004611,983,98400
0.27202362,0.024287302,36.29578399658203,42.471832,61760.47,112.03403791295456,984,98500
0.4080196,0.029082939,30.596147537231445,36.765327,61691.797,106.7826336260421,985,98600
0.4208107,0.040312022,29.03274917602539,35.201523,61687.734,113.97486892721332,986,98700
0.28744942,0.020423882,37.45094299316406,43.626904,61759.617,125.89313184978904,987,98800
0.43879136,0.03508171,29.975605010986328,36.141796,61661.92,95.81114748372462,988,98900
0.38714647,0.030108292,32.28657531738281,38.45921,61726.33,101.94345309636364,989,99000
0.29932857,0.026688978,35.497982025146484,41.665627,61676.438,96.63944326874686,990,99100
0.33811983,0.0321258,32.942718505859375,39.119205,61764.86,164.51520934723973,991,99200
0.25142407,0.01815027,38.732269287109375,44.906757,61744.875,146.92735480931128,992,99300
0.2679039,0.023152318,35.55131149291992,41.720654,61693.42,120.74445504516251,993,99400
0.29819572,0.030625911,37.49934387207031,43.683823,61844.78,141.6580193996133,994,99500
0.2963251,0.024330059,36.377967834472656,42.561104,61831.344,89.45919961184505,995,99600
0.39600927,0.033865135,31.265235900878906,37.455467,61902.312,39.03275445969016,996,99700
0.3629177,0.0439087,30.403461456298828,36.582573,61791.125,86.52259602997665,997,99800
0.25388187,0.021977501,39.9428825378418,46.135216,61923.33,206.3994365679651,998,99900
0.24017568,0.02189105,37.562522888183594,43.753025,61905.03,106.27420250822638,999,100000
0.41126275,0.076112986,26.398727416992188,32.5751,61763.734,62.86041370276088,1000,100100
0.3291548,0.050582033,31.632848739624023,37.78439,61515.406,72.14050389281903,1001,100200
0.33059087,0.026270436,35.51858901977539,41.65994,61413.516,44.118129219578876,1002,100300
0.30561537,0.056503724,31.581527709960938,37.710472,61289.438,74.47644550115216,1003,100400
0.3272766,0.05015255,29.008493423461914,35.133133,61246.4,59.00774135362528,1004,100500
0.3458628,0.0552506,29.05417823791504,35.164177,61099.984,87.71167510332675,1005,100600
0.2273884,0.01862235,38.62662124633789,44.72691,61002.875,113.53904947074395,1006,100700
0.47015414,0.06804901,26.544696807861328,32.63528,60905.844,70.49160626610224,1007,100800
0.50230396,0.06421437,24.415725708007812,30.50565,60899.242,60.342250292315406,1008,100900
0.33514827,0.03579274,35.30046081542969,41.385094,60846.312,61.176268072613404,1009,101000
0.2412128,0.031705596,35.74680709838867,41.82407,60772.64,57.703490368386134,1010,101100
0.3790198,0.05041518,31.16472816467285,37.253105,60883.766,55.31127126476049,1011,101200
0.32493645,0.030961452,37.021976470947266,43.111626,60896.484,51.348670814983116,1012,101300
0.24496113,0.018731799,40.54555130004883,46.633347,60877.97,54.08533179819421,1013,101400
0.23940267,0.02965078,34.85745620727539,40.94986,60924.047,54.136457774224375,1014,101500
0.28061253,0.022801124,35.600311279296875,41.690125,60898.125,56.42129656039319,1015,101600
0.2944752,0.041759126,32.67831802368164,38.767193,60888.766,72.49980498637888,1016,101700
0.26621163,0.036144044,35.27432632446289,41.35869,60843.617,50.30673654097361,1017,101800
0.32573962,0.03768835,30.81117057800293,36.8982,60870.305,76.23737915584937,1018,101900
0.3410727,0.03807266,35.02553939819336,41.118584,60930.43,93.04387245005404,1019,102000
0.30737633,0.030481055,33.77984619140625,39.861454,60816.094,53.32694368396888,1020,102100
0.20329857,0.024816303,35.3377571105957,41.42731,60895.54,65.7834836634551,1021,102200
0.29454237,0.036424514,35.70709228515625,41.788513,60814.227,80.83876044888811,1022,102300
0.2163117,0.021209832,38.00175857543945,44.08319,60814.33,82.49857001643304,1023,102400
0.4400384,0.042041406,31.0917911529541,37.184242,60924.516,91.31859861749633,1024,102500
0.3771609,0.026455235,35.14814376831055,41.239525,60913.82,89.12979505209219,1025,102600
0.28437847,0.030033894,33.86637496948242,39.95769,60913.156,88.20414670884968,1026,102700
0.29140148,0.024679992,36.163108825683594,42.249245,60861.375,94.65214444665627,1027,102800
0.25139558,0.023578752,38.87126159667969,44.947586,60763.266,69.91529559773375,1028,102900
0.17678672,0.016187094,40.23789978027344,46.32406,60861.57,82.06018514538407,1029,103000
0.25201994,0.025206752,37.36754608154297,43.4403,60727.523,68.40066447753411,1030,103100
0.2545573,0.03865081,36.46025085449219,42.549477,60892.25,83.26639747785521,1031,103200
0.38381463,0.032324854,33.78864288330078,39.878014,60893.688,63.505421344845004,1032,103300
0.3042253,0.021540802,36.56027603149414,42.64676,60864.83,75.32194388919017,1033,103400
0.49767166,0.04592953,28.297412872314453,34.38109,60836.75,64.57896823889911,1034,103500
0.37118432,0.0426378,29.31782341003418,35.409508,60916.844,80.80704122392692,1035,103600
0.28700233,0.03830578,35.8890495300293,41.9746,60855.516,88.53207106449555,1036,103700
0.41690588,0.03384583,31.6306209564209,37.722843,60922.22,92.13579406185357,1037,103800
0.34226674,0.04825273,30.98982048034668,37.08451,60946.906,57.23190275261182,1038,103900
0.414356,0.040690474,28.656755447387695,34.743786,60870.305,78.39209634799664,1039,104000
0.35017765,0.037109535,34.610389709472656,40.707233,60968.445,95.34622064778347,1040,104100
0.39813572,0.051035758,29.70303726196289,35.80089,60978.555,74.89014214504803,1041,104200
0.40743983,0.058440365,28.265140533447266,34.3653,61001.594,92.70093228273996,1042,104300
0.33404383,0.03621602,31.597219467163086,37.70073,61035.094,103.8309079930431,1043,104400
0.38884896,0.026826948,32.68694305419922,38.778275,60913.297,84.55396538035468,1044,104500
0.27084512,0.033599496,35.35612487792969,41.454338,60982.125,86.42615320436586,1045,104600
0.28995937,0.030305358,32.959354400634766,39.0649,61055.453,116.4373097283721,1046,104700
0.35590646,0.043648098,29.485919952392578,35.582615,60966.953,103.52662444880805,1047,104800
0.26267433,0.028260902,35.657142639160156,41.75375,60966.094,87.1032599039826,1048,104900
0.4195229,0.05483266,29.062894821166992,35.164776,61018.812,88.49586648710206,1049,105000
0.272699,0.015655156,40.90140914916992,47.0076,61061.914,73.36976263509159,1050,105100
0.41356188,0.050809603,29.705503463745117,35.802586,60970.82,91.1313799364024,1051,105200
0.26136738,0.040746167,34.5367546081543,40.64022,61034.664,56.665294007940275,1052,105300
0.3604828,0.047037564,32.712257385253906,38.820778,61085.195,82.41951387981945,1053,105400
0.44236302,0.04810604,27.5753173828125,33.69614,61208.227,68.3140381509256,1054,105500
0.46520835,0.039777584,31.179244995117188,37.292496,61132.5,78.59194830339594,1055,105600
0.31135857,0.032958195,35.77420425415039,41.883194,61089.9,57.23451347734282,1056,105700
0.4050452,0.036123365,33.982269287109375,40.09613,61138.633,55.58983341369556,1057,105800
0.2142365,0.02563142,38.947166442871094,45.05709,61099.227,32.2051503566807,1058,105900
0.4581382,0.03784618,31.116342544555664,37.23472,61183.766,77.86526006597447,1059,106000
0.28341925,0.029477019,34.980857849121094,41.098305,61174.47,118.38299898048422,1060,106100
0.32152575,0.030127432,30.582469940185547,36.696556,61140.85,41.29437828189947,1061,106200
0.3112705,0.019660018,36.00342559814453,42.11923,61158.03,54.9553417806217,1062,106300
0.3509314,0.038795874,32.631954193115234,38.74373,61117.758,92.03001186091934,1063,106400
0.38653427,0.031114027,35.726600646972656,41.844093,61174.92,87.34603626863716,1064,106500
0.48538098,0.063032,24.861377716064453,30.979815,61184.375,70.92572785177857,1065,106600
0.24489477,0.022670882,36.738162994384766,42.85707,61189.094,98.91088896400926,1066,106700
0.3703524,0.037660263,34.48859405517578,40.607468,61188.72,85.56987942467285,1067,106800
0.25305313,0.035074882,38.1475830078125,44.256992,61094.11,114.31553587510508,1068,106900
0.26106048,0.0308383,36.41025924682617,42.53138,61211.22,80.23761743397716,1069,107000
0.3225369,0.044051047,33.27383804321289,39.384884,61110.445,100.95703978490621,1070,107100
0.33834833,0.031596385,35.924198150634766,42.042953,61187.54,80.83993838634203,1071,107200
0.52395743,0.06472716,25.497283935546875,31.604067,61067.83,73.02883190378104,1072,107300
0.29729074,0.033712313,35.54734802246094,41.66127,61139.234,83.38611699863154,1073,107400
0.22417182,0.028875522,38.536476135253906,44.64959,61131.156,91.16566366412016,1074,107500
0.38717148,0.031352043,30.980239868164062,37.102566,61223.258,63.189549319854805,1075,107600
0.3043521,0.0448372,31.183589935302734,37.30999,61264.008,91.75383194614541,1076,107700
0.22422521,0.02663349,37.69613265991211,43.824806,61286.727,68.4160306825823,1077,107800
0.3004149,0.043582927,33.34321594238281,39.46693,61237.14,70.71985386025999,1078,107900
0.2704506,0.021840042,34.723567962646484,40.84565,61220.83,94.04759211230257,1079,108000
