time_sampling,AverageReturn,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,Epoch
0.806203604,-72.69776754,13.18015911,-54.06656834,-86.17384777,4.651747454,1,0.002001047,0.024711847,0.6650946,0.19119549,-72.69776754,0.070453405,0.999444586,0.976661016,1
0.680464983,-57.79152025,6.807331752,-48.38656767,-67.62915603,6.68776922,1,0.001680613,0.018446922,0.62565243,0.105492204,-71.20714281,0.0270226,0.968654707,0.919167946,2
0.836340904,-75.20598275,19.68303026,-43.94891196,-95.60025622,7.31843392,1,0.001643419,0.018046141,0.65408736,0.12988116,-71.60702681,0.047654152,0.94210238,0.883105359,3
0.635590076,-34.02738811,3.887046981,-30.10501351,-40.38606421,4.256686314,1,0.001568556,0.022441864,0.63213855,0.24900192,-67.84906294,0.050119877,0.776760298,0.660942652,4
0.874996901,-33.7105674,23.52583913,-2.554018947,-61.42786894,5.656892351,1,0.004186869,0.034584522,0.652228,0.06348792,-64.43521338,0.060948372,0.729419538,0.659917659,5
0.876450539,-25.20194727,21.85259546,1.709257191,-59.09248892,6.146544812,1,0.00161624,0.021356583,0.492499,0.1668765,-60.51188677,0.032160044,0.679386496,0.605635889,6
0.678856134,-15.16469207,12.08193305,-2.250994348,-32.66220132,5.111590763,1,0.004871845,0.037940979,0.5436797,0.21023765,-55.9771673,0.041980267,0.626219255,0.65600709,7
0.72295022,-18.16635618,4.318506593,-12.00813281,-23.65954559,6.549172422,1,0.001574278,0.023086071,0.6138957,0.20453139,-52.19608619,0.035204887,0.405912255,0.403474443,8
0.600069761,-16.86244405,2.507528639,-12.61954539,-19.15151957,5.187606097,1,0.001764774,0.017971277,0.5817073,0.25792876,-48.66272198,0.03836751,0.278907468,0.275731883,9
0.596426487,-8.526582107,11.60908968,3.09885324,-26.54327481,5.089612435,1,0.001559019,0.025305748,0.5848687,0.16379543,-44.64910799,0.051603794,0.664620585,0.640080312,10
0.722603559,-12.80179865,4.306417857,-6.338044022,-18.32450366,6.055119363,1,0.001487732,0.016090393,0.65608,0.13650051,-41.46437705,0.038262844,0.241368612,0.230079718,11
0.75891614,-10.53792436,2.058852078,-8.293760991,-13.84274105,6.392155559,1,0.001498699,0.016141653,0.48950386,0.2294886,-38.37173178,0.052812815,0.237886191,0.234331434,12
0.804001331,-4.150876491,3.383065441,0.188135074,-8.490654593,6.20475362,1,0.001560688,0.017207146,0.5845911,0.16034025,-34.94964626,0.065756559,0.568412673,0.479638686,13
0.72920084,-4.060152404,2.727277057,-2.318065052,-8.774387919,5.505872149,1,0.001586676,0.056723118,0.49091718,0.14359258,-31.86069687,0.032747746,0.506368646,0.402926332,14
0.654888153,-7.725994044,1.562682736,-6.046901882,-10.27649284,5.857183991,1,0.00150013,0.026660204,0.5393497,0.13035648,-29.44722659,0.060840607,0.262648353,0.261876062,15
0.632357836,-3.13989817,2.410408458,0.887694495,-5.239721703,6.177910149,1,0.00146842,0.017809391,0.57718533,0.1473027,-26.81649375,0.034302711,0.343950083,0.330005594,16
0.554861784,-0.329570652,1.867720399,1.481501096,-2.957681618,6.031579717,1,0.001519442,0.018506289,0.5962064,0.10161836,-24.16780144,0.026731014,0.455121795,0.423554675,17
0.935887098,-1.164586621,1.701783001,0.585165802,-2.924561764,5.988408892,1,0.001974344,0.019599676,0.64554733,0.31713334,-21.86747996,0.059115648,0.969619737,0.780557764,18
1.454811335,6.25931433,4.463947789,12.47866646,-0.133155713,7.029774238,1,0.002874374,0.023415327,0.55091155,0.14905712,-19.05480053,0.060729027,1.873232606,1.621527365,19
0.583808661,4.330953528,3.020141024,8.469558789,0.910015714,6.173012615,1,0.001554251,0.018534184,0.38046986,0.2549079,-16.71622512,0.061079502,1.183943041,1.068815147,20
0.765560627,4.035457448,0.928231872,5.28762576,2.841845815,6.283424668,1,0.001904011,0.045566559,0.5808852,0.06434944,-14.64105686,0.048397541,0.931678412,0.851189949,21
0.55090189,6.687759144,5.364348708,14.54838152,-0.325769483,7.165551409,1,0.001492977,0.046981335,0.6681469,0.09066239,-12.50817526,0.032049656,1.484021638,1.37038776,22
0.600442171,13.107929,6.814442457,23.11949293,4.147744385,5.403428558,1,0.001583576,0.031976938,0.6315654,0.2102655,-9.946564837,0.043731451,1.451188747,1.296007662,23
0.529069185,2.20103528,5.919306027,10.55936079,-4.769282206,6.967995434,1,0.00150013,0.045517206,0.5827997,0.1325747,-8.731804825,0.058986902,0.793284993,0.823344491,24
0.552768707,0.410159321,1.641758192,2.561643547,-2.01694045,7.557865727,1,0.001520872,0.01913166,0.6704238,0.13018289,-7.81760841,0.080280066,0.642492111,0.643179091,25
0.552320719,1.339242091,1.593329007,3.417535321,-1.015142266,6.581600297,1,0.001955509,0.018265486,0.46751705,0.071510494,-6.90192336,0.026084423,0.632548044,0.615416426,26
0.716991663,-2.249319285,2.298348131,0.288781885,-5.08369387,7.754580061,1,0.002034903,0.018923759,0.4515096,0.094225615,-6.436662953,0.053512573,0.546040632,0.513519291,27
0.55566597,1.039677879,0.996377535,2.383721549,-0.269863073,6.122470756,1,0.00163722,0.039510489,0.37423933,0.2080384,-5.68902887,0.05875349,0.61446176,0.578804945,28
0.550784349,2.511981168,3.750354341,8.374431483,-1.973128813,7.74004123,1,0.004169464,0.053123951,0.52462786,0.08624694,-4.868927866,0.062144756,0.665832339,0.652343664,29
0.722940445,5.59845419,2.105221678,8.403150285,3.167757193,6.187444866,1,0.001671791,0.018010378,0.58547956,0.11968114,-3.82218966,0.044044018,0.93073871,0.933955794,30
0.602791548,8.862877684,1.404598287,10.27065002,6.56868777,5.309799063,1,0.001881123,0.018008232,0.50527537,0.49751088,-2.553682926,0.030867577,1.444705336,1.397586685,31
0.662755489,3.790346335,4.50119233,10.62168733,-1.951381822,5.661511489,1,0.002314568,0.018130779,0.60839486,0.16484153,-1.91928,0.047313929,0.840410986,0.838756632,32
