ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Epoch,SampleStep
-278518464512.0,-278518460000.0,23623.969,21520260.0,8447562.0,-30.2,4,5050
-299173.71875,-299171.84,18888.71,263306.78,110830.08,-22.9,5,6060
-34892.83203125,-34890.953,18780.469,124468.89,39072.812,-31.8,6,7070
-21797.759765625,-21795.87,18909.71,92291.54,22938.488,-15.2,7,8080
-17904.490234375,-17902.553,19367.98,91173.69,17296.688,-26.0,8,9090
-8710.513671875,-8708.494,20194.805,47124.984,8114.474,-20.4,9,10100
-2356.06982421875,-2353.837,22328.23,15313.11,1904.6782,-21.2,10,11110
-437.7428283691406,-435.1336,26092.217,2475.1553,352.99237,-14.2,11,12120
-86.0912857055664,-83.12157,29697.219,403.02267,39.998283,-27.0,12,13130
-39.68589401245117,-36.453796,32320.977,51.940475,6.1403484,-40.8,13,14140
-34.844337463378906,-31.537563,33067.734,17.040127,2.3651223,-26.3,14,15150
-33.342899322509766,-30.010544,33323.562,7.601457,1.0523386,-19.2,15,16160
-41.2249755859375,-37.88944,33355.38,73.733765,6.082626,-11.0,16,17170
-42.545379638671875,-39.217583,33277.953,100.42017,5.3767357,-21.6,17,18180
-35.40560531616211,-32.079376,33262.28,28.474997,2.0223308,-23.5,18,19190
-41.0041389465332,-37.67646,33276.785,88.68918,4.272342,-32.1,19,20200
-35.157249450683594,-31.82046,33367.9,23.73862,2.1133385,-32.1,20,21210
-33.62339782714844,-30.28408,33393.156,9.7204075,1.2446804,-28.6,21,22220
-38.61890411376953,-35.284737,33341.67,85.7021,1.0365365,-38.2,22,23230
-33.13642120361328,-29.820015,33164.062,7.9278135,0.7381374,-31.8,23,24240
-36.77980041503906,-33.486126,32936.742,6.7525463,6.273484,-18.5,24,25250
-168.7233428955078,-165.4336,32897.52,363.36176,165.60602,-31.8,25,26260
-48.448665618896484,-45.128193,33204.72,51.962418,18.957275,-41.2,26,27270
-46.53562545776367,-43.19211,33435.16,115.40511,9.751839,-23.6,27,28280
-33.916297912597656,-30.563154,33531.453,12.129938,1.416146,-34.6,28,29290
-34.872684478759766,-31.53818,33345.05,14.5016,2.6198847,-31.4,29,30300
-33.204803466796875,-29.886219,33185.83,7.0268755,0.9260702,-26.0,30,31310
-33.10723876953125,-29.80151,33057.273,5.27838,0.9757359,-13.8,31,32320
-33.011962890625,-29.719387,32925.76,4.175121,0.96469676,-34.6,32,33330
-32.84968566894531,-29.58189,32677.953,4.6486917,0.71414864,-32.8,33,34340
-42.32847213745117,-39.078114,32503.574,12.024727,14.010173,-23.4,34,35350
-35.77364730834961,-32.518333,32553.152,41.465202,1.3720067,-33.9,35,36360
