ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-230042763264.0,-230042760000.0,81221.31,77271420.0,3009732.8,14.781514730401852,16930080.0,184592.45,-1812173568.0,-1812173600.0,80228.83,50
-10256915456.0,-10256915000.0,80641.96,26604502.0,244454.44,-18.24778822629769,13267520.0,325078.62,-389280736.0,-389280740.0,80079.95,53
-1777637376.0,-1777637400.0,80338.766,19389100.0,446042.44,-17.88511963880971,11935282.0,345180.94,-135243520.0,-135243520.0,79998.445,56
-415952128.0,-415952130.0,80235.766,18092774.0,455081.53,-4.442594476627727,13292698.0,243110.98,-57888848.0,-57888840.0,79974.24,59
-42641640.0,-42641630.0,80196.914,15690286.0,309186.16,-28.385777233732256,12466053.0,569126.7,-1228724.75,-1228716.8,79958.03,62
-16745357.0,-16745349.0,80177.766,16962492.0,432695.1,-14.732342556594672,11869677.0,233963.28,-961572.1875,-961564.2,79948.12,65
-3981438.5,-3981430.5,80168.06,17369826.0,304342.44,-8.652427045415662,11459208.0,230370.92,-931365.75,-931357.75,79947.695,68
-21172776.0,-21172768.0,80159.03,17132528.0,303138.72,-36.05310867448771,10028622.0,482961.06,-1005483.25,-1005475.25,79937.734,71
-1439209.25,-1439201.2,80151.914,15978941.0,528894.25,-13.823109652104023,10253365.0,222326.2,-844325.625,-844317.6,79926.51,74
-1245356.25,-1245348.2,80140.695,14234340.0,416876.25,-26.086978753920544,7304683.5,127706.0,-580768.0625,-580760.06,79905.22,77
-962011.125,-962003.1,80126.875,11589304.0,262649.22,-6.720290887079497,7218936.0,159122.34,-596224.4375,-596216.44,79874.42,80
-4339646.5,-4339638.5,80105.75,9783242.0,297110.7,-5.545834419587385,7028694.0,131741.23,-564823.0625,-564815.06,79823.42,83
-843145.125,-843137.1,80075.09,9644625.0,281455.56,-11.113253408432053,5991686.0,121573.3,-487770.71875,-487762.75,79744.8,86
-4026077.75,-4026069.8,80030.445,7871869.5,219647.11,-15.029982313656673,5971113.0,86985.89,-462974.15625,-462966.2,79621.47,89
-577065.1875,-577057.2,79964.22,6671429.5,185559.25,-14.502199885598456,3645878.0,107587.984,-319571.875,-319563.94,79482.85,92
-560689.8125,-560681.8,79873.16,6115090.5,216993.44,-25.15003246483042,3592821.0,122865.375,-326319.5,-326311.56,79360.9,95
-545610.0,-545602.0,79748.97,5309525.0,275264.88,-6.058066929856102,3109596.0,113788.8,-287478.875,-287470.94,79258.15,98
-388502.21875,-388494.25,79634.305,4432288.5,130812.92,-7.022948599350744,2091379.5,120862.555,-223365.203125,-223357.28,79188.14,101
-306050.5625,-306042.62,79485.734,3384858.5,113707.95,-29.74837049787943,1719172.0,59810.934,-156866.609375,-156858.7,79076.16,104
