ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch
-125516677120.0,-125516680000.0,52076.46,54210530.0,828586.06,-22.721870480140087,5042581.0,113726.5,-2153775872.0,-2153775900.0,50850.055,50
-8053636096.0,-8053636000.0,51455.406,10178186.0,267643.44,-2.803275339127767,4624747.0,217684.19,-510755136.0,-510755140.0,50503.992,53
-2510651648.0,-2510651600.0,50943.016,5257003.0,215963.53,-9.698204305919637,3543986.5,202151.25,-80484960.0,-80484950.0,50376.133,56
-1057195008.0,-1057195000.0,50565.28,4132899.2,208497.88,-12.715055604703924,3312595.8,206408.36,-56734704.0,-56734700.0,50332.133,59
-425143296.0,-425143300.0,50308.758,3822407.5,198998.47,-27.17652627959431,4250453.0,162448.1,-6259693.0,-6259688.0,50312.67,62
-227667632.0,-227667630.0,50105.312,3387218.0,209790.78,-12.433086097808028,4105268.5,210562.34,-420335.15625,-420330.12,50300.977,65
-124416472.0,-124416460.0,49927.574,2819617.5,156847.05,-10.666567935317131,3653689.5,148186.67,-730645.625,-730640.6,50293.37,68
-46959580.0,-46959576.0,49782.562,2759842.5,146189.27,-4.403831024148815,3488414.5,99699.67,-570438.25,-570433.25,50282.61,71
-8028606.5,-8028601.5,49707.312,2881243.0,163728.33,-10.68282343167976,3298643.5,135530.92,-314980.78125,-314975.75,50270.516,74
-3304936.0,-3304931.0,49673.63,2846176.2,145345.52,2.0723254840636494,2810619.0,98788.36,-257094.46875,-257089.44,50252.324,77
-1616376.75,-1616371.8,49645.062,2753645.5,132548.28,0.49480914930354936,2614221.0,97393.21,-242860.609375,-242855.6,50228.098,80
-1464795.75,-1464790.8,49618.844,2523127.0,103248.266,-16.207289079917214,2090752.8,61744.754,-183316.265625,-183311.25,50189.707,83
-456899.90625,-456894.94,49592.465,2093112.0,93598.7,-20.340476233292,1945324.8,51425.516,-166492.71875,-166487.7,50141.082,86
-322774.96875,-322770.0,49556.258,1846243.0,87493.75,-22.993438614609374,1388824.8,42078.91,-291527.75,-291522.75,50068.332,89
-163467.390625,-163462.44,49511.89,1658196.1,60061.87,-13.732556118083659,1315830.4,45188.766,-119676.0390625,-119671.04,49983.938,92
-143592.40625,-143587.45,49457.86,1453518.1,60379.555,8.18161461399691,930720.94,20918.46,-77193.4375,-77188.45,49880.496,95
-123472.828125,-123467.89,49385.465,1253097.2,56774.625,-5.227773656866433,788013.2,31323.11,-74577.3046875,-74572.33,49764.133,98
-93570.328125,-93565.4,49300.105,1000884.3,38082.8,-1.7614658622790063,960793.2,13357.527,-74112.0234375,-74107.06,49638.207,101
-74496.1484375,-74491.23,49209.953,793053.25,30694.86,-17.860257903043536,636534.9,17659.725,-55081.4140625,-55076.46,49527.594,104
-76382.828125,-76377.92,49097.008,693591.1,32458.824,-24.140679349872684,586897.6,8799.406,-45726.99609375,-45722.055,49407.81,107
-57862.95703125,-57858.062,48962.19,587171.8,25923.48,-15.66663847029462,472213.12,5737.506,-35894.6484375,-35889.715,49332.156,110
-45995.89453125,-45991.016,48803.902,487103.6,19176.305,-12.040791763269393,412723.25,2035.607,-29364.11328125,-29359.188,49263.176,113
-42528.29296875,-42523.426,48653.18,449145.94,17847.53,-13.46968895901856,274352.34,1842.6075,-19870.27734375,-19865.357,49203.484,116
-33563.19921875,-33558.35,48490.555,342965.94,15216.911,-13.05637718849156,277349.72,1179.8179,-19624.603515625,-19619.686,49173.28,119
-25131.169921875,-25126.338,48310.703,267814.6,10271.121,-13.274983479804552,169863.72,1032.6604,-12251.7001953125,-12246.785,49150.03,122
-20687.6953125,-20682.883,48127.387,229094.34,7576.5605,-12.302356016159406,141984.58,708.03,-10145.5126953125,-10140.6,49131.83,125
-17044.75390625,-17039.96,47932.848,182607.73,6841.67,-11.949567700717155,146000.55,697.7147,-10410.2841796875,-10405.371,49133.1,128
-15620.55078125,-15615.777,47730.63,165003.34,6497.4336,-13.68136473032242,114766.77,684.93726,-8288.126953125,-8283.208,49184.625,131
-12698.7158203125,-12693.963,47530.203,134425.56,5237.323,-14.64533788145363,87453.7,308.2878,-6185.05615234375,-6180.127,49291.688,134
-9866.666015625,-9861.932,47340.656,110941.44,3399.6055,-5.889104432925616,53866.24,201.00555,-3839.687744140625,-3834.7473,49404.234,137
-8306.580078125,-8301.865,47144.457,89158.28,3273.3584,-1.6378723216700468,47341.65,171.94647,-3378.53271484375,-3373.58,49526.742,140
-6579.068359375,-6574.373,46951.28,70656.125,2570.666,-5.3318244748922625,25965.656,79.48883,-1869.52099609375,-1864.5532,49677.984,143
-5774.341796875,-5769.665,46767.93,61334.645,2313.6077,-11.716689878858094,16587.09,16.730698,-1192.445556640625,-1187.4608,49847.273,146
-4617.25244140625,-4612.5938,46587.137,46519.195,2085.2197,-4.095004283734513,21240.355,11.332056,-1503.687255859375,-1498.6832,50040.58,149
-3631.74169921875,-3627.1013,46402.668,34510.812,1829.6868,-18.33196066794512,11448.273,16.592932,-844.6575317382812,-839.6359,50216.19,152
-2846.085693359375,-2841.4624,46233.883,28490.934,1270.6487,0.6637213458456739,6649.8267,2.5474458,-510.4708557128906,-505.43213,50387.367,155
-2665.75146484375,-2661.1433,46082.215,25001.873,1353.0769,-11.532586699425739,3651.8381,7.7026024,-311.10638427734375,-306.0537,50526.86,158
-2131.627197265625,-2127.0288,45982.95,20018.223,1062.1218,-6.073233786691351,3675.3577,1.7473694,-308.68035888671875,-303.61545,50649.047,161
-2004.4442138671875,-1999.8567,45875.406,18672.059,1008.80164,-20.570404670875487,1649.9957,2.0619254,-171.84901428222656,-166.77686,50721.598,164
-1697.151123046875,-1692.5758,45753.633,15894.422,832.46204,-6.746220268239974,858.77356,1.3598784,-117.83220672607422,-112.76166,50705.516,167
-1499.99560546875,-1495.4346,45609.812,13478.605,782.70624,-6.4932205570875166,945.913,2.2374408,-124.30992126464844,-119.25201,50579.145,170
-1172.74755859375,-1168.2034,45441.918,10087.709,638.20984,-37.621674541580504,2108.4346,0.7202983,-201.91961669921875,-196.89047,50291.47,173
-954.2838745117188,-949.7583,45255.508,8234.494,500.71088,2.529868130183055,646.81616,0.60415614,-102.889892578125,-97.90762,49822.676,176
-7142.9609375,-7138.4556,45051.53,6465.3184,489.84778,-1.8897294859826772,108.44929,1.9404507,-67.30341339111328,-62.381844,49215.71,179
-626.1580810546875,-621.6748,44832.562,4601.7915,379.13574,-10.001466641259963,120.189415,0.54090947,-67.0700912475586,-62.229233,48408.61,182
-577.6411743164062,-573.18225,44589.17,3973.5168,370.3003,1.2422224567210662,303.98108,0.83027375,-79.63594055175781,-74.861786,47741.586,185
-466.58990478515625,-462.1584,44315.258,2907.5298,312.82666,-15.513509670373827,238.39664,0.7606519,-75.08084106445312,-70.37673,47041.11,188
-386.0354919433594,-381.6303,44051.88,2452.5767,239.31668,-15.237550390168433,2135.107,0.6980312,-203.32046508789062,-198.68027,46402.008,191
-330.0755615234375,-325.69336,43821.875,2175.4473,184.36539,-18.799424782755523,271.89325,1.614644,-77.797119140625,-73.22125,45758.703,194
-3737.83056640625,-3733.4753,43552.008,1881.4373,169.879,-6.665142766593737,161.44304,0.6499537,-69.59420776367188,-65.09456,44996.5,197
-302.093505859375,-297.76364,43298.72,1678.6882,192.76642,-8.641997065855282,122.51567,0.46998852,-66.7495346069336,-62.338657,44108.758,200
-64.58977508544922,-60.590324,39994.53,88.806915,1.2571609,-1.4448768531241147,143.09349,0.72063935,-68.21814727783203,-63.90072,43174.26,203
-59.10232925415039,-55.894268,32080.617,30.956665,0.10229923,-0.11187471458349596,867.73663,49.292084,-150.0323028564453,-145.80276,42295.312,206
-64.77934265136719,-61.815872,29634.668,111.88535,0.7604424,-15.752128840398651,225.96674,10.27491,-80.14906311035156,-75.9737,41753.6,209
-57.61433792114258,-54.76598,28483.566,14.204371,0.11013523,-7.459377988034177,52.825134,1.1405208,-62.19854736328125,-58.0766,41219.484,212
-57.457183837890625,-54.697792,27593.938,12.98873,0.13091817,-0.2824039731121112,50.09986,1.5865002,-62.2646598815918,-58.193966,40706.953,215
-56.70826721191406,-54.031055,26772.102,3.412849,0.1032079,-9.436891964601783,41.998024,1.6220596,-61.68770217895508,-57.669796,40179.055,218
-56.564125061035156,-53.961647,26024.77,2.6023645,0.081683144,-0.9855957960489417,332.89664,2.2739744,-81.7625961303711,-77.79535,39672.477,221
-58.57176971435547,-56.02603,25457.39,31.281704,0.26451927,-15.133088577362285,91.67913,1.0439309,-64.56114959716797,-60.640392,39207.555,224
-56.810306549072266,-54.289085,25212.215,7.2608523,0.09972364,-13.18054740038028,2675.316,39.886936,-265.653076171875,-261.7531,38999.656,227
-56.561614990234375,-54.058533,25030.828,3.8887799,0.09621883,-9.111044716747307,1247.2751,33.426216,-164.63809204101562,-160.74919,38889.023,230
-56.43340301513672,-53.950207,24831.957,2.4763057,0.077382624,-13.032214725125911,2720.599,48.592773,-274.58880615234375,-270.70837,38804.188,233
-56.349205017089844,-53.894962,24542.445,1.7622755,0.067144975,-18.110193592543343,623.6229,23.523327,-115.72269439697266,-111.847046,38756.47,236
-56.94120407104492,-54.525246,24159.594,10.719,0.102912664,-11.675081896394602,516.2553,12.069589,-100.69880676269531,-96.83126,38675.492,239
-56.359535217285156,-53.973503,23860.332,2.9093845,0.06850828,-7.802129040399101,243.29431,8.877298,-80.05854034423828,-76.200485,38580.555,242
-57.505924224853516,-55.165497,23404.273,20.432816,0.07769585,-15.502968287179238,199.03302,5.2313547,-74.59127044677734,-70.73831,38529.57,245
-56.21937561035156,-53.9162,23031.79,2.0579748,0.06895836,-8.989329850096535,249.96413,7.377275,-79.48762512207031,-75.63679,38508.35,248
-56.12595748901367,-53.87098,22549.77,1.5387955,0.054052033,-14.39391359835293,40.69819,1.5141512,-61.35558319091797,-57.50882,38467.625,251
-56.02455520629883,-53.837242,21873.14,1.0988946,0.04818067,-3.9118681541063487,43.251625,1.3481411,-61.405853271484375,-57.569267,38365.86,254
-55.900146484375,-53.801853,20982.95,0.82714343,0.023060672,-15.861577665537641,32.438183,0.9108286,-60.36415481567383,-56.54163,38225.258,257
-57.411624908447266,-55.402058,20095.672,24.110022,0.059568208,-21.429698050658892,34.419685,1.20371,-60.6754264831543,-56.873894,38015.33,260
-56.23210906982422,-54.23413,19979.785,7.0698624,0.0376156,-26.48381878103211,14.860571,0.24301958,-58.673583984375,-54.900307,37732.766,263
-56.016048431396484,-54.02663,19894.18,3.980164,0.039935507,-12.140358579777415,28.52926,0.33563936,-59.6175422668457,-55.887905,37296.355,266
-55.8685417175293,-53.89136,19771.805,1.9705706,0.04098788,-12.794065459563374,20.703497,0.54444176,-59.17216110229492,-55.499645,36725.17,269
-55.81300735473633,-53.85342,19595.879,1.5242213,0.029556662,-8.721116778450511,20.280634,0.59850204,-59.10755157470703,-55.507614,35999.375,272
-55.76362991333008,-53.8285,19351.316,1.1063217,0.034517743,-5.713424452190818,13.211239,0.18961334,-58.25434494018555,-54.75256,35017.867,275
-56.55790710449219,-54.634926,19229.797,11.380576,0.19884533,-30.578757244195682,4.3735027,0.18191823,-57.51911544799805,-54.149323,33697.92,278
-55.893760681152344,-53.98048,19132.809,3.134553,0.056294464,-11.082616375006692,14.076761,0.31221008,-58.10730743408203,-54.89408,32132.273,281
-55.77049255371094,-53.87175,18987.443,1.640731,0.044995934,6.739429143255698,54.009308,0.14709544,-60.65066146850586,-57.4845,31661.617,284
-55.695396423339844,-53.81916,18762.35,0.97872436,0.03347812,-8.341122861866465,47.309593,0.2919246,-60.25653839111328,-57.129147,31273.922,287
-55.63327407836914,-53.791504,18417.717,0.6423403,0.026244484,-55.8124437982573,25.365635,0.45457828,-58.844547271728516,-55.75431,30902.363,290
-56.26947021484375,-54.460022,18094.498,10.28814,0.049612135,-1.5057615765533017,15.8066845,0.3026199,-58.05171203613281,-55.004658,30470.535,293
-55.69935607910156,-53.90364,17957.146,2.1642385,0.03976798,-4.101739575233038,13.536558,0.15182899,-57.74476623535156,-54.749,29957.648,296
-55.61878204345703,-53.84462,17741.61,1.3287506,0.036099285,-18.63091065365667,13.767719,0.19398886,-57.72613525390625,-54.793175,29329.602,299
-55.57680130004883,-53.830887,17459.145,1.214248,0.027259156,-5.7796593247431645,732.23,2.2400248,-107.69281005859375,-104.79433,28984.852,302
-56.42168426513672,-54.715477,17062.082,13.885269,0.06741002,-13.662139597283913,120.23396,0.49598816,-65.0869140625,-62.20185,28850.633,305
-56.30057144165039,-54.62018,16803.932,12.641615,0.050935842,-12.0229093772399,37.93303,0.22696476,-59.317413330078125,-56.4507,28667.133,308
-55.62873840332031,-53.961124,16676.135,3.1460428,0.026544498,-14.49748426077828,47.762947,0.39848053,-60.07643508911133,-57.231926,28445.098,311
-55.50382995605469,-53.852173,16516.574,1.5668008,0.023463544,-8.687750722357102,18.81533,0.1928716,-57.94990158081055,-55.13398,28159.219,314
-55.44633102416992,-53.819603,16267.266,1.0403556,0.027975284,-7.20890982850189,16.126938,0.22061254,-57.74763107299805,-54.970833,27767.984,317
-55.389163970947266,-53.80066,15885.059,0.85241723,0.018764388,-16.251812590032237,17.647985,0.13939762,-57.74924850463867,-55.018806,27304.422,320
-43.86317443847656,-42.327995,15351.805,10.730967,0.049814135,2.639841983090056,6.277859,0.24843907,-57.00516891479492,-54.3232,26819.703,323
-43.42826461791992,-41.900715,15275.508,2.0144565,0.33497828,1.323289969702153,89.42019,0.29274884,-62.65093231201172,-59.97923,26717.043,326
-44.5062141418457,-42.98796,15182.537,1.7663481,0.24004194,-3.0271943261480203,195.19835,0.2928198,-69.80396270751953,-67.13703,26669.328,329
-47.148162841796875,-45.642483,15056.787,0.853688,0.05758182,-6.536468088388139,415.05975,1.1960983,-85.29328155517578,-82.62576,26675.152,332
-46.62071228027344,-45.132065,14886.477,1.0416311,0.09237148,-8.662126631507213,95.83187,0.22556129,-63.03384017944336,-60.36763,26662.113,335
-49.55569839477539,-48.088486,14672.137,1.6002381,0.048607986,-11.301322208098625,39.515404,0.17196484,-59.183433532714844,-56.520557,26628.75,338
-45.93666458129883,-44.48966,14470.047,1.0843258,0.034064718,-5.703301684588316,22.298698,0.651175,-58.333824157714844,-55.679813,26540.113,341
-42.3066520690918,-40.8801,14265.535,0.992445,0.04951024,-8.708382036630708,14.221872,0.11913097,-57.411224365234375,-54.773254,26379.695,344
-41.94035720825195,-40.532524,14078.34,0.69662863,0.029194465,-11.850438700135783,20.111599,0.3204104,-57.92647171020508,-55.307995,26184.762,347
-42.14871597290039,-40.760895,13878.199,0.5678792,0.029963043,3.8670650871314565,16.139051,0.06675077,-57.46711730957031,-54.86754,25995.809,350
-37.84224319458008,-36.47902,13632.25,2.212287,0.031677637,-28.459734291385875,25.415394,0.34359932,-58.25876235961914,-55.682583,25761.797,353
-14.687702178955078,-13.34725,13404.518,0.89080614,0.040907875,-0.021025226240207417,14.035877,0.07800089,-57.28418731689453,-54.732834,25513.527,356
-3.548214912414551,-2.223095,13251.201,0.35797507,0.052953023,3.1539498251919347,17.101322,0.22497202,-57.55626678466797,-55.03972,25165.492,359
2.6864657402038574,3.9943352,13078.693,0.35085863,0.036675185,-3.610994561096853,67.443,3.690135,-63.27385330200195,-60.791016,24828.383,362
-21.31552505493164,-20.025341,12901.836,0.29125318,0.03986891,-5.871252529274321,16.668196,0.98488766,-57.9802360534668,-55.524628,24556.082,365
12.034835815429688,13.308144,12733.078,0.12384363,0.06386803,-3.3268712633892483,15.607408,0.4242424,-57.505252838134766,-55.073467,24317.844,368
50.27340316772461,51.532616,12592.123,0.15315667,0.008056247,-40.77217022572676,24.93415,0.60515505,-58.23259735107422,-55.827007,24055.906,371
54.360618591308594,55.609474,12488.572,0.12030955,0.0061041918,9.734245127022955,27.266737,0.62622863,-58.37679672241211,-55.99911,23776.863,374
54.830902099609375,56.0705,12395.977,0.15669122,0.0064504873,5.267285236788051,21.322107,0.30382806,-57.72346496582031,-55.37869,23447.75,377
