ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Pred_obs_loss,Pred_rew_loss,ELBO,loglikelihood,KL_loss,Epoch,SampleStep
-620853.3125,-620845.3,79831.72,6325962.0,284816.56,-35.24420265817706,4353220.0,100795.11,-362839.46875,-362831.53,79499.61,95,9600
-444969.1875,-444961.22,79736.81,5057859.0,151703.36,-5.729865262946006,3041160.5,155450.25,-311039.3125,-311031.38,79334.67,98,9900
-410605.65625,-410597.7,79634.08,4251870.5,181519.42,-27.400335718626536,2588630.0,92179.61,-237603.90625,-237595.98,79224.29,101,10200
-63486.9921875,-63479.305,76884.664,745260.75,19204.953,-2.542330744544637,2516945.0,66661.92,-215485.953125,-215478.03,79160.27,104,10500
-46419.67578125,-46412.094,75806.64,512969.6,17211.95,-14.370815336643028,1844980.0,89399.48,-185401.59375,-185393.69,79069.03,107,10800
-38482.72265625,-38475.17,75520.45,427522.9,14027.353,-6.0973679214699175,1465265.4,59870.816,-139725.859375,-139717.95,79032.25,110,11100
-32156.77734375,-32149.223,75538.5,356399.3,11791.154,-18.924400486525183,1224513.8,44772.523,-113218.1015625,-113210.2,78972.2,113,11400
-26702.81640625,-26695.25,75667.5,291475.56,10223.583,-25.939394310170265,1250315.5,59902.57,-125202.1796875,-125194.28,78953.35,116,11700
-25526.17578125,-25518.592,75832.72,276195.7,10012.687,-13.706204302833045,892463.25,41568.387,-88580.859375,-88572.96,78950.06,119,12000
-18319.185546875,-18311.582,76025.42,206256.31,6356.028,-33.472686545237195,903791.9,49074.25,-94426.4765625,-94418.58,78974.5,122,12300
-15816.3427734375,-15808.722,76210.19,162438.31,7039.073,-6.083991702850243,445135.94,23749.562,-46253.69921875,-46245.797,79031.38,125,12600
-11326.90625,-11319.263,76437.484,122046.4,4443.6895,-20.768792264559092,705988.25,24957.627,-64722.44140625,-64714.527,79136.664,128,12900
-8133.08642578125,-8125.416,76703.266,92399.75,2688.4531,-12.692451113719677,257515.92,10106.097,-24325.708984375,-24317.781,79274.0,131,13200
-5601.77001953125,-5594.0674,77026.16,62531.543,1934.417,-7.3022302213424615,318665.3,15943.722,-32413.744140625,-32405.799,79445.234,134,13500
-3478.079345703125,-3470.3364,77429.17,37274.875,1321.6117,-33.83714481490026,148997.9,6431.588,-14496.1357421875,-14488.172,79643.53,137,13800
-2432.835693359375,-2425.0427,77930.75,25526.61,951.6915,-20.0611744432439,232342.31,7124.1074,-20604.484375,-20596.502,79833.86,140,14100
-1380.01025390625,-1372.1572,78530.63,14486.564,499.72977,-14.262787728879895,222055.97,6659.301,-19593.923828125,-19585.926,79989.54,143,14400
-795.7293701171875,-787.8063,79230.94,8404.444,244.38127,-12.41809671631526,223330.03,5414.4497,-70853.703125,-70845.69,80173.4,146,14700
-435.1602478027344,-427.15775,80025.01,4203.1836,131.53702,12.849874331221102,144367.72,3332.662,-12085.91796875,-12077.887,80310.12,149,15000
-302.2811279296875,-294.20007,80810.555,2647.1592,90.65302,-32.52382676491303,162227.78,2295.3276,-12592.544921875,-12584.496,80484.83,152,15300
-213.2041015625,-205.0474,81567.11,1522.6409,71.354034,-11.636469832568347,144835.56,1888.5891,-11140.4375,-11132.375,80629.78,155,15600
-164.456298828125,-156.23814,82181.5,1120.9921,39.38807,1.984144615836195,118581.95,1584.7578,-9158.337890625,-9150.26,80783.23,158,15900
-137.36831665039062,-129.11398,82543.375,770.237,34.379177,-10.882335395188678,91051.64,830.4659,-6785.02587890625,-6776.937,80887.37,161,16200
-120.20753479003906,-111.921135,82863.97,565.90857,29.40424,-12.357074297279087,75105.5,564.4112,-5525.966796875,-5517.866,81008.25,164,16500
-107.70162200927734,-99.38986,83117.6,430.17447,24.458794,-21.622398539489055,57557.914,345.1402,-4190.1982421875,-4182.0864,81119.41,167,16800
-91.76102447509766,-83.43417,83268.52,270.81094,16.815649,-27.759436814447596,32181.889,214.31538,-2384.546142578125,-2376.4248,81213.66,170,17100
-93.66507720947266,-85.345055,83200.22,312.3339,15.487282,-9.67182078299823,34109.734,158.67963,-2477.361328125,-2469.2307,81306.04,173,17400
-82.02755737304688,-73.74376,82838.0,171.89279,12.386873,-27.054530603327155,19352.406,79.506546,-1425.20068359375,-1417.0621,81385.78,176,17700
-77.08355712890625,-68.85724,82263.22,111.72614,11.182177,-11.717794874578223,10389.986,39.458656,-791.642578125,-783.49695,81456.234,179,18000
-73.2342529296875,-65.09635,81379.016,88.30992,7.9659157,-9.965923075304778,10775.061,39.479862,-817.7138061523438,-809.5683,81454.984,182,18300
-72.60413360595703,-64.587395,80167.42,79.3004,8.114723,-13.60677707778983,8843.106,18.04903,-672.4739379882812,-664.3358,81381.16,185,18600
-68.80242156982422,-60.94441,78580.125,48.918465,5.7692757,-9.848855323543036,3678.8186,9.816088,-317.4339904785156,-309.30957,81244.33,188,18900
-66.61198425292969,-58.930176,76818.05,40.13715,3.6707509,-24.29731358665273,7475.9316,10.654065,-574.9133911132812,-566.8183,80950.69,191,19200
-87.33403778076172,-79.83043,75036.07,346.69504,3.9015918,-2.6031443872944857,3135.4204,6.168787,-278.1463317871094,-270.07104,80752.93,194,19500
-76.70585632324219,-69.328766,73770.9,154.234,7.6282153,-17.71428718707163,4466.341,6.7103877,-368.5513916015625,-360.49777,80536.04,197,19800
-70.5667495727539,-63.27732,72894.266,112.42211,2.8665168,-10.615219522042963,8701.629,2.1722782,-652.0427856445312,-644.0189,80238.89,200,20100
-104.99195861816406,-97.28708,77048.805,615.6018,2.808547,-18.895171209310888,5490.9053,3.1534843,-435.4147033691406,-427.42078,79939.266,203,20400
-74.23399353027344,-66.96987,72641.234,190.2141,0.54420865,-16.489202121833305,12751.17,3.0660436,-926.6105346679688,-918.6466,79639.125,206,20700
-79.37948608398438,-72.2874,70920.9,269.2024,0.5036882,-7.077977651331212,4183.897,0.82201636,-345.3448486328125,-337.40097,79438.91,209,21000
-146.55247497558594,-139.57498,69774.9,1262.5396,0.6083089,-5.685919766012029,4388.8174,21.199074,-372.9712829589844,-365.05612,79151.69,212,21300
-85.07289123535156,-78.168365,69045.234,354.9312,0.62175477,-14.536011906700189,2821.419,2.490337,-254.23056030273438,-246.3342,78963.61,215,21600
-77.40129852294922,-70.55711,68441.875,242.52527,0.6143566,-27.64345190602933,3951.9282,276.13004,-515.8622436523438,-507.9986,78636.71,218,21900
-73.82730102539062,-67.03184,67954.625,190.09314,0.6478852,-13.812756015757884,3468.5098,35.769436,-320.4647216796875,-312.6405,78242.11,221,22200
-71.89854431152344,-65.15036,67481.84,163.94879,0.48184437,-11.16849435352137,3435.4834,13.547801,-303.1576843261719,-295.36884,77888.47,224,22500
-68.5486831665039,-61.848537,67001.484,115.74452,0.42279762,-5.2579441291587425,2189.9087,7.586857,-214.80784606933594,-207.05008,77577.695,227,22800
-67.73109436035156,-61.07708,66540.12,104.91493,0.36569238,-35.96916134185784,1606.24,1.7868867,-171.3623046875,-163.62988,77324.21,230,23100
-65.28024291992188,-58.666576,66136.66,69.18217,0.3766963,-29.400867022877375,1301.6042,1.117419,-150.2724151611328,-142.56288,77095.39,233,23400
-64.57669067382812,-58.011963,65647.25,59.58369,0.36914933,-15.716819646634239,394.6368,0.5589007,-88.50538635253906,-80.81262,76927.67,236,23700
-63.732505798339844,-57.224495,65080.11,48.598015,0.3039918,-23.839217265831365,398.50424,0.78152674,-88.9039306640625,-81.22496,76789.72,239,24000
-63.04277038574219,-56.6034,64393.688,38.971146,0.34881663,-31.00676458458746,5822.6284,237.74554,-616.2464599609375,-608.6106,76358.36,242,24300
-62.28863525390625,-55.932426,63562.094,29.718624,0.28249723,-21.94557279532892,3267.3906,137.08731,-375.21099853515625,-367.59064,76203.64,245,24600
-62.790931701660156,-56.525482,62654.5,38.71054,0.25972563,-26.723763292047604,2472.4448,70.73216,-276.50225830078125,-268.89758,76046.91,248,24900
-61.888668060302734,-55.714226,61744.414,26.42681,0.28922415,-23.51501450884377,2862.2712,62.75296,-297.47210693359375,-289.87686,75952.4,251,25200
-61.519615173339844,-55.451576,60680.406,22.110394,0.33271766,-26.82363844286821,1978.722,39.307217,-221.8045654296875,-214.224,75805.68,254,25500
-62.33623504638672,-56.382187,59540.5,34.98713,0.4203084,-12.434700261184787,1321.7736,28.823772,-170.24163818359375,-162.67595,75656.91,257,25800
-61.344722747802734,-55.480537,58641.867,21.919025,0.39464653,-25.02022751666182,1054.5452,14.009226,-142.1165771484375,-134.56857,75480.06,260,26100
-60.70915603637695,-54.95253,57566.266,14.782087,0.32804382,-10.147740837795482,502.115,8.682505,-101.10917663574219,-93.582466,75267.09,263,26400
-61.38542175292969,-55.740387,56450.344,26.86716,0.28384042,-35.60862754061061,709.099,8.590109,-115.034912109375,-107.52606,75088.5,266,26700
-83.43875885009766,-77.91604,55227.203,354.31424,0.3105635,-6.662104347578698,293.78098,3.6820545,-83.58577728271484,-76.1013,74844.766,269,27000
-75.84207153320312,-70.372856,54692.188,193.91336,5.2032557,-17.882447457320684,372.82465,5.0114355,-89.80526733398438,-82.34956,74557.05,272,27300
-65.6331787109375,-60.18262,54505.57,79.31981,1.6033597,-10.932309175870882,182.51294,1.7422899,-74.6810302734375,-67.25946,74215.734,275,27600
-63.24332809448242,-57.81369,54296.367,51.38992,0.8955217,-10.585393216671045,86.50505,1.0077969,-67.63642120361328,-60.265823,73705.984,278,27900
-62.779476165771484,-57.37873,54007.445,49.21225,0.47049332,-15.940443278552866,37.521084,0.47478396,-63.89655303955078,-56.590515,73060.39,281,28200
-60.675148010253906,-55.313335,53618.125,19.658504,0.3736069,-23.217567527156188,3178.08,25.565443,-537.6146850585938,-530.3897,72249.77,284,28500
-60.243438720703125,-54.929184,53142.53,14.312594,0.3404954,-12.548679941231434,2109.2798,3.5275238,-206.04010009765625,-198.84724,71928.58,287,28800
-60.364376068115234,-55.103657,52607.203,17.277908,0.30179572,-8.571149047400176,1519.5908,1.3505591,-164.6398162841797,-157.47131,71685.016,290,29100
-59.82685470581055,-54.625137,52017.188,10.246942,0.29773858,-17.274293322104022,1074.6885,0.8802332,-134.19776916503906,-127.047554,71502.14,293,29400
-59.681800842285156,-54.559532,51222.703,9.7376175,0.25171965,-17.98992932892047,1031.8319,0.6623074,-131.1312255859375,-124.00008,71311.44,296,29700
-59.852821350097656,-54.845055,50077.664,14.236465,0.22377858,7.724582240669064,618.4877,0.5876101,-103.08308410644531,-95.97951,71035.78,299,30000
-94.42374420166016,-87.32019,71035.555,490.41553,0.5980025,-16.156980756927812,297.85742,0.6228193,-81.37373352050781,-74.30703,70667.016,302,30300
-67.09357452392578,-60.686043,64075.297,99.21818,0.35748616,-0.5443908024501265,241.00864,0.56862694,-77.4474105834961,-70.42354,70238.734,305,30600
-66.08699798583984,-59.840397,62466.03,73.22712,1.7068853,-19.000843398173686,150.14441,0.5086288,-71.21521759033203,-64.234375,69808.43,308,30900
-65.30609130859375,-59.138226,61678.64,71.95594,0.7963357,-20.028190505864345,99.770134,0.5678135,-67.79206848144531,-60.865715,69263.53,311,31200
-62.397953033447266,-56.294098,61038.562,32.293724,0.55946994,-20.713446434913617,120.345856,0.5917884,-69.13726806640625,-62.274246,68630.26,314,31500
-62.04948425292969,-56.015938,60335.484,28.9485,0.48292047,-38.83393697032884,55.885956,0.42629778,-64.57977294921875,-57.800415,67793.586,317,31800
-61.24110412597656,-55.29,59511.055,18.251514,0.47981685,-22.631589747965197,26.593739,0.63653463,-62.644195556640625,-55.96054,66836.53,320,32100
-61.001983642578125,-55.14993,58520.547,16.833925,0.41458583,-5.817953304968203,527.86444,0.5462663,-96.4185562133789,-89.81926,65992.94,323,32400
-61.664241790771484,-55.903458,57607.83,28.08692,0.40286303,-9.638197997592064,444.79965,0.71387243,-90.87235260009766,-84.31189,65604.62,326,32700
-60.62334060668945,-54.970436,56529.047,14.957298,0.3369957,-19.653160727673015,267.37018,0.75640774,-78.85186767578125,-72.33443,65174.375,329,33000
-60.31304168701172,-54.795044,55179.992,11.835931,0.38992608,-13.74070852563262,160.96405,0.47787154,-71.41633605957031,-64.9457,64706.344,332,33300
-59.778282165527344,-54.424625,53536.586,7.856119,0.24050193,-14.091040185458795,76.51689,0.5596775,-65.69451141357422,-59.28672,64077.93,335,33600
-59.57335662841797,-54.418827,51545.305,8.269768,0.19056872,-26.2727075896499,51.05519,0.40190083,-63.78482437133789,-57.45702,63278.062,338,33900
-59.21697235107422,-54.295807,49211.664,6.8604593,0.14969628,-25.679263602268982,77.70491,3.7673185,-67.8180923461914,-61.537643,62804.5,341,34200
-58.94291687011719,-54.26873,46741.86,6.5083246,0.144896,-15.119892398948327,217.69543,12.771485,-83.3751220703125,-77.10338,62717.47,344,34500
-72.33806610107422,-67.8598,44782.637,207.00552,0.1802119,-8.4509636218712,300.25375,45.088333,-110.82669830322266,-104.55795,62687.438,347,34800
-59.629676818847656,-55.190857,44388.18,19.971928,0.16126946,-22.793858612950853,540.07886,30.033989,-116.87032318115234,-110.599434,62708.93,350,35100
-59.21725845336914,-54.82778,43894.766,14.576263,0.16427714,-21.11570664299559,273.0995,23.906546,-94.6523666381836,-88.38727,62650.984,353,35400
-58.93897247314453,-54.604294,43346.805,11.523599,0.13927394,-9.091184162607584,204.82394,15.205135,-84.13833618164062,-77.87919,62591.453,356,35700
-58.759952545166016,-54.491085,42688.66,9.83119,0.14120576,-11.854596077648678,275.39722,11.233417,-86.21027374267578,-79.96714,62431.305,359,36000
-59.032798767089844,-54.817566,42152.33,14.430937,0.16371113,-24.960181548914765,257.59436,16.66843,-88.67122650146484,-82.440216,62310.14,362,36300
-58.5661506652832,-54.4132,41529.496,8.598991,0.14933611,-12.656344548542139,87.58675,6.2206626,-70.08357238769531,-63.866444,62171.312,365,36600
-58.4803466796875,-54.408363,40719.85,8.5161,0.1504742,-35.68665173684701,73.51434,5.6285715,-68.71281433105469,-62.513542,61992.72,368,36900
-58.89768600463867,-54.883747,40139.39,15.362923,0.16831449,-30.53962539170143,150.41556,5.335841,-73.69245910644531,-67.51918,61732.797,371,37200
-59.19877243041992,-55.232918,39658.555,20.497635,0.17085123,-17.58592903124329,35.253677,2.1368976,-63.69990158081055,-57.5618,61381.023,374,37500
-58.94672393798828,-55.027397,39193.25,17.606773,0.15622276,-19.454659310391495,41.72093,2.4574609,-64.30675506591797,-58.21634,60904.188,377,37800
-58.606388092041016,-54.735767,38706.215,13.503498,0.13557634,-15.768086432953423,22.19343,1.2172608,-62.082542419433594,-56.055748,60267.938,380,38100
-58.135738372802734,-54.333168,38025.69,7.394766,0.15148175,-9.985085084976344,8.959982,0.7814202,-60.80205535888672,-54.86535,59367.062,383,38400
-57.94435501098633,-54.232407,37119.49,5.956249,0.14642182,-6.346011729815607,9.815834,0.5583004,-60.587608337402344,-54.77228,58153.28,386,38700
-57.78981399536133,-54.193275,35965.4,5.676482,0.11657247,-20.098833924984262,95.59477,0.9000225,-66.47516632080078,-60.807976,56671.89,389,39000
-57.60293960571289,-54.147377,34555.64,4.8277693,0.13361488,-25.664312814067152,11.173237,0.42330366,-60.31499099731445,-54.77278,55422.094,392,39300
-57.688480377197266,-54.370605,33178.758,6.655222,0.2807541,-19.87115211603837,9.333408,0.46964645,-60.05376434326172,-54.679646,53741.195,395,39600
-57.41315460205078,-54.177666,32354.883,5.407772,0.1203738,-16.63853318665721,2642.9487,0.95716214,-238.37326049804688,-233.2201,51531.61,398,39900
-57.23125076293945,-54.095924,31353.266,4.2935286,0.11100128,-8.906192211348154,14.015825,0.27566823,-59.76336669921875,-54.86524,48981.305,401,40200
-61.05189895629883,-56.479332,45725.688,37.52734,0.30985022,-20.845546670527522,7.8504066,0.22475953,-59.04277801513672,-54.41359,46291.89,404,40500
-60.27180480957031,-55.923717,43480.855,29.307268,0.31076217,-18.674592605768567,458.05035,39.31683,-115.81116485595703,-111.33024,44809.28,407,40800
-59.33020782470703,-55.048664,42815.418,16.859596,0.2623626,5.27356413869319,85.19218,15.397079,-74.39070129394531,-69.91387,44768.26,410,41100
-58.78172302246094,-54.56772,42140.04,10.806973,0.15688385,-12.19717936467406,47.255245,5.106144,-64.84891510009766,-60.38314,44657.74,413,41400
-58.46022033691406,-54.324738,41354.82,6.9244757,0.18604471,-20.713283806275825,38.63919,4.533383,-63.864341735839844,-59.412537,44518.07,416,41700
-58.25511169433594,-54.214947,40401.64,5.759225,0.14032379,-15.204031263671167,26.73322,3.3397934,-62.23670196533203,-57.79921,44374.93,419,42000
-58.065738677978516,-54.14008,39256.58,4.553072,0.150298,-6.780784628478547,59.81975,3.4424253,-64.53008270263672,-60.10755,44225.336,422,42300
-57.885658264160156,-54.10044,37852.16,3.9498959,0.15204228,-28.366152396999077,21.095205,1.4610672,-60.5411491394043,-56.14641,43947.375,425,42600
-57.65810775756836,-54.04673,36113.79,3.4811413,0.11954595,-32.44790444356716,116.977104,2.021343,-67.38372802734375,-63.013638,43700.883,428,42900
-57.415191650390625,-54.021767,33934.27,3.2294543,0.10781555,-4.482466833345803,43.592293,1.1632328,-61.812461853027344,-57.467197,43452.66,431,43200
-57.30462646484375,-54.10295,32016.746,4.421281,0.10861721,-17.762323601925228,29.95104,1.2261103,-60.91193389892578,-56.586674,43252.617,434,43500
-57.02357482910156,-54.029755,29938.203,3.2574801,0.1168215,-10.136720746413062,15.805966,0.36431405,-59.34752655029297,-55.046356,43011.723,437,43800
-56.710575103759766,-53.975376,27352.0,2.6778092,0.094424255,-12.959014901668834,8.973024,0.31140694,-58.81150436401367,-54.548187,42633.164,440,44100
-56.88787078857422,-54.264633,26232.395,5.472092,0.2424654,-23.092766730874523,6.958614,0.26577684,-58.589500427246094,-54.380997,42085.023,443,44400
-56.71891784667969,-54.173767,25451.492,5.0489516,0.15049788,-4.995378914530108,7.112657,0.25491467,-58.51750183105469,-54.384075,41334.27,446,44700
-56.52156448364258,-54.0671,24544.652,3.800385,0.11771978,-13.071694060990344,6.710632,0.26569757,-58.399593353271484,-54.364166,40354.28,449,45000
-56.39859390258789,-54.055283,23433.117,3.7135918,0.10893753,-1.9608071105508964,4.1353827,0.1709886,-58.036930084228516,-54.125816,39111.15,452,45300
-56.27857971191406,-54.057198,22213.836,3.686886,0.1149012,7.056769152394512,46.482094,0.44743475,-60.97818374633789,-57.178383,37998.01,455,45600
-56.0739631652832,-54.00203,20719.328,3.2639813,0.075203635,-11.096680821311187,26.365011,0.26262784,-59.447689056396484,-55.69205,37556.375,458,45900
-56.06385803222656,-54.110382,19534.773,3.3728817,0.22443372,-15.808818064441414,14.224296,0.28407374,-58.60852813720703,-54.88503,37234.98,461,46200
-55.9089241027832,-54.034813,18741.129,3.3144336,0.1185939,-22.176205080929396,9.191104,0.20693874,-58.16004943847656,-54.49225,36678.0,464,46500
-55.795536041259766,-54.00087,17946.68,3.0394754,0.09594007,-26.525277275222745,7.2686324,0.15536888,-57.918067932128906,-54.327267,35908.016,467,46800
-55.692474365234375,-53.986862,17056.117,2.8970747,0.0894788,-2.4226572645401,4.696424,0.12977476,-57.62570571899414,-54.135895,34898.1,470,47100
-55.63256072998047,-54.015526,16170.352,3.2648575,0.09505848,-4.981324428602109,5.186729,0.16378,-57.55242156982422,-54.19208,33603.39,473,47400
-55.61504364013672,-54.07708,15379.625,4.118672,0.10063414,-11.206729503295282,4.873546,0.20660691,-57.39509582519531,-54.199867,31952.293,476,47700
-55.45198440551758,-53.983463,14685.219,2.93523,0.08063758,1.5373576705801506,3.6188972,0.1055113,-57.06666564941406,-54.046562,30201.031,479,48000
-55.510154724121094,-54.098244,14119.117,2.9987354,0.24390347,-10.703559703538113,4.434528,0.1496449,-56.958187103271484,-54.131615,28265.738,482,48300
-55.35847091674805,-53.985374,13730.977,2.8178205,0.095203064,-16.438667680141016,3.1310341,0.10420104,-56.630950927734375,-54.012657,26182.941,485,48600
-55.30515670776367,-53.98274,13224.199,2.8360689,0.08948289,-36.0257636240009,3.1186044,0.08773269,-56.393821716308594,-54.000675,23931.469,488,48900
-55.293373107910156,-54.017883,12754.898,3.014835,0.12353781,-6.609106689189235,2.7820663,0.08565956,-56.16944122314453,-53.976498,21929.434,491,49200
-55.22452926635742,-53.99329,12312.391,3.0218337,0.08650052,-32.66804091725962,63.89105,0.17943017,-60.1522102355957,-58.174824,19773.883,494,49500
-55.153602600097656,-53.97082,11827.816,2.7560654,0.08199385,-20.331657615101197,5.1582046,0.14632069,-56.024085998535156,-54.178337,18457.496,497,49800
-55.11652374267578,-53.98462,11319.029,2.9752014,0.07979338,-32.39775962800242,4.4126987,0.11369151,-55.813053131103516,-54.105812,17072.406,500,50100
-55.7845573425293,-54.1809,16036.555,4.620091,0.20404404,-14.160690998473385,3.125288,0.09014579,-55.555355072021484,-54.00276,15525.945,503,50400
-55.46414566040039,-54.008606,14555.41,3.316773,0.07964463,-20.17256041184729,3.5312583,0.10172212,-55.49537658691406,-54.038067,14573.09,506,50700
-56.00309753417969,-54.62534,13777.582,3.103173,1.028715,-27.320804989479985,3.2890804,0.115344524,-55.384849548339844,-54.03089,13539.57,509,51000
-55.33097457885742,-53.999447,13315.266,3.3339767,0.067598656,-25.09342249073374,99.4598,0.31334952,-61.928524017333984,-60.672523,12559.988,512,51300
-55.24604797363281,-53.971424,12746.227,2.900166,0.06634469,-37.49744583192893,5.1785007,0.09211324,-55.38728332519531,-54.14303,12442.543,515,51600
-55.57384490966797,-54.365433,12084.117,4.59805,0.49150336,-39.875684959949545,3.8560293,0.1368806,-55.297245025634766,-54.08383,12134.145,518,51900
-55.16795349121094,-53.99289,11750.631,3.0159895,0.08648664,-18.108941585003198,4.1307087,0.10790305,-55.26190948486328,-54.08281,11790.996,521,52200
-55.10762023925781,-53.96936,11382.615,2.7846737,0.0758785,-20.060228950141152,4.663226,0.14103894,-55.317039489746094,-54.14127,11757.697,524,52500
-55.052127838134766,-53.946735,11053.93,2.610365,0.058845766,-33.973836743729905,3.5478969,0.09550172,-55.18972396850586,-54.03498,11547.426,527,52800
-55.02494430541992,-53.95648,10684.645,2.6646433,0.07078649,-14.769961276047194,3.7462127,0.10529506,-55.182945251464844,-54.05503,11279.131,530,53100
-13.21055793762207,-12.075813,11347.451,3.779592,0.069520816,-30.74068827040387,2.6352777,0.08572563,-55.05929946899414,-53.966614,10926.852,533,53400
5.259271621704102,6.7729826,15137.109,1.8371626,0.025609843,-4.275537260284816,2.9694717,0.08630799,-55.0479621887207,-53.989616,10583.475,536,53700
14.39341926574707,16.345028,19516.082,1.4338937,0.031613618,-46.87739060644021,3.0254946,0.09358989,-54.998756408691406,-53.998337,10004.1875,539,54000
18.267635345458984,20.625967,23583.316,1.4807305,0.052137703,12.476150581417095,2.9455593,0.108221166,-54.9236946105957,-54.00283,9208.648,542,54300
21.425758361816406,24.204723,27789.656,1.5377121,0.02919698,13.72839790979029,4.7063484,0.12323111,-54.97719192504883,-54.12905,8481.402,545,54600
24.88808822631836,28.087618,31995.297,1.5769119,0.02732329,6.293427270865111,2.9554386,0.09051153,-54.79726791381836,-53.989838,8074.3125,548,54900
28.637332916259766,32.24014,36028.06,1.190064,0.02186967,23.98674566410415,2.9197655,0.07512324,-54.734432220458984,-53.978687,7557.465,551,55200
28.903730392456055,32.893852,39901.22,1.2989638,0.026898395,27.475341374898832,3.2777495,0.09361189,-54.747459411621094,-54.01542,7320.4062,554,55500
32.95956802368164,37.325222,43656.543,0.46325275,0.012385437,24.485055562509345,2.5353737,0.07271746,-54.654754638671875,-53.951054,7037.0117,557,55800
33.79103469848633,38.49493,47038.953,0.43685687,0.019948306,28.95210225539937,2.6137552,0.07257,-54.62565231323242,-53.956253,6693.992,560,56100
35.03622055053711,40.043617,50073.97,0.40040237,0.015200382,18.360103600687534,2.6221297,0.09092133,-54.605735778808594,-53.96924,6364.967,563,56400
35.24559783935547,40.51916,52735.625,0.40362728,0.012710758,28.580018451159244,2.5325398,0.097809106,-54.54973602294922,-53.967834,5819.004,566,56700
36.742340087890625,42.25521,55128.72,0.33836293,0.012476958,50.874757942417354,3.0724149,0.09768738,-54.588722229003906,-54.00247,5862.551,569,57000
34.12624740600586,39.839287,57130.383,0.41105327,0.022648908,32.522615841009134,4.1841826,0.18484876,-54.71967315673828,-54.128212,5914.625,572,57300
36.59366226196289,42.49249,58988.28,0.37604448,0.02274914,37.99288959283607,3.3128757,0.08920389,-54.598602294921875,-54.014816,5837.8633,575,57600
38.6596794128418,44.71732,60576.39,0.356349,0.020361053,54.57873664763941,3.308849,0.09471631,-54.53811264038086,-53.971447,5666.664,578,57900
39.94750213623047,46.153557,62060.54,0.28022373,0.0063257627,70.02030542794235,1.142486,0.07464158,7.906836032867432,9.407746,15009.102,581,58200
37.48512649536133,43.826828,63417.03,0.3120364,0.012748804,64.91161572715184,0.49249935,0.036396176,21.810523986816406,24.359892,25493.672,584,58500
37.09671401977539,43.551918,64552.03,0.37836725,0.018550543,43.11489440697724,0.36811346,0.033219956,26.139610290527344,29.416061,32764.516,587,58800
39.32460403442383,45.87643,65518.273,0.3268484,0.020421028,64.25186286833005,0.38585937,0.040979683,26.87226676940918,30.662647,37903.81,590,59100
39.3508415222168,45.991905,66410.625,0.31741828,0.013967524,51.15845388751577,0.2891024,0.020891374,32.652549743652344,36.84218,41896.277,593,59400
38.73412322998047,45.458946,67248.22,0.26632208,0.013479862,65.36426955732156,0.2881782,0.031937048,30.94485092163086,35.42048,44756.277,596,59700
