time_sampling,AverageReturn,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,Epoch
0.671132088,3.982109426,20.84140789,32.02170795,-27.16711445,3.98272187,1,0.016542673,0.056563377,0.5015483,0.25259453,38.44989349,0.116698265,0.992665389,0.879686296,1
0.669923067,32.44526402,16.37224799,66.5549496,5.108670961,4.738183694,1,0.017186165,0.052039862,0.50134516,0.2806371,37.84943054,0.086890221,0.864924318,0.513157734,2
0.476894379,52.6908292,25.99279746,90.96866456,19.04334682,4.125240724,1,0.015477896,0.081291199,0.50478065,0.24138327,39.33357041,0.102529764,0.598056172,0.326780489,3
0.748859882,55.47102801,23.042415,98.61089661,9.552478935,4.188059151,1,0.028944969,0.063499451,0.5036124,0.20561384,40.94731617,0.095716476,0.328966063,0.311720192,4
0.421801567,60.59478633,20.01378319,104.6913096,23.66563065,4.603589749,1,0.012076855,0.036515713,0.49856445,0.18408112,42.91206318,0.067378283,0.310027683,0.297330012,5
0.482479334,35.15274029,38.08465391,74.07837696,-25.87992424,3.609919731,1,0.017009735,0.054958105,0.50234574,0.26224953,42.1361309,0.092248201,0.841998431,0.651658875,6
0.592093229,54.34889712,26.43541502,89.89119827,-3.314778858,4.14097743,1,0.019448042,0.03720808,0.4963917,0.26314393,43.35740752,0.096535206,0.487941691,0.393143668,7
0.715161324,43.06695045,37.17144778,84.53149136,-26.56617733,3.870403288,1,0.01625371,0.049349546,0.49785304,0.32471737,43.32836181,0.104636192,0.632670643,0.596606186,8
0.733147621,66.57086769,42.17394539,113.7510164,-11.33994768,4.347966879,1,0.015073061,0.056220531,0.5033419,0.15798078,45.6526124,0.089862585,0.558459629,0.49592791,9
0.562367201,45.61479459,45.38968227,92.0998721,-32.7070902,4.275496227,1,0.028446436,0.046080112,0.50012356,0.15939112,45.64883062,0.111172438,0.66872606,0.604350362,10
0.716884851,67.25986853,34.01287569,111.8423621,-3.375051881,3.801294912,1,0.010735512,0.065134764,0.5001803,0.2059109,47.80993441,0.098034859,0.448977174,0.398816065,11
0.691183805,65.23347587,25.82975143,95.11471059,7.587050691,4.544052275,1,0.011867285,0.037896872,0.4996385,0.16504805,49.55228856,0.067124605,0.326058519,0.316791175,12
0.437919378,39.40733446,14.58224472,70.33088277,12.86274589,4.664618253,1,0.011702776,0.035602808,0.50164473,0.19516575,48.53779315,0.071589231,0.568465086,0.298429412,13
0.432705164,20.47026637,56.85082525,98.27252952,-77.50447127,4.203877285,1,0.012010098,0.036619663,0.49895504,0.26509976,45.73104047,0.068566799,0.924130459,0.892553649,14
0.50927043,65.30308091,33.8881603,107.2474668,-5.482121813,3.926983463,1,0.0187006,0.051851511,0.5016263,0.18179217,47.68824451,0.104790926,0.60298211,0.323376915,15
0.478969097,32.41877461,33.13521527,76.42088697,-28.76799119,5.04621112,1,0.014892817,0.081451893,0.50028646,0.16167822,46.16129752,0.125882626,0.963484733,0.575167713,16
0.627678156,36.39495124,40.63171256,90.79385045,-31.28382728,3.942125954,1,0.015838861,0.057157755,0.4990213,0.23214361,45.18466289,0.093323708,0.596109092,0.59473741,17
0.652983904,33.76651898,41.77183169,79.26190646,-40.23495728,3.934970283,1,0.01690197,0.051733732,0.5049289,0.18581618,44.0428485,0.097906113,0.710849401,0.693197533,18
0.650320292,41.67014086,52.02498004,100.7013625,-58.43003971,3.889303678,1,0.025269747,0.064819813,0.49958414,0.22676285,43.80557774,0.105237961,0.642348797,0.583774431,19
0.628989935,56.39011245,36.60391036,120.0770887,-27.29020341,4.293933505,1,0.012140989,0.03694129,0.50249386,0.26662064,45.06403121,0.071944714,0.486448104,0.448217269,20
0.411856174,52.0864256,41.8453218,95.42161725,-41.54619536,4.520934298,1,0.009303808,0.04272604,0.5014522,0.27416053,45.76627065,0.086461544,0.468239263,0.449857569,21
0.682374954,18.8130786,36.23630344,78.52232069,-40.68587756,4.247929278,1,0.016790628,0.054730892,0.4995811,0.21604905,43.07095144,0.089893341,1.091264449,0.731290951,22
0.697427273,35.22212543,33.74122859,68.31396735,-42.34360298,4.291583919,1,0.016578674,0.054850101,0.5053336,0.31214604,42.28606884,0.09080267,0.639909635,0.486527963,23
