time_sampling,AverageReturn,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,Epoch
0.371622801,-55.52925908,17.73851432,-32.08944572,-88.43911492,14.27120174,1,0.002646446,0.023899078,0.6202457,0.13745973,-55.52925908,0.037996054,1.004440681,0.896360898,1
0.378535986,-48.52196867,28.57454073,6.0868144,-86.34833584,11.86983068,1,0.002692938,0.023831367,0.65744424,0.051622782,-54.82853004,0.037897587,0.912420759,0.650324894,3
0.36973238,-15.80749571,18.09844309,5.199915218,-53.03279965,12.11113286,1,0.002766371,0.025460958,0.6083644,0.031036332,-50.92642661,0.040298462,0.730562214,0.756782376,5
0.379762411,-44.67856971,33.89926378,-3.428355875,-104.871568,8.646571264,1,0.002680779,0.0270648,0.5079588,0.11952346,-50.30164092,0.038959026,0.619538238,0.491506898,7
0.369958878,-34.58762646,46.40582827,7.29101083,-161.7905604,8.451862902,1,0.002617121,0.024129152,0.36366192,0.14213695,-48.73023947,0.038523436,0.72837062,0.713458824,9
0.373167276,-47.87389505,26.15088978,2.668464533,-79.22203512,12.24409819,1,0.002639294,0.026627779,0.6468171,0.07573214,-48.64460503,0.038264275,0.477354256,0.468275999,11
0.372622967,-40.52317725,38.8818689,7.836963845,-130.516756,8.239178987,1,0.002770185,0.027126074,0.70264214,0.07732198,-47.83246225,0.038474798,0.723551844,0.646424994,13
0.369553089,-17.49729867,15.35734764,11.42042803,-36.95229797,10.07917233,1,0.002696753,0.024031639,0.57326806,0.1455703,-44.79894589,0.03986907,1.524014249,0.659739832,15
0.372195005,-12.42097084,48.66818014,19.03819138,-123.0978646,10.9256431,1,0.002666712,0.024061918,0.71690446,0.07097967,-41.56114839,0.039576054,0.92619104,0.920760791,17
0.370983601,-16.83358786,30.66586536,11.53316693,-90.4260901,9.285882721,1,0.002735376,0.023799658,0.6037001,0.12366368,-39.08839233,0.038182735,0.807603922,0.793332621,19
0.3787148,-17.61401819,64.919096,22.61204917,-208.5771798,7.124585755,1,0.00273037,0.023601294,0.6359315,0.11977638,-36.94095492,0.03780508,0.902764353,0.880442969,21
0.370063782,1.669018891,9.239379392,14.47393357,-14.66909472,8.276895938,1,0.002664566,0.027057886,0.64483744,0.067537755,-33.07995754,0.040403605,4.133767845,1.796241459,23
0.378962278,14.55028354,9.001304924,25.84782249,-0.709788302,14.15597695,1,0.002785444,0.026718378,0.4057798,0.07560572,-28.31693343,0.038173914,2.381701959,1.366529109,25
0.370109081,13.97261109,14.90456124,29.67917204,-24.26311446,10.39055491,1,0.002669334,0.02666378,0.60695255,0.101010345,-24.08797898,0.037983894,1.290831986,1.006287219,27
0.378343582,21.28636368,9.930460465,40.30664987,6.725390558,8.966733558,1,0.002737761,0.026652098,0.4781637,0.07105111,-19.55054471,0.03821373,1.010180592,0.734627152,29
0.371323109,19.66167561,15.70473107,42.45024438,-13.72969829,7.237533531,1,0.00266099,0.027311563,0.54698175,0.1324815,-15.62932268,0.039862156,0.826467226,0.74132499,31
0.373905182,17.53663212,32.20507174,38.62787702,-76.95756665,6.551604685,1,0.002654552,0.029356003,0.64848727,0.09993845,-12.3127272,0.038110256,0.99621205,0.98968828,33
0.369493008,36.31537276,7.178940002,46.60694271,24.49162489,6.960683192,1,0.002659082,0.026509285,0.61649835,0.13735224,-7.449917205,0.037877083,0.663069815,0.495327798,35
0.378357172,14.68878712,67.55996304,59.15124345,-184.3611026,13.70341615,1,0.002838135,0.029529572,0.48927686,0.13416998,-5.236046772,0.040136099,1.02642192,1.003164887,37
0.369994879,32.45383984,8.450150187,41.99919672,12.67332844,23.08499443,1,0.002661705,0.026747942,0.5994444,-0.014966328,-1.467058111,0.037898779,0.553026769,0.453872199,39
0.370431185,26.9790916,14.22032337,49.49877752,10.43847756,9.305565115,1,0.00266552,0.029511452,0.5696979,0.115146756,1.37755686,0.037861109,0.536195747,0.513789718,41
0.369656801,23.49231129,6.981071181,32.80458648,13.41745175,10.37216905,1,0.002839804,0.02725029,0.67172635,0.080177344,3.589032303,0.038265944,0.443988883,0.437716209,43
0.380997658,39.73160643,13.06646867,55.7805604,17.1150387,9.822316025,1,0.00301075,0.03243947,0.5397265,0.10856335,7.203289715,0.038631201,0.459339363,0.365562357,45
0.370466709,26.67877632,10.0131479,42.31604801,11.30499628,9.909692575,1,0.002704859,0.029433727,0.47846502,0.10894099,9.150838376,0.03818059,0.469991149,0.445011736,47
